,pathlength,source_article,target_article,shortest_path_distance,top,center_top,center,center_bottom,bottom,success
16580,5,blackjack,domestic goat,3,1.8740036924074488,-0.8867758799162075,1.0063976029558797,-0.894109690166889,-0.8880784227595354,0
14606,5,rubik's cube,rhythm and blues,3,-0.8576589479364737,2.798989921632617,0.06637374540520334,-0.894109690166889,-0.8880784227595354,0
10358,4,medal of honor,cape canaveral,3,1.7364625805472758,-1.0746399657829806,-0.1373270579457025,-1.0646503562306577,-1.077316750016241,1
10884,4,pig,flag of india,3,-0.13149233595179838,0.7936003215070936,-1.0701545544617668,-0.1298806715834914,-1.077316750016241,1
10995,5,privy council of the united kingdom,the lord of the rings,3,-1.0654697942013354,-1.0746399657829806,1.7283279350864262,-1.0646503562306577,0.7993553233770851,1
15945,4,manifest destiny,train,3,0.05289526551150059,0.03466557047099861,0.06637374540520334,-0.894109690166889,0.0464688440407617,0
15304,3,asteroid,viking,3,0.05289526551150059,-0.8867758799162075,0.06637374540520334,-0.894109690166889,0.0464688440407617,0
7556,5,lithium,star wars,3,1.7364625805472758,-1.0746399657829806,-0.1373270579457025,-1.0646503562306577,-0.138980713319578,1
10510,4,music of ireland,john adams,3,-1.0654697942013354,-1.0746399657829806,1.7283279350864262,-0.1298806715834914,-1.077316750016241,1
9035,4,crow,uranium,3,-1.0654697942013354,-0.14051982213794345,-0.1373270579457025,-0.1298806715834914,-0.138980713319578,1
7070,5,alfred hitchcock,istanbul,3,-1.0654697942013354,0.7936003215070936,1.7283279350864262,-1.0646503562306577,-1.077316750016241,1
8116,5,abu dhabi,pythagoras,3,-1.0654697942013354,0.7936003215070936,0.7955004385703618,-0.1298806715834914,-1.077316750016241,1
12042,4,tycho brahe,melbourne,3,-0.13149233595179838,-0.14051982213794345,-0.1373270579457025,-1.0646503562306577,-0.138980713319578,1
12412,4,rhodium(iii) chloride,stained glass,3,0.8024851222977387,-1.0746399657829806,-0.1373270579457025,-0.1298806715834914,-1.077316750016241,1
12028,4,tropical storm allison,rapping,3,-0.13149233595179838,-0.14051982213794345,-0.1373270579457025,-0.1298806715834914,-1.077316750016241,1
15007,3,theatre,zebra,3,0.05289526551150059,0.03466557047099861,-0.8736501121454731,-0.894109690166889,0.0464688440407617,0
8516,5,battle of vaslui,sculpture,3,0.8024851222977387,0.7936003215070936,-1.0701545544617668,-0.1298806715834914,-1.077316750016241,1
9696,5,hepatocellular carcinoma,iron,3,-0.13149233595179838,0.7936003215070936,-0.1373270579457025,-1.0646503562306577,-0.138980713319578,1
7029,5,oman,real tennis,3,-0.13149233595179838,-1.0746399657829806,1.7283279350864262,-0.1298806715834914,-1.077316750016241,1
7097,5,meteor shower,north sea,3,-0.13149233595179838,-0.14051982213794345,0.7955004385703618,-1.0646503562306577,-0.138980713319578,1
14809,4,tiger woods,water polo,3,-0.8576589479364737,0.9561070208582046,0.06637374540520334,-0.894109690166889,0.0464688440407617,0
10170,5,list of u.s. states by date of statehood,byzantine empire,3,-0.13149233595179838,-0.14051982213794345,0.7955004385703618,-1.0646503562306577,-0.138980713319578,1
10216,5,lunar eclipse,fungus,3,2.6704400387968126,-1.0746399657829806,-1.0701545544617668,-1.0646503562306577,-0.138980713319578,1
12387,4,hurricane alex (2004),minnesota,3,-1.0654697942013354,0.7936003215070936,-1.0701545544617668,-1.0646503562306577,0.7993553233770851,1
8357,5,atonality,papua new guinea,3,-0.13149233595179838,-0.14051982213794345,-0.1373270579457025,-0.1298806715834914,-0.138980713319578,1
11354,5,slavic mythology,great wall of china,3,-0.13149233595179838,-1.0746399657829806,1.7283279350864262,-1.0646503562306577,-0.138980713319578,1
8771,5,canadian charter of rights and freedoms,day,3,0.8024851222977387,-0.14051982213794345,-1.0701545544617668,-0.1298806715834914,-0.138980713319578,1
7931,5,odin,planet,3,-0.13149233595179838,0.7936003215070936,0.7955004385703618,-1.0646503562306577,-1.077316750016241,1
12568,4,calcium,space station,3,0.05289526551150059,0.03466557047099861,-0.8736501121454731,-0.894109690166889,0.9810161108410588,0
11193,5,royal national theatre,saudi arabia,3,-1.0654697942013354,-0.14051982213794345,1.7283279350864262,-0.1298806715834914,-1.077316750016241,1
9737,5,history of post-soviet russia,trumpet,3,-0.13149233595179838,-1.0746399657829806,-0.1373270579457025,-0.1298806715834914,0.7993553233770851,1
14449,3,nintendo entertainment system,adolf hitler,3,0.9634494789594749,-0.8867758799162075,0.06637374540520334,-0.894109690166889,-0.8880784227595354,0
10046,4,korea,wine,3,-0.13149233595179838,-0.14051982213794345,-1.0701545544617668,-1.0646503562306577,0.7993553233770851,1
7914,5,mass rapid transit (singapore),water,3,-1.0654697942013354,1.7277204651521305,-1.0701545544617668,-0.1298806715834914,-0.138980713319578,1
11677,4,the x-files,dark ages,3,-1.0654697942013354,0.7936003215070936,-1.0701545544617668,-0.1298806715834914,-0.138980713319578,1
11718,4,theatre,zebra,3,-1.0654697942013354,0.7936003215070936,-0.1373270579457025,-1.0646503562306577,-0.138980713319578,1
15374,4,pyramid,bean,3,0.05289526551150059,0.9561070208582046,0.06637374540520334,-0.894109690166889,-0.8880784227595354,0
11103,5,republic of macedonia,james i of england,3,0.8024851222977387,-1.0746399657829806,-0.1373270579457025,-0.1298806715834914,-0.138980713319578,1
13327,4,coventry,hannibal barca,3,0.9634494789594749,0.9561070208582046,-0.8736501121454731,-0.894109690166889,-0.8880784227595354,0
7691,5,pony,fungus,3,-0.13149233595179838,-1.0746399657829806,0.7955004385703618,-0.1298806715834914,-0.138980713319578,1
14664,3,bird,great white shark,3,0.05289526551150059,0.03466557047099861,-0.8736501121454731,-0.894109690166889,0.0464688440407617,0
14103,4,brain,telephone,3,0.9634494789594749,0.03466557047099861,0.06637374540520334,-0.894109690166889,-0.8880784227595354,0
9792,4,hydrogen peroxide,russian language,3,-1.0654697942013354,-0.14051982213794345,-0.1373270579457025,-1.0646503562306577,0.7993553233770851,1
11141,4,rock pigeon,cameroon,3,0.8024851222977387,-0.14051982213794345,-0.1373270579457025,-1.0646503562306577,-1.077316750016241,1
11493,4,sulfuric acid,kīlauea,3,-1.0654697942013354,-0.14051982213794345,-0.1373270579457025,-0.1298806715834914,-0.138980713319578,1
12392,5,józef piłsudski,vincent van gogh,3,-0.13149233595179838,1.7277204651521305,-1.0701545544617668,-0.1298806715834914,-1.077316750016241,1
15255,3,ethiopian wolf,hawk,3,-0.8576589479364737,0.03466557047099861,0.06637374540520334,-0.894109690166889,0.0464688440407617,0
10284,5,mango,flag of hong kong,3,-1.0654697942013354,-0.14051982213794345,1.7283279350864262,-1.0646503562306577,-0.138980713319578,1
14940,4,pyramid,bean,3,0.05289526551150059,-0.8867758799162075,0.06637374540520334,-0.894109690166889,0.9810161108410588,0
13640,4,bacteria,wolfgang amadeus mozart,3,0.05289526551150059,-0.8867758799162075,0.06637374540520334,-0.894109690166889,0.9810161108410588,0
13022,4,pyramid,bean,3,-0.8576589479364737,0.9561070208582046,0.06637374540520334,-0.894109690166889,0.0464688440407617,0
10675,5,oil refinery,rain,3,-1.0654697942013354,0.7936003215070936,-0.1373270579457025,-0.1298806715834914,-0.138980713319578,1
9150,5,donald knuth,insulin,3,-0.13149233595179838,-1.0746399657829806,-0.1373270579457025,-1.0646503562306577,1.7376913600737482,1
7085,5,cheese,cape town,3,0.8024851222977387,-1.0746399657829806,-1.0701545544617668,-0.1298806715834914,0.7993553233770851,1
14403,4,walt disney,"columbus, ohio",3,0.9634494789594749,0.03466557047099861,-0.8736501121454731,-0.894109690166889,0.0464688440407617,0
8948,5,commodore 64,bay of bengal,3,-0.13149233595179838,-0.14051982213794345,-1.0701545544617668,-0.1298806715834914,0.7993553233770851,1
10809,4,peace,history of greece,3,-0.13149233595179838,0.7936003215070936,-1.0701545544617668,-1.0646503562306577,-0.138980713319578,1
8124,5,acetic acid,rail transport,3,-1.0654697942013354,0.7936003215070936,-0.1373270579457025,-1.0646503562306577,0.7993553233770851,1
10295,4,margaret sanger,continent,3,-1.0654697942013354,-1.0746399657829806,1.7283279350864262,-1.0646503562306577,-0.138980713319578,1
10606,4,nintendo ds,antarctica,3,-0.13149233595179838,-0.14051982213794345,-0.1373270579457025,-0.1298806715834914,-1.077316750016241,1
15217,4,wild cat,stanisław koniecpolski,3,0.9634494789594749,0.03466557047099861,0.06637374540520334,-0.894109690166889,-0.8880784227595354,0
14789,3,brain,telephone,3,0.05289526551150059,0.03466557047099861,-0.8736501121454731,-0.894109690166889,0.0464688440407617,0
9522,5,government of france,irish poetry,3,-0.13149233595179838,-1.0746399657829806,1.7283279350864262,-1.0646503562306577,-0.138980713319578,1
15754,4,great lakes storm of 1913,the cat in the hat,3,0.9634494789594749,-0.8867758799162075,1.0063976029558797,-0.894109690166889,-0.8880784227595354,0
10944,5,pollinator decline,sound,3,-0.13149233595179838,0.7936003215070936,0.7955004385703618,-1.0646503562306577,-1.077316750016241,1
7817,5,2005 hertfordshire oil storage terminal fire,franz schubert,3,-0.13149233595179838,0.7936003215070936,-1.0701545544617668,-1.0646503562306577,0.7993553233770851,1
13538,4,snowball earth,southern united states,3,0.05289526551150059,-0.8867758799162075,1.0063976029558797,-0.894109690166889,0.0464688440407617,0
15739,5,chromium,senate of canada,3,0.05289526551150059,0.03466557047099861,0.06637374540520334,-0.894109690166889,0.9810161108410588,0
11810,5,theatre,zebra,3,0.8024851222977387,-1.0746399657829806,-0.1373270579457025,-0.1298806715834914,-0.138980713319578,1
16090,3,speed of light,indium,3,0.05289526551150059,-0.8867758799162075,1.0063976029558797,-0.894109690166889,-0.8880784227595354,0
10467,4,mormon trail,dvd,3,-0.13149233595179838,-0.14051982213794345,-0.1373270579457025,-0.1298806715834914,-1.077316750016241,1
11509,4,super bowl xl,elagabalus,3,-1.0654697942013354,0.7936003215070936,-0.1373270579457025,-0.1298806715834914,-1.077316750016241,1
14640,3,saint helena,pompeii,3,0.05289526551150059,-0.8867758799162075,-0.8736501121454731,-0.894109690166889,0.9810161108410588,0
14714,3,david beckham,list of elements by name,3,-0.8576589479364737,0.9561070208582046,0.06637374540520334,-0.894109690166889,-0.8880784227595354,0
9635,5,hatshepsut,steam engine,3,-0.13149233595179838,-0.14051982213794345,-0.1373270579457025,-1.0646503562306577,0.7993553233770851,1
16555,3,history of buddhism,norfolk,3,0.05289526551150059,-0.8867758799162075,-0.8736501121454731,-0.894109690166889,0.9810161108410588,0
7702,5,german reunification,taj mahal,3,-0.13149233595179838,-0.14051982213794345,0.7955004385703618,-1.0646503562306577,-0.138980713319578,1
9598,5,haemophilia,oil refinery,3,-0.13149233595179838,-1.0746399657829806,0.7955004385703618,-0.1298806715834914,-0.138980713319578,1
10559,5,naval battle of guadalcanal,falcon,3,-0.13149233595179838,-0.14051982213794345,-0.1373270579457025,-1.0646503562306577,0.7993553233770851,1
15104,3,batman,the holocaust,3,0.05289526551150059,0.03466557047099861,0.06637374540520334,-0.894109690166889,-0.8880784227595354,0
9976,4,john mcenroe,windsor castle,3,-0.13149233595179838,-0.14051982213794345,0.7955004385703618,-1.0646503562306577,-1.077316750016241,1
16471,4,music,metal,3,0.05289526551150059,-0.8867758799162075,0.06637374540520334,-0.894109690166889,0.9810161108410588,0
16758,4,pyramid,bean,3,-0.8576589479364737,1.877548471245411,-0.8736501121454731,-0.894109690166889,0.0464688440407617,0
7550,5,palladium,vancouver,3,-0.13149233595179838,-0.14051982213794345,-1.0701545544617668,-1.0646503562306577,1.7376913600737482,1
8788,5,canadian senate,stanley baldwin,3,0.8024851222977387,-0.14051982213794345,0.7955004385703618,-1.0646503562306577,-1.077316750016241,1
11370,5,snowdonia,soil profile,3,-0.13149233595179838,1.7277204651521305,-0.1373270579457025,-1.0646503562306577,-1.077316750016241,1
15658,5,dubai,ice age,3,1.8740036924074488,0.03466557047099861,-0.8736501121454731,-0.894109690166889,0.0464688440407617,0
13159,4,cs gas,phoenix (spacecraft),3,-0.8576589479364737,-0.8867758799162075,1.0063976029558797,-0.894109690166889,0.9810161108410588,0
15253,5,guatemala,university of texas at austin,3,-0.8576589479364737,0.03466557047099861,0.06637374540520334,-0.894109690166889,1.9155633776413556,0
7043,5,political economy,parrot,3,-1.0654697942013354,-1.0746399657829806,0.7955004385703618,-1.0646503562306577,1.7376913600737482,1
15098,4,achilles,gold,3,-0.8576589479364737,0.03466557047099861,0.06637374540520334,-0.894109690166889,0.9810161108410588,0
11366,5,snowdonia,indian ocean,3,1.7364625805472758,-1.0746399657829806,-0.1373270579457025,-1.0646503562306577,-0.138980713319578,1
16143,3,batman,great red spot,3,0.05289526551150059,0.03466557047099861,-0.8736501121454731,-0.894109690166889,0.0464688440407617,0
11931,5,theatre,zebra,3,1.7364625805472758,-1.0746399657829806,-1.0701545544617668,-0.1298806715834914,-0.138980713319578,1
12662,5,dead sea scrolls,bhutan,3,0.05289526551150059,1.877548471245411,0.06637374540520334,-0.894109690166889,-0.8880784227595354,0
16067,4,stem cell,florence nightingale,3,-0.8576589479364737,0.03466557047099861,1.0063976029558797,-0.894109690166889,0.0464688440407617,0
15861,3,force,seoul,3,-0.8576589479364737,0.9561070208582046,-0.8736501121454731,-0.894109690166889,0.0464688440407617,0
7432,5,house of lords,employment,3,0.8024851222977387,0.7936003215070936,-1.0701545544617668,-0.1298806715834914,-1.077316750016241,1
13852,5,zinc,grand canyon,3,0.05289526551150059,0.03466557047099861,-0.8736501121454731,-0.894109690166889,1.9155633776413556,0
11317,4,shroud of turin,soybean,3,-0.13149233595179838,-1.0746399657829806,-1.0701545544617668,-0.1298806715834914,0.7993553233770851,1
12169,5,water polo,river thames,3,-0.13149233595179838,-1.0746399657829806,-1.0701545544617668,-0.1298806715834914,1.7376913600737482,1
13221,5,theatre,zebra,3,0.05289526551150059,1.877548471245411,0.06637374540520334,-0.894109690166889,-0.8880784227595354,0
9080,5,das kapital,library of congress,3,1.7364625805472758,-0.14051982213794345,-0.1373270579457025,-1.0646503562306577,-1.077316750016241,1
12115,5,vivien leigh,chicago bears,3,-1.0654697942013354,0.7936003215070936,-1.0701545544617668,-1.0646503562306577,1.7376913600737482,1
14274,4,hubble space telescope,agnosticism,3,0.9634494789594749,0.03466557047099861,0.06637374540520334,-0.894109690166889,-0.8880784227595354,0
12459,5,super mario bros.,fatty acid,3,0.05289526551150059,-0.8867758799162075,0.06637374540520334,-0.894109690166889,1.9155633776413556,0
15493,3,plant,animation,3,-0.8576589479364737,0.03466557047099861,-0.8736501121454731,-0.894109690166889,0.9810161108410588,0
8408,5,avocado,world wide web,3,0.8024851222977387,-0.14051982213794345,-0.1373270579457025,-1.0646503562306577,-0.138980713319578,1
13440,4,libertarianism,vegetable,3,-0.8576589479364737,0.9561070208582046,-0.8736501121454731,-0.894109690166889,0.9810161108410588,0
15032,3,bird,great white shark,3,-0.8576589479364737,0.03466557047099861,0.06637374540520334,-0.894109690166889,0.0464688440407617,0
11648,4,the fens,jordan,3,-1.0654697942013354,-0.14051982213794345,0.7955004385703618,-1.0646503562306577,-0.138980713319578,1
9352,4,first crusade,prime minister of the united kingdom,3,-1.0654697942013354,-1.0746399657829806,-0.1373270579457025,-0.1298806715834914,0.7993553233770851,1
14309,3,ladysmith black mambazo,book,3,0.9634494789594749,-0.8867758799162075,-0.8736501121454731,-0.894109690166889,0.0464688440407617,0
11690,5,theatre,zebra,3,-0.13149233595179838,-0.14051982213794345,-0.1373270579457025,-0.1298806715834914,-0.138980713319578,1
14815,3,attila the hun,tycho brahe,3,0.9634494789594749,0.03466557047099861,-0.8736501121454731,-0.894109690166889,-0.8880784227595354,0
14889,3,bird,great white shark,3,0.9634494789594749,-0.8867758799162075,0.06637374540520334,-0.894109690166889,-0.8880784227595354,0
8156,5,african wild dog,aphid,3,0.8024851222977387,0.7936003215070936,-1.0701545544617668,-1.0646503562306577,-0.138980713319578,1
11365,4,snowdonia,hydrogen,3,-0.13149233595179838,0.7936003215070936,-1.0701545544617668,-0.1298806715834914,-1.077316750016241,1
7387,5,watchmen,algebra,3,1.7364625805472758,-0.14051982213794345,-1.0701545544617668,-0.1298806715834914,-1.077316750016241,1
9863,5,issyk kul,family,3,-0.13149233595179838,0.7936003215070936,-0.1373270579457025,-0.1298806715834914,-1.077316750016241,1
15029,3,theatre,zebra,3,0.05289526551150059,0.03466557047099861,-0.8736501121454731,-0.894109690166889,0.0464688440407617,0
14748,3,electricity,anne frank,3,0.05289526551150059,0.03466557047099861,0.06637374540520334,-0.894109690166889,-0.8880784227595354,0
11268,4,scottish gaelic language,madrid,3,0.8024851222977387,-1.0746399657829806,0.7955004385703618,-1.0646503562306577,-1.077316750016241,1
9958,4,john f. kennedy assassination,writing,3,0.8024851222977387,-1.0746399657829806,-0.1373270579457025,-0.1298806715834914,-1.077316750016241,1
15281,3,theatre,zebra,3,0.05289526551150059,0.03466557047099861,-0.8736501121454731,-0.894109690166889,0.0464688440407617,0
10680,4,okapi,gypsum,3,-0.13149233595179838,-1.0746399657829806,0.7955004385703618,-0.1298806715834914,-1.077316750016241,1
10327,4,mary ii of england,gaza strip,3,0.8024851222977387,-1.0746399657829806,0.7955004385703618,-1.0646503562306577,-1.077316750016241,1
14253,3,theatre,zebra,3,-0.8576589479364737,-0.8867758799162075,-0.8736501121454731,-0.894109690166889,1.9155633776413556,0
11339,5,ska,water,3,-1.0654697942013354,-0.14051982213794345,0.7955004385703618,-1.0646503562306577,0.7993553233770851,1
7983,5,"kansas city, missouri",qin shi huang,3,-0.13149233595179838,0.7936003215070936,-0.1373270579457025,-1.0646503562306577,-0.138980713319578,1
14509,4,edgar allan poe,zebra,3,1.8740036924074488,0.03466557047099861,-0.8736501121454731,-0.894109690166889,-0.8880784227595354,0
11475,4,stockholm,the adventures of tintin,3,-0.13149233595179838,-0.14051982213794345,-0.1373270579457025,-1.0646503562306577,-0.138980713319578,1
16898,3,police state,wrestling,3,0.05289526551150059,0.03466557047099861,-0.8736501121454731,-0.894109690166889,0.0464688440407617,0
14519,5,luminiferous aether,wind,3,0.05289526551150059,0.03466557047099861,0.06637374540520334,-0.894109690166889,0.9810161108410588,0
10429,5,monaco grand prix,oxford,3,-0.13149233595179838,0.7936003215070936,-0.1373270579457025,-1.0646503562306577,-0.138980713319578,1
12354,4,costume design,florida,3,-0.13149233595179838,-0.14051982213794345,-0.1373270579457025,-1.0646503562306577,-0.138980713319578,1
14996,3,elephant bird,weapon,3,0.9634494789594749,0.03466557047099861,-0.8736501121454731,-0.894109690166889,-0.8880784227595354,0
7504,5,zebra shark,henry vii of england,3,-0.13149233595179838,-1.0746399657829806,0.7955004385703618,-0.1298806715834914,-0.138980713319578,1
16735,3,music of the united states,black sea,3,-0.8576589479364737,0.9561070208582046,0.06637374540520334,-0.894109690166889,-0.8880784227595354,0
14059,3,tornado,edward jenner,3,-0.8576589479364737,-0.8867758799162075,1.0063976029558797,-0.894109690166889,0.0464688440407617,0
12110,5,virtuti militari,bee,3,-0.13149233595179838,-0.14051982213794345,-0.1373270579457025,-1.0646503562306577,0.7993553233770851,1
16164,4,superman,hannibal barca,3,0.9634494789594749,0.03466557047099861,0.06637374540520334,-0.894109690166889,-0.8880784227595354,0
16617,3,space station,guitar,3,0.05289526551150059,0.03466557047099861,-0.8736501121454731,-0.894109690166889,0.0464688440407617,0
10555,4,national parks of england and wales,taipei,3,0.8024851222977387,-1.0746399657829806,-0.1373270579457025,-0.1298806715834914,-1.077316750016241,1
13747,3,chives,bird of prey,3,0.05289526551150059,0.03466557047099861,0.06637374540520334,-0.894109690166889,-0.8880784227595354,0
10515,5,music of martinique and guadeloupe,qatar,3,-1.0654697942013354,0.7936003215070936,-1.0701545544617668,-0.1298806715834914,0.7993553233770851,1
11560,4,swaziland,max planck,3,-1.0654697942013354,-0.14051982213794345,-0.1373270579457025,-0.1298806715834914,-0.138980713319578,1
12642,5,steam engine,mario,3,-0.8576589479364737,0.03466557047099861,1.946421460506556,-0.894109690166889,0.0464688440407617,0
13791,5,iran,london sewerage system,3,-0.8576589479364737,0.9561070208582046,0.06637374540520334,-0.894109690166889,0.9810161108410588,0
12388,5,hurricane alex (2004),saturn,3,0.8024851222977387,-0.14051982213794345,-1.0701545544617668,-0.1298806715834914,-0.138980713319578,1
7483,5,citizenship,carnivore,3,-1.0654697942013354,0.7936003215070936,0.7955004385703618,-0.1298806715834914,-1.077316750016241,1
16270,4,thailand,henrik ibsen,3,0.05289526551150059,0.9561070208582046,0.06637374540520334,-0.894109690166889,-0.8880784227595354,0
7128,5,battle of amiens,microsoft windows,3,-0.13149233595179838,0.7936003215070936,-0.1373270579457025,-0.1298806715834914,-1.077316750016241,1
11228,5,salsa music,welsh law,3,-0.13149233595179838,0.7936003215070936,-0.1373270579457025,-1.0646503562306577,-0.138980713319578,1
