,link,#_clicks,in_image,#_link_in_img,#_link_in_article
2672,"martin luther king, jr.",17,1,1.0,21.0
2673,martin van buren,6,0,0.0,10.0
2674,martina navratilova,1,0,0.0,3.0
2675,martinique,4,0,0.0,24.0
2676,marvin gaye,1,0,0.0,7.0
2677,marxism,11,0,0.0,48.0
2678,mary ii of england,7,0,0.0,2.0
2679,mary i of england,3,0,0.0,4.0
2680,mary i of scotland,6,0,0.0,0.0
2681,mary kingsley,0,0,0.0,0.0
2682,mary seacole,1,0,0.0,0.0
2683,mary somerville,0,0,0.0,0.0
2684,maseru,0,0,0.0,2.0
2685,mass rapid transit (singapore),5,0,0.0,0.0
2686,mass media,97,0,0.0,21.0
2687,massospondylus,4,0,0.0,2.0
2688,material properties of diamond,1,0,0.0,3.0
2689,mathematical analysis,9,0,0.0,8.0
2690,mathematics,127,0,0.0,139.0
2691,matilda of boulogne,2,0,0.0,1.0
2692,matrix (mathematics),8,0,0.0,0.0
2693,matsuo bashō,1,0,0.0,3.0
2694,matter,25,0,0.0,50.0
2695,matthew brettingham,1,0,0.0,1.0
2696,mauna loa,5,0,0.0,4.0
2697,mauritania,6,0,0.0,120.0
2698,mauritius,5,0,0.0,134.0
2699,mausoleum of maussollos,0,0,0.0,0.0
2700,mauthausen-gusen concentration camp,4,0,0.0,0.0
2701,max planck,4,0,0.0,10.0
2702,max weber,8,1,1.0,23.0
2703,maxwell's equations,13,0,0.0,17.0
2704,maya civilization,12,0,0.0,8.0
2705,maya mythology,5,0,0.0,3.0
2706,mayotte,4,0,0.0,44.0
2707,mbabane,1,0,0.0,0.0
2708,mcfly (band),2,0,0.0,0.0
2709,meander,2,0,0.0,4.0
2710,measles,7,0,0.0,11.0
2711,measurement,7,0,0.0,10.0
2712,meat,21,0,0.0,30.0
2713,mecca,9,1,1.0,50.0
2714,mechanical work,8,0,0.0,4.0
2715,medal of honor,8,0,0.0,0.0
2716,medicine,74,0,0.0,76.0
2717,medieval commune,4,0,0.0,0.0
2718,medieval literature,8,0,0.0,4.0
2719,medieval music,5,0,0.0,2.0
2720,mediterranean sea,115,0,0.0,107.0
2721,mega man x (character),0,0,0.0,0.0
2722,meitnerium,0,0,0.0,0.0
2723,mekong,5,0,0.0,10.0
2724,melbourne,14,0,0.0,53.0
2725,mendelevium,5,0,0.0,2.0
2726,mendip hills,2,0,0.0,11.0
2727,meningitis,2,0,0.0,11.0
2728,menstrual cycle,7,0,0.0,3.0
2729,mentha,5,0,0.0,0.0
2730,menthol,4,0,0.0,0.0
2731,mercantilism,9,0,0.0,19.0
2732,mercia,2,0,0.0,22.0
2733,mercury (element),18,0,0.0,0.0
2734,mercury (planet),13,0,0.0,0.0
2735,merrimack river,2,0,0.0,2.0
2736,merseburg incantations,1,0,0.0,1.0
2737,mesopotamia,84,0,0.0,98.0
2738,mestizo,11,0,0.0,22.0
2739,metal,67,0,0.0,69.0
2740,metallurgy,5,0,0.0,18.0
2741,metamorphic rock,2,0,0.0,5.0
2742,meteor,9,0,0.0,6.0
2743,meteor shower,5,0,0.0,0.0
2744,meteorological history of hurricane katrina,3,0,0.0,0.0
2745,meteorology,21,0,0.0,25.0
2746,metric expansion of space,4,0,0.0,3.0
2747,mexico,378,0,0.0,279.0
2748,mexico city,74,0,0.0,53.0
2749,"miami, florida",20,0,0.0,7.0
2750,michael faraday,14,1,1.0,15.0
2751,michael jordan,10,0,0.0,5.0
2752,michael ramsey,3,0,0.0,2.0
2753,michael woodruff,0,0,0.0,0.0
2754,michelangelo,19,1,2.0,29.0
2755,michigan state university,7,0,0.0,7.0
2756,mickey mantle,3,0,0.0,1.0
2757,microraptor,3,0,0.0,7.0
2758,microscope,21,0,0.0,25.0
2759,microsoft,62,0,0.0,55.0
2760,microsoft windows,47,0,0.0,30.0
2761,middle ages,153,0,0.0,230.0
2762,middle east,98,0,0.0,213.0
2763,midway atoll,3,0,0.0,3.0
2764,miguel de cervantes,3,0,0.0,7.0
2765,mikhail gorbachev,13,0,0.0,42.0
2766,milan,10,0,0.0,67.0
2767,miles davis,8,0,0.0,11.0
2768,milgram experiment,0,0,0.0,0.0
2769,military dictatorship,6,0,0.0,10.0
2770,military history of canada,0,0,0.0,0.0
2771,military history of france,0,0,0.0,0.0
2772,military history of puerto rico,0,0,0.0,0.0
2773,military history of the soviet union,0,0,0.0,0.0
2774,milk,39,0,0.0,40.0
2775,milk thistle,0,0,0.0,0.0
2776,milkshake,3,0,0.0,0.0
2777,milky way,21,0,0.0,48.0
2778,millard fillmore,1,0,0.0,6.0
2779,milton keynes,3,0,0.0,5.0
2780,mind,51,0,0.0,24.0
2781,mineral,56,0,0.0,61.0
2782,ming dynasty,12,0,0.0,29.0
2783,mini,8,0,0.0,7.0
2784,minimum wage,4,0,0.0,12.0
2785,mining,17,0,0.0,57.0
2786,minmi (dinosaur),2,0,0.0,0.0
2787,"minneapolis, minnesota",4,0,0.0,4.0
2788,minnesota,31,0,0.0,44.0
2789,minoan civilization,6,0,0.0,8.0
2790,minstrel show,6,0,0.0,2.0
2791,miocene,5,0,0.0,36.0
2792,mir,4,0,0.0,11.0
2793,mirabilis (plant),0,0,0.0,0.0
2794,miranda otto,1,0,0.0,1.0
2795,mississippi river,36,0,0.0,46.0
2796,missouri river,13,0,0.0,11.0
2797,mistle thrush,1,0,0.0,1.0
2798,mitochondrial eve,6,0,0.0,2.0
2799,mitochondrion,10,0,0.0,2.0
2800,mixed-breed dog,3,0,0.0,0.0
2801,mixtape,0,0,0.0,0.0
2802,modern history,3,0,0.0,2.0
2803,modernist poetry in english,2,0,0.0,2.0
2804,mogadishu,4,0,0.0,7.0
2805,mohs scale of mineral hardness,7,0,0.0,3.0
2806,moldova,3,0,0.0,50.0
2807,moldovans,2,0,0.0,3.0
2808,mole (animal),3,0,0.0,0.0
2809,molybdenum,1,0,0.0,20.0
2810,momentum,11,0,0.0,30.0
2811,mona lisa,10,1,3.0,4.0
2812,monaco,4,0,0.0,52.0
2813,monaco grand prix,2,0,0.0,1.0
2814,monarchies in the european union,3,0,0.0,0.0
2815,monarchy,27,0,0.0,43.0
2816,monarda didyma,0,0,0.0,0.0
2817,money,62,0,0.0,29.0
2818,mongol empire,15,0,0.0,24.0
2819,mongol invasion of central asia,0,0,0.0,0.0
2820,mongolia,16,0,0.0,70.0
2821,mongoose,3,0,0.0,1.0
2822,monkey,11,0,0.0,4.0
2823,monoclonius,3,0,0.0,0.0
2824,monopoly (game),6,0,0.0,0.0
2825,monrovia,1,0,0.0,4.0
2826,montenegro,7,0,0.0,74.0
2827,montevideo,2,0,0.0,3.0
2828,montreal,7,0,0.0,55.0
2829,montreal metro,2,0,0.0,2.0
2830,montserrat,3,0,0.0,19.0
2831,monty python,6,0,0.0,6.0
2832,moon,81,1,1.0,117.0
2833,moon landing,11,0,0.0,2.0
2834,moore's law,2,0,0.0,0.0
2835,moorgate,0,0,0.0,0.0
2836,moorhen,0,0,0.0,0.0
2837,morecambe bay,0,0,0.0,2.0
2838,morecambe and wise,0,0,0.0,2.0
2839,moringa oleifera,0,0,0.0,0.0
2840,mormon,8,0,0.0,14.0
2841,mormon trail,1,0,0.0,0.0
2842,morocco,25,0,0.0,180.0
2843,morphine,8,0,0.0,11.0
2844,morris dance,5,0,0.0,0.0
2845,mosaic,8,0,0.0,12.0
2846,moscow,17,0,0.0,125.0
2847,mosque,11,0,0.0,38.0
2848,moss,8,0,0.0,7.0
2849,mother teresa,1,0,0.0,3.0
2850,motion (physics),25,0,0.0,0.0
2851,mount baker,3,0,0.0,3.0
2852,mount everest,14,1,1.0,19.0
2853,mount kilimanjaro,9,0,0.0,9.0
2854,mount nyiragongo,1,0,0.0,1.0
2855,"mount osmond, south australia",0,0,0.0,0.0
2856,mount pinatubo,7,0,0.0,5.0
2857,mount rainier,2,0,0.0,4.0
2858,mount rushmore,6,0,0.0,1.0
2859,mount st. helens,6,0,0.0,7.0
2860,mount unzen,1,0,0.0,0.0
2861,mount vesuvius,5,0,0.0,7.0
2862,mountain gorilla,2,0,0.0,0.0
2863,mozambique,13,0,0.0,181.0
2864,mozilla firefox,8,0,0.0,15.0
2865,mu arae,2,0,0.0,1.0
2866,muhammad,34,0,0.0,49.0
2867,muhammad ali,0,0,0.0,5.0
2868,muhammad ali jinnah,1,0,0.0,15.0
2869,muhammad iqbal,1,0,0.0,2.0
2870,muhammad ibn musa al-khwarizmi,6,0,0.0,1.0
2871,multiculturalism,18,0,0.0,13.0
2872,multiple sclerosis,3,0,0.0,10.0
2873,multiple sequence alignment,3,0,0.0,2.0
2874,mumbai,6,1,2.0,34.0
2875,mummy,4,0,0.0,5.0
2876,munich,8,1,1.0,64.0
2877,murray river,3,0,0.0,5.0
2878,"muscat, oman",1,0,0.0,0.0
2879,music,207,1,1.0,102.0
2880,music of albania,0,0,0.0,0.0
2881,music of antigua and barbuda,3,0,0.0,0.0
2882,music of barbados,6,0,0.0,1.0
2883,music of dominica,4,0,0.0,0.0
2884,music of hawaii,3,0,0.0,0.0
2885,music of hungary,1,0,0.0,1.0
2886,music of ireland,5,0,0.0,0.0
2887,music of italy,1,0,0.0,0.0
2888,music of martinique and guadeloupe,0,0,0.0,1.0
2889,music of new zealand,2,0,0.0,0.0
2890,music of spain,9,0,0.0,0.0
2891,music of thailand,0,0,0.0,0.0
2892,music of trinidad and tobago,2,0,0.0,1.0
2893,music of the bahamas,1,0,0.0,0.0
2894,music of the lesser antilles,1,0,0.0,0.0
2895,music of the united states,25,0,0.0,1.0
2896,music of the trecento,4,0,0.0,1.0
2897,musical instrument,33,0,0.0,8.0
2898,mustard plant,5,0,0.0,0.0
2899,mustard seed,4,0,0.0,0.0
2900,muttaburrasaurus,0,0,0.0,1.0
2901,myanmar,11,0,0.0,62.0
2902,myco-heterotrophy,3,0,0.0,0.0
2903,myers-briggs type indicator,3,0,0.0,1.0
2904,myocardial infarction,6,0,0.0,4.0
2905,mysticism,11,0,0.0,16.0
2906,mythology,89,0,0.0,39.0
2907,myxobolus cerebralis,3,0,0.0,0.0
2908,nato,37,0,0.0,105.0
2909,nadia comăneci,0,0,0.0,0.0
2910,nagorno-karabakh war,1,0,0.0,0.0
2911,nahuatl language,2,0,0.0,6.0
2912,nairobi,4,0,0.0,15.0
2913,naked mole rat,0,0,0.0,0.0
2914,names of god in judaism,9,0,0.0,0.0
2915,namibia,9,0,0.0,129.0
2916,nanomedicine,0,0,0.0,0.0
2917,napoleon i of france,26,0,0.0,1.0
2918,napoleonic wars,23,0,0.0,65.0
2919,napster,5,0,0.0,2.0
2920,nash equilibrium,4,0,0.0,9.0
2921,"nashville, tennessee",7,0,0.0,5.0
2922,natalie portman,7,0,0.0,4.0
2923,nathu la,3,0,0.0,1.0
2924,national anthem of russia,1,0,0.0,0.0
2925,"national gallery, london",7,1,2.0,6.0
2926,national hockey league,15,0,0.0,22.0
2927,national parks of england and wales,0,0,0.0,2.0
2928,nationalism,24,0,0.0,57.0
2929,nationality,17,0,0.0,21.0
2930,natural disaster,5,0,0.0,5.0
2931,natural gas,32,0,0.0,89.0
2932,natural selection,32,0,0.0,50.0
2933,nature,50,0,0.0,35.0
2934,nauru,7,0,0.0,18.0
2935,naval battle of guadalcanal,7,0,0.0,3.0
2936,navassa island,3,0,0.0,0.0
2937,nazi germany,52,0,0.0,107.0
2938,nazism,26,1,1.0,25.0
2939,necktie,5,0,0.0,2.0
2940,negros oriental,0,0,0.0,0.0
2941,neighbours,4,0,0.0,6.0
2942,neil armstrong,28,0,0.0,17.0
2943,neil young,8,0,0.0,6.0
2944,nelson mandela,8,0,0.0,41.0
2945,nematode,2,0,0.0,1.0
2946,neoclassicism,7,0,0.0,8.0
2947,neodymium,2,0,0.0,4.0
2948,neon,2,0,0.0,7.0
2949,nepal,5,1,1.0,63.0
2950,nepenthes rajah,0,0,0.0,0.0
2951,nephron,0,0,0.0,0.0
2952,neptune,13,0,0.0,44.0
2953,neptunium,2,0,0.0,7.0
2954,netball,1,0,0.0,11.0
2955,netherlands,111,0,0.0,238.0
2956,netherlands antilles,3,0,0.0,15.0
2957,neutron,16,0,0.0,24.0
2958,new caledonia,5,0,0.0,25.0
2959,new delhi,4,0,0.0,19.0
2960,new england patriots,2,0,0.0,5.0
2961,new forest,4,0,0.0,10.0
2962,new york city,180,1,1.0,295.0
2963,new york city subway nomenclature,0,0,0.0,0.0
2964,new zealand,54,1,2.0,320.0
2965,new moon,3,0,0.0,2.0
2966,"newark, new jersey",13,0,0.0,3.0
2967,newcastle upon tyne,0,0,0.0,7.0
2968,newmarket,1,0,0.0,2.0
2969,newshounds,0,0,0.0,0.0
2970,newspaper,45,0,0.0,22.0
2971,newsround,0,0,0.0,0.0
2972,niagara falls,6,0,0.0,7.0
2973,nicaragua,5,0,0.0,64.0
2974,niccolò machiavelli,3,0,0.0,17.0
2975,niccolò paganini,0,0,0.0,4.0
2976,niccolò dell'abbate,0,0,0.0,0.0
2977,nickel,9,0,0.0,58.0
2978,nicobar long-tailed macaque,0,0,0.0,0.0
2979,nicolaus copernicus,7,0,0.0,12.0
2980,niels bohr,6,0,0.0,18.0
2981,nigella,0,0,0.0,0.0
2982,niger,7,1,1.0,117.0
2983,niger river,5,0,0.0,15.0
2984,nigeria,20,0,0.0,225.0
2985,nightingale,2,0,0.0,1.0
2986,nikola tesla,10,1,1.0,12.0
2987,nikolai rimsky-korsakov,2,0,0.0,4.0
2988,nile,21,0,0.0,72.0
2989,nine million bicycles,0,0,0.0,0.0
2990,nineteen eighty-four,5,0,0.0,4.0
2991,nintendo,30,0,0.0,21.0
2992,nintendo ds,9,0,0.0,7.0
2993,nintendo entertainment system,20,0,0.0,12.0
2994,niobium,2,0,0.0,9.0
2995,nirvana (band),20,0,0.0,0.0
2996,nitrification,3,0,0.0,3.0
2997,nitrogen,24,0,0.0,100.0
2998,nitrogen cycle,3,0,0.0,8.0
2999,nitrogen fixation,10,0,0.0,7.0
3000,niue,4,0,0.0,13.0
3001,noam chomsky,3,0,0.0,18.0
3002,nobel peace prize,21,0,0.0,46.0
3003,nobelium,3,0,0.0,2.0
3004,nobiin language,2,0,0.0,1.0
3005,norfolk,9,0,0.0,30.0
3006,norfolk island,4,0,0.0,7.0
3007,norman borlaug,1,0,0.0,2.0
3008,norman conquest of england,5,0,0.0,4.0
3009,norse mythology,58,0,0.0,18.0
3010,north africa,102,0,0.0,90.0
3011,north america,436,0,0.0,361.0
3012,north atlantic oscillation,1,0,0.0,1.0
3013,north korea,20,0,0.0,69.0
3014,north sea,44,0,0.0,84.0
3015,north sea flood of 1953,1,0,0.0,2.0
3016,north sea oil,3,0,0.0,3.0
3017,northern ireland,31,1,1.0,107.0
3018,northern mariana islands,7,0,0.0,9.0
3019,northern pacific railway,2,0,0.0,3.0
3020,northwest africa,12,0,0.0,1.0
3021,norway,59,1,2.0,194.0
3022,norwich,3,0,0.0,21.0
3023,nostradamus,4,0,0.0,0.0
3024,nottingham,12,0,0.0,19.0
3025,nouakchott,3,0,0.0,4.0
3026,novel,65,0,0.0,44.0
3027,novelty (locomotive),0,0,0.0,0.0
3028,nuclear fission,15,0,0.0,22.0
3029,nuclear power,20,0,0.0,22.0
3030,nuclear weapon,61,0,0.0,13.0
3031,number,27,0,0.0,7.0
3032,numismatics,5,0,0.0,6.0
3033,nurse sharks,2,0,0.0,1.0
3034,nuthatch,1,0,0.0,0.0
3035,nutmeg,13,0,0.0,5.0
3036,nutrition,29,0,0.0,11.0
3037,oasis (band),4,0,0.0,0.0
3038,oat,9,0,0.0,2.0
3039,obi-wan kenobi,12,0,0.0,5.0
3040,ocean,94,0,0.0,32.0
3041,oceania,10,0,0.0,49.0
3042,oceanography,11,0,0.0,6.0
3043,odin,12,0,0.0,12.0
3044,odysseus,7,1,2.0,26.0
3045,odyssey,18,0,0.0,31.0
3046,oenothera,1,0,0.0,0.0
3047,ohm,0,0,0.0,0.0
3048,oil painting,7,0,0.0,3.0
3049,oil refinery,6,1,1.0,5.0
3050,oil reservoir,4,0,0.0,0.0
3051,okapi,2,0,0.0,3.0
3052,olaudah equiano,1,0,0.0,1.0
3053,old english language,33,0,0.0,3.0
3054,old nubian language,0,0,0.0,0.0
3055,old swiss confederacy,2,0,0.0,2.0
3056,oleg of novgorod,1,0,0.0,1.0
3057,oligarchy,12,0,0.0,21.0
3058,oligocene,5,0,0.0,24.0
3059,olive oil,16,0,0.0,15.0
3060,oliver cromwell,9,0,0.0,38.0
3061,oliver twist,5,0,0.0,8.0
3062,ollanta humala,0,0,0.0,1.0
3063,olmec,1,0,0.0,8.0
3064,olympic games,97,0,0.0,42.0
3065,oman,1,0,0.0,88.0
3066,omega-3 fatty acid,3,0,0.0,0.0
3067,one flew over the cuckoo's nest (novel),1,0,0.0,0.0
3068,one foot in the grave,0,0,0.0,0.0
3069,onion,6,0,0.0,11.0
3070,onion dome,1,0,0.0,1.0
3071,openbsd,3,0,0.0,5.0
3072,openoffice.org,3,0,0.0,3.0
3073,open cluster,1,0,0.0,3.0
3074,open source,7,0,0.0,10.0
3075,opera,60,0,0.0,71.0
3076,oppression,10,0,0.0,3.0
3077,optical fiber,41,0,0.0,0.0
3078,optical microscope,4,1,1.0,2.0
3079,optical telescope,4,0,0.0,0.0
3080,opuntia imbricata,0,0,0.0,0.0
3081,opus dei,2,0,0.0,4.0
3082,orbit (anatomy),3,0,0.0,0.0
3083,orca,9,0,0.0,11.0
3084,order of canada,1,0,0.0,4.0
3085,order of st. patrick,4,0,0.0,0.0
3086,order of the bath,3,0,0.0,3.0
3087,order of the garter,4,1,1.0,16.0
3088,order of the thistle,3,0,0.0,4.0
3089,ordinal number,2,0,0.0,1.0
3090,ordinary differential equation,3,0,0.0,1.0
3091,ordination of women,3,0,0.0,3.0
3092,ordovician,2,0,0.0,12.0
3093,oregano,2,0,0.0,3.0
3094,oregon,29,0,0.0,35.0
3095,organism,162,0,0.0,16.0
3096,organization,24,0,0.0,8.0
3097,orion nebula,3,0,0.0,5.0
3098,orkney,6,0,0.0,27.0
3099,ormulum,0,0,0.0,0.0
3100,ornithischia,3,0,0.0,4.0
3101,oroonoko,2,0,0.0,1.0
3102,osaka,5,0,0.0,14.0
3103,osama bin laden,15,0,0.0,14.0
3104,osiris,4,0,0.0,8.0
3105,oslo,9,1,2.0,14.0
3106,osmium,4,0,0.0,8.0
3107,osprey,2,0,0.0,3.0
3108,osteomalacia,3,0,0.0,1.0
3109,ostrich,9,0,0.0,21.0
3110,oswald of northumbria,0,0,0.0,2.0
3111,ottawa,7,0,0.0,27.0
3112,otter,5,0,0.0,1.0
3113,otto von bismarck,3,0,0.0,7.0
3114,ottoman empire,36,1,1.0,155.0
3115,ouagadougou,3,0,0.0,2.0
3116,outer hebrides,2,0,0.0,13.0
3117,overseas railroad,0,0,0.0,1.0
3118,oviraptor,3,0,0.0,5.0
3119,owl,12,0,0.0,8.0
3120,oxbow lake,5,0,0.0,2.0
3121,oxford,22,0,0.0,64.0
3122,oxygen,68,0,0.0,207.0
3123,oxyrhynchus,3,0,0.0,2.0
3124,ozone,8,0,0.0,33.0
3125,ozone depletion,3,0,0.0,9.0
3126,póvoa de varzim,0,1,1.0,2.0
3127,pong,5,0,0.0,2.0
3128,prr gg1,2,0,0.0,0.0
3129,prr m1,0,0,0.0,0.0
3130,psr b1620-26c,1,0,0.0,1.0
3131,pablo picasso,9,0,0.0,34.0
3132,pac-man,6,0,0.0,7.0
3133,pachycephalosaurus,2,0,0.0,0.0
3134,pacific ocean,188,1,1.0,162.0
3135,painting,42,0,0.0,31.0
3136,pakistan,35,1,1.0,246.0
3137,palace of westminster,22,1,2.0,20.0
3138,palau,1,0,0.0,16.0
3139,palazzo pitti,1,0,0.0,0.0
3140,paleocene,4,0,0.0,11.0
3141,paleontology,29,0,0.0,15.0
3142,palestinian territories,3,0,0.0,19.0
3143,pali canon,2,0,0.0,14.0
3144,palio di siena,0,0,0.0,0.0
3145,palladian architecture,0,0,0.0,1.0
3146,palladium,7,0,0.0,14.0
3147,palm oil,3,0,0.0,17.0
3148,palmyra atoll,0,0,0.0,2.0
3149,pan am flight 103,4,0,0.0,2.0
3150,panama,17,0,0.0,66.0
3151,panama canal,19,0,0.0,40.0
3152,pandanus,0,0,0.0,2.0
3153,papal conclave,0,0,0.0,3.0
3154,paprika,1,0,0.0,3.0
3155,papua new guinea,13,1,1.0,37.0
3156,paraguay,5,0,0.0,40.0
3157,parasaurolophus,0,0,0.0,1.0
3158,paricutín,0,0,0.0,0.0
3159,paris,98,1,1.0,315.0
3160,park,9,0,0.0,9.0
3161,parliament of canada,10,0,0.0,7.0
3162,parliament of malaysia,4,0,0.0,0.0
3163,parliament of the united kingdom,30,0,0.0,19.0
3164,parliamentary system,17,0,0.0,23.0
3165,parrot,16,0,0.0,9.0
3166,parsley,2,0,0.0,7.0
3167,parsnip,2,0,0.0,1.0
3168,parthenon,6,0,0.0,12.0
3169,pashtun people,0,0,0.0,1.0
3170,passenger pigeon,3,0,0.0,3.0
3171,pat cash,1,0,0.0,3.0
3172,patna,2,0,0.0,2.0
3173,paul cézanne,2,0,0.0,9.0
3174,paul dirac,6,0,0.0,15.0
3175,paul kane,1,0,0.0,1.0
3176,paul mccartney,9,0,0.0,21.0
3177,paul of tarsus,16,0,0.0,4.0
3178,pea,9,0,0.0,5.0
3179,peace,16,0,0.0,15.0
3180,peaceful coexistence,1,0,0.0,0.0
3181,peafowl,0,0,0.0,2.0
3182,peak district,5,0,0.0,5.0
3183,peanut,46,0,0.0,9.0
3184,pearl,5,0,0.0,7.0
3185,pedagogy,4,0,0.0,3.0
3186,pedro del valle,0,0,0.0,1.0
3187,pelé,4,0,0.0,9.0
3188,pelagic zone,2,0,0.0,1.0
3189,pellagra,2,0,0.0,4.0
3190,pelycosaur,2,0,0.0,4.0
3191,penda of mercia,3,0,0.0,3.0
3192,penguin,20,0,0.0,11.0
3193,pennine way,2,0,0.0,3.0
3194,pennsylvania railroad,7,0,0.0,23.0
3195,pentateuch,10,0,0.0,7.0
3196,people's republic of china,104,0,0.0,212.0
3197,pere marquette 1225,0,0,0.0,0.0
3198,peregrine falcon,2,1,1.0,2.0
3199,perfect number,3,0,0.0,1.0
3200,pericles,1,0,0.0,14.0
3201,periodic table,52,0,0.0,116.0
3202,periodic table (large version),3,0,0.0,0.0
3203,perl,5,0,0.0,12.0
3204,permian,10,0,0.0,20.0
3205,pernicious anemia,1,0,0.0,0.0
3206,persian empire,27,0,0.0,37.0
3207,persian gulf,19,0,0.0,71.0
3208,persian literature,1,0,0.0,1.0
3209,"perth, western australia",2,0,0.0,2.0
3210,peru,25,0,0.0,136.0
3211,pete sampras,3,0,0.0,15.0
3212,peter grimes,0,1,1.0,1.0
3213,peter i of russia,8,0,0.0,0.0
3214,peter paul rubens,3,1,1.0,13.0
3215,peterborough chronicle,4,0,0.0,3.0
3216,petroleum,64,0,0.0,103.0
3217,phase (matter),15,0,0.0,0.0
3218,pheidippides,4,0,0.0,2.0
3219,phenylketonuria,0,0,0.0,0.0
3220,philadelphia,9,0,0.0,35.0
3221,philately,2,0,0.0,1.0
3222,philip ii of spain,8,0,0.0,15.0
3223,philippines,29,0,0.0,177.0
3224,philosophiae naturalis principia mathematica,2,0,0.0,7.0
3225,philosophy,108,0,0.0,128.0
3226,philosophy of mind,10,0,0.0,7.0
3227,phineas gage,0,0,0.0,0.0
3228,phishing,4,0,0.0,2.0
3229,phla-pherá languages,0,0,0.0,0.0
3230,phoenix (spacecraft),3,0,0.0,0.0
3231,phoenix zoo,3,0,0.0,1.0
3232,phonograph cylinder,5,0,0.0,1.0
3233,phosphorus,10,0,0.0,33.0
3234,phosphorus tribromide,2,0,0.0,3.0
3235,phosphorus trichloride,2,0,0.0,3.0
3236,phosphoryl chloride,0,0,0.0,0.0
3237,photography,22,0,0.0,28.0
3238,photon,12,0,0.0,27.0
3239,photosynthesis,59,0,0.0,50.0
3240,photosynthetic reaction centre,1,0,0.0,1.0
3241,photovoltaic array,0,0,0.0,0.0
3242,physical paradox,3,0,0.0,0.0
3243,physical science,14,0,0.0,1.0
3244,physics,132,0,0.0,130.0
3245,pi,2,0,0.0,3.0
3246,piano,20,1,1.0,48.0
3247,piccadilly circus,6,0,0.0,3.0
3248,picts,4,0,0.0,18.0
3249,pied avocet,0,0,0.0,0.0
3250,pig,16,0,0.0,11.0
3251,pigeon,6,0,0.0,4.0
3252,pigment,12,0,0.0,15.0
3253,pikachu,11,0,0.0,2.0
3254,pink pigeon,2,0,0.0,1.0
3255,pinworm,3,0,0.0,0.0
3256,pitcairn islands,3,0,0.0,4.0
3257,plains zebra,5,0,0.0,1.0
3258,planet,74,0,0.0,47.0
3259,planetary habitability,4,0,0.0,0.0
3260,planetary nebula,6,0,0.0,5.0
3261,plant,281,0,0.0,30.0
3262,plant cell,1,0,0.0,0.0
3263,plasma (physics),21,0,0.0,0.0
3264,plate tectonics,37,0,0.0,32.0
3265,plateosaurus,0,0,0.0,0.0
3266,platinum,8,0,0.0,50.0
3267,plato,17,0,0.0,78.0
3268,platypus,23,0,0.0,6.0
3269,playing card,4,0,0.0,2.0
3270,pleiades (star cluster),1,0,0.0,0.0
3271,plesiosaur,3,0,0.0,2.0
3272,pliocene,3,0,0.0,16.0
3273,plover,2,0,0.0,1.0
3274,plum,7,0,0.0,6.0
3275,pluto,9,0,0.0,43.0
3276,plutonium,7,0,0.0,45.0
3277,plymouth,17,0,0.0,16.0
3278,pneumonia,18,0,0.0,50.0
3279,pochard,2,0,0.0,1.0
3280,podcasting,3,0,0.0,4.0
3281,poetry,52,0,0.0,61.0
3282,poetry of the united states,14,0,0.0,0.0
3283,poison gas in world war i,7,0,0.0,0.0
3284,pokémon trading card game,5,0,0.0,1.0
3285,poland,44,1,2.0,233.0
3286,polar coordinate system,3,0,0.0,0.0
3287,polar ice cap,7,0,0.0,1.0
3288,police,25,0,0.0,32.0
3289,police state,5,0,0.0,3.0
3290,polish–muscovite war (1605–1618),0,0,0.0,0.0
3291,polish-lithuanian commonwealth,3,0,0.0,39.0
3292,polish-muscovite war (1605–1618),1,0,0.0,0.0
3293,polish-soviet war,2,0,0.0,19.0
3294,political economy,14,0,0.0,16.0
3295,political integration of india,0,0,0.0,0.0
3296,political philosophy,16,0,0.0,23.0
3297,political science,18,0,0.0,31.0
3298,politics,55,0,0.0,51.0
3299,politics of the united kingdom,7,0,0.0,0.0
3300,pollinator,6,0,0.0,2.0
3301,pollinator decline,5,0,0.0,2.0
3302,pollution,23,0,0.0,34.0
3303,polonium,11,0,0.0,9.0
3304,polymerase chain reaction,3,0,0.0,5.0
3305,pompeii,5,1,1.0,19.0
3306,pond,11,0,0.0,5.0
3307,pontiac's rebellion,4,0,0.0,3.0
3308,pony,8,0,0.0,1.0
3309,poor law,1,0,0.0,2.0
3310,pop idol,0,0,0.0,0.0
3311,pope,26,1,1.0,74.0
3312,pope benedict xvi,17,0,0.0,18.0
3313,pope john paul ii,13,1,1.0,56.0
3314,pope pius xii,8,0,0.0,15.0
3315,popular culture,71,0,0.0,47.0
3316,popular culture studies,0,0,0.0,1.0
3317,population history of american indigenous peoples,4,0,0.0,0.0
3318,porgy and bess,3,0,0.0,3.0
3319,port louis,2,0,0.0,1.0
3320,porto-novo,2,0,0.0,1.0
3321,portsmouth,6,1,1.0,25.0
3322,portugal,44,1,1.0,224.0
3323,portuguese communist party,0,0,0.0,0.0
3324,portuguese language,15,0,0.0,2.0
3325,post-glacial rebound,4,0,0.0,2.0
3326,postage stamp,17,0,0.0,5.0
3327,postman pat,0,0,0.0,0.0
3328,potassium,14,0,0.0,66.0
3329,potassium iodide,3,0,0.0,9.0
3330,potassium nitrate,0,0,0.0,10.0
3331,potato,30,0,0.0,14.0
3332,pottery,13,0,0.0,39.0
