,link,#_clicks_norm,in_image
1887,heliocentrism,1.0,0
1888,helium,0.15294117647058825,1
1889,hellenistic greece,1.0,0
1890,hello garci scandal,1.0,0
1891,helmeted guineafowl,1.0,0
1892,helsinki,1.0,0
1893,henipavirus,1.0,0
1894,henri matisse,1.0,0
1895,henrik ibsen,1.0,0
1896,henry david thoreau,1.0,0
1897,henry fonda,1.0,0
1898,henry ford,1.0,0
1899,henry h. rogers,1.0,0
1900,henry iii of england,1.0,0
1901,henry ii of england,1.0,0
1902,henry iv of england,1.0,0
1903,henry i of england,1.0,0
1904,henry james,0.5,1
1905,henry moore,0.0,1
1906,henry morrison flagler,1.0,0
1907,henry morton stanley,1.0,0
1908,henry purcell,1.0,0
1909,henry rollins,1.0,0
1910,henry viii of england,1.0,0
1911,henry vii of england,1.0,0
1912,henry vi of england,1.0,0
1913,henry v of england,1.0,0
1914,henry wood (conductor),1.0,0
1915,hepatocellular carcinoma,1.0,0
1916,hepatorenal syndrome,1.0,0
1917,heracles,1.0,0
1918,heraclius,1.0,0
1919,heraldry,1.0,1
1920,herbert hoover,1.0,0
1921,herbig-haro object,1.0,0
1922,herbivore,1.0,0
1923,hermann maier,1.0,0
1924,hernán cortés,1.0,0
1925,hero of ukraine,1.0,0
1926,hero of the russian federation,1.0,0
1927,herodotus,1.0,0
1928,heron,1.0,0
1929,herrerasaurus,1.0,0
1930,herring gull,1.0,0
1931,hey jude,1.0,0
1932,hickman's potentilla,1.0,0
1933,high german consonant shift,1.0,0
1934,hilda of whitby,1.0,0
1935,himalayas,1.0,0
1936,himno nacional mexicano,1.0,0
1937,hindi,1.0,0
1938,hinduism,1.0,0
1939,hip hop music,1.0,0
1940,hippocrates,1.0,0
1941,hippopotamus,1.0,0
1942,hiroh kikai,1.0,0
1943,hirohito,1.0,0
1944,history,1.0,0
1945,history of alaska,1.0,0
1946,history of anglo-saxon england,1.0,0
1947,history of arizona,1.0,0
1948,history of buddhism,1.0,0
1949,history of burnside,1.0,0
1950,history of cape colony from 1806 to 1870,1.0,0
1951,history of cape colony from 1870 to 1899,1.0,0
1952,history of central asia,1.0,0
1953,history of earth,1.0,0
1954,history of greece,1.0,0
1955,history of greenland,1.0,0
1956,history of limerick,1.0,0
1957,"history of louisville, kentucky",1.0,0
1958,"history of miami, florida",1.0,0
1959,history of new jersey,1.0,0
1960,history of northwest territories capital cities,1.0,0
1961,history of poland (1945–1989),1.0,0
1962,history of portugal (1777–1834),1.0,0
1963,history of puerto rico,1.0,0
1964,history of russia,1.0,0
1965,history of singapore,1.0,0
1966,history of solidarity,1.0,0
1967,history of south africa,1.0,0
1968,history of south africa in the apartheid era,1.0,0
1969,history of south carolina,1.0,0
1970,history of wikipedia,1.0,0
1971,history of computing hardware,1.0,0
1972,history of democracy,1.0,0
1973,history of education,1.0,0
1974,history of merit badges (boy scouts of america),1.0,0
1975,history of nuclear weapons,1.0,0
1976,history of painting,1.0,0
1977,history of post-soviet russia,1.0,0
1978,history of saffron,1.0,0
1979,history of science,1.0,0
1980,history of slavery,1.0,0
1981,history of the australian capital territory,1.0,0
1982,history of the grand canyon area,1.0,0
1983,history of the internet,1.0,0
1984,history of the netherlands,1.0,0
1985,history of the panama canal,1.0,0
1986,history of the portuguese communist party,1.0,0
1987,history of the royal australian navy,1.0,0
1988,history of the west indian cricket team,1.0,0
1989,history of the world,1.0,0
1990,ho chi minh,1.0,0
1991,ho chi minh city,1.0,0
1992,holkham hall,1.0,0
1993,hollandic,1.0,0
1994,holmium,1.0,0
1995,holy roman empire,1.0,0
1996,homer,0.43396226415094336,1
1997,homestar runner,1.0,0
1998,homo floresiensis,1.0,0
1999,honduras,0.17500000000000002,1
2000,honey,1.0,0
2001,honey bee,1.0,0
2002,hong kong,0.2900763358778626,1
2003,hoover dam,1.0,0
2004,hopman cup,1.0,0
2005,"horatio nelson, 1st viscount nelson",1.0,0
2006,horn of africa,1.0,0
2007,horse,1.0,0
2008,hot air balloon,2.6666666666666665,1
2009,house,1.0,0
2010,house martin,1.0,0
2011,house sparrow,1.0,0
2012,house of lords,1.0,0
2013,household income in the united states,1.0,0
2014,"houston, texas",1.0,0
2015,hovercraft,1.0,0
2016,howards end,1.0,0
2017,howland island,1.0,0
2018,hrafnkels saga,1.0,0
2019,hubbard glacier,1.0,0
2020,hubble's law,1.0,0
2021,hubble deep field,1.0,0
2022,hubble space telescope,1.0,0
2023,hudson bay,1.0,0
2024,hugo wolf,1.0,0
2025,human,1.0,0
2026,human abdomen,1.0,0
2027,human dignity,1.0,0
2028,human rights,1.0,0
2029,humanism,1.0,0
2030,humanities,1.0,0
2031,humbert roque versace,1.0,0
2032,humour,1.0,0
2033,humpback whale,1.0,0
2034,humphry davy,1.0,0
2035,humus,1.0,0
2036,hundred years' war,1.0,0
2037,hungary,1.0,0
2038,hunger,1.0,0
2039,huntington's disease,1.0,0
2040,hurricane alex (2004),1.0,0
2041,hurricane andrew,1.0,0
2042,hurricane camille,1.0,0
2043,hurricane charley,1.0,0
2044,hurricane danny (1997),1.0,0
2045,hurricane david,1.0,0
2046,hurricane dennis,1.0,0
2047,hurricane edouard (1996),1.0,0
2048,hurricane epsilon (2005),1.0,0
2049,hurricane felix (1995),1.0,0
2050,hurricane floyd,1.0,0
2051,hurricane georges,1.0,0
2052,hurricane gloria,1.0,0
2053,hurricane ivan,1.0,0
2054,hurricane john (1994),1.0,0
2055,hurricane john (2006),1.0,0
2056,hurricane katrina,1.0,0
2057,hurricane lenny,1.0,0
2058,hurricane marty (2003),1.0,0
2059,hurricane mitch,1.0,0
2060,hurricane philippe (2005),1.0,0
2061,hurricane vince (2005),1.0,0
2062,husein gradaščević,1.0,0
2063,hutu,1.0,0
2064,"hyde park, london",1.0,0
2065,hydrochloric acid,1.0,0
2066,hydrogen,1.0,0
2067,hydrogen peroxide,1.0,0
2068,hydrology,1.0,0
2069,hyena,1.0,0
2070,hymenoptera,1.0,0
2071,hypsilophodon,1.0,0
2072,ig farben building,1.0,0
2073,ipod,1.0,0
2074,itunes,1.0,0
2075,i ching,1.0,0
2076,i want to hold your hand,1.0,0
2077,ibn battuta,1.0,0
2078,ice,1.0,0
2079,ice age,0.734375,1
2080,ice hockey,1.0,0
2081,ice sheet,1.0,0
2082,iceland,1.0,0
2083,iceland hotspot,1.0,0
2084,ichthyosaur,1.0,0
2085,idit harel caperton,1.0,0
2086,idolatry,1.0,0
2087,igneous rock,1.0,0
2088,igor stravinsky,1.0,0
2089,iguanodon,1.0,0
2090,ike altgens,1.0,0
2091,imagism,1.0,0
2092,immanuel kant,1.0,0
2093,imperative programming,1.0,0
2094,imperial japanese navy,1.0,0
2095,impressionism,1.0,0
2096,inca empire,1.0,0
2097,income disparity,1.0,0
2098,india,2.212893553223388,1
2099,indian institutes of technology,1.0,0
2100,indian ocean,1.0,0
2101,indian peafowl,1.0,0
2102,indian railways,1.0,0
2103,indian standard time,1.0,0
2104,indian cricket team,1.0,0
2105,indian independence movement,1.0,0
2106,indira gandhi,1.0,0
2107,indium,1.0,0
2108,indo-greek kingdom,1.0,0
2109,indonesia,0.1708542713567839,1
2110,indonesian language,1.0,0
2111,indricotherium,1.0,0
2112,inductance,1.0,0
2113,indus river,1.0,0
2114,indus valley civilization,1.0,0
2115,industrial revolution,2.6464646464646466,1
2116,industry,1.0,0
2117,information,1.0,0
2118,infrastructure,1.0,0
2119,inner hebrides,1.0,0
2120,insect,1.0,0
2121,insulin,1.0,0
2122,integrated circuit,1.0,0
2123,intel corporation,1.0,0
2124,intelligence,1.0,0
2125,interbase,1.0,0
2126,international court of justice,0.2272727272727273,1
2127,international english,1.0,0
2128,international red cross and red crescent movement,1.0,0
2129,international space station,1.0,0
2130,international human rights instruments,1.0,0
2131,international law,1.0,0
2132,internet,1.0,0
2133,internet explorer,1.0,0
2134,interpol,1.0,0
2135,introduction to special relativity,1.0,0
2136,invasion,1.0,0
2137,invasion of grenada,1.0,0
2138,invasive species,1.0,0
2139,invertebrate,1.0,0
2140,investment banking,1.0,0
2141,iodine,1.0,0
2142,iowa class battleship,1.0,0
2143,ipswich,1.0,0
2144,iran,1.0,0
2145,iranian peoples,1.0,0
2146,iraq,1.0,0
2147,iraq war,1.0,0
2148,iraq and weapons of mass destruction,1.0,0
2149,ireland,1.0,0
2150,ireland king of arms,1.0,0
2151,iridium,1.0,0
2152,irish sea,1.0,0
2153,irish people,1.0,0
2154,irish poetry,1.0,0
2155,irish theatre,1.0,0
2156,iron,1.0,0
2157,iron(iii) chloride,1.0,0
2158,iron age,1.0,0
2159,iron maiden,1.0,0
2160,iron mike,1.0,0
2161,irrigation,1.0,0
2162,isaac,1.0,0
2163,isaac asimov,1.0,0
2164,isaac brock,1.0,0
2165,isaac newton,1.0,0
2166,isambard kingdom brunel,1.0,0
2167,isan,1.0,0
2168,ishango bone,1.0,0
2169,isis,1.0,0
2170,islam,1.0,0
2171,islamic republic,1.0,0
2172,island fox,1.0,0
2173,isle of man,1.0,0
2174,isle of wight,0.19230769230769232,1
2175,isles of scilly,1.0,0
2176,isospin,1.0,0
2177,israel,1.0,0
2178,issyk kul,1.0,0
2179,istanbul,1.0,0
2180,italian renaissance,1.0,0
2181,italian war of 1521,1.0,0
2182,italo disco,1.0,0
2183,italy,0.4948665297741273,1
2184,ivan iv of russia,1.0,0
2185,ivory,1.0,0
2186,ivory-billed woodpecker,1.0,0
2187,jórvík,1.0,0
2188,józef piłsudski,1.0,0
2189,j. j. thomson,1.0,0
2190,j. k. rowling,1.0,0
2191,j. m. w. turner,1.0,0
2192,j. r. r. tolkien,1.0,0
2193,j. s. fry & sons,1.0,0
2194,jack kerouac,1.0,0
2195,jackal,1.0,0
2196,jackanory,1.0,0
2197,jackdaw,1.0,0
2198,jackie robinson,1.0,0
2199,jacob riis,1.0,0
2200,jacobite rising,1.0,0
2201,jacques-louis david,1.6666666666666665,1
2202,jacques cartier,1.0,0
2203,jakarta,0.3125,1
2204,jake gyllenhaal,1.0,0
2205,jamaica,1.0,0
2206,james bond,1.0,0
2207,james buchanan,1.0,0
2208,james callaghan,1.0,0
2209,james clerk maxwell,1.0,0
2210,james cook,1.0,0
2211,james d. watson,1.0,0
2212,james garfield,1.0,0
2213,james ii of england,1.0,0
2214,james i of england,1.0,0
2215,james joyce,1.0,0
2216,james k. polk,1.0,0
2217,james lovelock,1.0,0
2218,james monroe,1.0,0
2219,james stewart (actor),1.0,0
2220,"james t. aubrey, jr.",1.0,0
2221,james watt,1.0,0
2222,jan mayen,1.0,0
2223,jane austen,1.0,0
2224,jane eyre,1.0,0
2225,jane fonda,1.0,0
2226,japan,1.2,1
2227,japanese grammar,1.0,0
2228,japanese war crimes,1.0,0
2229,japanese yen,1.0,0
2230,jarvis island,1.0,0
2231,jaws (film),1.0,0
2232,jazz,0.6161616161616162,1
2233,jean-jacques rousseau,1.0,0
2234,jean charles de menezes,1.0,0
2235,jehovah,1.0,0
2236,jerry fodor,1.0,0
2237,jersey,1.0,0
2238,jersey zoological park,1.0,0
2239,jerusalem,0.15178571428571427,1
2240,jesse owens,1.0,0
2241,jesus,2.2666666666666666,1
2242,jet set willy,1.0,0
2243,jet engine,1.0,0
2244,jew,1.0,0
2245,jewellery,1.0,0
2246,jiaogulan,1.0,0
2247,jimmy carter,1.0,0
2248,jimmy wales,1.0,0
2249,joan of arc,1.0,0
2250,jocelin,1.0,0
2251,joel brand,1.0,0
2252,johann pachelbel,1.0,0
2253,johann sebastian bach,1.0,0
2254,johann wolfgang goethe,1.0,0
2255,johannes gutenberg,1.0,0
2256,johannes kepler,1.0,0
2257,johannes ockeghem,1.0,0
2258,johannesburg,1.0,0
2259,john a.t. robinson,1.0,0
2260,john adams,1.0,0
2261,john bull (locomotive),1.0,0
2262,john cabot,1.0,0
2263,john calvin,1.0,0
2264,john constable,1.0,0
2265,john dee,1.0,0
2266,john f. kennedy,1.0,0
2267,john f. kennedy assassination,1.0,0
2268,john flamsteed,1.0,0
2269,john henninger reagan,1.0,0
2270,john howard,1.0,0
2271,john locke,1.0,0
2272,john logie baird,1.0,0
2273,john marshall,1.0,0
2274,john maynard keynes,1.0,0
2275,john mcenroe,1.0,0
2276,john millington synge,1.0,0
2277,john milton,1.0,0
2278,john pershing,1.0,0
2279,"john seigenthaler, sr.",1.0,0
2280,john sentamu,1.0,0
2281,john tyler,1.0,0
2282,john vanbrugh,1.0,0
2283,john w. campbell,1.0,0
2284,john w. johnston,1.0,0
2285,john of england,1.0,0
2286,john von neumann,1.0,0
2287,johnny appleseed,1.0,0
2288,johnston atoll,1.0,0
2289,jomsvikings,1.0,0
2290,jonah lomu,1.0,0
2291,jonathan wild,1.0,0
2292,jordan,0.04,1
2293,jordan river,1.0,0
2294,jordanhill railway station,1.0,0
2295,jorge luis borges,1.0,0
2296,joseph haydn,1.0,0
2297,joseph stalin,1.0,0
2298,joseph and the amazing technicolor dreamcoat,1.0,0
2299,josephus,1.0,0
2300,juan sebastián elcano,1.0,0
2301,judaism,1.0,0
2302,juice,1.0,0
2303,julius caesar,1.0,0
2304,julius and ethel rosenberg,1.0,0
2305,july 2006 java earthquake,1.0,0
2306,jump rope,1.0,0
2307,juniper berry,1.0,0
2308,jupiter,1.1264367816091954,1
2309,jupiter (mythology),1.0,0
2310,jurassic,1.0,0
2311,juvenile delinquency,1.0,0
2312,jyllands-posten muhammad cartoons controversy,1.0,0
2313,kīlauea,1.0,0
2314,kaffir lime,1.0,0
2315,kakapo,1.0,0
2316,kakariki,1.0,0
2317,kangaroo,1.0,0
2318,"kansas city, missouri",1.0,0
2319,karachi,1.0,0
2320,kargil war,1.0,0
2321,karikkoselkä,1.0,0
2322,karl benz,1.0,0
2323,karl marx,0.14814814814814814,1
2324,karl popper,1.0,0
2325,kashmir region,1.0,0
2326,katana,1.0,0
2327,katyn massacre,1.0,0
2328,kazakhstan,1.0,0
2329,keira knightley,1.0,0
2330,kenya,1.0,0
2331,kerala,1.0,0
2332,kestrel,1.0,0
2333,keurusselkä,1.0,0
2334,kevin spacey,1.0,0
2335,khan wali khan,1.0,0
2336,khartoum,1.0,0
2337,khazars,1.0,0
2338,khudai khidmatgar,1.0,0
2339,kidnapped (novel),1.0,0
2340,kiev,1.0,0
2341,kigali,1.0,0
2342,kigo,1.0,0
2343,king arthur,1.0,0
2344,king kong (1933 film),1.0,0
2345,king kong (2005 film),1.0,0
2346,kingman reef,1.0,0
2347,kipchaks in georgia,1.0,0
2348,kiribati,1.0,0
2349,kite (bird),1.0,0
2350,kitsch,1.0,0
2351,klinefelter's syndrome,1.0,0
2352,knights of columbus,1.0,0
2353,kochi (india),1.0,0
2354,kofi annan,1.0,0
2355,kohlberg's stages of moral development,1.0,0
2356,kolkata,1.0,0
2357,konrad lorenz,1.0,0
2358,kookaburra,1.0,0
2359,korea,1.0,0
2360,koryaksky,1.0,0
2361,kosovo,1.0,0
2362,krag-jørgensen,1.0,0
2363,krakatoa,1.0,0
2364,krazy kat,1.0,0
2365,krill,1.0,0
2366,krypton,1.0,0
2367,ku klux klan,1.0,0
2368,kuala lumpur,1.0,0
2369,kubla khan,1.0,0
2370,kuiper belt,1.0,0
2371,kurt cobain,1.0,0
2372,kuru (disease),1.0,0
2373,kuwait,1.0,0
2374,kuwait city,1.0,0
2375,kylie minogue,1.0,0
2376,kyoto protocol,1.0,0
2377,kyrgyzstan,1.0,0
2378,l. s. lowry,1.0,0
2379,lansa cuzco crash,1.0,0
2380,la grande armée,1.0,0
2381,la paz,1.0,0
2382,labor day hurricane of 1935,1.0,0
2383,ladysmith black mambazo,1.0,0
2384,lagos,1.0,0
2385,laika,1.0,0
2386,lake albert,1.0,0
2387,lake baikal,1.0,0
2388,lake burley griffin,1.0,0
2389,lake chad,1.0,0
2390,lake district,1.0,0
2391,lake edward,1.0,0
2392,lake kariba,1.0,0
2393,lake kivu,1.0,0
2394,lake malawi,1.0,0
2395,lake mead,1.0,0
2396,lake powell,1.0,0
2397,lake superior,1.0,0
2398,lake tahoe,2.0,1
2399,lake tanganyika,1.0,0
2400,lake titicaca,1.0,0
2401,lake toba,1.0,0
2402,lake turkana,1.0,0
2403,lake victoria,1.0,0
2404,lake vostok,1.0,0
2405,lance armstrong,1.0,0
2406,lancia flaminia,1.0,0
2407,land (economics),1.0,0
2408,landform,1.0,0
2409,landscape,1.0,0
2410,language,1.0,0
2411,lanthanum,1.0,0
2412,laos,1.0,0
2413,laozi,1.0,0
2414,las palmas de gran canaria,1.0,0
2415,"las vegas, nevada",1.0,0
2416,last supper,1.0,0
2417,latin,0.4053452115812917,1
2418,latin america,1.0,0
2419,latin alphabet,0.7954545454545455,1
2420,latvia,1.0,0
2421,laurence olivier,1.0,0
2422,laurent fignon,1.0,0
2423,lavender,1.0,0
2424,law,1.0,0
2425,lawn,1.0,0
2426,lawrencium,1.0,0
2427,laws in wales acts 1535–1542,1.0,0
2428,layla,1.0,0
2429,lead,1.0,0
2430,lead(ii) nitrate,1.0,0
2431,league of nations,1.0,0
2432,leaning tower of pisa,1.0,0
2433,lebanon,1.0,0
2434,leeds,1.0,0
2435,lego,1.0,0
2436,leicester,1.0,0
2437,leif ericson,1.0,0
2438,leisure,1.0,0
2439,lemon,1.0,0
2440,lemon balm,1.0,0
2441,lemon myrtle,1.0,0
2442,lens (anatomy),1.0,0
2443,leo (constellation),1.0,0
2444,leo tolstoy,1.0,0
2445,leon trotsky,1.0,0
2446,leonardo da vinci,3.75,1
2447,leonhard euler,1.0,0
2448,lerwick,1.0,0
2449,lesotho,1.0,0
2450,lesothosaurus,1.0,0
2451,lettuce,1.0,0
2452,"levee failures in greater new orleans, 2005",1.0,0
2453,lhasa,1.0,0
2454,liberal democrats,1.0,0
2455,liberal democracy,1.0,0
2456,liberalism,1.0,0
2457,liberia,1.0,0
2458,libertarianism,1.0,0
2459,library,1.0,0
2460,library of alexandria,1.0,0
2461,library of congress,1.0,0
2462,libreville,1.0,0
2463,libya,1.0,0
2464,liechtenstein,1.0,0
2465,life,1.0,0
2466,light,0.6708860759493671,1
2467,lighthouse of alexandria,1.0,0
2468,lighting designer,1.0,0
2469,lightning rod,1.0,0
2470,lille,1.0,0
2471,lilongwe,1.0,0
2472,lima,1.0,0
2473,limerick,1.0,0
2474,lincoln (automobile),1.0,0
2475,lincoln town car,1.0,0
2476,lindisfarne gospels,1.0,0
2477,linear algebra,1.0,0
2478,linguistics,1.0,0
2479,link (the legend of zelda),1.0,0
2480,linnet,1.0,0
2481,linus pauling,1.0,0
2482,linus torvalds,1.0,0
2483,linux,1.0,0
2484,lion,1.0,0
2485,lipid,1.0,0
2486,liquid crystal,1.0,0
2487,lisbon,1.0,0
2488,list of african countries,1.0,0
2489,list of archbishops of canterbury,1.0,0
2490,list of asian countries,1.0,0
2491,list of canadian provinces and territories by area,1.0,0
2492,list of european union member states by accession,1.0,0
2493,list of european countries,1.0,0
2494,list of french monarchs,1.0,0
2495,list of north american countries,1.0,0
2496,list of oceanian countries,1.0,0
2497,list of prime ministers of the united kingdom,1.0,0
2498,list of south american countries,1.0,0
2499,list of test cricket triple centuries,1.0,0
2500,list of u.s. states by date of statehood,1.0,0
2501,list of animal welfare groups,1.0,0
2502,list of areas in the national park system of the united states,1.0,0
2503,list of circulating currencies,1.0,0
2504,list of countries,1.0,0
2505,list of countries by system of government,1.0,0
2506,list of elements by name,1.0,0
2507,list of essential oils,1.0,0
2508,list of lakes,1.0,0
2509,list of members of the commonwealth of nations by date joined,1.0,0
2510,list of minerals,1.0,0
2511,list of monarchs in the british isles,1.0,0
2512,list of particles,1.0,0
2513,list of popes,1.0,0
2514,list of rivers by length,1.0,0
2515,list of sovereign states,1.0,0
2516,list of universities in the united kingdom,1.0,0
2517,list of vegetable oils,1.0,0
2518,list of world's largest lakes,1.0,0
2519,literacy,1.0,0
2520,literature,1.0,0
2521,lithium,1.0,0
2522,lithium aluminium hydride,1.0,0
2523,lithuania,1.0,0
2524,little women,1.0,0
2525,liverpool,1.0,0
2526,liverpool f.c.,1.0,0
2527,liverpool and manchester railway,1.0,0
2528,llandudno,1.0,0
2529,llywelyn the great,1.0,0
2530,local community,1.0,0
2531,local government in the united kingdom,1.0,0
2532,loch,1.0,0
2533,loch ness,1.0,0
2534,logba language,1.0,0
2535,logic,1.0,0
2536,logistics,1.0,0
2537,lomé,1.0,0
2538,london,4.1478129713423835,1
2539,london bridge,1.0,0
2540,london underground,1.0,0
2541,london zoo,1.0,0
2542,london sewerage system,1.0,0
2543,lone wolf (gamebooks),1.0,0
2544,long-billed vulture,1.0,0
2545,long-tailed tit,1.0,0
2546,long pepper,1.0,0
2547,longship,1.0,0
2548,looney tunes,1.0,0
2549,lope de barrientos,1.0,0
2550,lord's resistance army,1.0,0
2551,lord voldemort,1.0,0
2552,"los angeles, california",1.0,0
2553,lost (tv series),1.0,0
2554,lothal,1.0,0
2555,lottie dod,1.0,0
2556,louis armstrong,1.2000000000000002,1
2557,louis freeh,1.0,0
2558,louis jordan,1.0,0
2559,louis pasteur,1.0,0
2560,louis xiv of france,1.0,0
2561,"louisville, kentucky",1.0,0
2562,lovage,1.0,0
2563,love,1.0,0
2564,"lucy, lady duff-gordon",1.0,0
2565,ludwig wittgenstein,1.0,0
2566,ludwig van beethoven,1.3333333333333333,1
2567,luftwaffe,1.0,0
2568,luminiferous aether,1.0,0
2569,lunar eclipse,1.0,0
2570,lung cancer,1.0,0
2571,lusaka,1.0,0
2572,lutetium,1.0,0
2573,luxembourg,0.11578947368421053,1
2574,luxembourg (city),1.0,0
2575,lyme disease,1.0,0
2576,lyndon b. johnson,0.3333333333333333,1
2577,lynton and barnstaple railway,1.0,0
2578,lyon,1.0,0
2579,m*a*s*h (tv series),1.0,0
2580,m-10001,1.0,0
2581,m-10003-6,1.0,0
2582,m1 motorway,1.0,0
2583,m25 motorway,1.0,0
2584,m6 motorway,1.0,0
2585,mini (bmw),1.0,0
2586,macau,1.0,0
2587,macbeth,1.0,0
2588,macbeth of scotland,1.0,0
2589,macedon,1.0,0
2590,machu picchu,1.0,0
2591,macintosh,1.0,0
2592,mackenzie river,1.0,0
2593,madagascar,1.0,0
2594,madama butterfly,1.0,0
2595,madrid,1.0,0
2596,magdalena abakanowicz,1.0,0
2597,magellanic penguin,1.0,0
2598,maghreb,1.0,0
2599,magic  the gathering,1.0,0
2600,maglev train,1.0,0
2601,magma,1.0,0
2602,magna carta,0.5806451612903225,1
2603,magnesium,1.0,0
2604,magnet,2.0,1
2605,magnetism,1.0,0
2606,magpie,1.0,0
2607,mahabharata,0.12,1
2608,mahatma gandhi,1.0,0
2609,mahjong,1.0,0
2610,mahmoud abbas,1.0,0
2611,maiasaura,1.0,0
2612,maize,1.0,0
2613,makuria,1.0,0
2614,malaria,1.0,0
2615,malaspina glacier,1.0,0
2616,malawi,1.0,0
2617,malaysia,1.0,0
2618,malcolm iii of scotland,1.0,0
2619,malcolm ii of scotland,1.0,0
2620,malcolm x,1.0,0
2621,maldives,1.0,0
2622,mali,1.0,0
2623,mallard,1.0,0
2624,malta,1.0,0
2625,malwa (madhya pradesh),1.0,0
2626,mamenchisaurus,1.0,0
2627,mammal,1.0,0
2628,mammoth,1.0,0
2629,mammoth cave national park,1.0,0
2630,mancala,1.0,0
2631,manchester,0.13953488372093023,1
2632,manchester united f.c.,1.0,0
2633,mandan,1.0,0
2634,manganese,1.0,0
2635,mango,1.0,0
2636,manifest destiny,1.0,0
2637,manifold,1.0,0
2638,manila,1.0,0
2639,manorialism,1.0,0
2640,manuel i komnenos,1.0,0
2641,manufacturing,1.0,0
2642,mao zedong,1.0,0
2643,map projection,1.0,0
2644,maputo,1.0,0
2645,marc pugh,1.0,0
2646,marcel lefebvre,1.0,0
2647,marcel proust,1.0,0
2648,marco polo,1.0,0
2649,marcus allen,1.0,0
2650,margaret sanger,1.0,0
2651,margaret thatcher,1.0,0
2652,margate,1.0,0
2653,margin of error,1.0,0
2654,marginated tortoise,1.0,0
2655,marie curie,1.0,0
2656,mario,1.0,0
2657,marjoram,1.0,0
2658,mark antony,1.0,0
2659,mark twain,1.0,0
2660,mark twain house,1.0,0
2661,mark webber,1.0,1
2662,market,1.0,0
2663,markup language,1.0,0
2664,mars,1.0,0
2665,mars exploration rover,1.0,0
2666,mars reconnaissance orbiter,1.0,0
2667,marseille,1.0,0
2668,marshall islands,1.0,0
2669,marshall plan,1.0,0
2670,martello tower,1.0,0
2671,martin luther,1.0,0
2672,"martin luther king, jr.",0.8095238095238095,1
2673,martin van buren,1.0,0
2674,martina navratilova,1.0,0
2675,martinique,1.0,0
2676,marvin gaye,1.0,0
2677,marxism,1.0,0
2678,mary ii of england,1.0,0
2679,mary i of england,1.0,0
2680,mary i of scotland,1.0,0
2681,mary kingsley,1.0,0
2682,mary seacole,1.0,0
2683,mary somerville,1.0,0
2684,maseru,1.0,0
2685,mass rapid transit (singapore),1.0,0
2686,mass media,1.0,0
2687,massospondylus,1.0,0
2688,material properties of diamond,1.0,0
2689,mathematical analysis,1.0,0
2690,mathematics,1.0,0
2691,matilda of boulogne,1.0,0
2692,matrix (mathematics),1.0,0
2693,matsuo bashō,1.0,0
2694,matter,1.0,0
2695,matthew brettingham,1.0,0
2696,mauna loa,1.0,0
2697,mauritania,1.0,0
2698,mauritius,1.0,0
2699,mausoleum of maussollos,1.0,0
2700,mauthausen-gusen concentration camp,1.0,0
2701,max planck,1.0,0
2702,max weber,0.34782608695652173,1
2703,maxwell's equations,1.0,0
2704,maya civilization,1.0,0
2705,maya mythology,1.0,0
2706,mayotte,1.0,0
2707,mbabane,1.0,0
2708,mcfly (band),1.0,0
2709,meander,1.0,0
2710,measles,1.0,0
2711,measurement,1.0,0
2712,meat,1.0,0
2713,mecca,0.18,1
2714,mechanical work,1.0,0
2715,medal of honor,1.0,0
2716,medicine,1.0,0
2717,medieval commune,1.0,0
2718,medieval literature,1.0,0
2719,medieval music,1.0,0
2720,mediterranean sea,1.0,0
2721,mega man x (character),1.0,0
2722,meitnerium,1.0,0
2723,mekong,1.0,0
2724,melbourne,1.0,0
2725,mendelevium,1.0,0
2726,mendip hills,1.0,0
2727,meningitis,1.0,0
2728,menstrual cycle,1.0,0
2729,mentha,1.0,0
2730,menthol,1.0,0
2731,mercantilism,1.0,0
2732,mercia,1.0,0
2733,mercury (element),1.0,0
2734,mercury (planet),1.0,0
2735,merrimack river,1.0,0
2736,merseburg incantations,1.0,0
2737,mesopotamia,1.0,0
2738,mestizo,1.0,0
2739,metal,1.0,0
2740,metallurgy,1.0,0
2741,metamorphic rock,1.0,0
2742,meteor,1.0,0
2743,meteor shower,1.0,0
2744,meteorological history of hurricane katrina,1.0,0
2745,meteorology,1.0,0
2746,metric expansion of space,1.0,0
2747,mexico,1.0,0
2748,mexico city,1.0,0
2749,"miami, florida",1.0,0
2750,michael faraday,0.9333333333333333,1
2751,michael jordan,1.0,0
2752,michael ramsey,1.0,0
2753,michael woodruff,1.0,0
2754,michelangelo,1.3103448275862069,1
2755,michigan state university,1.0,0
2756,mickey mantle,1.0,0
2757,microraptor,1.0,0
2758,microscope,1.0,0
2759,microsoft,1.0,0
2760,microsoft windows,1.0,0
2761,middle ages,1.0,0
2762,middle east,1.0,0
2763,midway atoll,1.0,0
2764,miguel de cervantes,1.0,0
2765,mikhail gorbachev,1.0,0
2766,milan,1.0,0
2767,miles davis,1.0,0
2768,milgram experiment,1.0,0
2769,military dictatorship,1.0,0
2770,military history of canada,1.0,0
2771,military history of france,1.0,0
2772,military history of puerto rico,1.0,0
2773,military history of the soviet union,1.0,0
2774,milk,1.0,0
2775,milk thistle,1.0,0
2776,milkshake,1.0,0
2777,milky way,1.0,0
2778,millard fillmore,1.0,0
2779,milton keynes,1.0,0
2780,mind,1.0,0
2781,mineral,1.0,0
