,path,source_article,target_article,human_path_length,shortest_path_length,is_successful,path_seq_cosine_sim,path_target_cosine_sim,path_seq_boolean,path_target_boolean,seq_strictly_increasing,target_strictly_increasing
10697,Neodymium;Earth;Mammal;Elephant,Neodymium,Elephant,3,3,1,"[0.07023700797357818, 0.038100492630967035, 0.07830059891174755]","[0.009191029545375333, 0.027013916660427753, 0.07830059891174755, 1.0000000000000024]","[False, True]","[True, True, True]",False,True
17293,El_Aai%C3%BAn;United_Nations;Cuba;Miami%2C_Florida,El Aaiún,"Miami, Florida",3,3,1,"[0.05725141085932426, 0.10271006914259169, 0.10178778828538737]","[0.03664914493566641, 0.045570702577445235, 0.10178778828538737, 0.9999999999999994]","[True, False]","[True, True, True]",False,True
17063,Wildebeest;Africa;United_States;Rocky_Mountains,Wildebeest,Rocky_Mountains,3,3,1,"[0.04178564023074596, 0.2004574636752428, 0.16866687502334887]","[0.010741283010240544, 0.05599600271611872, 0.16866687502334887, 0.9999999999999999]","[True, False]","[True, True, True]",False,True
19022,Internet;Spanish_language;Colombia;Spain,Internet,Banana,3,3,0,"[0.03024002005506899, 0.11832785204550769, 0.11431032074930123]","[0.03712342839344271, 0.4236845802973553, 0.11431032074930123, 1.0000000000000024]","[True, False]","[True, False, True]",False,False
18511,Oxyrhynchus;Ancient_Egypt;Currency;Money,Oxyrhynchus,Algorithm,3,3,0,"[0.15482402048534205, 0.04181054666777327, 0.5003153845274924]","[0.019440709840440336, 0.02538709320960441, 0.5003153845274924, 1.000000000000002]","[False, True]","[True, True, True]",False,True
16318,Theatre;United_Kingdom;Lion;Zebra,Theatre,Zebra,3,3,1,"[0.05274342217704193, 0.050419424064479336, 0.049161085266737646]","[0.003615741833142461, 0.011883267251390174, 0.049161085266737646, 0.9999999999999984]","[False, False]","[True, True, True]",False,True
9254,Dorset;World_Heritage_Site;United_States;Grand_Canyon,Dorset,Grand_Canyon,3,3,1,"[0.037090961389287996, 0.2007895666121473, 0.07293710823979994]","[0.019336047789337375, 0.02681981290490327, 0.07293710823979994, 1.0000000000000042]","[True, False]","[True, True, True]",False,True
15538,Robert_Peel;Police;United_Nations;International_Court_of_Justice,Robert_Peel,International_Court_of_Justice,3,3,1,"[0.18114678260830844, 0.08339063551190883, 0.23603136191317658]","[0.020458270741892454, 0.04800718854237608, 0.23603136191317658, 1.0000000000000027]","[False, True]","[True, True, True]",False,True
12583,Copenhagen;World_War_II;United_Kingdom;The_Beatles,Copenhagen,The_Beatles,3,3,1,"[0.04648384024136875, 0.16681492776032184, 0.11260174569806237]","[0.024662920412361417, 0.06195059595731477, 0.11260174569806237, 0.9999999999999997]","[True, False]","[True, True, True]",False,True
18403,Snowball_Earth;Earth;United_States;New_York_City,Snowball_Earth,The_Wall_Street_Journal,3,3,0,"[0.4057018776565032, 0.08151216872548508, 0.2995141369132943]","[0.02530766113582186, 0.041979991298187545, 0.2995141369132943, 0.9999999999999997]","[False, True]","[True, True, True]",False,True
15077,Parliament_of_Canada;Elizabeth_II_of_the_United_Kingdom;Australia;Emu,Parliament_of_Canada,Emu,3,3,1,"[0.22177119510519705, 0.1763811618641821, 0.14200878318806928]","[0.009777858453191818, 0.01918467573179602, 0.14200878318806928, 0.999999999999998]","[False, False]","[True, True, True]",False,True
12314,Canaletto;George_III_of_the_United_Kingdom;Science;Physics,Canaletto,Physics,3,3,1,"[0.03990639837907386, 0.024109633414687377, 0.2001297939734238]","[0.009252178242328091, 0.011319921570498612, 0.2001297939734238, 1.0000000000000009]","[False, True]","[True, True, True]",False,True
19627,Crusades;Georgia_%28country%29;Russia;Caspian_Sea,Crusades,Sunflower,3,3,0,"[0.04190690172448716, 0.24719549220220896, 0.23383409381896275]","[0.01333841375503906, 0.0943617311127397, 0.23383409381896275, 1.0]","[True, False]","[True, True, True]",False,True
16431,Theatre;United_Kingdom;Lion;Zebra,Theatre,Zebra,3,3,1,"[0.05274342217704193, 0.050419424064479336, 0.049161085266737646]","[0.003615741833142461, 0.011883267251390174, 0.049161085266737646, 0.9999999999999984]","[False, False]","[True, True, True]",False,True
20198,Avacha_Volcano;United_Nations;United_States;Miami%2C_Florida,Avacha_Volcano,Bermuda,3,3,0,"[0.030695818789198692, 0.30510236928207757, 0.10675544030603877]","[0.015283379214365369, 0.045570702577445235, 0.10675544030603877, 0.9999999999999994]","[True, False]","[True, True, True]",False,True
20534,Brain;Computer_science;Alan_Turing;Enigma_machine,Brain,Telephone,3,3,0,"[0.04916586828560618, 0.13082305956166165, 0.10275699500497307]","[0.007089296248410582, 0.017756967297582936, 0.10275699500497307, 1.0000000000000004]","[True, False]","[True, True, True]",False,True
15486,Rembrandt;Washington%2C_D.C.;Chicago;Michael_Jordan,Rembrandt,Michael_Jordan,3,3,1,"[0.1026032849277389, 0.17812758244495197, 0.0745405199050315]","[0.010675394941035808, 0.05378881798560666, 0.0745405199050315, 0.999999999999995]","[True, False]","[True, True, True]",False,True
18587,God;Judaism;Jew;Middle_East,God,Ant,3,3,0,"[0.1790683456806997, 0.60724296618442, 0.11791258696489518]","[0.036333387981501396, 0.05868259358183498, 0.11791258696489518, 1.000000000000001]","[True, False]","[True, True, True]",False,True
18913,Australian_Green_Tree_Frog;Chordate;Mammal;Elephant,Australian_Green_Tree_Frog,Gazelle,3,3,0,"[0.022521840266506117, 0.09170303841856253, 0.07830059891174755]","[0.030156105187440354, 0.009532577825683923, 0.07830059891174755, 1.0000000000000024]","[True, False]","[False, True, True]",False,False
13108,Flag_of_Australia;Elizabeth_II_of_the_United_Kingdom;Washington%2C_D.C.;Federal_Bureau_of_Investigation,Flag_of_Australia,Federal_Bureau_of_Investigation,3,3,1,"[0.09950216093141673, 0.05975408799321468, 0.0687907828820202]","[0.01901699297622041, 0.024506913489201667, 0.0687907828820202, 0.9999999999999992]","[False, True]","[True, True, True]",False,True
19162,Pyramid;Mexico;Salsa_music;Spain,Pyramid,Bean,3,3,0,"[0.038694230531195195, 0.04924214829516053, 0.03130821043823987]","[0.017674834798191624, 0.18474675963371232, 0.03130821043823987, 1.0000000000000024]","[True, False]","[True, False, True]",False,False
14454,Matilda_of_Boulogne;France;Australia;Kookaburra,Matilda_of_Boulogne,Kookaburra,3,3,1,"[0.022215657895270087, 0.13920207022019276, 0.116428594219478]","[0.004474765486623356, 0.007649566054046129, 0.116428594219478, 0.9999999999999986]","[True, False]","[True, True, True]",False,True
12752,Despotism;Byzantine_Empire;Germany;Baltic_Sea,Despotism,Baltic_Sea,3,3,1,"[0.17683939010738034, 0.10475635708996897, 0.17531587828000061]","[0.011356657565244089, 0.03817919436142501, 0.17531587828000061, 1.0000000000000016]","[False, True]","[True, True, True]",False,True
10685,Gadolinium;Switzerland;Germany;Poland,Gadolinium,Poland,3,3,1,"[0.014493250636717645, 0.20143631126933742, 0.18986712543689396]","[0.008676478606392323, 0.07125215016804917, 0.18986712543689396, 1.0000000000000027]","[True, False]","[True, True, True]",False,True
13211,Gas_giant;Planet;2nd_century;3rd_century,Gas_giant,3rd_century,3,3,1,"[0.5493381278269056, 0.01054906744059614, 0.6828369509416815]","[0.003093762169852625, 0.010103183158923883, 0.6828369509416815, 0.9999999999999999]","[False, True]","[True, True, True]",False,True
17510,William_III_of_England;England;Europe;Earth,William_III_of_England,Federated_States_of_Micronesia,3,3,0,"[0.23475866428391876, 0.1743883890099941, 0.08556400889779398]","[0.013985053513738542, 0.043803590044888166, 0.08556400889779398, 0.9999999999999999]","[False, False]","[True, True, True]",False,True
20183,Serbia;Ottoman_Empire;Baghdad;Iraq_War,Serbia,Al_Jazeera,3,3,0,"[0.15248491345917678, 0.06863305015406886, 0.31909570228477757]","[0.04249497989718129, 0.04751124155203404, 0.31909570228477757, 0.9999999999999987]","[False, True]","[True, True, True]",False,True
19220,Theatre;Dance;Animal;Mammal,Theatre,Zebra,3,3,0,"[0.1309595713347672, 0.013040777138701852, 0.0724197183196405]","[0.004701117903118157, 0.012182873646100677, 0.0724197183196405, 0.9999999999999976]","[False, True]","[True, True, True]",False,True
18107,Pyramid;Mexico;Latin_America;Salsa_music,Pyramid,Bean,3,3,0,"[0.038694230531195195, 0.29931813136596996, 0.1505855661492146]","[0.004992972970640108, 0.04924214829516053, 0.1505855661492146, 0.999999999999995]","[True, False]","[True, True, True]",False,True
11466,Akbar;Afghanistan;World_Heritage_Site;Forest,Akbar,Forest,3,3,1,"[0.07052218051411932, 0.059784085448776975, 0.03442418400520196]","[0.0032373746988532126, 0.013218985202379597, 0.03442418400520196, 1.0]","[False, False]","[True, True, True]",False,True
20427,Dakar;Atlantic_Ocean;United_States;Florida,Dakar,Atlantis,3,3,0,"[0.041470219967103365, 0.1937470081230291, 0.1785370604874202]","[0.027059046677959137, 0.11638316095449784, 0.1785370604874202, 1.0000000000000016]","[True, False]","[True, True, True]",False,True
13456,Harley-Davidson;Industry;Pollution;Asthma,Harley-Davidson,Asthma,3,3,1,"[0.023105317219661678, 0.1004640636336515, 0.07076125588763342]","[0.005858131182904842, 0.011732834118792215, 0.07076125588763342, 0.9999999999999999]","[True, False]","[True, True, True]",False,True
13104,First_Transcontinental_Railroad;United_States;Russia;Estonia,First_Transcontinental_Railroad,Estonia,3,3,1,"[0.14099082165482676, 0.24756651162775425, 0.22991515075097707]","[0.026600991566143508, 0.09752511220306626, 0.22991515075097707, 1.0000000000000029]","[True, False]","[True, True, True]",False,True
19535,Sociology;Culture;Literature;William_Shakespeare,Sociology,Romeo_and_Juliet,3,3,0,"[0.16331300315149438, 0.07537360306979987, 0.09015840812803527]","[0.0181520154992639, 0.0349856062686021, 0.09015840812803527, 0.9999999999999996]","[False, True]","[True, True, True]",False,True
9289,Grand_Canyon;Europe;Greek_mythology;Thucydides,Grand_Canyon,Thucydides,3,3,1,"[0.030098957426655894, 0.07326764680667082, 0.061890024746546146]","[0.007182590744949168, 0.018337516074217523, 0.061890024746546146, 1.000000000000002]","[True, False]","[True, True, True]",False,True
16427,Theatre;United_Kingdom;Lion;Zebra,Theatre,Zebra,3,3,1,"[0.05274342217704193, 0.050419424064479336, 0.049161085266737646]","[0.003615741833142461, 0.011883267251390174, 0.049161085266737646, 0.9999999999999984]","[False, False]","[True, True, True]",False,True
13838,J._R._R._Tolkien;Botany;Food;Peanut,J._R._R._Tolkien,Peanut,3,3,1,"[0.01575287012804153, 0.10557745989095463, 0.07763271921376397]","[0.006105830558187542, 0.029411707743219568, 0.07763271921376397, 1.0000000000000007]","[True, False]","[True, True, True]",False,True
18718,Brain;Invertebrate;Carolus_Linnaeus;Sweden,Brain,Telephone,3,3,0,"[0.05236700348395183, 0.051586451306945086, 0.15890620109441683]","[0.01268693017383372, 0.010768346014930048, 0.15890620109441683, 1.000000000000002]","[False, True]","[False, True, True]",False,False
16517,Theatre;India;Mammal;Zebra,Theatre,Zebra,3,3,1,"[0.04691140493028487, 0.028943277738336232, 0.02639381305403988]","[0.003615741833142461, 0.007896560084496495, 0.02639381305403988, 0.9999999999999984]","[False, False]","[True, True, True]",False,True
18128,East-West_Schism;Bulgaria;Republic_of_Macedonia;United_Nations,East-West_Schism,Ibn_Battuta,3,3,0,"[0.0693398157337426, 0.33119608078763824, 0.12230688281708527]","[0.04363216648678741, 0.0849539487863815, 0.12230688281708527, 1.0000000000000027]","[True, False]","[True, True, True]",False,True
20510,Ethics;Society;Culture;Wikipedia_Text_of_the_GNU_Free_Documentation_License,Ethics,Linux,3,3,0,"[0.04660098689363942, 0.21124975385402317, 0.021527825591896452]","[0.015766097412635575, 0.023558467643196974, 0.021527825591896452, 0.9999999999999994]","[True, False]","[True, False, True]",False,False
14046,Korea;United_States;California;Wine,Korea,Wine,3,3,1,"[0.1135903401828376, 0.21403081917738626, 0.0832194599602996]","[0.01824783073256619, 0.06475669043594148, 0.0832194599602996, 0.9999999999999987]","[True, False]","[True, True, True]",False,True
11971,Beet;United_States;Attack_on_Pearl_Harbor;Aircraft,Beet,Aircraft,3,3,1,"[0.02428143955690546, 0.18001551117573736, 0.1768816410948398]","[0.008719406284286486, 0.04934098957543067, 0.1768816410948398, 0.9999999999999998]","[True, False]","[True, True, True]",False,True
10684,Gadolinium;Superconductivity;Aluminium;Aircraft,Gadolinium,Aircraft,3,3,1,"[0.04205175831349758, 0.04922984956561118, 0.031887952150880736]","[0.009907749761959976, 0.015271440958191723, 0.031887952150880736, 0.9999999999999998]","[True, False]","[True, True, True]",False,True
20595,Brain;Computer_science;Alan_Turing;World_War_II,Brain,Telephone,3,3,0,"[0.04916586828560618, 0.13082305956166165, 0.033809866957631794]","[0.013979849233905418, 0.011175042341937726, 0.033809866957631794, 0.9999999999999979]","[True, False]","[False, True, True]",False,False
9664,BP;United_Kingdom;DNA;James_D._Watson,BP,James_D._Watson,3,3,1,"[0.055979232684754604, 0.027076138772564175, 0.5864489991373795]","[0.00888124088370459, 0.03167360167424988, 0.5864489991373795, 1.0000000000000018]","[False, True]","[True, True, True]",False,True
18545,Southern_United_States;Cotton;Gossypium;Plant,Southern_United_States,Mohs_scale_of_mineral_hardness,3,3,0,"[0.0832760454855166, 0.6776540325072645, 0.07105594242252763]","[0.03803170694918379, 0.05081976214092004, 0.07105594242252763, 1.0000000000000018]","[True, False]","[True, True, True]",False,True
20223,Vampire;Film;Photography;United_States,Vampire,Google,3,3,0,"[0.027210695367218617, 0.24057313542500586, 0.05367790458308266]","[0.02700768345584655, 0.08152817329194119, 0.05367790458308266, 0.9999999999999998]","[True, False]","[True, False, True]",False,False
20331,Asteroid;Sun;Climate;Ocean,Asteroid,Viking,3,3,0,"[0.11993167092839359, 0.09768032390116838, 0.12739222971944553]","[0.030948985156400113, 0.07065820321259501, 0.12739222971944553, 1.0000000000000016]","[False, True]","[True, True, True]",False,True
19676,Vladimir_Lenin;French_language;France;Middle_Ages,Vladimir_Lenin,Helium,3,3,0,"[0.017653773172748497, 0.30480994070258877, 0.15428185031510044]","[0.03871013008053492, 0.06973964827122721, 0.15428185031510044, 0.9999999999999993]","[True, False]","[True, True, True]",False,True
10341,New_Forest;National_parks_of_England_and_Wales;Lake_District;Pond,New_Forest,Pond,3,3,1,"[0.20572628688099004, 0.21954751795221275, 0.10372224498490319]","[0.020589469331356275, 0.04629320709804532, 0.10372224498490319, 1.0000000000000007]","[True, False]","[True, True, True]",False,True
10328,Calcium_chloride;Earth%27s_atmosphere;Bacteria;Louis_Pasteur,Calcium_chloride,Louis_Pasteur,3,3,1,"[0.037011946936303455, 0.07788288529196995, 0.07352463569939856]","[0.009789158950467457, 0.015714158283159533, 0.07352463569939856, 0.9999999999999986]","[True, False]","[True, True, True]",False,True
15360,Project_Vanguard;Earth;Australia;Dingo,Project_Vanguard,Dingo,3,3,1,"[0.11177467965768086, 0.055116865443467875, 0.10782728288552136]","[0.005312213277761378, 0.018564561215627044, 0.10782728288552136, 0.9999999999999989]","[False, True]","[True, True, True]",False,True
18350,Commodore_64;United_States;Pacific_Ocean;People%27s_Republic_of_China,Commodore_64,Mao_Zedong,3,3,0,"[0.028405141910683062, 0.2503113455256296, 0.1350315143837061]","[0.02399518679889697, 0.2181377806269455, 0.1350315143837061, 1.000000000000002]","[True, False]","[True, False, True]",False,False
13259,Gerald_Durrell;David_Attenborough;Ecology;Soil,Gerald_Durrell,Soil,3,3,1,"[0.0730775954042566, 0.057175505280477906, 0.09022712254658204]","[0.005239384042200183, 0.017246816270184193, 0.09022712254658204, 1.0000000000000004]","[False, True]","[True, True, True]",False,True
18642,Brain;Emotion;Logic;Boolean_logic,Brain,Telephone,3,3,0,"[0.1823777622948659, 0.05057895721984217, 0.21469097649919452]","[0.014518184056060654, 0.019140507846023492, 0.21469097649919452, 0.9999999999999987]","[False, True]","[True, True, True]",False,True
11308,2005_Kashmir_earthquake;United_Nations;London;Trafalgar_Square,2005_Kashmir_earthquake,Trafalgar_Square,3,3,1,"[0.07719890710989229, 0.07639065850498353, 0.16673328434869658]","[0.026074730638166017, 0.052812607235693934, 0.16673328434869658, 1.000000000000002]","[False, True]","[True, True, True]",False,True
11151,Weasel;Europe;Germany;Adolf_Hitler,Weasel,Adolf_Hitler,3,3,1,"[0.009650973115160406, 0.28022349835787147, 0.18728362205446583]","[0.000995317457380476, 0.04570764666547644, 0.18728362205446583, 0.9999999999999986]","[True, False]","[True, True, True]",False,True
17871,Soil_moisture;Agriculture;Food;Cereal,Soil_moisture,Herbivore,3,3,0,"[0.12041372712400022, 0.2178763632479046, 0.12049771260359118]","[0.015975953999268808, 0.23105458593922865, 0.12049771260359118, 1.0000000000000013]","[True, False]","[True, False, True]",False,False
15518,Ringed_Plover;Africa;South_Africa;Desmond_Tutu,Ringed_Plover,Desmond_Tutu,3,3,1,"[0.049510426784577274, 0.5288559985334571, 0.21161332710252279]","[0.015397195204862739, 0.15167409839232596, 0.21161332710252279, 1.0000000000000004]","[True, False]","[True, True, True]",False,True
11710,Assyria;Damascus;Christianity;Anglican_Communion,Assyria,Anglican_Communion,3,3,1,"[0.08358250735419104, 0.03636718538299797, 0.26988055523640725]","[0.008122302898374728, 0.01585038083830204, 0.26988055523640725, 1.0000000000000022]","[False, True]","[True, True, True]",False,True
16349,Theatre;India;Mammal;Zebra,Theatre,Zebra,3,3,1,"[0.04691140493028487, 0.028943277738336232, 0.02639381305403988]","[0.003615741833142461, 0.007896560084496495, 0.02639381305403988, 0.9999999999999984]","[False, False]","[True, True, True]",False,True
15630,Russian_constitutional_crisis_of_1993;United_States;Mexico;Maya_civilization,Russian_constitutional_crisis_of_1993,Maya_civilization,3,3,1,"[0.07466431686020474, 0.30149003094917387, 0.08509469861604718]","[0.010222556460063164, 0.05489983635600422, 0.08509469861604718, 1.0000000000000007]","[True, False]","[True, True, True]",False,True
17982,Quito;Florida;United_States;Vietnam_War,Quito,Battle_of_Leyte_Gulf,3,3,0,"[0.04043887626832041, 0.1785370604874202, 0.15855745100749694]","[0.023935476991376405, 0.03891239909145592, 0.15855745100749694, 0.9999999999999978]","[True, False]","[True, True, True]",False,True
13550,Henry_Rollins;United_States;California;Arnold_Schwarzenegger,Henry_Rollins,Arnold_Schwarzenegger,3,3,1,"[0.03781439385795487, 0.21403081917738626, 0.10310048698557688]","[0.02422328659011919, 0.04388150333598229, 0.10310048698557688, 0.9999999999999973]","[True, False]","[True, True, True]",False,True
9758,Bioinformatics;Statistics;University;Music,Bioinformatics,Music,3,3,1,"[0.12723401873300008, 0.033711414921391104, 0.04647593329425367]","[0.024520607320534973, 0.038929322400337, 0.04647593329425367, 1.000000000000001]","[False, True]","[True, True, True]",False,True
10393,Ape;English_language;England;Cricket,Ape,Cricket,3,3,1,"[0.026954265779683857, 0.24744514090634143, 0.0870938570687393]","[0.011818643608928934, 0.036383167161983775, 0.0870938570687393, 0.9999999999999971]","[True, False]","[True, True, True]",False,True
9592,Louis_Jordan;World_War_II;Cold_War;Berlin_Wall,Louis_Jordan,Berlin_Wall,3,3,1,"[0.03794795686010896, 0.3675922672762954, 0.14549334942655406]","[0.017309769743037842, 0.24051080038324388, 0.14549334942655406, 1.000000000000003]","[True, False]","[True, False, True]",False,False
18715,God;Bible;Pentateuch;Isaac,God,Apple,3,3,0,"[0.15383278610909365, 0.20828134834303036, 0.11760586733945734]","[0.1470300643897825, 0.15220267617339892, 0.11760586733945734, 1.000000000000001]","[True, False]","[True, False, True]",False,False
12992,Emu;Ostrich;Antelope;Gazelle,Emu,Gazelle,3,3,1,"[0.10075193446157243, 0.03465044757978236, 0.336402008965287]","[0.018428137109925025, 0.020614771653401184, 0.336402008965287, 1.0000000000000036]","[False, True]","[True, True, True]",False,True
18193,Mozilla_Firefox;Germany;Danube;Roman_Empire,Mozilla_Firefox,Garden,3,3,0,"[0.012727278413740648, 0.13041454074286715, 0.05400215453377763]","[0.005773474369382576, 0.12023747020424441, 0.05400215453377763, 1.0000000000000016]","[True, False]","[True, False, True]",False,False
12025,Birmingham;North_America;Canada;Beaver,Birmingham,Beaver,3,3,1,"[0.04464764115064626, 0.19770608054487004, 0.05319522074719231]","[0.01534419649845147, 0.037820424448176536, 0.05319522074719231, 0.9999999999999996]","[True, False]","[True, True, True]",False,True
20123,Superman;Europe;Italy;Roman_Empire,Superman,Hannibal_Barca,3,3,0,"[0.011821321492236195, 0.23556807335006139, 0.15285262208394462]","[0.016559940689949346, 0.11158322948168416, 0.15285262208394462, 1.0000000000000016]","[True, False]","[True, True, True]",False,True
20390,Felix_the_Cat;Atlantic_Ocean;Tropical_cyclone;Gulf_of_Mexico,Felix_the_Cat,BP,3,3,0,"[0.010161193782715424, 0.18221142015538325, 0.13033729932915109]","[0.0049862182974930395, 0.19554962554222374, 0.13033729932915109, 0.9999999999999989]","[True, False]","[True, False, True]",False,False
16862,Ununbium;Zinc;Brain;Kuru_%28disease%29,Ununbium,Kuru (disease),3,3,1,"[0.12922519732441043, 0.020594920571823785, 0.10712610509421532]","[0.003985851217337851, 0.00912825400727693, 0.10712610509421532, 1.0000000000000013]","[False, True]","[True, True, True]",False,True
14986,Ottawa;World_War_II;Nazi_Germany;Swastika,Ottawa,Swastika,3,3,1,"[0.04204641202951915, 0.3378407160120004, 0.0823387543888722]","[0.013183304013390783, 0.05204849244097913, 0.0823387543888722, 1.0000000000000002]","[True, False]","[True, True, True]",False,True
19989,Francisco_Goya;Spain;Latin;Roman_Catholic_Church,Francisco_Goya,Lake_Titicaca,3,3,0,"[0.10076115942910535, 0.09562512973769698, 0.09268468903303201]","[0.022920292914811114, 0.06943980403070799, 0.09268468903303201, 0.9999999999999999]","[False, False]","[True, True, True]",False,True
18487,Cotton;United_States;Middle_East;Pakistan,Cotton,Economy_of_Pakistan,3,3,0,"[0.05951187605229109, 0.15092532280258622, 0.12076320388029976]","[0.022501179387560768, 0.12624945715029698, 0.12076320388029976, 1.0000000000000004]","[True, False]","[True, False, True]",False,False
18915,El_Salvador;United_States;Yellowstone_National_Park;Animal_rights,El_Salvador,Bobcat,3,3,0,"[0.16919887070852127, 0.11100992386999824, 0.02913869741939277]","[0.025507184299490723, 0.08282265708730223, 0.02913869741939277, 0.9999999999999971]","[False, False]","[True, False, True]",False,False
16524,Theatre;India;Mammal;Zebra,Theatre,Zebra,3,3,1,"[0.04691140493028487, 0.028943277738336232, 0.02639381305403988]","[0.003615741833142461, 0.007896560084496495, 0.02639381305403988, 0.9999999999999984]","[False, False]","[True, True, True]",False,True
9777,Snowy_Owl;Arctic_Circle;United_States;Latin_America,Snowy_Owl,Latin_America,3,3,1,"[0.06754014994530198, 0.05862466540325914, 0.28173435702631755]","[0.02228901377473651, 0.020754039490166236, 0.28173435702631755, 1.0000000000000013]","[False, True]","[False, True, True]",False,False
16075,Super_Chief;Los_Angeles%2C_California;United_States;Apollo_11,Super_Chief,Apollo_11,3,3,1,"[0.12437234645315536, 0.15138245952332327, 0.07146017801415079]","[0.01925077095009608, 0.03802944321040412, 0.07146017801415079, 1.0000000000000007]","[True, False]","[True, True, True]",False,True
12723,Davis_Cup;United_States;Currency;Money,Davis_Cup,Money,3,3,1,"[0.3887631741289523, 0.08104509095860521, 0.5003153845274924]","[0.034052085398421736, 0.08160313835921344, 0.5003153845274924, 1.000000000000002]","[False, True]","[True, True, True]",False,True
20232,Telephone;Sound;Bat;Rabbit,Telephone,Turtle,3,3,0,"[0.0476008904408777, 0.028942641975573908, 0.018465145506497256]","[0.005590728061327428, 0.006193244922102615, 0.018465145506497256, 1.0000000000000018]","[False, False]","[True, True, True]",False,True
15905,Somalia;United_Nations;Poland;Warsaw,Somalia,Warsaw,3,3,1,"[0.12095133191579606, 0.08459361093315894, 0.323477789427146]","[0.034493192389789144, 0.05483597677786682, 0.323477789427146, 0.9999999999999994]","[False, True]","[True, True, True]",False,True
20347,American_Civil_War;United_States;India;United_Nations,American_Civil_War,Kuwait_City,3,3,0,"[0.2762085796733708, 0.18182773917822515, 0.1019182787296828]","[0.10950482836427666, 0.30510236928207757, 0.1019182787296828, 1.0000000000000027]","[False, False]","[True, False, True]",False,False
10153,Germanium;Silicon;Sand;Dune,Germanium,Dune,3,3,1,"[0.16569054219709473, 0.06020971230772661, 0.23172807290443756]","[0.00341985086536118, 0.010441968908327243, 0.23172807290443756, 1.0000000000000016]","[False, True]","[True, True, True]",False,True
20099,American_Civil_War;Brazil;Amazon_Rainforest;Mammal,American_Civil_War,Alpaca,3,3,0,"[0.0665855603909581, 0.1510131205857194, 0.030633370203500425]","[0.014957217706534293, 0.016678461601487893, 0.030633370203500425, 0.9999999999999976]","[True, False]","[True, True, True]",False,True
14549,Minimum_wage;United_States;Cinema_of_the_United_States;The_Shawshank_Redemption,Minimum_wage,The_Shawshank_Redemption,3,3,1,"[0.08628465786636344, 0.13966124285229717, 0.08585560129224314]","[0.006817119423827145, 0.028904223538576704, 0.08585560129224314, 0.9999999999999981]","[True, False]","[True, True, True]",False,True
11647,Arab_League;United_States;Crime;Statistics,Arab_League,Statistics,3,3,1,"[0.08063174652941933, 0.10435589904585184, 0.07363535258064684]","[0.007135832245387998, 0.06670997826073256, 0.07363535258064684, 1.0000000000000007]","[True, False]","[True, True, True]",False,True
13895,Jerusalem;Eurovision_Song_Contest;United_Kingdom;Royal_Air_Force,Jerusalem,Royal_Air_Force,3,3,1,"[0.043395806258064176, 0.08903952617987575, 0.07013139463385151]","[0.016136551834444922, 0.01687456786357057, 0.07013139463385151, 1.0000000000000018]","[True, False]","[True, True, True]",False,True
17574,Saturn_V;Wernher_von_Braun;Nazi_Germany;Adolf_Hitler,Saturn_V,Jesse_Owens,3,3,0,"[0.16375203857594195, 0.1561208497839499, 0.3948841339256348]","[0.016939969241937955, 0.0963815270155576, 0.3948841339256348, 0.9999999999999986]","[False, True]","[True, True, True]",False,True
10943,North_Sea_flood_of_1953;Dutch_language;United_States;Bald_Eagle,North_Sea_flood_of_1953,Bald_Eagle,3,3,1,"[0.08105678449650759, 0.07921932153305074, 0.1144764609299421]","[0.0224861503348191, 0.012174061132723875, 0.1144764609299421, 1.0000000000000018]","[False, True]","[False, True, True]",False,False
20170,Yeast;Old_English_language;England;19th_century,Yeast,Mount_St._Helens,3,3,0,"[0.011144289741152532, 0.21853910526102258, 0.10036950307060574]","[0.009462646302133117, 0.032942831039697314, 0.10036950307060574, 1.0000000000000024]","[True, False]","[True, True, True]",False,True
9859,Luftwaffe;Soviet_Union;Islam;Muhammad,Luftwaffe,Muhammad,3,3,1,"[0.07138987822052713, 0.050064777377089, 0.6275699497733324]","[0.01390238141342296, 0.030805292590747796, 0.6275699497733324, 1.000000000000002]","[False, True]","[True, True, True]",False,True
9796,One_Foot_in_the_Grave;BBC;September_11%2C_2001_attacks;George_W._Bush,One_Foot_in_the_Grave,George_W._Bush,3,3,1,"[0.09455131246168591, 0.045007653951824156, 0.15674831025923833]","[0.024007387247596334, 0.031875081608528796, 0.15674831025923833, 0.9999999999999984]","[False, True]","[True, True, True]",False,True
14795,Nikolai_Rimsky-Korsakov;Russia;People%27s_Republic_of_China;Mount_Everest,Nikolai_Rimsky-Korsakov,Mount_Everest,3,3,1,"[0.06954366750657588, 0.18280135135703626, 0.07018983007527671]","[0.008020897054417012, 0.03456198896231697, 0.07018983007527671, 1.0000000000000016]","[True, False]","[True, True, True]",False,True
10349,Dead_Sea_scrolls;Jerusalem;First_Crusade;William_II_of_England,Dead_Sea_scrolls,William_II_of_England,3,3,1,"[0.11431428925116434, 0.2729495906743245, 0.07155194853199742]","[0.014944113839697716, 0.019922810196874103, 0.07155194853199742, 1.0000000000000007]","[True, False]","[True, True, True]",False,True
17289,Egg_%28food%29;Iron;Universe;Galaxy,Egg (food),Galaxy,3,3,1,"[0.027783951713292926, 0.025853175435676636, 0.3719109433867444]","[0.01160905697605155, 0.02296633721183191, 0.3719109433867444, 1.0000000000000022]","[False, True]","[True, True, True]",False,True
