,path,source_article,target_article,human_path_length,shortest_path_length,is_successful,path_seq_cosine_sim,path_target_cosine_sim,path_seq_boolean,path_target_boolean,seq_strictly_increasing,target_strictly_increasing
17784,Capitalism;England;United_Kingdom;Ireland,Capitalism,Guinness,3,3,0,"[0.06915672923555778, 0.5659328445737464, 0.38426752940300796]","[0.04467432067411853, 0.19644738367355358, 0.38426752940300796, 1.0000000000000009]","[True, False]","[True, True, True]",False,True
13730,Indian_Standard_Time;British_East_India_Company;Netherlands;Netherlands_Antilles,Indian_Standard_Time,Netherlands_Antilles,3,3,1,"[0.1547120643072186, 0.08878122578580838, 0.4744390517206341]","[0.027383237074931652, 0.04499499148117282, 0.4744390517206341, 1.0000000000000009]","[False, True]","[True, True, True]",False,True
20133,Electricity;Thomas_Edison;Germany;Franks,Electricity,Anne_Frank,3,3,0,"[0.12410736474140867, 0.020981834028119924, 0.11949937548812398]","[0.012104194275514693, 0.01031299917861678, 0.11949937548812398, 1.000000000000002]","[False, True]","[False, True, True]",False,False
12434,Chicken;Great_Britain;England;William_Shakespeare,Chicken,William_Shakespeare,3,3,1,"[0.020778408963126233, 0.3109344525135859, 0.09358169538751826]","[0.011506453487916768, 0.02080751820635298, 0.09358169538751826, 0.9999999999999996]","[True, False]","[True, True, True]",False,True
20296,Canal;Ocean;Animal;Bird,Canal,Turtle,3,3,0,"[0.07054630573639233, 0.03786803146797804, 0.06409316059672879]","[0.007205565526838672, 0.013819082778507043, 0.06409316059672879, 1.0000000000000004]","[False, True]","[True, True, True]",False,True
12312,Canadian_football;Montreal;Time_zone;Time,Canadian_football,Time,3,3,1,"[0.04201603601078895, 0.030940358701968096, 0.38038506366838887]","[0.04047846288204567, 0.029397225852793828, 0.38038506366838887, 1.0000000000000002]","[False, True]","[False, True, True]",False,False
15757,Sheffield;United_States;President_of_the_United_States;James_Monroe,Sheffield,James_Monroe,3,3,1,"[0.0634764546416553, 0.3235514638662403, 0.20187859608089465]","[0.01179016881726706, 0.12169290918743639, 0.20187859608089465, 1.000000000000002]","[True, False]","[True, True, True]",False,True
20478,Thailand;Europe;Mediterranean_Sea;Persian_Empire,Thailand,Frederick_II_of_Prussia,3,3,0,"[0.05120000970349008, 0.23207559275051082, 0.04217864742490476]","[0.04316880720966479, 0.10861406676860119, 0.04217864742490476, 1.000000000000001]","[True, False]","[True, False, True]",False,False
13651,House_Martin;Bird;Parrot;African_Grey_Parrot,House_Martin,African_Grey_Parrot,3,3,1,"[0.15214206784634818, 0.11545082687449595, 0.4495336469101838]","[0.03674500503329256, 0.13106461057167484, 0.4495336469101838, 1.0000000000000018]","[False, True]","[True, True, True]",False,True
17659,European_Goldfinch;North_America;Mexico;Hern%C3%A1n_Cort%C3%A9s,European_Goldfinch,Conflict,3,3,0,"[0.0180116085396406, 0.2665572512131032, 0.15881234830153948]","[0.002409656731851217, 0.05651481633318263, 0.15881234830153948, 1.0000000000000004]","[True, False]","[True, True, True]",False,True
19027,Dodo;Dublin;James_Joyce;World_War_I,Dodo,Film,3,3,0,"[0.022256951828487914, 0.23855467611447978, 0.0685932105490839]","[0.01326268881954097, 0.043362345372576584, 0.0685932105490839, 0.9999999999999994]","[True, False]","[True, True, True]",False,True
10910,Blackbird;Insect;Human;Sleep,Blackbird,Sleep,3,3,1,"[0.05058099168188904, 0.09595008138729344, 0.0947293950841508]","[0.007676379118842619, 0.016902757264144943, 0.0947293950841508, 0.9999999999999996]","[True, False]","[True, True, True]",False,True
9394,Malcolm_X;United_States;Moon;Full_moon,Malcolm_X,Full_moon,3,3,1,"[0.07018126747528985, 0.059399143662697676, 0.7579723087208805]","[0.00677551642871334, 0.030468208240652335, 0.7579723087208805, 0.9999999999999998]","[False, True]","[True, True, True]",False,True
15480,Redwing;Song_Thrush;Melbourne;Music,Redwing,Music,3,3,1,"[0.3566252771525116, 0.0679828463957355, 0.03243427425878338]","[0.0044651127642431, 0.009223471280202478, 0.03243427425878338, 1.000000000000001]","[False, False]","[True, True, True]",False,True
16617,Theatre;India;Mammal;Zebra,Theatre,Zebra,3,3,1,"[0.04691140493028487, 0.028943277738336232, 0.02639381305403988]","[0.003615741833142461, 0.007896560084496495, 0.02639381305403988, 0.9999999999999984]","[False, False]","[True, True, True]",False,True
12632,Creationism;United_States;New_York_City;Grand_Central_Terminal,Creationism,Grand_Central_Terminal,3,3,1,"[0.071220436806575, 0.2995141369132943, 0.24151876503318354]","[0.023705306438447916, 0.09589485772910031, 0.24151876503318354, 0.9999999999999998]","[True, False]","[True, True, True]",False,True
18308,Tajikistan;Aluminium;Steel;19th_century,Tajikistan,Andrew_Carnegie,3,3,0,"[0.029435190333526203, 0.0828677027126335, 0.07577087338511125]","[0.053474219959428373, 0.021192418084423688, 0.07577087338511125, 1.0000000000000024]","[True, False]","[False, True, True]",False,False
17139,WorkChoices;Australia;New_Zealand;Abel_Tasman,WorkChoices,Abel_Tasman,3,3,1,"[0.26100176956194, 0.18543805184162676, 0.16794108211003123]","[0.026195603119917383, 0.12374317080765905, 0.16794108211003123, 1.0000000000000029]","[False, False]","[True, True, True]",False,True
19691,Erbium;20th_century;1st_century_BC;Greece,Erbium,History_of_the_world,3,3,0,"[0.017516960113742527, 0.5953938100435848, 0.013604304613863805]","[0.009267756316980935, 0.06861932642517504, 0.013604304613863805, 1.0000000000000022]","[True, False]","[True, False, True]",False,False
14346,Magnet;Earth;United_States;Poetry_of_the_United_States,Magnet,Poetry_of_the_United_States,3,3,1,"[0.09581372864975654, 0.08151216872548508, 0.11836034366262026]","[0.010403494632190488, 0.020239962104664513, 0.11836034366262026, 0.9999999999999986]","[False, True]","[True, True, True]",False,True
13189,Galah;DNA;Genetics;Cystic_fibrosis,Galah,Cystic_fibrosis,3,3,1,"[0.02252735673273354, 0.27207170482879767, 0.09245440486229357]","[0.005969708537154695, 0.04059665874946863, 0.09245440486229357, 1.0000000000000004]","[True, False]","[True, True, True]",False,True
15564,Roman_villa;House;Garden;Bristol,Roman_villa,Bristol,3,3,1,"[0.0764426105709015, 0.03910627156116597, 0.06096806095998315]","[0.02488454608958962, 0.0424914050559035, 0.06096806095998315, 0.9999999999999998]","[False, True]","[True, True, True]",False,True
18206,Flag_of_South_Africa;History_of_South_Africa;Anthropology;Sociology,Flag_of_South_Africa,Force,3,3,0,"[0.17585188916720065, 0.07868180865074728, 0.1719880427094684]","[0.009535767928854135, 0.029846975930376066, 0.1719880427094684, 0.9999999999999998]","[False, True]","[True, True, True]",False,True
19189,Animal;Mammal;Lion;Hyena,Animal,Dog,3,3,0,"[0.0724197183196405, 0.06584703656220749, 0.17147254924973301]","[0.028832094245248064, 0.02419889708409604, 0.17147254924973301, 1.0000000000000022]","[False, True]","[False, True, True]",False,False
14627,Mormon_Trail;United_States;Cinema_of_the_United_States;DVD,Mormon_Trail,DVD,3,3,1,"[0.09283069708244945, 0.13966124285229717, 0.029767230611859964]","[0.008005630668106684, 0.023159429266396962, 0.029767230611859964, 1.0000000000000029]","[True, False]","[True, True, True]",False,True
10439,Monkey;German_language;World_War_II;Adolf_Hitler,Monkey,Adolf_Hitler,3,3,1,"[0.02066875928262863, 0.26980650694235125, 0.2660941455506817]","[0.008522209722412279, 0.0929227282842702, 0.2660941455506817, 0.9999999999999986]","[True, False]","[True, True, True]",False,True
12511,Columba;Ireland;Wales;Cardiff,Columba,Cardiff,3,3,1,"[0.10804880765386392, 0.08388966733432293, 0.40036151915490764]","[0.01088818178477746, 0.0449228044355978, 0.40036151915490764, 0.9999999999999963]","[False, True]","[True, True, True]",False,True
10595,Kookaburra;Australia;Theatre;Lighting_designer,Kookaburra,Lighting_designer,3,3,1,"[0.116428594219478, 0.032125517463705226, 0.10369972139008514]","[0.0022545037353994836, 0.007796026023523301, 0.10369972139008514, 1.0000000000000024]","[False, True]","[True, True, True]",False,True
19140,Tiger_Woods;United_States;Sport;Olympic_Games,Tiger_Woods,Water_polo,3,3,0,"[0.10730125573097075, 0.08507289258242368, 0.24047057355719947]","[0.038990869270405404, 0.13265892595186543, 0.24047057355719947, 1.0]","[False, True]","[True, True, True]",False,True
19517,Henry_H._Rogers;United_States;American_English;American_football,Henry_H._Rogers,Manchester_United_F.C.,3,3,0,"[0.07773502234392478, 0.2206292797444133, 0.061171069469407195]","[0.018207735935323953, 0.07960483335210046, 0.061171069469407195, 1.0000000000000024]","[True, False]","[True, False, True]",False,False
19565,Chemistry;Sociology;Human;Music,Chemistry,Eurovision_Song_Contest,3,3,0,"[0.06046736843121404, 0.15519993359828665, 0.09127074008862189]","[0.028714479397584747, 0.04025345344722856, 0.09127074008862189, 1.000000000000001]","[True, False]","[True, True, True]",False,True
20204,Morocco;United_States;Canada;Vancouver,Morocco,Calgary,3,3,0,"[0.1328394088960078, 0.28943270675633215, 0.1785896867759]","[0.029403172387745345, 0.09464560759693082, 0.1785896867759, 0.9999999999999984]","[True, False]","[True, True, True]",False,True
20291,Stornoway;Scotland;Country;Government,Stornoway,AIDS,3,3,0,"[0.13480759380908597, 0.11056492945148032, 0.1549823668677165]","[0.012521974289751985, 0.05848402807025825, 0.1549823668677165, 0.9999999999999989]","[False, True]","[True, True, True]",False,True
19135,Brain;Computer_science;Internet;Optical_fiber,Brain,Telephone,3,3,0,"[0.04916586828560618, 0.09915001996411385, 0.035057045482461816]","[0.0462527562912229, 0.021700329194616452, 0.035057045482461816, 1.0000000000000027]","[True, False]","[False, True, True]",False,False
18667,Batman;Superman;Judaism;Jesus,Batman,Bible,3,3,0,"[0.21738126323964893, 0.016026359336341944, 0.12118729695181786]","[0.009586278818193055, 0.013898979928923926, 0.12118729695181786, 0.9999999999999987]","[False, True]","[True, True, True]",False,True
16541,Theatre;India;Mammal;Zebra,Theatre,Zebra,3,3,1,"[0.04691140493028487, 0.028943277738336232, 0.02639381305403988]","[0.003615741833142461, 0.007896560084496495, 0.02639381305403988, 0.9999999999999984]","[False, False]","[True, True, True]",False,True
17512,Cleveland%2C_Ohio;Biotechnology;Genetics;Animal,"Cleveland, Ohio",Animal_rights,3,3,0,"[0.02234260170621518, 0.09716436091982561, 0.03237977594578321]","[0.010050322473159621, 0.0497247833616123, 0.03237977594578321, 1.0]","[True, False]","[True, False, True]",False,False
20021,Montevideo;Canada;Multiculturalism;September_11%2C_2001_attacks,Montevideo,Visual_arts,3,3,0,"[0.04941686230051776, 0.1530267534456309, 0.057297916655405914]","[0.036636030496154895, 0.0861326825252969, 0.057297916655405914, 0.9999999999999991]","[True, False]","[True, False, True]",False,False
14817,Nintendo_Entertainment_System;Europe;United_Kingdom;Local_government_in_the_United_Kingdom,Nintendo_Entertainment_System,Local_government_in_the_United_Kingdom,3,3,1,"[0.0215470081412472, 0.2417890222080024, 0.2303825743519969]","[0.012477043215294928, 0.053069714877271704, 0.2303825743519969, 1.0000000000000029]","[True, False]","[True, True, True]",False,True
9682,Gal%C3%A1pagos_Islands;Flamingo;Water;River,Galápagos Islands,River,3,3,1,"[0.046106355193105845, 0.03378446461595889, 0.14225093247336698]","[0.012815104767508006, 0.007736502840309812, 0.14225093247336698, 0.9999999999999998]","[False, True]","[False, True, True]",False,False
18792,Cheetah;Spanish_language;Spain;Tourism,Cheetah,Beach,3,3,0,"[0.011825554939059041, 0.4236845802973553, 0.08755872817239164]","[0.01010893788607701, 0.037481235665832766, 0.08755872817239164, 1.000000000000001]","[True, False]","[True, True, True]",False,True
18299,Sarajevo;Roman_Catholic_Church;Middle_Ages;5th_century,Sarajevo,Fire,3,3,0,"[0.01503224795017949, 0.14569046179358586, 0.09278634243865592]","[0.007968344935749577, 0.053747071247470274, 0.09278634243865592, 0.9999999999999996]","[True, False]","[True, True, True]",False,True
15607,Royal_Air_Force;World_War_II;United_States;West_Virginia,Royal_Air_Force,West_Virginia,3,3,1,"[0.10288369082173526, 0.24978762959933554, 0.19679426127348393]","[0.01728332581729446, 0.07549484930357772, 0.19679426127348393, 0.9999999999999997]","[True, False]","[True, True, True]",False,True
11156,Thomas_Jefferson;France;French_Revolution;Manorialism,Thomas_Jefferson,Manorialism,3,3,1,"[0.05821388245189485, 0.23232517843924008, 0.046226651426527134]","[0.019464290200509157, 0.053105771601903044, 0.046226651426527134, 1.0000000000000004]","[True, False]","[True, False, True]",False,False
14929,OpenBSD;Cryptography;World_War_II;Luftwaffe,OpenBSD,Luftwaffe,3,3,1,"[0.046870403756577174, 0.045608729095847234, 0.23744080529352252]","[0.0079446503678489, 0.02210841162980228, 0.23744080529352252, 1.0000000000000009]","[False, True]","[True, True, True]",False,True
15484,Reggae;Sweden;Finland;Telecommunication,Reggae,Telecommunication,3,3,1,"[0.03504863448338274, 0.2624650714253941, 0.028481753849723266]","[0.01434476704284462, 0.03827935845372719, 0.028481753849723266, 1.0]","[True, False]","[True, False, True]",False,False
12027,Bison;North_America;United_States;United_States_House_of_Representatives,Bison,United_States_House_of_Representatives,3,3,1,"[0.03657444767955434, 0.3308730019703287, 0.19630185401042127]","[0.007454526320457264, 0.04043772618896611, 0.19630185401042127, 1.0000000000000036]","[True, False]","[True, True, True]",False,True
10407,Watchmen;Soviet_Union;Germany;Dresden,Watchmen,Dresden,3,3,1,"[0.0388795264476614, 0.1694352554292208, 0.1330011282108182]","[0.012302061763726228, 0.038958520979596956, 0.1330011282108182, 0.9999999999999997]","[True, False]","[True, True, True]",False,True
14316,Macedon;Egypt;Cereal;Maize,Macedon,Maize,3,3,1,"[0.0818956682439512, 0.018388667242852645, 0.18451059508165452]","[0.01749967864244175, 0.020448835041447705, 0.18451059508165452, 1.0000000000000018]","[False, True]","[True, True, True]",False,True
19065,Neptune;Chinese_language;English_language;India,Neptune,Economy_of_India,3,3,0,"[0.022717238247676252, 0.272624049712148, 0.08112072460644495]","[0.016172613062929556, 0.043474506595585945, 0.08112072460644495, 0.9999999999999981]","[True, False]","[True, True, True]",False,True
19937,North_Africa;Africa;Herbivore;Animal,North_Africa,Okapi,3,3,0,"[0.4192155578415994, 0.05739435640479188, 0.1533215660685588]","[0.014158766426841309, 0.027118296960048503, 0.1533215660685588, 1.0]","[False, True]","[True, True, True]",False,True
15066,Palmyra_Atoll;United_States;President_of_the_United_States;John_F._Kennedy_assassination,Palmyra_Atoll,John_F._Kennedy_assassination,3,3,1,"[0.14135110287861344, 0.3235514638662403, 0.1796770145328029]","[0.01751297468786401, 0.06602948599684216, 0.1796770145328029, 0.9999999999999981]","[True, False]","[True, True, True]",False,True
14726,Names_of_God_in_Judaism;God;Volcano;Magma,Names_of_God_in_Judaism,Magma,3,3,1,"[0.4702775885415152, 0.01936736203700028, 0.17671974040589225]","[0.006861799947273045, 0.005897783547837668, 0.17671974040589225, 1.000000000000002]","[False, True]","[False, True, True]",False,False
14122,Lake_Mead;California;Arnold_Schwarzenegger;Actor,Lake_Mead,Actor,3,3,1,"[0.07364880969645692, 0.10310048698557688, 0.052228627544851546]","[0.0074359747098629355, 0.012972820993256029, 0.052228627544851546, 0.9999999999999992]","[True, False]","[True, True, True]",False,True
18032,Asteroid;Trojan_War;Earthquake;Netherlands,Asteroid,Viking,3,3,0,"[0.020409060568606703, 0.014181962838898141, 0.02560095924074849]","[0.017782016484853284, 0.030529698303550665, 0.02560095924074849, 1.000000000000002]","[False, True]","[True, False, True]",False,False
13106,Flag_of_Australia;British_Empire;United_States;Apollo_11,Flag_of_Australia,Apollo_11,3,3,1,"[0.07560891233271652, 0.24399434543055726, 0.07146017801415079]","[0.04293500093261866, 0.02736711854769457, 0.07146017801415079, 1.0000000000000007]","[True, False]","[False, True, True]",False,False
13253,George_I_of_Great_Britain;Holy_Roman_Empire;Slovenia;Albania,George_I_of_Great_Britain,Albania,3,3,1,"[0.15268536727826884, 0.06602824671223183, 0.21498598512736977]","[0.026734395692165572, 0.07541819495159895, 0.21498598512736977, 0.999999999999999]","[False, True]","[True, True, True]",False,True
14389,Maputo;Winston_Churchill;World_War_II;Enigma_machine,Maputo,Enigma_machine,3,3,1,"[0.04349327644720595, 0.17399656076827708, 0.06206317240812262]","[0.0036919346511792525, 0.013936709191489637, 0.06206317240812262, 1.0000000000000004]","[True, False]","[True, True, True]",False,True
19616,Pope_John_Paul_II;Jesus;Christianity;Paul_of_Tarsus,Pope_John_Paul_II,Trout,3,3,0,"[0.06963601524202996, 0.4779450275366776, 0.32777099203049465]","[0.33819089381749884, 0.31149444575471485, 0.32777099203049465, 1.0000000000000009]","[True, False]","[False, True, True]",False,False
15512,Richard_Wagner;English_language;Australia;Wombat,Richard_Wagner,Wombat,3,3,1,"[0.01774319512128585, 0.10662209512029572, 0.07579785741327179]","[0.00440252696858913, 0.01140913598176307, 0.07579785741327179, 1.0000000000000009]","[True, False]","[True, True, True]",False,True
10861,Calvin_Coolidge;World_War_II;Austria;Karl_Popper,Calvin_Coolidge,Karl_Popper,3,3,1,"[0.03209665195321038, 0.12550649927875102, 0.051974282089533023]","[0.01126506729851306, 0.02072522224266121, 0.051974282089533023, 1.0000000000000016]","[True, False]","[True, True, True]",False,True
9508,Bulgaria;United_Kingdom;Oasis_%28band%29;Alternative_rock,Bulgaria,Alternative_rock,3,3,1,"[0.11216723904751529, 0.06947380497263846, 0.1257404763713927]","[0.016345475405592575, 0.09330129498860254, 0.1257404763713927, 1.0]","[False, True]","[True, True, True]",False,True
9670,Geneva;United_Nations;Arabic_language;United_Arab_Emirates,Geneva,United_Arab_Emirates,3,3,1,"[0.11024784985657005, 0.0629131999378086, 0.08623306606307367]","[0.02171471445757713, 0.09107947845037197, 0.08623306606307367, 1.0000000000000013]","[False, True]","[True, False, True]",False,False
17642,Pyramid;Ancient_Egypt;Cereal;Oat,Pyramid,Bean,3,3,0,"[0.21446380942630605, 0.023874042539263077, 0.291237322170703]","[0.004667143018425398, 0.013250793229460461, 0.291237322170703, 1.0000000000000013]","[False, True]","[True, True, True]",False,True
15599,Rosemary;Mediterranean_Sea;Europe;Renaissance,Rosemary,Renaissance,3,3,1,"[0.0557110859353825, 0.23207559275051082, 0.11019835254880725]","[0.009986035212052302, 0.036984720579466994, 0.11019835254880725, 0.9999999999999997]","[True, False]","[True, True, True]",False,True
14780,New_Delhi;British_East_India_Company;Portugal;East_Timor,New_Delhi,East_Timor,3,3,1,"[0.12854152773719768, 0.07083060343178932, 0.16222373772365972]","[0.024026984208900898, 0.05921360054649017, 0.16222373772365972, 0.9999999999999999]","[False, True]","[True, True, True]",False,True
19744,Asteroid;Earth;Europe;Slovakia,Asteroid,Viking,3,3,0,"[0.1618323538204031, 0.08556400889779398, 0.16433620149523995]","[0.013609228533834214, 0.023131281925709592, 0.16433620149523995, 1.0000000000000007]","[False, True]","[True, True, True]",False,True
17657,Magnetism;Physics;Solar_System;Ceres_%28dwarf_planet%29,Magnetism,1_Ceres,3,3,0,"[0.14096188369329585, 0.06033806674107244, 0.2773214720855387]","[0.0146547416899577, 0.021710408402598434, 0.2773214720855387, 1.0000000000000018]","[False, True]","[True, True, True]",False,True
12963,Elementary_arithmetic;Mathematics;University;Library,Elementary_arithmetic,Library,3,3,1,"[0.03839283938868095, 0.02852843024154527, 0.06629250046373926]","[0.007579661017588555, 0.025989336236067452, 0.06629250046373926, 1.0000000000000007]","[False, True]","[True, True, True]",False,True
20412,Pyramid;Ancient_Egypt;Cereal;Rice,Pyramid,Bean,3,3,0,"[0.21446380942630605, 0.023874042539263077, 0.2108335474600531]","[0.009429219266681674, 0.04126552780215299, 0.2108335474600531, 1.0000000000000002]","[False, True]","[True, True, True]",False,True
10305,Phishing;Google;Moon;New_moon,Phishing,New_moon,3,3,1,"[0.06566213039082042, 0.022522921692354005, 0.5075782319049148]","[0.004145997786567784, 0.01658227418229718, 0.5075782319049148, 0.9999999999999996]","[False, True]","[True, True, True]",False,True
17212,Zebra;Horse;South_America;Buenos_Aires,Zebra,Buenos_Aires,3,3,1,"[0.10772198418471989, 0.03274647908752216, 0.13803025636680308]","[0.002920561262120668, 0.022647213109172712, 0.13803025636680308, 1.0000000000000044]","[False, True]","[True, True, True]",False,True
11664,Argan;Morocco;African_Union;Gabon,Argan,Gabon,3,3,1,"[0.08049769229499165, 0.13515405948513526, 0.11284256856966333]","[0.00843359723889917, 0.042431126673014255, 0.11284256856966333, 1.0000000000000002]","[True, False]","[True, True, True]",False,True
18531,Henry_IV_of_England;William_Shakespeare;England;Charles_Dickens,Henry_IV_of_England,Oxford,3,3,0,"[0.09596382536135019, 0.09358169538751826, 0.05734722114069711]","[0.03943050489573227, 0.033491248927286325, 0.05734722114069711, 0.9999999999999999]","[False, False]","[False, True, True]",False,False
17802,Blade_Runner;Hong_Kong;Singapore;World_Health_Organization,Blade_Runner,Common_cold,3,3,0,"[0.02361004722311075, 0.07782840332679555, 0.04736086776129513]","[0.029999382441985287, 0.05985223722642022, 0.04736086776129513, 1.0]","[True, False]","[True, False, True]",False,False
20312,Asteroid;Sun;Gold;Egypt,Asteroid,Viking,3,3,0,"[0.11993167092839359, 0.04249613734879093, 0.029777025194534745]","[0.01597605330810848, 0.02590397668196632, 0.029777025194534745, 1.0000000000000024]","[False, False]","[True, True, True]",False,True
20251,Helen;Greek_mythology;Mythology;Deity,Helen,Sound,3,3,0,"[0.16199325359938477, 0.42469673903484156, 0.11339799940347807]","[0.011302970909143107, 0.2587899684880432, 0.11339799940347807, 1.0000000000000004]","[True, False]","[True, False, True]",False,False
17516,Battle_of_the_Somme_%281916%29;British_Empire;Industrial_Revolution;United_States,Battle of the Somme (1916),Globalization,3,3,0,"[0.18776336609965805, 0.13060223792196649, 0.10110147408835218]","[0.08557472739775614, 0.24399434543055726, 0.10110147408835218, 0.9999999999999998]","[False, False]","[True, False, True]",False,False
12196,Bromine;Alcohol;Europe;Austria,Bromine,Austria,3,3,1,"[0.0596689650210962, 0.01575524634570336, 0.17496865349628404]","[0.006872007642769994, 0.008571944451760165, 0.17496865349628404, 0.9999999999999992]","[False, True]","[True, True, True]",False,True
14438,Marvin_Gaye;September_11%2C_2001_attacks;George_W._Bush;Stem_cell,Marvin_Gaye,Stem_cell,3,3,1,"[0.020121480707588454, 0.15674831025923833, 0.06283714225906896]","[0.003415670810565605, 0.01318488965446819, 0.06283714225906896, 1.0000000000000002]","[True, False]","[True, True, True]",False,True
10880,Confucius;China;Africa;Zambia,Confucius,Zambia,3,3,1,"[0.179462116455023, 0.09865200122460907, 0.2583018291708211]","[0.014745343981651761, 0.057958745501170424, 0.2583018291708211, 1.0000000000000013]","[False, True]","[True, True, True]",False,True
