path,source_article,target_article,human_path_length,shortest_path_length,is_successful,top,center_top,center,center_bottom,bottom,count_images,path_seq_cosine_sim,path_target_cosine_sim,path_seq_boolean,path_target_boolean,seq_strictly_increasing,target_strictly_increasing,curv_feats_0,curv_feats_1,curv_feats_2,curv_feats_3,curv_feats_4,curv_feats_5,curv_feats_6,curv_feats_7,curv_feats_8,curv_feats_9,curv_feats_10,curv_feats_11,curv_feats_12,curv_feats_13,curv_feats_14,curv_feats_15,used_top,used_center_bottom,used_bottom,treatment_used_top,prop_scores_used_top,treatment_used_center_bottom,prop_scores_used_center_bottom,treatment_used_bottom,prop_scores_used_bottom
martin van buren;netherlands;united kingdom;british empire;india,martin van buren,economy of india,4,4,0,0,1,2,2,0,5,"[0.05069297024983769, 0.16991537146124633, 0.325264486047702, 0.2601823126927008]","[0.02883945059900779, 0.10338880600963209, 0.15125540141972968, 0.2601823126927008, 0.9999999999999981]","[True, True, False]","[True, True, True, True]",False,True,4.0,-623.0,363.3125376311696,-1086.0,-825.0,-549.0,-347.0,-308.0,3.0,-126.0,796.7534122926616,-726.0,-578.0,-430.0,174.0,778.0,0,0,0,0,0.09133860604179071,0,0.045404684922865424,0,0.11180341258236999
proton;atom;nuclear fission;world war ii;prime minister of the united kingdom;tony blair,proton,tony blair,5,4,1,1,0,1,1,3,3,"[0.2636547920588811, 0.20996092853841955, 0.043661738139471384, 0.03609065833251137, 0.26510249749056114]","[0.006309812896128318, 0.009374570187350058, 0.01318739683262155, 0.06575903956472878, 0.26510249749056114, 0.9999999999999992]","[False, False, False, True]","[True, True, True, True, True]",False,True,5.0,-237.0,308.60330523181375,-783.0,-179.0,-79.0,-77.0,-67.0,4.0,-0.5,543.927384859413,-716.0,-171.5,55.0,226.0,604.0,0,0,1,0,0.07523208316583538,0,0.08000232714087771,1,0.056098677329577844
red giant;earth;united states;new york city;grand central terminal,red giant,grand central terminal,4,4,1,1,0,0,3,1,3,"[0.20895694279560137, 0.08151216872548508, 0.2995141369132943, 0.24151876503318354]","[0.026460846541467204, 0.04045476614591885, 0.09589485772910031, 0.24151876503318354, 0.9999999999999998]","[False, True, False]","[True, True, True, True]",False,True,4.0,-655.75,709.6841433576865,-1667.0,-873.5,-442.5,-224.75,-71.0,3.0,68.33333333333333,1290.2869189964429,-1391.0,-426.5,538.0,798.0,1058.0,0,1,0,0,0.07596197126718907,1,0.1517251866124272,0,0.056094426465831154
gilles villeneuve;canada;arctic;muttaburrasaurus;chordate;bird;gull;tern,gilles villeneuve,tern,7,4,1,1,1,1,1,4,4,"[0.05014992097953207, 0.14827151378870662, 0.02905860311116704, 0.016642887412734276, 0.07013256252535652, 0.02784497973561689, 0.05261864932756703]","[0.0020220144358625617, 0.007105862085525909, 0.04419982932148881, 0.00687003063304917, 0.006403309848137617, 0.04073259155464368, 0.05261864932756703, 0.9999999999999998]","[True, False, False, True, False, True]","[True, True, False, False, True, True, True]",False,False,7.0,-200.28571428571428,203.88944249741024,-574.0,-296.5,-114.0,-48.5,-24.0,6.0,91.66666666666669,251.62485303853964,-323.0,56.25,97.0,156.5,460.0,0,0,1,0,0.04333263951831722,0,0.039923134564929075,1,0.03345524187276768
grease (film);film;19th century;world war i;war;nuclear weapon;weapon;firearm;ak-47,grease (film),ak-47,8,4,1,3,1,1,3,1,4,"[0.12229113033127463, 0.027452271985336094, 0.20102536441915214, 0.37220814734435753, 0.14424274426555403, 0.4954162410968798, 0.1571067504233431, 0.25981239584933385]","[0.011815534067313635, 0.024137056963149706, 0.020700221304568087, 0.05875385079665216, 0.03890600953572183, 0.054656899698030746, 0.07871977696189414, 0.25981239584933385, 1.0000000000000027]","[False, True, True, False, True, False, True]","[True, False, True, False, True, True, True, True]",False,False,8.0,-176.0,182.5063599674582,-569.0,-198.0,-129.0,-52.0,-19.0,7.0,17.857142857142858,210.1994517685751,-266.0,-71.5,21.0,53.5,406.0,0,0,0,0,0.034776038885300446,0,0.030911308717745195,0,0.03344189208363764
babur;uzbekistan;petroleum;planet;earth,babur,explorer i,4,4,0,1,0,0,1,3,3,"[0.0305671640529516, 0.033468295614799984, 0.028456141828526568, 0.27185376332025557]","[0.01181509712267803, 0.030430898562025365, 0.05420498054250152, 0.27185376332025557, 0.9999999999999999]","[True, False, True]","[True, True, True, True]",False,True,4.0,-186.25,98.65216672734564,-312.0,-231.75,-177.5,-132.0,-78.0,3.0,-78.0,116.50321883965266,-162.0,-144.5,-127.0,-36.0,55.0,0,0,1,0,0.10831752050508721,0,0.08729821144061056,1,0.08327900531680615
william ewart gladstone;mathematics;astronomy;star;red dwarf,william ewart gladstone,red dwarf,4,4,1,0,0,4,0,1,3,"[0.01712543011234361, 0.06761678153757276, 0.4587181094386036, 0.5270576526682743]","[0.0043546939523264805, 0.009739065617078284, 0.2529344614665187, 0.5270576526682743, 0.9999999999999996]","[True, True, True]","[True, True, True, True]",True,True,4.0,-149.75,45.87210481327405,-189.0,-174.75,-163.0,-138.0,-84.0,3.0,35.0,50.02999100539596,-14.0,9.5,33.0,59.5,86.0,0,0,0,0,0.10257789551853237,0,0.09474856928860062,0,0.08330912439297092
cat;norse mythology;europe;ukraine;kiev;andriyivskyy descent,cat,andriyivskyy descent,5,4,1,1,0,1,1,3,4,"[0.015365409473964212, 0.05021652240299643, 0.18198021916537893, 0.34088324901062345, 0.3557356425716718]","[0.007198632265337546, 0.01669953420376382, 0.037559946516289744, 0.14726397462503144, 0.3557356425716718, 1.000000000000002]","[True, True, True, True]","[True, True, True, True, True]",True,True,5.0,-295.4,385.8053913568342,-954.0,-328.0,-92.0,-62.0,-41.0,4.0,5.25,644.3929313702937,-892.0,-184.75,143.5,333.5,626.0,0,0,1,0,0.07238468014412859,0,0.08957290262525601,1,0.04600579619580901
dolphin;australia;england;football (soccer);manchester;manchester united f.c.;wayne rooney,dolphin,wayne rooney,6,4,1,1,0,3,1,2,4,"[0.024906559788906896, 0.12746324560149935, 0.13556060659930488, 0.0470487957431463, 0.35086494818459807, 0.23711374202742624]","[0.007097655825189855, 0.02635654318249981, 0.09157021382589575, 0.13870821977877254, 0.14439878374698398, 0.23711374202742624, 1.0000000000000002]","[True, True, False, True, False]","[True, True, True, True, True, True]",False,True,6.0,-340.3333333333333,323.24397390619157,-835.0,-538.5,-250.5,-101.25,-20.0,5.0,113.6,268.4321143231562,-247.0,-13.0,91.0,292.0,445.0,0,0,0,0,0.05408940468782657,0,0.04879635601043893,0,0.04598808074474784
carnivore;hyena;africa;zambia,carnivore,chinyingi,3,4,0,0,1,1,0,2,2,"[0.10079487695212883, 0.030977729016402278, 0.2583018291708211]","[0.003597668151259522, 0.006787024869598197, 0.2583018291708211, 1.0000000000000013]","[False, True]","[True, True, True]",False,True,3.0,-270.3333333333333,224.1903952744928,-489.0,-385.0,-281.0,-161.0,-41.0,2.0,-120.0,463.8620484583752,-448.0,-284.0,-120.0,44.0,208.0,0,0,1,0,0.14177272593885157,0,0.08872560949535897,1,0.08848866318184938
george washington;united states;cinema of the united states;star wars episode iv  a new hope;star wars,george washington,star wars,4,4,1,2,0,1,0,2,3,"[0.2006209110502504, 0.13966124285229717, 0.21861147949177906, 0.6712849143341247]","[0.03406906996118459, 0.05152529255423435, 0.20398414273754867, 0.6712849143341247, 1.0000000000000004]","[False, True, True]","[True, True, True, True]",False,True,4.0,-490.5,730.1572889909862,-1570.0,-621.25,-176.5,-45.75,-39.0,3.0,507.3333333333333,670.410570720162,-9.0,128.5,266.0,765.5,1265.0,0,0,0,0,0.07248606651475017,0,0.08763899081682769,0,0.08846970483582142
william butler yeats;london;world war ii;philippines,william butler yeats,battle of rennell island,3,4,0,0,0,2,0,2,3,"[0.03840669843609372, 0.08180450047726688, 0.10224225346154506]","[0.01610381450347482, 0.08393352575225344, 0.10224225346154506, 1.0000000000000007]","[True, True]","[True, True, True]",True,True,3.0,-580.6666666666666,281.05218969674183,-851.0,-726.0,-601.0,-445.5,-290.0,2.0,155.5,573.46359954229,-250.0,-47.25,155.5,358.25,561.0,0,0,1,0,0.11289449021735329,0,0.13174178185744842,1,0.14286809056245112
bernard hinault;france;european union;portugal,bernard hinault,marco polo,3,4,0,0,0,1,2,1,3,"[0.11808218568965215, 0.28587086995307237, 0.15730855957334083]","[0.021475916485642142, 0.13820264793468626, 0.15730855957334083, 0.9999999999999999]","[True, False]","[True, True, True]",False,True,3.0,-582.6666666666666,334.31173077433783,-962.0,-708.5,-455.0,-393.0,-331.0,2.0,253.5,533.8656197958434,-124.0,64.75,253.5,442.25,631.0,0,1,0,0,0.10621866304997044,1,0.21589124443708171,0,0.1435045892781737
47 ursae majoris c;sun;earth's atmosphere;earth;asia;india,47 ursae majoris c,economy of india,5,4,0,0,0,2,1,3,5,"[0.06538852902235777, 0.19563736745341664, 0.2683816198922613, 0.07915200696343429, 0.2561340571197051]","[0.01040297855730771, 0.024590097143639307, 0.019704556300561234, 0.0480704905123706, 0.2561340571197051, 0.9999999999999981]","[True, True, False, True]","[True, False, True, True, True]",False,False,5.0,-378.6,235.6900507021881,-746.0,-473.0,-294.0,-192.0,-188.0,4.0,-138.5,117.0370311767462,-273.0,-202.5,-142.5,-78.5,4.0,0,0,1,0,0.07725947558084936,0,0.11302550016716575,1,0.07556782871833444
nematode;animal;fungus;human;aids;cancer,nematode,edema,5,4,0,1,3,1,1,0,1,"[0.13785393570074939, 0.10095463529437498, 0.0674593921833942, 0.0673226615820689, 0.11155824914571197]","[0.021355291211789047, 0.048966162446819624, 0.02905841053920658, 0.06497329821135772, 0.11155824914571197, 0.9999999999999957]","[False, False, False, True]","[True, False, True, True, True]",False,False,5.0,-218.6,166.34692663226454,-499.0,-212.0,-183.0,-134.0,-65.0,4.0,91.25,242.1423479415913,-118.0,-51.25,24.5,167.0,434.0,0,0,0,0,0.07616632755082114,0,0.061895927974860175,0,0.07557085478508169
globe theatre;london;united kingdom;europe;greek mythology;agamemnon,globe theatre,agamemnon,5,4,1,0,1,1,1,3,4,"[0.10692887233779058, 0.25594756589287465, 0.2417890222080024, 0.07326764680667082, 0.15130306218851614]","[0.004261566437958493, 0.007446064468069543, 0.016960926935369214, 0.01284571378403555, 0.15130306218851614, 0.9999999999999992]","[True, False, False, True]","[True, True, False, True, True]",False,False,5.0,-611.6,474.2597389616791,-1099.0,-1072.0,-598.0,-227.0,-62.0,4.0,134.0,560.1160594019779,-474.0,-138.75,69.0,341.75,872.0,0,0,1,0,0.05842839831975822,0,0.032085297306368665,1,0.057278389483819483
zinc;nuclear weapon;united states;music of the united states;marvin gaye,zinc,marvin gaye,4,4,1,1,0,3,1,0,2,"[0.020932743826690112, 0.13216015222215857, 0.2349227231501626, 0.08717109043050632]","[0.0033098135581300283, 0.007138010775223446, 0.03269476981839068, 0.08717109043050632, 0.9999999999999982]","[True, True, False]","[True, True, True, True]",False,True,4.0,-512.0,720.0824026919882,-1581.0,-619.5,-203.0,-95.5,-61.0,3.0,15.333333333333334,1391.4270851659217,-1474.0,-618.0,238.0,760.0,1282.0,0,0,0,0,0.08136549248740234,0,0.1026598648358926,0,0.057290498187563134
bird of prey;eagle;united states;moon;lunar eclipse,bird of prey,lunar eclipse,4,4,1,0,1,0,1,3,3,"[0.1702992677201177, 0.04779753948105142, 0.059399143662697676, 0.43570494611713456]","[0.0028396204797813056, 0.0018666370339173119, 0.018685400286691658, 0.43570494611713456, 0.9999999999999986]","[False, True, True]","[False, True, True, True]",False,False,4.0,-527.75,725.9395636001664,-1584.0,-714.75,-242.5,-55.5,-42.0,3.0,-6.0,1388.1934303259038,-1542.0,-588.5,365.0,762.0,1159.0,0,0,1,0,0.0754456910837138,0,0.11247118548157929,1,0.043141843000935355
supply and demand;economics;karl popper;austria;holy roman empire;netherlands;philip ii of spain;william the silent,supply and demand,william the silent,7,4,1,2,3,1,1,1,5,"[0.29333782188201996, 0.11291365918960256, 0.051974282089533023, 0.19794491258845082, 0.09405842561639798, 0.11758599789142707, 0.21387577648213343]","[0.007538940398173776, 0.01239144556758853, 0.016278150742928245, 0.060985059207905215, 0.09774959821714087, 0.27563572914565043, 0.21387577648213343, 1.0000000000000009]","[False, False, True, False, True, True]","[True, True, True, True, True, False, True]",False,False,7.0,-161.14285714285714,122.44785090182756,-384.0,-200.5,-140.0,-87.0,-29.0,6.0,14.5,192.49181800793508,-241.0,-135.5,84.5,114.0,244.0,0,0,0,0,0.04658914838040331,0,0.046609041162301426,0,0.04314596686586091
adam smith;europe;earth;asia;india,adam smith,indian peafowl,4,4,0,1,1,0,0,3,5,"[0.03772876289119391, 0.08556400889779398, 0.07915200696343429, 0.2561340571197051]","[0.035812626238344185, 0.10392536101057882, 0.0480704905123706, 0.2561340571197051, 0.9999999999999981]","[True, False, True]","[True, False, True, True]",False,False,4.0,-650.75,248.71854910051775,-958.0,-799.0,-609.5,-461.25,-426.0,3.0,70.66666666666667,415.19914900362375,-273.0,-160.0,-47.0,242.5,532.0,0,0,1,0,0.08036187110043813,0,0.11315753690169986,1,0.1388035548722219
cape lion;africa;egypt;united kingdom;ireland;u2,cape lion,u2,5,4,1,3,1,0,1,1,4,"[0.11234908754438071, 0.17927428689388406, 0.11051530931195189, 0.38426752940300796, 0.11406713627424277]","[0.004791488859839325, 0.03297285183729268, 0.02432517626466753, 0.0672002504413941, 0.11406713627424277, 1.0000000000000022]","[True, False, True, False]","[True, False, True, True, True]",False,False,5.0,-534.6,338.5739210275948,-1040.0,-572.0,-485.0,-485.0,-91.0,4.0,98.5,465.8486878805178,-468.0,-182.25,153.5,434.25,555.0,1,0,0,1,0.08830607498641668,0,0.10894391747109726,0,0.13853240949900164
equal protection clause;united states;medicine;science;chemistry;periodic table;meitnerium,equal protection clause,meitnerium,6,4,1,0,1,1,1,4,5,"[0.14076672951217087, 0.06913112964750324, 0.11638948091287626, 0.12308299063279333, 0.22399737325706182, 0.23375620495866012]","[0.005080894996276233, 0.014742060134841159, 0.006686554258289321, 0.022223359254770713, 0.08118475925457744, 0.23375620495866012, 1.0000000000000004]","[False, True, True, True, True]","[True, False, True, True, True, True]",False,False,6.0,-425.5,570.217765419493,-1572.0,-336.25,-167.5,-142.75,-119.0,5.0,286.8,509.41751049605665,-38.0,19.0,59.0,211.0,1183.0,0,0,1,0,0.05003620776624611,0,0.08711963585971215,1,0.10568868734906404
akbar;persian empire;iran;roman empire,akbar,hollandic,3,4,0,1,1,1,1,0,3,"[0.07575070303293105, 0.5162834976959082, 0.10407071090259543]","[0.060524159714017915, 0.26764283913830395, 0.10407071090259543, 1.0000000000000016]","[True, False]","[True, False, True]",False,False,3.0,-238.0,124.0,-334.0,-308.0,-282.0,-190.0,-98.0,2.0,-118.0,93.33809511662427,-184.0,-151.0,-118.0,-85.0,-52.0,0,0,0,0,0.13826329197696252,0,0.11644183355882833,0,0.10564212050333885
nutmeg;united states;electronics;electron;electricity;michael faraday;benzene;aluminium chloride,nutmeg,aluminium chloride,7,4,1,1,1,1,0,5,6,"[0.03176178697821209, 0.02172907770942325, 0.0483012539473671, 0.23311008301444142, 0.1844022347905593, 0.037688778724277026, 0.1423659640327342]","[0.01540180119374532, 0.014525710051987155, 0.009977978173188599, 0.020803462653543745, 0.016734542496474422, 0.01623522845570707, 0.1423659640327342, 1.0000000000000018]","[False, True, True, False, False, True]","[False, False, True, False, False, True, True]",False,False,7.0,-336.14285714285717,559.6658016386293,-1580.0,-266.5,-129.0,-41.5,-28.0,6.0,258.6666666666667,483.38707747173663,4.0,30.25,71.0,129.75,1240.0,0,0,1,0,0.037222560654420325,0,0.05181439522556383,1,0.07345434217224059
wayne rooney;florida;space shuttle columbia;international space station;space station,wayne rooney,space station,4,4,1,2,1,1,1,0,3,"[0.02907481408865441, 0.04225013772379609, 0.33027539267782946, 0.34747067832032674]","[0.016583534945104908, 0.02615497180798496, 0.1449838853944248, 0.34747067832032674, 1.0000000000000013]","[True, True, True]","[True, True, True, True]",True,True,4.0,-84.25,59.645480409946686,-170.0,-98.0,-67.0,-53.25,-33.0,3.0,45.666666666666664,44.07191093353377,14.0,20.5,27.0,61.5,96.0,0,0,0,0,0.10294393245814011,0,0.08926624895806509,0,0.07343284974054119
rainforest;united states;broadcasting;television;bbc,rainforest,sesame street,4,4,0,0,0,1,1,3,3,"[0.06252525403155727, 0.07145185235528669, 0.2878967082377812, 0.17085206191573538]","[0.009918971973808614, 0.062226035426767724, 0.24735896843987332, 0.17085206191573538, 1.000000000000003]","[True, True, False]","[True, True, False, True]",False,False,4.0,-564.25,679.8893905138787,-1580.0,-628.25,-251.5,-187.5,-174.0,3.0,462.6666666666667,702.5925799019893,-18.0,59.5,137.0,703.0,1269.0,0,0,1,0,0.07704878301279876,0,0.10412666132438325,1,0.1252122822164291
civil rights;united states;sport;football (soccer);football,civil rights,tiger woods,4,4,0,1,2,1,1,0,2,"[0.12473055759442496, 0.08507289258242368, 0.15754628705045812, 0.6707995858558472]","[0.014919194450944723, 0.07769196090309086, 0.194391374136754, 0.6707995858558472, 0.9999999999999983]","[False, True, True]","[True, True, True, True]",False,True,4.0,-552.0,688.6765084808203,-1568.0,-658.25,-294.0,-187.75,-52.0,3.0,505.3333333333333,613.5668939352362,122.0,151.5,181.0,697.0,1213.0,0,0,0,0,0.08246285480910928,0,0.08575246898118775,0,0.12521391593490044
mammoth;world war ii;united kingdom;novel;pride and prejudice,mammoth,pride and prejudice,4,4,1,0,1,1,0,3,3,"[0.02990941387268052, 0.16681492776032184, 0.06859363213158859, 0.0495278478571737]","[0.004072873006067227, 0.00867585366638673, 0.021870088908189173, 0.0495278478571737, 1.0]","[True, False, False]","[True, True, True, True]",False,True,4.0,-541.5,476.2705813575584,-1089.0,-855.75,-510.5,-196.25,-56.0,3.0,240.66666666666663,580.3639662602541,-311.0,-62.0,187.0,516.5,846.0,0,0,1,0,0.07561217357285706,0,0.04844303943124768,1,0.07365753165856297
john f. kennedy assassination;john f. kennedy;attack on pearl harbor;nazi germany;berlin,john f. kennedy assassination,ig farben building,4,4,0,1,2,0,0,2,3,"[0.551643012093228, 0.04899120232578344, 0.0987799879043281, 0.12541244306986915]","[0.019033179439584123, 0.057512066907050165, 0.0315294296063908, 0.12541244306986915, 0.9999999999999946]","[False, True, True]","[True, False, True, True]",False,False,4.0,-130.25,52.54442564789025,-183.0,-171.0,-130.5,-89.75,-77.0,3.0,-35.333333333333336,32.624121954978854,-73.0,-45.0,-17.0,-16.5,-16.0,0,0,0,0,0.10308709899498794,0,0.09793568462855508,0,0.07367602366044249
great black-backed gull;north america;united states;cinema of the united states;video,great black-backed gull,video,4,4,1,1,0,0,1,3,3,"[0.03366735514513021, 0.3308730019703287, 0.13966124285229717, 0.06572629739142549]","[0.003524506000765249, 0.014001217171087987, 0.02751561723120085, 0.06572629739142549, 0.9999999999999999]","[True, False, False]","[True, True, True, True]",False,True,4.0,-597.5,703.807975705495,-1626.0,-720.75,-362.0,-238.75,-40.0,3.0,126.33333333333331,1269.6918261268493,-1207.0,-471.0,265.0,793.0,1321.0,0,0,1,0,0.08587540781424281,0,0.0904325360329802,1,0.08279440485114663
