path,source_article,target_article,human_path_length,shortest_path_length,is_successful,curv_feats_0,curv_feats_1,curv_feats_2,curv_feats_3,curv_feats_4,curv_feats_5,curv_feats_6,curv_feats_7,curv_feats_8,curv_feats_9,curv_feats_10,curv_feats_11,curv_feats_12,curv_feats_13,curv_feats_14,curv_feats_15,top,center_top,center,center_bottom,bottom,prop_scores_top,treatment_top
albert einstein;germany;world war ii;united kingdom,albert einstein,donald bradman,3,4,0,3.0,-945.0,132.57827876390613,-1089.0,-1003.5,-918.0,-873.0,-828.0,2.0,-130.5,57.27564927611035,-171.0,-150.75,-130.5,-110.25,-90.0,2,1,0,1,0,0.32215057199506,1
fiji;europe;north america;united states,fiji,labor day hurricane of 1935,3,4,0,3.0,-1050.6666666666667,535.4179053163364,-1626.0,-1292.5,-959.0,-763.0,-567.0,2.0,-333.5,1026.0119395016804,-1059.0,-696.25,-333.5,29.25,392.0,0,1,0,3,0,0.30384432655662197,0
geography;marco polo;mongol empire;middle east;sudan;makuria,geography,makuria,5,4,1,5.0,-137.2,82.89571762159973,-237.0,-204.0,-131.0,-66.0,-48.0,4.0,-16.25,117.48297749035815,-189.0,-33.75,25.5,43.0,73.0,3,1,0,0,2,0.07147967440013046,1
florida;dolphin;animal;bird;eagle;white-tailed eagle,florida,white-tailed eagle,5,4,1,5.0,-199.4,197.35830360032995,-517.0,-264.0,-93.0,-88.0,-35.0,4.0,14.5,303.7153272391764,-424.0,-66.25,114.5,195.25,253.0,0,2,0,1,3,0.0714776977270421,0
edward jenner;england;stephen hawking;sulfuric acid;hydrogen;periodic table;neptunium,edward jenner,neptunium,6,4,1,6.0,-252.83333333333334,248.60926504590827,-753.0,-193.5,-173.5,-148.25,-77.0,5.0,122.0,263.4606232437781,-120.0,21.0,33.0,106.0,570.0,4,0,0,2,1,0.05650366043646796,1
batman;chemistry;biology;lion;chordate;bird;penguin,batman,penguin,6,4,1,6.0,-171.16666666666666,117.08017196206481,-377.0,-215.25,-121.0,-91.25,-80.0,5.0,1.0,172.12059725669093,-267.0,-47.0,22.0,134.0,163.0,0,2,1,1,3,0.0565000317615852,0
rockall;folklore;game;algorithm;mathematics;number,rockall,sudoku,5,4,0,5.0,-79.4,53.266312055557215,-169.0,-74.0,-72.0,-53.0,-29.0,4.0,-0.5,91.11348235396706,-116.0,-47.0,9.5,56.0,95.0,3,1,2,0,0,0.06281256742339109,1
telecommunication;north america;united states;american revolutionary war;france in the american revolutionary war,telecommunication,france in the american revolutionary war,4,4,1,4.0,-608.5,700.6123512090453,-1626.0,-735.75,-390.0,-262.75,-28.0,3.0,137.0,1245.3625978003354,-1187.0,-437.0,313.0,799.0,1285.0,2,0,1,2,0,0.06280904957407776,0
isaac asimov;jew;ukraine;agriculture;vegetable;food;world trade organization,isaac asimov,parsnip,6,4,0,6.0,-185.66666666666666,109.48180975242721,-301.0,-286.5,-176.5,-89.0,-77.0,5.0,44.8,91.74802450189323,-42.0,9.0,12.0,46.0,199.0,4,1,1,0,1,0.05995338038262965,1
lake tanganyika;africa;continent;europe;poland;polish-lithuanian commonwealth;polish-muscovite war (1605–1618),lake tanganyika,polish-muscovite war (1605–1618),6,4,1,6.0,-393.3333333333333,337.3476940289746,-987.0,-475.75,-359.0,-136.5,-78.0,5.0,81.6,485.0570069589759,-714.0,13.0,213.0,354.0,542.0,0,2,2,2,1,0.05995917626697882,0
terik;kenya;human;anthropology;carl jung,terik,carl jung,4,4,1,4.0,-160.75,105.99803457297372,-296.0,-215.75,-146.5,-91.5,-54.0,3.0,16.666666666666668,181.252126424308,-192.0,-42.5,107.0,121.0,135.0,4,0,0,0,1,0.08295984442546321,1
turtle;seychelles;indian ocean;2004 indian ocean earthquake;2005 sumatra earthquake,turtle,2005 sumatra earthquake,4,4,1,4.0,-96.5,36.900767833023025,-147.0,-112.5,-85.5,-69.5,-68.0,3.0,-0.6666666666666666,68.25198409814422,-79.0,-24.0,31.0,38.5,46.0,2,0,0,1,2,0.08295817447116274,0
the origin of species;united states;football (soccer);manchester;manchester united f.c.;david beckham,the origin of species,david beckham,5,4,1,5.0,-463.0,647.0336158191474,-1569.0,-512.0,-111.0,-98.0,-25.0,4.0,386.0,483.1238626549786,-13.0,61.25,250.0,574.75,1057.0,3,1,0,0,2,0.08811251935345456,1
iron;egypt;agriculture;food;vitamin,iron,celery,4,4,0,4.0,-228.25,162.954748319894,-417.0,-336.0,-213.5,-105.75,-69.0,3.0,116.0,71.33722730804723,49.0,78.5,108.0,149.5,191.0,1,0,1,1,2,0.08812916237773888,0
neptunium;periodic table;19th century;british empire;scotland;scottish episcopal church,neptunium,scottish episcopal church,5,4,1,5.0,-288.2,159.25043171056083,-465.0,-418.0,-307.0,-130.0,-121.0,4.0,2.25,281.98389433913894,-288.0,-190.5,-23.5,169.25,344.0,4,0,0,1,1,0.06993359845361087,1
john flamsteed;england;atlantic ocean;africa;burkina faso;ouagadougou,john flamsteed,ouagadougou,5,4,1,5.0,-418.0,279.0582376494197,-757.0,-600.0,-420.0,-272.0,-41.0,4.0,179.0,244.0969752646135,-180.0,128.25,279.5,330.25,337.0,2,1,2,0,1,0.06993887827199442,0
rome;vatican city;christianity;religion;mythology;culture,rome,firefly (tv series),5,4,0,5.0,-190.2,111.02342095251794,-374.0,-215.0,-136.0,-118.0,-108.0,4.0,4.5,176.43979143039135,-238.0,-67.0,48.5,120.0,159.0,3,2,0,0,1,0.07443044388180774,1
integrated circuit;transport;automobile;mini (bmw);mini,integrated circuit,mini,4,4,1,4.0,-58.75,48.09279225275516,-114.0,-90.0,-56.5,-25.25,-8.0,3.0,24.666666666666668,57.518113089124654,-32.0,-4.5,23.0,53.0,83.0,0,0,1,3,1,0.07441374222112637,0
rabat;atlantic ocean;faroe islands;puffin;bird;falcon,rabat,falcon,5,4,1,5.0,-151.4,99.76121490840015,-256.0,-241.0,-159.0,-65.0,-36.0,4.0,47.75,171.67677963739496,-205.0,21.5,110.0,136.25,176.0,3,1,0,0,2,0.0639224124556714,1
superman;earth;europe;united kingdom;scotland;dundee;dundee united f.c.,superman,dundee united f.c.,6,4,1,6.0,-527.0,462.95183334770365,-1129.0,-912.75,-402.0,-170.25,-53.0,5.0,49.4,522.8358250923516,-749.0,-80.0,74.0,377.0,625.0,1,2,2,2,0,0.06392408568319817,0
glass;light;rainbow;sun;ultraviolet;sunlight;sun;speed of light;rainbow;light;wave;ultraviolet,glass,ray of light,11,4,0,11.0,-112.63636363636364,53.53928039724241,-206.0,-137.0,-97.0,-73.5,-52.0,10.0,2.4,86.99323089885914,-142.0,-36.25,31.5,56.75,97.0,6,2,1,2,1,0.021401368415762175,1
zionism;mediterranean sea;atlantic ocean;dolphin;mammal;whale;united states;atlantic ocean;pacific ocean;africa,zionism,tiger shark,9,4,0,9.0,-446.55555555555554,455.506891032153,-1583.0,-542.0,-308.0,-224.0,-74.0,8.0,-37.25,709.409764723967,-1509.0,-116.75,52.5,175.5,1041.0,2,3,2,2,1,0.021401050781804223,0
btrieve;linux;open source;philosophy;bertrand russell;ludwig wittgenstein,btrieve,ludwig wittgenstein,5,4,1,5.0,-95.6,71.83174785566615,-207.0,-115.0,-87.0,-47.0,-22.0,4.0,-10.0,120.68968472906042,-185.0,-27.5,26.5,44.0,92.0,3,1,0,1,1,0.06664976473133086,1
niue;internet;advertising;newspaper;humour;communication,niue,comics,5,4,0,5.0,-68.8,39.073008586491014,-134.0,-73.0,-58.0,-41.0,-38.0,4.0,23.25,27.035470527931757,-3.0,10.5,17.5,30.25,61.0,1,3,1,0,1,0.06664264049294487,0
wave;earthquake;california;mexico;flag of mexico,wave,flag of mexico,4,4,1,4.0,-185.75,122.0911544707478,-311.0,-279.5,-182.0,-88.25,-68.0,3.0,9.0,213.1267228669366,-174.0,-108.0,-42.0,100.5,243.0,3,1,1,0,0,0.07958108090828306,1
canaletto;impressionism;19th century;20th century;film,canaletto,star wars episode iv  a new hope,4,4,0,4.0,-257.25,185.68499311109304,-471.0,-345.75,-267.5,-179.0,-23.0,3.0,-69.33333333333333,273.88744646904377,-281.0,-224.0,-167.0,36.5,240.0,0,0,1,2,2,0.07956298902740051,0
action potential;cell (biology);salt;edible salt;stroke;united states;television;dvd;sony;television;film;animation;the lion king;the simpsons,action potential,the simpsons,13,4,1,13.0,-217.84615384615384,419.21510909353884,-1560.0,-159.0,-68.0,-41.0,-8.0,12.0,-0.3333333333333333,576.0049452649665,-1493.0,-40.5,25.5,76.0,1110.0,7,3,1,0,3,0.006526593392130998,1
vatican city;roman catholic church;christianity;religion;evolution;computer;internet;music;art;andy warhol;united states;california;film;dvd;sony,vatican city,serenity (film),14,4,0,14.0,-291.7142857142857,389.39902978256686,-1560.0,-263.0,-158.5,-130.75,-20.0,13.0,19.923076923076923,534.0409568467044,-1481.0,1.0,54.0,97.0,1017.0,3,5,3,0,4,0.006481915489221196,0
mind;psychology;sociology;economics,mind,mark twain house,3,4,0,3.0,-95.66666666666667,35.85154575933001,-137.0,-107.0,-77.0,-75.0,-73.0,2.0,-30.0,48.08326112068523,-64.0,-47.0,-30.0,-13.0,4.0,2,1,0,1,0,0.10477401601373486,1
batman;scotland;lion;mammal;animal,batman,penguin,4,4,0,4.0,-320.5,157.74557574355822,-532.0,-389.5,-290.0,-221.0,-170.0,3.0,-63.333333333333336,233.03504743564505,-294.0,-181.0,-68.0,52.0,172.0,0,1,1,2,1,0.1047473395339912,0
button;fashion;music;jazz;drum and bass,button,van halen,4,4,0,4.0,-70.75,48.96512364258191,-123.0,-107.25,-65.5,-29.0,-29.0,3.0,0.0,85.45759182190895,-94.0,-36.5,21.0,47.0,73.0,4,0,0,1,0,0.07729389892205099,1
algorithm;english language;india;buddhism;pali canon,algorithm,pali canon,4,4,1,4.0,-405.5,317.87261599577903,-727.0,-643.75,-419.5,-181.25,-56.0,3.0,186.66666666666666,307.9713190109321,-111.0,28.0,167.0,335.5,504.0,0,2,0,2,1,0.07729287183777823,0
second congo war;human rights;united kingdom;charles dickens;a christmas carol,second congo war,a christmas carol,4,4,1,4.0,-348.5,467.2975497474816,-1041.0,-413.25,-163.0,-98.25,-27.0,3.0,31.666666666666668,886.9753848519887,-919.0,-371.0,177.0,507.0,837.0,3,1,0,1,0,0.0686355454137526,1
botswana;ukraine;agriculture;biodiesel;list of vegetable oils;corn oil,botswana,corn oil,5,4,1,5.0,-130.6,113.83892128793211,-297.0,-200.0,-74.0,-47.0,-35.0,4.0,38.25,135.34000394069253,-97.0,-33.25,13.5,85.0,223.0,1,3,0,1,1,0.06862387497662178,0
perl;bioinformatics;evolution;gregor mendel;czech republic;list of countries by system of government;people's republic of china;police state,perl,police state,7,4,1,7.0,-172.28571428571428,161.23348937251868,-490.0,-205.0,-115.0,-88.0,-15.0,6.0,-12.5,222.36074293813647,-212.0,-151.5,-73.0,27.25,400.0,5,1,1,1,0,0.04485098778093203,1
libreville;market;minimum wage;employment;slavery;famine;poverty;hunger,libreville,hunger,7,4,1,7.0,-86.71428571428571,47.76230831145094,-142.0,-128.5,-86.0,-51.5,-19.0,6.0,-1.8333333333333333,49.72088762951308,-67.0,-36.5,2.5,24.25,69.0,0,2,3,0,3,0.04484880839441493,0
hello garci scandal;philippines;mexico;latin america;trinidad and tobago;tobacco;tobacco smoking;lung cancer,hello garci scandal,lung cancer,7,4,1,7.0,-147.28571428571428,87.81745135168045,-320.0,-172.0,-127.0,-89.5,-61.0,6.0,18.5,95.50863835276891,-148.0,12.25,28.0,43.0,148.0,5,0,0,3,0,0.04827291021532633,1
cambrian;people's republic of china;technology;computer;computer and video games;nintendo;simcity;macintosh,cambrian,itunes,7,4,0,7.0,-111.71428571428571,97.50677632129691,-309.0,-139.0,-56.0,-52.0,-35.0,6.0,43.0,62.05159143809287,-16.0,3.0,26.5,60.5,154.0,2,3,0,3,0,0.048286122768107384,0
oliver cromwell;england;english language;united states;bald eagle;bird;turkey (bird);domesticated turkey,oliver cromwell,domesticated turkey,7,4,1,7.0,-550.7142857142857,579.9769289335896,-1667.0,-774.5,-298.0,-163.0,-15.0,6.0,127.66666666666667,725.1079000167261,-899.0,18.25,40.5,163.25,1369.0,4,0,4,0,0,0.06028154160893987,1
1973 oil crisis;wheat;seed;bird;woodpecker;ivory-billed woodpecker,1973 oil crisis,ivory-billed woodpecker,5,4,1,5.0,-110.6,93.91645223282234,-264.0,-108.0,-101.0,-69.0,-11.0,4.0,24.25,147.9355152310177,-163.0,-35.5,32.5,92.25,195.0,0,3,1,0,2,0.06027397649848384,0
ho chi minh city;united states;television;film;animation;the lion king,ho chi minh city,the lion king,5,4,1,5.0,-445.0,650.9397053491207,-1567.0,-450.0,-159.0,-41.0,-8.0,4.0,389.75,496.5758585889303,33.0,96.75,204.5,497.5,1117.0,3,0,0,2,1,0.0919379938559623,1
amazon parrot;south america;measles;autism,amazon parrot,albinism,3,4,0,3.0,-127.0,113.69696565871932,-249.0,-178.5,-108.0,-66.0,-24.0,2.0,112.5,40.30508652763321,84.0,98.25,112.5,126.75,141.0,1,1,1,1,0,0.09189724910851516,0
gray reef shark;easter island;time zone;japan;ming dynasty;qing dynasty,gray reef shark,qing dynasty,5,4,1,5.0,-236.6,248.660008847422,-610.0,-367.0,-130.0,-56.0,-20.0,4.0,-9.0,371.93637448717845,-347.0,-269.0,-84.5,175.5,480.0,3,1,0,2,0,0.07034489188591353,1
taoism;china;english language;united kingdom;the beatles;i want to hold your hand,taoism,i want to hold your hand,5,4,1,5.0,-516.0,401.7841460286854,-1088.0,-686.0,-517.0,-227.0,-62.0,4.0,113.75,549.8347479015854,-402.0,-227.25,-2.0,339.0,861.0,0,0,2,2,2,0.0703415060140564,0
economy of pakistan;japan;pacific ocean;great barrier reef;humpback whale,economy of pakistan,whale song,4,4,0,4.0,-253.25,266.26099351325695,-617.0,-365.0,-188.5,-76.75,-19.0,3.0,199.33333333333334,130.09355607920529,77.0,131.0,185.0,260.5,336.0,3,0,0,2,0,0.08637660524467868,1
francis bacon;london;united kingdom;ireland;folk music;music,francis bacon,music of ireland,5,4,0,5.0,-483.2,392.5120380319564,-1072.0,-606.0,-485.0,-130.0,-123.0,4.0,119.0,460.4975569967771,-466.0,-121.75,177.5,418.25,587.0,2,2,2,0,0,0.08637468959856932,0
gas;phase (matter);carbon;periodic table;darmstadtium,gas,darmstadtium,4,4,1,4.0,-150.5,24.623836689950114,-180.0,-165.0,-149.0,-134.5,-124.0,3.0,7.333333333333333,54.93025881363871,-56.0,-10.0,36.0,39.0,42.0,5,0,0,0,0,0.08806388545269586,1
bluetooth;sweden;baltic sea;atlantic ocean;whale,bluetooth,jaws (film),4,4,0,4.0,-228.25,85.77247033090902,-303.0,-302.25,-229.5,-155.5,-151.0,3.0,48.666666666666664,172.95182373520475,-151.0,-3.0,145.0,148.5,152.0,1,0,1,1,2,0.08807046511688849,0
emotion;animal;bird;gull;great black-backed gull,emotion,great black-backed gull,4,4,1,4.0,-213.5,220.27634159543024,-503.0,-323.75,-167.0,-56.75,-17.0,3.0,162.0,97.04122835166504,53.0,123.5,194.0,216.5,239.0,3,1,0,0,1,0.08674302494985846,1
copper(i) chloride;ammonia;world war i;president of the united states;ronald reagan,copper(i) chloride,ronald reagan,4,4,1,4.0,-220.75,176.47733565531865,-459.0,-297.0,-183.5,-107.25,-57.0,3.0,-22.333333333333332,332.35874192404407,-402.0,-141.5,119.0,167.5,216.0,2,2,1,0,0,0.0867420388943181,0
great white shark;bbc;united kingdom;england;norfolk;great yarmouth,great white shark,great yarmouth,5,4,1,5.0,-473.0,453.63696939292765,-1010.0,-917.0,-199.0,-199.0,-40.0,4.0,39.75,632.6807383401732,-811.0,-133.0,126.0,298.75,718.0,3,0,2,0,1,0.07860158048088872,1
celine dion;canada;united states;space shuttle columbia;hubble space telescope;comet shoemaker-levy 9,celine dion,comet shoemaker-levy 9,5,4,1,5.0,-526.0,646.445279973487,-1612.0,-598.0,-303.0,-67.0,-50.0,4.0,137.0,952.6429901419874,-1014.0,-240.75,126.5,504.25,1309.0,2,0,0,1,3,0.07859320168569071,0
united malays national organisation;london;queen (band);the beatles;20th century;music;igor stravinsky;the rite of spring,united malays national organisation,the rite of spring,7,4,1,7.0,-208.14285714285714,206.55138874012974,-602.0,-277.0,-115.0,-76.0,-34.0,6.0,94.66666666666667,245.02380836699658,-254.0,5.75,78.0,167.5,487.0,4,0,0,3,1,0.044235812226827605,1
celery;doctor who;star trek;technology;computer;internet;world wide web;history of the internet,celery,history of the internet,7,4,1,7.0,-80.71428571428571,45.37148254764691,-155.0,-103.5,-71.0,-56.0,-20.0,6.0,6.666666666666667,53.294152274585116,-39.0,-27.25,-12.0,21.25,103.0,0,3,1,2,2,0.044239243775510376,0
riyadh;arabic language;united nations;human rights,riyadh,blue whale,3,4,0,3.0,-256.6666666666667,112.45147101453735,-386.0,-294.0,-202.0,-192.0,-182.0,2.0,10.0,274.35743110038044,-184.0,-87.0,10.0,107.0,204.0,2,1,1,0,0,0.12157292998063589,1
lake powell;american civil war;slavery;bible,lake powell,halloween,3,4,0,3.0,-182.66666666666666,57.44852768638491,-249.0,-199.5,-150.0,-149.5,-149.0,2.0,-50.0,69.29646455628166,-99.0,-74.5,-50.0,-25.5,-1.0,0,1,1,0,2,0.12159560025316124,0
monaco grand prix;brazil;africa;earth;solar system;saturn,monaco grand prix,saturn,5,4,1,5.0,-319.2,195.13636257755755,-555.0,-479.0,-268.0,-215.0,-79.0,4.0,47.25,236.2249986771087,-287.0,-14.75,106.0,168.0,264.0,3,1,1,0,1,0.07384636374461837,1
berkelium;americium;university of chicago;united states;music of the united states,berkelium,folk music,4,4,0,4.0,-488.0,739.1932539374711,-1581.0,-619.5,-173.0,-41.5,-25.0,3.0,-91.33333333333333,1409.279721465307,-1534.0,-778.0,-22.0,630.0,1282.0,1,1,2,0,1,0.07384566658971406,0
parsley;lebanon;computer;microsoft windows;microsoft,parsley,microsoft,4,4,1,4.0,-139.0,101.95423810056484,-277.0,-184.0,-115.0,-70.0,-49.0,3.0,34.666666666666664,162.10284801117263,-124.0,-48.0,28.0,114.0,200.0,1,1,1,2,0,0.07860337964058167,0
togo;football (soccer);europe;poland;warsaw;battle of warsaw (1920),togo,battle of warsaw (1920),5,4,1,5.0,-362.6,361.5526241088564,-952.0,-445.0,-245.0,-111.0,-60.0,4.0,46.25,536.1898761943695,-707.0,-138.5,192.5,377.25,507.0,3,1,0,2,0,0.07860725742143188,1
richard i of england;england;culture;popular culture;comics;superman,richard i of england,superman,5,4,1,5.0,-243.2,311.60664306140836,-774.0,-267.0,-106.0,-43.0,-26.0,4.0,182.75,228.08532760058606,-17.0,55.75,120.5,247.5,507.0,3,1,1,0,1,0.07789880128194676,1
ordovician;europe;british isles;jersey;gerald durrell;jersey zoological park,ordovician,jersey zoological park,5,4,1,5.0,-274.0,384.5386846599442,-948.0,-229.0,-111.0,-45.0,-37.0,4.0,225.75,332.9528244861925,-8.0,53.5,96.0,268.25,719.0,2,0,0,1,3,0.07789413985449271,0
ununtrium;united states;united kingdom;arctic monkeys;top of the pops;bbc,ununtrium,blue peter,5,4,0,5.0,-643.0,713.9968487325417,-1563.0,-1264.0,-189.0,-171.0,-28.0,4.0,343.5,534.9302135169908,-161.0,67.0,221.0,497.5,1093.0,3,2,0,1,0,0.10856183701242013,1
civil society;culture;ancient greece;wine,civil society,humus,3,4,0,3.0,-151.33333333333334,58.70547958524258,-219.0,-170.0,-121.0,-117.5,-114.0,2.0,-3.5,143.54267658086914,-105.0,-54.25,-3.5,47.25,98.0,1,0,0,1,2,0.10848823730588956,0
baboon;scientific classification;latin;united states;space shuttle columbia;space shuttle challenger,baboon,space shuttle challenger,5,4,1,5.0,-579.8,590.037880139911,-1578.0,-523.0,-466.0,-303.0,-29.0,4.0,123.5,979.7082899176332,-1112.0,-235.25,165.5,524.25,1275.0,4,1,1,0,0,0.05434512445056987,1
sony;california;north america;gulf of mexico;dinosaur;ornithischia;stegosaurus,sony,stegosaurus,6,4,1,6.0,-183.66666666666666,151.64519994601434,-447.0,-236.0,-125.5,-113.25,-22.0,5.0,49.6,177.06721887464093,-177.0,5.0,17.0,90.0,313.0,0,1,3,2,1,0.05434279589590095,0
autocracy;government;medicine;health;nutrition;vitamin c;citrus;juice,autocracy,juice,7,4,1,7.0,-74.42857142857143,41.55661657248315,-132.0,-104.5,-62.0,-45.0,-28.0,6.0,17.166666666666668,40.68128152684803,-58.0,12.75,28.5,33.0,62.0,4,0,2,2,0,0.04495971722147639,1
weed;greenhouse effect;planet;earth;united states;california;invasive species,weed,island fox,6,4,0,6.0,-448.0,628.9724954240845,-1667.0,-485.25,-199.0,-64.25,-23.0,5.0,-6.8,920.6534092697425,-1355.0,-226.0,-63.0,486.0,1124.0,2,1,0,1,3,0.04495945353696829,0
allegory in the middle ages;consolation of philosophy;thomas aquinas;philosophy;astronomy;chemistry;periodic table;boron,allegory in the middle ages,boron,7,4,1,7.0,-128.85714285714286,76.766808303738,-211.0,-169.5,-157.0,-92.0,-11.0,6.0,-24.666666666666668,78.89402174225033,-181.0,-15.0,-2.5,19.0,31.0,4,1,2,1,0,0.0441584741469297,1
waheguru;god;united states;computer;microsoft windows;microsoft;bill gates,waheguru,bill gates,6,4,1,6.0,-374.1666666666667,606.8787083649142,-1585.0,-316.5,-103.0,-56.0,-26.0,5.0,20.6,957.1790846022492,-1456.0,23.0,28.0,302.0,1206.0,3,0,2,0,2,0.044161323939423375,0
promethium;uranium;italy;switzerland;glacier;continent;asia;india;himalayas;yeti,promethium,yeti,9,4,1,9.0,-284.3333333333333,253.84739510186034,-746.0,-411.0,-133.0,-104.0,-45.0,8.0,4.75,373.8661907306257,-516.0,-314.0,45.0,236.25,613.0,5,0,2,1,2,0.03208392981381729,1
list of universities in the united kingdom;united kingdom;university of cambridge;charles darwin;biology;organism;precambrian;animal;vertebrate,list of universities in the united kingdom,vertebrate,8,4,1,8.0,-274.625,316.84378192234914,-973.0,-307.5,-119.5,-93.75,-66.0,7.0,128.28571428571428,368.11398338273534,-435.0,-2.5,39.0,284.5,730.0,0,0,2,4,3,0.032077333271623105,0
armia krajowa;world war ii;united kingdom;london;london underground;world war ii;united kingdom;london;river thames;the waste land,armia krajowa,london sewerage system,9,4,0,9.0,-612.2222222222222,407.5388870334271,-1089.0,-763.0,-753.0,-137.0,-39.0,8.0,90.5,471.53427386412903,-633.0,-326.75,217.0,406.0,626.0,5,2,0,3,0,0.05867882564026,1
order of st. patrick;ireland;mammal;platypus;carnivore;dinosaur;brachiosaurus,order of st. patrick,brachiosaurus,6,4,1,6.0,-156.33333333333334,119.23869617983361,-339.0,-232.5,-110.0,-70.75,-48.0,5.0,49.0,107.9976851603774,-63.0,-15.0,32.0,71.0,220.0,2,2,2,0,1,0.05868937870682301,0
church of england;england;charles darwin;biology,church of england,nitrogen fixation,3,4,0,3.0,-382.6666666666667,349.4171337146095,-783.0,-504.5,-226.0,-182.5,-139.0,2.0,322.0,332.34018715767735,87.0,204.5,322.0,439.5,557.0,2,1,1,0,0,0.11574330952245715,1
death valley national park;film;19th century;napoleon i of france,death valley national park,matilda of boulogne,3,4,0,3.0,-258.6666666666667,60.302017655575455,-303.0,-293.0,-283.0,-236.5,-190.0,2.0,-46.5,94.04520189781083,-113.0,-79.75,-46.5,-13.25,20.0,1,2,0,0,1,0.11575683852050005,0
arnold schwarzenegger;german language;latin;science;chemistry;periodic table;rhodium,arnold schwarzenegger,rhodium,6,4,1,6.0,-223.66666666666666,149.8821759471975,-518.0,-221.25,-159.5,-148.0,-119.0,5.0,19.2,226.41709299432318,-277.0,-38.0,12.0,43.0,356.0,5,0,0,1,1,0.060643726516508685,1
