path,source_article,target_article,human_path_length,shortest_path_length,is_successful,top,center_top,center,center_bottom,bottom,count_images,path_seq_cosine_sim,path_target_cosine_sim,path_seq_boolean,path_target_boolean,seq_strictly_increasing,target_strictly_increasing,curv_feats_0,curv_feats_1,curv_feats_2,curv_feats_3,curv_feats_4,curv_feats_5,curv_feats_6,curv_feats_7,curv_feats_8,curv_feats_9,curv_feats_10,curv_feats_11,curv_feats_12,curv_feats_13,curv_feats_14,curv_feats_15,used_top,used_center_bottom,used_bottom,treatment_used_top,prop_scores_used_top,treatment_used_center_bottom,prop_scores_used_center_bottom,treatment_used_bottom,prop_scores_used_bottom,treatment_seq_strictly_increasing,prop_scores_seq_strictly_increasing
city status in the united kingdom;market;currency;country;government,city status in the united kingdom,humus,4,4,0,1,2,0,1,1,3,"[0.009618576285880085, 0.06117531471025329, 0.06428177893576657, 0.1549823668677165]","[0.04756074106458463, 0.05804710205934191, 0.0716135967290686, 0.1549823668677165, 0.9999999999999989]","[True, True, True]","[True, True, True, True]",True,True,4.0,-158.75,95.06620500121656,-297.0,-183.0,-123.5,-99.25,-91.0,3.0,-18.0,201.66556473528144,-206.0,-124.5,-43.0,76.0,195.0,0,0,0,0,0.10144604934308835,0,0.0868576071501217,0,0.07675975053231585,1,0.14232851549600636
windows xp;new zealand;bird of prey;eagle;white-tailed eagle,windows xp,white-tailed eagle,4,4,1,0,1,2,0,2,4,"[0.022582839742014776, 0.015818996914257172, 0.1702992677201177, 0.49531804844754057]","[0.006024073405524968, 0.023369391181469783, 0.22002405360528676, 0.49531804844754057, 0.999999999999999]","[False, True, True]","[True, True, True, True]",False,True,4.0,-125.0,129.81782106731984,-313.0,-160.75,-76.0,-40.25,-35.0,3.0,92.66666666666669,100.30121302024884,7.0,37.5,68.0,135.5,203.0,0,0,0,0,0.09739873054059485,0,0.09049136063837733,0,0.07160328592061163,0,0.14222762898654795
amazon parrot;animal;scientific classification;plant,amazon parrot,drosera anglica,3,4,0,0,0,1,2,1,1,"[0.011994572112496533, 0.09344601112787057, 0.19890954484508205]","[0.009090411952400727, 0.14194406784531838, 0.19890954484508205, 1.0000000000000018]","[True, True]","[True, True, True]",True,True,3.0,-417.0,182.64993840677857,-546.0,-521.5,-497.0,-352.5,-208.0,2.0,144.5,273.6503243191939,-49.0,47.75,144.5,241.25,338.0,0,1,0,0,0.11636578903102401,1,0.11465704833126421,0,0.13162043942128193,1,0.4150089535020089
literature;china;people's republic of china;republic of china,literature,giant panda,3,4,0,1,0,1,1,1,4,"[0.05325041814307642, 0.6813834030398858, 0.44870263444034536]","[0.02033963551303121, 0.5434611911063396, 0.44870263444034536, 1.0000000000000004]","[True, False]","[True, False, True]",False,False,3.0,-357.3333333333333,188.98765391774495,-538.0,-455.5,-373.0,-267.0,-161.0,2.0,188.5,33.23401871576773,165.0,176.75,188.5,200.25,212.0,0,0,0,0,0.11446845174262882,0,0.1493094001319882,0,0.12695028330121844,0,0.4123170521326718
ichthyosaur;germany;italy;italian renaissance;renaissance music,ichthyosaur,renaissance music,4,4,1,1,0,0,2,2,2,"[0.026195043067127197, 0.23996860190477037, 0.29230022741589323, 0.3406954795138968]","[0.014575793258267593, 0.05072128790471503, 0.06393657786328466, 0.3406954795138968, 1.0000000000000009]","[True, True, True]","[True, True, True, True]",True,True,4.0,-409.0,382.94908277733214,-763.0,-728.5,-406.5,-87.0,-60.0,3.0,234.33333333333337,334.9004827308156,36.0,41.0,46.0,333.5,621.0,0,0,0,0,0.0767628678064678,0,0.039275847997352106,0,0.0643651781645756,1,0.08243650063992435
samarium;france;united states;minnesota;boundary waters canoe area wilderness,samarium,boundary waters canoe area wilderness,4,4,1,2,1,1,1,0,4,"[0.02087984127112776, 0.25885041069879217, 0.15573618963360564, 0.18731549935082467]","[0.004152684803415403, 0.03366317017338277, 0.06069558370391258, 0.18731549935082467, 1.0000000000000013]","[True, False, True]","[True, True, True, True]",False,True,4.0,-754.75,699.7063074366749,-1634.0,-1140.5,-662.0,-276.25,-61.0,3.0,305.0,972.124991963482,-658.0,-185.5,287.0,786.5,1286.0,0,0,0,0,0.06838909993293571,0,0.04523724729126947,0,0.07819527325315596,0,0.0827147049300575
feldspar;german language;bible;jesus;sermon on the mount,feldspar,sermon on the mount,4,4,1,1,1,0,3,0,3,"[0.014686412977608398, 0.07129589782090757, 0.15460387135451195, 0.371471539227528]","[0.004689789165070178, 0.028754853944830253, 0.1002354155964964, 0.371471539227528, 1.0]","[True, True, True]","[True, True, True, True]",True,True,4.0,-165.25,80.75632070205609,-237.0,-227.25,-179.5,-117.5,-65.0,3.0,57.333333333333336,39.55165398985652,13.0,41.5,70.0,79.5,89.0,0,1,0,0,0.09917678949882561,1,0.0923546996140174,0,0.07755483396413178,1,0.15957421496192525
rhode island;industrial revolution;fossil fuel;electricity;electric charge,rhode island,electric charge,4,4,1,0,1,3,0,1,4,"[0.045923318320736005, 0.12549090822691353, 0.0983069998879692, 0.6038136966166836]","[0.009440388018206127, 0.02441747326651587, 0.020798686756373502, 0.6038136966166836, 0.9999999999999998]","[True, False, True]","[True, False, True, True]",False,False,4.0,-95.25,16.214705259938174,-117.0,-100.5,-93.0,-87.75,-78.0,3.0,5.666666666666667,32.53203549323856,-26.0,-11.0,4.0,21.5,39.0,0,0,0,0,0.10325240725063059,0,0.0952733122150036,0,0.0764477246981139,0,0.15964085811546877
trapdoor spider;united states;moon;solar system;jupiter;great red spot,trapdoor spider,great red spot,5,4,1,0,1,3,1,1,4,"[0.037099481613965764, 0.059399143662697676, 0.19708901460874667, 0.35563482057975354, 0.515633735711786]","[0.007841527619503021, 0.033995844288309686, 0.0619635987169717, 0.1456821315394134, 0.515633735711786, 0.9999999999999993]","[True, True, True, True]","[True, True, True, True, True]",True,True,5.0,-459.4,628.6706609982687,-1555.0,-425.0,-145.0,-115.0,-57.0,4.0,374.5,515.9337812807635,30.0,51.0,169.0,492.5,1130.0,0,0,0,0,0.06453410327870024,0,0.10836999299033216,0,0.10967632754319542,1,0.03838746198955712
investment banking;united states;mining;gold;periodic table;promethium,investment banking,promethium,5,4,1,1,0,1,4,0,4,"[0.04907067516718685, 0.08097582319077756, 0.09482731712765269, 0.0727038832772697, 0.15545872398404487]","[0.007655758611222365, 0.024873369392777133, 0.010482038612406751, 0.05365988713152271, 0.15545872398404487, 0.9999999999999994]","[True, True, False, True]","[True, False, True, True, True]",False,False,5.0,-494.8,599.2108977647185,-1555.0,-376.0,-210.0,-193.0,-140.0,4.0,353.75,553.816681462979,17.0,44.0,109.5,419.25,1179.0,0,1,0,0,0.06525247876071157,1,0.10987752863505325,0,0.13191590617924803,0,0.03836615634937325
mount pinatubo;philippines;english language;england;london,mount pinatubo,london sewerage system,4,4,0,1,2,0,1,1,3,"[0.08223098897919318, 0.09361774739325704, 0.24744514090634143, 0.2820032973974934]","[0.03132541591196632, 0.08393352575225344, 0.05532968276690492, 0.2820032973974934, 1.000000000000002]","[True, True, True]","[True, False, True, True]",True,False,4.0,-618.25,290.1532640979017,-867.0,-784.5,-700.5,-534.25,-205.0,3.0,-184.0,276.570063455899,-439.0,-331.0,-223.0,-56.5,110.0,0,0,0,0,0.11710058583244211,0,0.10408360162114887,0,0.1591109635529672,1,0.1998224946970954
charles etienne brasseur de bourbourg;france;french language;canada;17th century,charles etienne brasseur de bourbourg,isaac brock,4,4,0,0,2,1,1,1,2,"[0.05908635158040621, 0.30480994070258877, 0.21410263068702215, 0.06851681409956994]","[0.024509815992320678, 0.1309369671330952, 0.07772880992131624, 0.06851681409956994, 1.0000000000000013]","[True, False, False]","[True, False, False, True]",False,False,4.0,-554.0,340.3596137420929,-977.0,-734.75,-525.5,-344.75,-188.0,3.0,263.0,453.92620545634946,-257.0,104.5,466.0,523.0,580.0,0,0,0,0,0.0769800412992471,0,0.14041461651816994,0,0.09358188608271253,0,0.20122024437826191
barbary macaque;animal;bird;turkey (bird);domesticated turkey,barbary macaque,domesticated turkey,4,4,1,2,1,1,1,0,1,"[0.0248469405723685, 0.06409316059672879, 0.11547248140031423, 0.639582778116544]","[0.015127350890858964, 0.028378431492076635, 0.06087410827947053, 0.639582778116544, 0.999999999999997]","[True, True, True]","[True, True, True, True]",True,True,4.0,-211.75,223.94102646306985,-506.0,-324.5,-163.0,-50.25,-15.0,3.0,163.66666666666666,102.9967637032025,47.0,124.5,202.0,222.0,242.0,0,0,0,0,0.08966861857249385,0,0.09804401490314701,0,0.06740104299441257,1,0.14285271226638935
caspian sea;europe;scotland;dundee;dundee united f.c.,caspian sea,dundee united f.c.,4,4,1,1,0,0,3,1,4,"[0.1312598027004984, 0.12285956168864443, 0.225722129086941, 0.4993562942865551]","[0.007714979917459787, 0.05574075530771581, 0.4966470422029928, 0.4993562942865551, 1.0000000000000016]","[False, True, True]","[True, True, True, True]",False,True,4.0,-405.75,409.9328196993584,-948.0,-608.25,-311.0,-108.5,-53.0,3.0,298.3333333333333,198.8726560725062,74.0,221.0,368.0,410.5,453.0,0,1,0,0,0.07667775304167804,1,0.11845269977009898,0,0.07168880342234896,0,0.14286999132816677
citizenship;united kingdom;british monarchy;ireland,citizenship,color blindness,3,4,0,1,3,0,0,0,3,"[0.09616402411650031, 0.4382186014161955, 0.20987989371149493]","[0.060729048701885495, 0.38426752940300796, 0.20987989371149493, 1.0000000000000009]","[True, False]","[True, False, True]",False,False,3.0,-551.6666666666666,395.7831898064056,-994.0,-712.0,-430.0,-330.5,-231.0,2.0,282.0,680.2367235014588,-199.0,41.5,282.0,522.5,763.0,0,0,0,0,0.10820191561714775,0,0.1636287522885233,0,0.12136447847607458,0,0.4348264049186704
triathlon;france;european union;europe,triathlon,magpie,3,4,0,2,0,0,2,0,3,"[0.04204763301671893, 0.28587086995307237, 0.2874028541241009]","[0.020182985691199265, 0.2709374976358186, 0.2874028541241009, 1.0000000000000004]","[True, True]","[True, True, True]",True,True,3.0,-786.0,397.26439558561,-1064.0,-1013.5,-963.0,-647.0,-331.0,2.0,-50.5,965.2007563196372,-733.0,-391.75,-50.5,290.75,632.0,1,1,0,1,0.12595898155223545,1,0.0771505604296584,0,0.16319150685511183,1,0.43189521173804785
roman villa;africa;rainforest;insect;bee,roman villa,bee,4,4,1,2,1,2,0,0,1,"[0.03125066249489895, 0.04902896481731065, 0.06171736242918702, 0.13909786942096755]","[0.005377792142421313, 0.01695217357391567, 0.02807833874452355, 0.13909786942096755, 1.0000000000000016]","[True, True, True]","[True, True, True, True]",True,True,4.0,-232.25,185.97378847568817,-483.0,-312.0,-194.5,-114.75,-57.0,3.0,142.0,77.6595132614157,77.0,99.0,121.0,174.5,228.0,0,0,0,0,0.09406550590902198,0,0.09924171747916637,0,0.08168713085013066,1,0.15236550352077205
trade union;corporation;employment;slavery;sugar,trade union,super mario 64,4,4,0,0,1,1,2,1,0,"[0.07765346492768296, 0.0816178331533308, 0.06548457506031655, 0.044956237074072224]","[0.029413158947711692, 0.012620793071380802, 0.013839047464340578, 0.044956237074072224, 1.0000000000000042]","[True, False, False]","[False, True, True, True]",False,False,4.0,-110.25,57.64474535173754,-180.0,-143.25,-106.5,-73.5,-48.0,3.0,-44.0,8.660254037844387,-49.0,-49.0,-49.0,-41.5,-34.0,0,0,0,0,0.10648881553535695,0,0.09429424139188651,0,0.07430058148572198,0,0.1523634025030229
hurricane epsilon (2005);international space station;europe;scotland;ireland,hurricane epsilon (2005),humus,4,4,0,1,4,0,0,0,3,"[0.014401568669896293, 0.03171923424025874, 0.12285956168864443, 0.15760025830633892]","[0.012334037538050839, 0.01914159337805587, 0.17206312114935826, 0.15760025830633892, 1.0000000000000009]","[True, True, True]","[True, True, False, True]",True,False,4.0,-479.75,373.45180411935354,-953.0,-609.5,-462.0,-332.25,-42.0,3.0,-129.0,705.0241130628086,-911.0,-422.5,66.0,262.0,458.0,0,0,0,0,0.10944903138604206,0,0.09902343893263323,0,0.09254288691251436,1,0.1740103889956806
ascariasis;human;science;mathematics;probability theory,ascariasis,probability theory,4,4,1,0,2,2,0,1,2,"[0.037648334073994566, 0.17746020337699847, 0.34598846753432894, 0.11149539919095006]","[0.0035146977300188047, 0.04219401104890838, 0.04455328628811607, 0.11149539919095006, 1.0000000000000018]","[True, True, False]","[True, True, True, True]",False,True,4.0,-177.0,83.04617189652191,-270.0,-209.25,-185.0,-152.75,-68.0,3.0,37.666666666666664,111.50485789118488,-89.0,-4.0,81.0,101.0,121.0,0,0,0,0,0.10288007350187846,0,0.10060062709805558,0,0.08282911158512724,0,0.17438184802468532
toy story;united kingdom;roman britain;roman empire,toy story,agamemnon,3,4,0,0,1,1,1,1,3,"[0.02268811081847446, 0.19823078157023094, 0.3842635421407951]","[0.01178562891960243, 0.09097169461143907, 0.3842635421407951, 1.0000000000000016]","[True, True]","[True, True, True]",True,True,3.0,-482.3333333333333,430.8948054146549,-978.0,-625.0,-272.0,-234.5,-197.0,2.0,353.0,605.2834046956847,-75.0,139.0,353.0,567.0,781.0,0,0,0,0,0.10595900098784548,0,0.2045100382123883,0,0.11092221771725302,1,0.44141542269153466
jazz;europe;germany;frankfurt,jazz,borage,3,4,0,0,2,0,0,2,4,"[0.021131443494509093, 0.28022349835787147, 0.2402941661721988]","[0.01103390837024431, 0.05883006571315245, 0.2402941661721988, 0.9999999999999991]","[True, False]","[True, True, True]",False,True,3.0,-687.0,419.26006249105103,-957.0,-928.5,-900.0,-552.0,-204.0,2.0,376.5,451.8412331782039,57.0,216.75,376.5,536.25,696.0,0,0,1,0,0.10304555025349675,0,0.07972811669218297,1,0.16554994554603297,0,0.4394082176235592
scooby-doo;united states;tennis;davis cup;fed cup,scooby-doo,fed cup,4,4,1,1,2,1,0,1,3,"[0.013282293816631352, 0.0678095667051858, 0.1082553830009928, 0.7318944327123712]","[0.006215410362838237, 0.3234023927681969, 0.08210912099148977, 0.7318944327123712, 0.9999999999999993]","[True, True, True]","[True, False, True, True]",True,False,4.0,-509.75,716.6372280775446,-1561.0,-668.5,-212.5,-53.75,-53.0,3.0,502.3333333333333,616.5260199969936,-1.0,158.5,318.0,754.0,1190.0,0,0,0,0,0.06965116277904967,0,0.09578152307203155,0,0.08450808027061583,1,0.09947399357258775
6-2-0;united states;computer;microsoft windows;windows vista,6-2-0,windows vista,4,4,1,0,2,2,0,1,3,"[0.04212204293550812, 0.036229024125313446, 0.10992155644157027, 0.7302788218385103]","[0.00777172352078423, 0.031969274022838626, 0.1316915023851165, 0.7302788218385103, 0.9999999999999989]","[False, True, True]","[True, True, True, True]",False,True,4.0,-505.25,715.8521146158612,-1552.0,-672.25,-228.0,-61.0,-13.0,3.0,513.0,583.8330240745208,64.0,183.0,302.0,737.5,1173.0,0,0,0,0,0.07261330945407866,0,0.08686207153915125,0,0.08767296206286644,0,0.09929259575417602
meteorology;galileo galilei;mathematics;differential equation;ordinary differential equation,meteorology,ordinary differential equation,4,4,1,1,1,1,1,1,3,"[0.08471626707117944, 0.0890438820683831, 0.13951763134588052, 0.3715050118282667]","[0.024418426102687265, 0.008643046528703971, 0.059707385810848085, 0.3715050118282667, 1.0000000000000002]","[True, True, True]","[False, True, True, True]",True,False,4.0,-88.75,77.38378383098102,-197.0,-108.5,-72.0,-52.25,-14.0,3.0,17.0,131.73078607523755,-132.0,-33.5,65.0,91.5,118.0,0,0,0,0,0.10361248576834799,0,0.09095003711284458,0,0.06839276871573041,1,0.15404774494526502
cat's eye nebula;binary star;star;universe;earth,cat's eye nebula,star trek  deep space nine,4,4,0,0,1,1,2,1,2,"[0.1573467468363697, 0.48442581139079555, 0.11572820235270086, 0.0734355421366293]","[0.06308351702699105, 0.07488385408938075, 0.1760528459494877, 0.0734355421366293, 0.9999999999999999]","[True, False, False]","[True, True, False, True]",False,False,4.0,-141.25,107.1272607696099,-287.0,-167.75,-124.5,-98.0,-29.0,3.0,-86.0,76.1774244773345,-159.0,-125.5,-92.0,-49.5,-7.0,0,0,0,0,0.11214077331314481,0,0.09616266473054708,0,0.07943364179092051,0,0.15440325785821155
stratford-upon-avon;aluminium;transport;petroleum;oil reservoir,stratford-upon-avon,oil reservoir,4,4,1,1,2,0,2,0,2,"[0.015461843221204072, 0.04136989285642863, 0.09816162235134045, 0.41578893325752025]","[0.0032043274032798356, 0.01785992674711207, 0.03626700530126631, 0.41578893325752025, 0.9999999999999994]","[True, True, True]","[True, True, True, True]",True,True,4.0,-131.25,50.99918299999194,-198.0,-153.75,-124.5,-102.0,-78.0,3.0,10.666666666666666,95.86622623913668,-59.0,-44.0,-29.0,45.5,120.0,0,0,0,0,0.10298603883316872,0,0.08529821819458691,0,0.0788690111418389,1,0.14949686253476838
functional programming;calculus;ancient greece;parthenon;mosque,functional programming,palladian architecture,4,4,0,1,2,0,0,2,3,"[0.09811052408652778, 0.02041714897647918, 0.20749784400248278, 0.03655419338360529]","[0.008962477235272853, 0.007090598357370233, 0.0266233013597267, 0.03655419338360529, 0.9999999999999979]","[False, True, False]","[False, True, True, True]",False,False,4.0,-94.75,68.16340660501058,-190.0,-109.0,-80.5,-66.25,-28.0,3.0,-18.0,137.11673858431726,-162.0,-82.5,-3.0,54.0,111.0,0,0,0,0,0.10594541183666263,0,0.08637253910289365,0,0.0717529160279904,0,0.14946517700952233
danske statsbaner;scotland;religion;roman catholic church;catholic social teaching,danske statsbaner,catholic social teaching,4,4,1,1,1,2,0,1,3,"[0.022396625335735484, 0.04057448860781089, 0.1443282412328175, 0.34345845242633144]","[0.009916220160276821, 0.0384774102734636, 0.08952140196109779, 0.34345845242633144, 1.000000000000001]","[True, True, True]","[True, True, True, True]",True,True,4.0,-242.75,127.66459963513768,-344.0,-305.75,-285.5,-222.5,-56.0,3.0,96.0,128.6506898543494,-15.0,25.5,66.0,151.5,237.0,0,0,0,0,0.10436401125435324,0,0.08188575117560276,0,0.09784655813602328,1,0.17264515648549003
metric expansion of space;science;chemistry;water;drinking water,metric expansion of space,absinthe,4,4,0,1,0,1,2,1,4,"[0.06317159390279366, 0.12308299063279333, 0.10212257118317485, 0.5862894282490552]","[0.014279588284969105, 0.026988674226100063, 0.03534834165338547, 0.5862894282490552, 0.9999999999999987]","[True, False, True]","[True, True, True, True]",False,True,4.0,-165.25,50.93378053904893,-238.0,-173.5,-152.0,-143.75,-119.0,3.0,0.0,106.40958603434186,-119.0,-43.0,33.0,59.5,86.0,0,0,0,0,0.10148594816966054,0,0.10969626755739349,0,0.08250287620924701,0,0.17252895434272192
north sea oil;england;culture;art;renaissance,north sea oil,double bass,4,4,0,1,3,0,1,0,4,"[0.029130060448769472, 0.09318770266113367, 0.13665402655921385, 0.15506850692640076]","[0.010736653596398677, 0.07515692712180776, 0.09399248370633935, 0.15506850692640076, 0.9999999999999997]","[True, True, True]","[True, True, True, True]",True,True,4.0,-348.5,287.64503588045227,-775.0,-394.0,-226.0,-180.5,-167.0,3.0,196.66666666666663,276.0024154483677,-18.0,41.0,100.0,304.0,508.0,0,0,0,0,0.0880441887599803,0,0.11591505506079494,0,0.10010420925472167,1,0.15317971369735386
adenosine triphosphate;dna;computer science;mathematics;probability theory,adenosine triphosphate,probability theory,4,4,1,0,1,3,1,0,2,"[0.06560791765020797, 0.04313991137489614, 0.22923957168989784, 0.11149539919095006]","[0.011167717503071363, 0.020801701179871106, 0.06185363873014783, 0.11149539919095006, 1.0000000000000018]","[False, True, False]","[True, True, True, True]",False,True,4.0,-103.5,46.2349074473678,-166.0,-124.75,-90.0,-68.75,-68.0,3.0,14.333333333333334,100.4008632101006,-97.0,-27.5,42.0,70.0,98.0,0,0,0,0,0.10020786768621723,0,0.09324831796307205,0,0.07048493619492839,0,0.15318508686191123
utilitarianism;slavery;africa;chad,utilitarianism,chadian-sudanese conflict,3,4,0,0,1,1,1,1,3,"[0.03933043622029829, 0.1491011291793689, 0.2369973014973681]","[0.006808386620008903, 0.02922684000856511, 0.2369973014973681, 1.0000000000000002]","[True, True]","[True, True, True]",True,True,3.0,-325.3333333333333,230.9855695348377,-577.0,-426.5,-276.0,-199.5,-123.0,2.0,-76.5,533.8656197958434,-454.0,-265.25,-76.5,112.25,301.0,0,0,0,0,0.13545755685195707,0,0.11585378507814376,0,0.09587516964982606,1,0.3659490717328533
zachary taylor;california;earthquake;tsunami,zachary taylor,hurricane philippe (2005),3,4,0,1,0,0,2,1,2,"[0.05220829900409565, 0.03114574386520834, 0.1661689950465756]","[0.009100741220093585, 0.04803722940061631, 0.1661689950465756, 1.000000000000001]","[False, True]","[True, True, True]",False,True,3.0,-150.33333333333334,105.9827029912586,-267.0,-195.5,-124.0,-92.0,-60.0,2.0,103.5,55.86143571373726,64.0,83.75,103.5,123.25,143.0,0,1,0,0,0.12438361644001834,1,0.12693897374725557,0,0.09362841670796845,0,0.3660861573561071
cat;norse mythology;europe;ukraine;kiev;andriyivskyy descent,cat,andriyivskyy descent,5,4,1,1,0,1,1,3,4,"[0.015365409473964212, 0.05021652240299643, 0.18198021916537893, 0.34088324901062345, 0.3557356425716718]","[0.007198632265337546, 0.01669953420376382, 0.037559946516289744, 0.14726397462503144, 0.3557356425716718, 1.000000000000002]","[True, True, True, True]","[True, True, True, True, True]",True,True,5.0,-295.4,385.8053913568342,-954.0,-328.0,-92.0,-62.0,-41.0,4.0,5.25,644.3929313702937,-892.0,-184.75,143.5,333.5,626.0,0,0,1,0,0.07238468014412859,0,0.08957290262525601,1,0.04600579619580901,1,0.03861771630079213
malcolm ii of scotland;mediterranean sea;malta;world war ii;franklin d. roosevelt;republic of china,malcolm ii of scotland,dixie mission,5,4,0,2,0,0,0,4,5,"[0.009108902738156573, 0.10149174539467662, 0.059076377332795235, 0.21206590498865024, 0.0949682129161987]","[0.007105169919152805, 0.018940748970356622, 0.05437234439852895, 0.1615080939681626, 0.0949682129161987, 1.0000000000000004]","[True, False, True, False]","[True, True, True, False, True]",False,False,5.0,-293.2,277.5206298637995,-788.0,-203.0,-177.0,-152.0,-146.0,4.0,14.25,510.0871657537236,-636.0,-135.75,41.0,191.0,611.0,0,0,1,0,0.0724098019984279,0,0.0798968688468483,1,0.06641290360915392,0,0.03861284629796531
dover;20th century;television;computer and video games;nintendo entertainment system,dover,nintendo entertainment system,4,4,1,1,0,1,1,2,3,"[0.029261092926915297, 0.06251758839795678, 0.11446647183581617, 0.3095694927751863]","[0.005571493759189735, 0.018402337156043776, 0.06068649594525925, 0.3095694927751863, 0.9999999999999968]","[True, True, True]","[True, True, True, True]",True,True,4.0,-165.25,145.31890218871504,-327.0,-268.5,-148.0,-44.75,-38.0,3.0,93.33333333333331,110.79861611650811,-9.0,34.5,78.0,144.5,211.0,0,0,0,0,0.0925969497924508,0,0.07727817981859143,0,0.06604666832096442,1,0.12944740549974554
paul of tarsus;greece;united states;vietnam war;nobel peace prize,paul of tarsus,watchmen,4,4,0,2,1,0,2,0,4,"[0.05550941450626232, 0.1717629685378709, 0.15855745100749694, 0.08997292871057574]","[0.033033992663703216, 0.0563998852335487, 0.11528476478306224, 0.08997292871057574, 1.0]","[True, False, False]","[True, True, False, True]",False,False,4.0,-592.25,725.0854547339001,-1663.0,-701.5,-317.5,-208.25,-71.0,3.0,61.0,1362.6705397857547,-1409.0,-549.5,310.0,796.0,1282.0,0,0,0,0,0.08361109048403094,0,0.11736340575271562,0,0.07168352976635665,0,0.1296135031924086
bissau;capital;politics;communism,bissau,linear algebra,3,4,0,0,1,0,3,0,4,"[0.06979173190240419, 0.09802845633151618, 0.17343484754201052]","[0.006233454972770297, 0.04698113412184668, 0.17343484754201052, 1.0000000000000002]","[True, True]","[True, True, True]",True,True,3.0,-189.33333333333337,38.10949138119444,-229.0,-207.5,-186.0,-169.5,-153.0,2.0,-21.5,77.07463914933368,-76.0,-48.75,-21.5,5.75,33.0,0,1,0,0,0.12914460616745316,1,0.13743482522162737,0,0.10541909008233356,1,0.3838739132382985
silicon;periodic table;list of elements by name;hydrogen,silicon,lake albert,3,4,0,1,0,0,1,2,2,"[0.0628091792560809, 0.34389940827765375, 0.0771914480436601]","[0.05897494957845754, 0.17022968363641197, 0.0771914480436601, 1.0000000000000002]","[True, False]","[True, False, True]",False,False,3.0,-225.0,64.8613906727261,-272.0,-262.0,-252.0,-201.5,-151.0,2.0,-60.5,57.27564927611035,-101.0,-80.75,-60.5,-40.25,-20.0,0,0,1,0,0.131873121921268,0,0.13230213248148673,1,0.11066437090147203,0,0.38400937361081167
gliding;mathematics;computer science;programming language,gliding,imperative programming,3,4,0,1,0,0,1,2,1,"[0.01774733546372643, 0.22923957168989784, 0.2683700335383783]","[0.014499562220378863, 0.05361617556389064, 0.2683700335383783, 1.0000000000000013]","[True, True]","[True, True, True]",True,True,3.0,-101.0,70.0,-171.0,-136.0,-101.0,-66.0,-31.0,2.0,70.0,0.0,70.0,70.0,70.0,70.0,70.0,0,0,1,0,0.12761497131553398,0,0.11463164901684937,1,0.08972104394437246,1,0.35299511131388595
andromeda galaxy;hubble space telescope;united states congress;puerto rico,andromeda galaxy,hurricane georges,3,4,0,0,1,1,1,1,2,"[0.0987588272534013, 0.029846290524764955, 0.09034592379631994]","[0.009616808837342887, 0.011879664047137778, 0.09034592379631994, 0.9999999999999979]","[False, True]","[True, True, True]",False,True,3.0,-95.33333333333331,32.129944496269104,-120.0,-113.5,-107.0,-83.0,-59.0,2.0,-30.5,24.748737341529164,-48.0,-39.25,-30.5,-21.75,-13.0,0,0,0,0,0.13364642485171924,0,0.11389706530330172,0,0.09095811703020605,0,0.3529540788932255
gold;chile;agriculture;horse;pony,gold,pony,4,4,1,1,0,2,2,0,2,"[0.03967161726473013, 0.049928777758312934, 0.08178121981643148, 0.287651651396113]","[0.007801998474224618, 0.007925712757427598, 0.016789655466354015, 0.287651651396113, 0.9999999999999989]","[True, True, True]","[True, True, True, True]",True,True,4.0,-173.0,108.75967389922914,-311.0,-231.5,-157.5,-99.0,-66.0,3.0,46.333333333333336,153.51330018383857,-106.0,-31.0,44.0,122.5,201.0,0,0,0,0,0.09770391563932324,0,0.0850706954655411,0,0.07451485569054779,1,0.1442003705295982
dam;beaver;mammal;bat;vampire bat,dam,vampire bat,4,4,1,1,2,0,2,0,0,"[0.2611987200974264, 0.04083757966595164, 0.1273708165383503, 0.5524965115878796]","[0.008010965847958955, 0.017388128561434138, 0.07532327705162259, 0.5524965115878796, 0.999999999999999]","[False, True, True]","[True, True, True, True]",False,True,4.0,-90.75,93.18932342280418,-229.0,-105.25,-50.5,-36.0,-33.0,3.0,1.3333333333333333,180.3394946575301,-192.0,-80.5,31.0,98.0,165.0,0,0,0,0,0.10187078624161472,0,0.08944376207823265,0,0.0668337312654006,0,0.1443058663167024
gregorian chant;asteroid;carl friedrich gauss;magnetism;inductance,gregorian chant,inductance,4,4,1,1,0,0,1,3,3,"[0.011327299166246956, 0.056976596230369735, 0.08294154687384256, 0.10217814183219157]","[0.0033251687605035736, 0.008325865518861202, 0.011509211774708502, 0.10217814183219157, 1.0000000000000009]","[True, True, True]","[True, True, True, True]",True,True,4.0,-74.5,49.467160824126545,-144.0,-92.25,-60.0,-42.25,-34.0,3.0,10.0,107.89346597454362,-110.0,-34.5,41.0,70.0,99.0,0,0,1,0,0.10214877010574062,0,0.08838681752164614,1,0.0672052996519152,1,0.14912363076818733
cooperative;business;manufacturing;engineering;steam engine,cooperative,john bull (locomotive),4,4,0,1,1,2,1,0,2,"[0.08871731499789058, 0.12901511303977028, 0.17205970091445638, 0.07614455646705136]","[0.008743575999081724, 0.019375671966518397, 0.012908050744853823, 0.07614455646705136, 1.0000000000000007]","[True, True, False]","[True, False, True, True]",False,False,4.0,-66.75,20.79062288629179,-91.0,-79.0,-66.5,-54.25,-43.0,3.0,5.0,37.242448899072144,-17.0,-16.5,-16.0,16.0,48.0,0,0,0,0,0.10468851066024017,0,0.0844155726830719,0,0.07205911592191176,0,0.1489890505482394
