,path,source_article,target_article,human_path_length,shortest_path_length,is_successful,path_seq_cosine_sim,path_target_cosine_sim,path_seq_boolean,path_target_boolean,seq_strictly_increasing,target_strictly_increasing
17868,Brain;Eye;Sleep;United_States,Brain,Telephone,3,3,0,"[0.15615342602174184, 0.04617582769201945, 0.019821649029669874]","[0.02488507958871585, 0.025893331796709662, 0.019821649029669874, 0.9999999999999998]","[False, False]","[True, False, True]",False,False
3524,Color_blindness;18th_century;17th_century;William_Shakespeare,Color_blindness,William_Shakespeare,3,3,1,"[0.0045562868262045714, 0.4161134695600554, 0.0634479200750516]","[0.007933570284129329, 0.028557123533314164, 0.0634479200750516, 0.9999999999999996]","[True, False]","[True, True, True]",False,True
2914,Pyotr_Ilyich_Tchaikovsky;Switzerland;German_language;Martin_Luther,Pyotr_Ilyich_Tchaikovsky,Martin_Luther,3,3,1,"[0.016761604184936833, 0.15177309223304206, 0.07524779295737802]","[0.015961627264631746, 0.02499441273922616, 0.07524779295737802, 0.9999999999999987]","[True, False]","[True, True, True]",False,True
3148,History;English_language;Canada;Canadian_football,History,Canadian_football,3,3,1,"[0.08031405682706569, 0.12595461479919226, 0.06342629165754307]","[0.016355545583986726, 0.019508833004154503, 0.06342629165754307, 1.000000000000003]","[True, False]","[True, True, True]",False,True
2223,Reptile;New_Zealand;Christianity;Jesus,Reptile,Jesus,3,3,1,"[0.03263266412746941, 0.04756269473115893, 0.4779450275366776]","[0.010042296704022022, 0.02413320262753368, 0.4779450275366776, 0.9999999999999987]","[True, True]","[True, True, True]",True,True
3430,Sputnik_1;United_Nations;Japan;Wasabi,Sputnik_1,Wasabi,3,3,1,"[0.039886984301173635, 0.12929684270839945, 0.07395615219060697]","[0.0030912687659518665, 0.011311297850785421, 0.07395615219060697, 0.9999999999999998]","[True, False]","[True, True, True]",False,True
1923,Maseru;South_Africa;Climate;Weather,Maseru,Weather,3,3,1,"[0.07607597686334569, 0.07274049076695896, 0.23177074728887959]","[0.0044721303589498485, 0.04367139920510495, 0.23177074728887959, 0.9999999999999999]","[False, True]","[True, True, True]",False,True
1470,Flower;United_Kingdom;World_War_II;Adolf_Hitler,Flower,Adolf_Hitler,3,3,1,"[0.022739824572338866, 0.16681492776032184, 0.2660941455506817]","[0.009990954662193071, 0.05898479313221111, 0.2660941455506817, 0.9999999999999986]","[True, True]","[True, True, True]",True,True
360,Backgammon;Computer_science;Physics;Force,Backgammon,Force,3,3,1,"[0.04317672582251881, 0.1298298402342452, 0.15761993460483711]","[0.013767289952160188, 0.023342145485571675, 0.15761993460483711, 1.0000000000000007]","[True, True]","[True, True, True]",True,True
2568,Virus;Plant;Photosynthesis;Earth%27s_atmosphere,Virus,Earth's atmosphere,3,3,1,"[0.047893187949486896, 0.2866644457646204, 0.19422578853159014]","[0.016229433442146605, 0.07684484734224208, 0.19422578853159014, 0.999999999999999]","[True, False]","[True, True, True]",False,True
1453,Flower;Charles_Darwin;Nazi_Germany;Adolf_Hitler,Flower,Adolf_Hitler,3,3,1,"[0.04192949928221892, 0.019121014734755373, 0.3948841339256348]","[0.009990954662193071, 0.020192452251680298, 0.3948841339256348, 0.9999999999999986]","[False, True]","[True, True, True]",False,True
2444,The_Lion_King;United_States;President_of_the_United_States;Herbert_Hoover,The_Lion_King,Herbert_Hoover,3,3,1,"[0.027444302248325277, 0.3235514638662403, 0.17419112648203278]","[0.01039250486718598, 0.11945833737950708, 0.17419112648203278, 0.9999999999999997]","[True, False]","[True, True, True]",False,True
706,Battle_of_Alesia;France;Middle_Ages;16th_century,Battle_of_Alesia,16th_century,3,3,1,"[0.08141020753525272, 0.15428185031510044, 0.10303316594301314]","[0.06637510313059242, 0.08652120529642439, 0.10303316594301314, 1.0000000000000022]","[True, False]","[True, True, True]",False,True
2705,Nelson_Mandela;South_Africa;Biodiversity;Biology,Nelson_Mandela,Biology,3,3,1,"[0.19204783166425526, 0.08744971476696664, 0.18467444914772924]","[0.009017974264734675, 0.04025104599511545, 0.18467444914772924, 1.0000000000000007]","[False, True]","[True, True, True]",False,True
866,Bird_migration;Florida;Space_Shuttle_Columbia;Hubble_Space_Telescope,Bird_migration,Hubble_Space_Telescope,3,3,1,"[0.05403774331725909, 0.04225013772379609, 0.21766931874938278]","[0.017149605850716988, 0.02453047162177472, 0.21766931874938278, 0.9999999999999977]","[False, True]","[True, True, True]",False,True
1613,God;Judaism;Germany;Adolf_Hitler,God,Adolf_Hitler,3,3,1,"[0.1790683456806997, 0.05603365547618582, 0.18728362205446583]","[0.01603383016455556, 0.048771058067841995, 0.18728362205446583, 0.9999999999999986]","[False, True]","[True, True, True]",False,True
1326,Egypt;Middle_East;India;Goa,Egypt,Goa,3,3,1,"[0.18706310754734526, 0.12579311173963428, 0.14191933274159438]","[0.027776905588099185, 0.028143551264886192, 0.14191933274159438, 0.9999999999999962]","[False, True]","[True, True, True]",False,True
1509,Force;Bicycle;19th_century;Florence_Nightingale,Force,Florence_Nightingale,3,3,1,"[0.03594242946914824, 0.031323477436778185, 0.058329841723959226]","[0.010478842638533872, 0.01298673908918395, 0.058329841723959226, 1.0000000000000036]","[False, True]","[True, True, True]",False,True
968,Carl_Friedrich_Gauss;United_States;Pacific_Ocean;Tuna,Carl_Friedrich_Gauss,Tuna,3,3,1,"[0.031748143326571346, 0.2503113455256296, 0.045869964065728804]","[0.0030202002500027097, 0.02605812980052331, 0.045869964065728804, 1.000000000000002]","[True, False]","[True, True, True]",False,True
3004,Coconut;Pakistan;Afghanistan;Osama_bin_Laden,Coconut,Osama_bin_Laden,3,3,1,"[0.019657100572617207, 0.18433490537157052, 0.1033266056280422]","[0.00455569992117744, 0.05587261511099075, 0.1033266056280422, 0.9999999999999974]","[True, False]","[True, True, True]",False,True
3291,Switzerland;European_Union;United_Kingdom;Liverpool_F.C.,Switzerland,Liverpool_F.C.,3,3,1,"[0.18243551440299244, 0.1890352051979586, 0.12147730680112735]","[0.025442377597031596, 0.047306569107810344, 0.12147730680112735, 1.0000000000000013]","[True, False]","[True, True, True]",False,True
1625,God;United_States;Mexico;Aztec,God,Aztec,3,3,1,"[0.04465285657627588, 0.30149003094917387, 0.23364059901234052]","[0.03424666451719982, 0.0827582651326851, 0.23364059901234052, 1.0000000000000038]","[True, False]","[True, True, True]",False,True
437,Batman;Chemistry;Physics;Albert_Einstein,Batman,Albert_Einstein,3,3,1,"[0.009190633617316353, 0.24569986520417542, 0.2753056235410543]","[0.010724594570339129, 0.06104034582141847, 0.2753056235410543, 1.0]","[True, True]","[True, True, True]",True,True
2228,Reptile;New_Zealand;Christianity;Jesus,Reptile,Jesus,3,3,1,"[0.03263266412746941, 0.04756269473115893, 0.4779450275366776]","[0.010042296704022022, 0.02413320262753368, 0.4779450275366776, 0.9999999999999987]","[True, True]","[True, True, True]",True,True
1019,Cat;Cyprus;Germany;Adolf_Hitler,Cat,Adolf_Hitler,3,3,1,"[0.016469165936501676, 0.09075099883660448, 0.18728362205446583]","[0.010104735742102798, 0.02608505748085559, 0.18728362205446583, 0.9999999999999986]","[True, True]","[True, True, True]",True,True
2891,Tower_of_London;Monarchy;New_Zealand;The_Lord_of_the_Rings_film_trilogy,Tower_of_London,The_Lord_of_the_Rings_film_trilogy,3,3,1,"[0.036258068437651614, 0.09387631458625663, 0.08644145943494075]","[0.03171490572672746, 0.036123883223356926, 0.08644145943494075, 0.9999999999999991]","[True, False]","[True, True, True]",False,True
2301,Shark;Australia;Football_%28soccer%29;FIFA,Shark,FIFA,3,3,1,"[0.026028453889353837, 0.05922097691944639, 0.4574136506081636]","[0.006946019416707243, 0.07197056906381279, 0.4574136506081636, 0.9999999999999989]","[True, True]","[True, True, True]",True,True
3164,Tree;Mexico;United_States;Elvis_Presley,Tree,Elvis_Presley,3,3,1,"[0.02664674938425786, 0.30149003094917387, 0.0755174780946115]","[0.007826944836162041, 0.02712574070525182, 0.0755174780946115, 0.9999999999999993]","[True, False]","[True, True, True]",False,True
1210,Dodo;Oxford;20th_century;Film,Dodo,Film,3,3,1,"[0.056862313908517724, 0.027421382295529453, 0.09701294799763431]","[0.008245430016525574, 0.023468401468659677, 0.09701294799763431, 1.0000000000000016]","[False, True]","[True, True, True]",False,True
1819,Lesotho;Water;Christianity;Last_Supper,Lesotho,Last_Supper,3,3,1,"[0.045357098886816535, 0.04462389703740398, 0.34530291405632113]","[0.006890948992735538, 0.02155014287995283, 0.34530291405632113, 1.0000000000000004]","[False, True]","[True, True, True]",False,True
1617,God;Judaism;The_Holocaust;Adolf_Hitler,God,Adolf_Hitler,3,3,1,"[0.1790683456806997, 0.24770453436032328, 0.22849466618182682]","[0.01603383016455556, 0.048771058067841995, 0.22849466618182682, 0.9999999999999986]","[True, False]","[True, True, True]",False,True
2695,Pneumonia;Virus;Rabies;Cat,Pneumonia,Cat,3,3,1,"[0.09884618807050477, 0.17185909674472147, 0.05400634329835242]","[0.015524269720325262, 0.02207033878082781, 0.05400634329835242, 1.0000000000000013]","[True, False]","[True, True, True]",False,True
1822,Libreville;France;United_States;Tennis,Libreville,Tennis,3,3,1,"[0.05191119681742925, 0.25885041069879217, 0.0678095667051858]","[0.007495118084057768, 0.04576113898926313, 0.0678095667051858, 0.9999999999999988]","[True, False]","[True, True, True]",False,True
2930,Las_Palmas_de_Gran_Canaria;Atlantic_Ocean;Europe;Slovakia,Las_Palmas_de_Gran_Canaria,Slovakia,3,3,1,"[0.08876746509591948, 0.1785057150001124, 0.16433620149523995]","[0.022478583787530235, 0.02872403969985714, 0.16433620149523995, 1.0000000000000007]","[True, False]","[True, True, True]",False,True
1606,God;Judaism;Nazi_Germany;Adolf_Hitler,God,Adolf_Hitler,3,3,1,"[0.1790683456806997, 0.04702068965737606, 0.3948841339256348]","[0.01603383016455556, 0.048771058067841995, 0.3948841339256348, 0.9999999999999986]","[False, True]","[True, True, True]",False,True
592,Batman;Chemistry;Fire;Wood,Batman,Wood,3,3,1,"[0.009190633617316353, 0.09473963837137242, 0.06392694514552949]","[0.007004201505419259, 0.02728232678873572, 0.06392694514552949, 1.0000000000000022]","[True, False]","[True, True, True]",False,True
508,Batman;Scotland;World_War_II;The_Holocaust,Batman,The_Holocaust,3,3,1,"[0.00982469648640849, 0.07236103766160121, 0.26402405846628035]","[0.014819786060020167, 0.03410443555695403, 0.26402405846628035, 0.9999999999999987]","[True, True]","[True, True, True]",True,True
2742,Diamond;Russia;Mongolia;Mongol_Empire,Diamond,Mongol_Empire,3,3,1,"[0.0199035373240149, 0.17284817585228185, 0.2566909354212629]","[0.008541462178344774, 0.1024226176283004, 0.2566909354212629, 1.0000000000000018]","[True, True]","[True, True, True]",True,True
1157,Constitutional_monarchy;Japan;Natural_gas;Gas,Constitutional_monarchy,Gas,3,3,1,"[0.0877525700017714, 0.028900891956488414, 0.5982112836385631]","[0.006998336443117838, 0.013570946056941889, 0.5982112836385631, 0.9999999999999984]","[False, True]","[True, True, True]",False,True
275,AT%26T;United_States;Maize;Vegetable,AT&T,Vegetable,3,3,1,"[0.07345824801443653, 0.07546147662443474, 0.03565956222387061]","[0.004596085043146587, 0.030508085603426292, 0.03565956222387061, 0.9999999999999992]","[True, False]","[True, True, True]",False,True
3058,Coal;Oxygen;Water;Rainbow,Coal,Rainbow,3,3,1,"[0.07911098675192763, 0.1301870139539157, 0.06202071103745324]","[0.009136064497508757, 0.016256731918285805, 0.06202071103745324, 1.0000000000000004]","[True, False]","[True, True, True]",False,True
439,Batman;Chemistry;Physics;Albert_Einstein,Batman,Albert_Einstein,3,3,1,"[0.009190633617316353, 0.24569986520417542, 0.2753056235410543]","[0.010724594570339129, 0.06104034582141847, 0.2753056235410543, 1.0]","[True, True]","[True, True, True]",True,True
966,Carbon_dioxide;Animal;Bird;Chicken,Carbon_dioxide,Chicken,3,3,1,"[0.056066696135778554, 0.06409316059672879, 0.15136749047890252]","[0.01247741372045894, 0.036789680427523494, 0.15136749047890252, 1.0000000000000027]","[True, True]","[True, True, True]",True,True
197,Apollo;Athens;Edinburgh;Glasgow,Apollo,Glasgow,3,3,1,"[0.018698916412900973, 0.08271284203441001, 0.15829120527837418]","[0.009045504863683003, 0.0748122621525913, 0.15829120527837418, 0.9999999999999996]","[True, True]","[True, True, True]",True,True
1734,Italy;Volcano;Sun;Heat,Italy,Heat,3,3,1,"[0.04325341673695075, 0.10736574260108218, 0.16756055696882682]","[0.02080814812234072, 0.055738578192345074, 0.16756055696882682, 0.9999999999999986]","[True, True]","[True, True, True]",True,True
625,Batman;Chemistry;Physics;Big_Bang,Batman,Big_Bang,3,3,1,"[0.009190633617316353, 0.24569986520417542, 0.24014278636760888]","[0.013246490798420352, 0.06377326905757043, 0.24014278636760888, 1.0000000000000004]","[True, False]","[True, True, True]",False,True
1953,Metal;Iron;Russia;Mongolia,Metal,Mongolia,3,3,1,"[0.1523625146962425, 0.02860673206399765, 0.17284817585228185]","[0.01176231570484591, 0.01791249226501941, 0.17284817585228185, 1.000000000000002]","[False, True]","[True, True, True]",False,True
2468,Timeline_of_discovery_of_solar_system_planets_and_their_natural_satellites;Earth;Human;Emotion,Timeline_of_discovery_of_solar_system_planets_and_their_natural_satellites,Emotion,3,3,1,"[0.08815243650489873, 0.10858061701453792, 0.23114092093971417]","[0.003745078010352997, 0.023842578425993344, 0.23114092093971417, 1.000000000000003]","[True, True]","[True, True, True]",True,True
244,Art;Literature;Novel;Robinson_Crusoe,Art,Robinson_Crusoe,3,3,1,"[0.09339215040259329, 0.307836517118098, 0.2219530301554327]","[0.012687191806237636, 0.04258196073097111, 0.2219530301554327, 1.0000000000000036]","[True, False]","[True, True, True]",False,True
3313,Carl_Jung;Art;Sculpture;Sand_art_and_play,Carl_Jung,Sand_art_and_play,3,3,1,"[0.031771188252523015, 0.21621763191011878, 0.14999239650495702]","[0.006023729217208423, 0.052579222036017836, 0.14999239650495702, 0.9999999999999996]","[True, False]","[True, True, True]",False,True
2939,Malaria;Evolution;Dinosaur;Ceratopsidae,Malaria,Ceratopsidae,3,3,1,"[0.06663154098619925, 0.11237059855849926, 0.1043669168895457]","[0.0069502361655211075, 0.03243932590524342, 0.1043669168895457, 0.999999999999999]","[True, False]","[True, True, True]",False,True
56,Age_of_Enlightenment;Galileo_Galilei;Astronomy;Extrasolar_planet,Age_of_Enlightenment,Extrasolar_planet,3,3,1,"[0.05877481884354572, 0.13452768974669224, 0.31457663073873837]","[0.02644382899506718, 0.06628074023323366, 0.31457663073873837, 1.000000000000001]","[True, True]","[True, True, True]",True,True
401,Batman;Superman;Earth;Aluminium,Batman,Aluminium,3,3,1,"[0.21738126323964893, 0.0543420222839515, 0.043352479531932525]","[0.005510196880516416, 0.009128519638444077, 0.043352479531932525, 1.000000000000002]","[False, False]","[True, True, True]",False,True
256,ASCII;AT%26T;United_States;Netherlands_Antilles,ASCII,Netherlands_Antilles,3,3,1,"[0.014386591834874136, 0.07345824801443653, 0.1545114111366612]","[0.005873626935236507, 0.01826249651110601, 0.1545114111366612, 1.0000000000000009]","[True, True]","[True, True, True]",True,True
278,AT%26T;United_States;Maize;Vegetable,AT&T,Vegetable,3,3,1,"[0.07345824801443653, 0.07546147662443474, 0.03565956222387061]","[0.004596085043146587, 0.030508085603426292, 0.03565956222387061, 0.9999999999999992]","[True, False]","[True, True, True]",False,True
862,Bird_migration;Florida;Space_Shuttle_Columbia;Hubble_Space_Telescope,Bird_migration,Hubble_Space_Telescope,3,3,1,"[0.05403774331725909, 0.04225013772379609, 0.21766931874938278]","[0.017149605850716988, 0.02453047162177472, 0.21766931874938278, 0.9999999999999977]","[False, True]","[True, True, True]",False,True
409,Batman;Scotland;Religion;Jesus,Batman,Jesus,3,3,1,"[0.00982469648640849, 0.04057448860781089, 0.0938903758319137]","[0.009586278818193055, 0.020396589336171445, 0.0938903758319137, 0.9999999999999987]","[True, True]","[True, True, True]",True,True
1896,Magma;Earth;Australia;Perth%2C_Western_Australia,Magma,"Perth, Western Australia",3,3,1,"[0.09358683604060446, 0.055116865443467875, 0.21832018546442025]","[0.012870509192955522, 0.034183199270891695, 0.21832018546442025, 1.000000000000002]","[False, True]","[True, True, True]",False,True
2537,Uranium;Nuclear_weapon;India;Bangalore,Uranium,Bangalore,3,3,1,"[0.15344434515851949, 0.07551291263846148, 0.1484984802475121]","[0.008004347477940307, 0.013136392666747513, 0.1484984802475121, 0.9999999999999978]","[False, True]","[True, True, True]",False,True
3176,United_Arab_Emirates;Middle_East;Mediterranean_Sea;Sea,United_Arab_Emirates,Sea,3,3,1,"[0.19413520365588513, 0.15615055903873626, 0.5516200022210963]","[0.023066132401425198, 0.062006830521967746, 0.5516200022210963, 1.0]","[False, True]","[True, True, True]",False,True
3533,Stroke;Europe;Middle_East;United_Arab_Emirates,Stroke,United_Arab_Emirates,3,3,1,"[0.013381349767907905, 0.15794684326782435, 0.19413520365588513]","[0.007931831548537063, 0.045893878103681646, 0.19413520365588513, 1.0000000000000013]","[True, True]","[True, True, True]",True,True
1630,Great_Lakes;Invasive_species;Agriculture;Beekeeping,Great_Lakes,Beekeeping,3,3,1,"[0.06933459972870337, 0.09604417015677487, 0.05626781947255664]","[0.012908734530816575, 0.03238243904410642, 0.05626781947255664, 1.0000000000000007]","[True, False]","[True, True, True]",False,True
2115,Ottoman_Empire;England;The_Beatles;Beatles_for_Sale,Ottoman_Empire,Beatles_for_Sale,3,3,1,"[0.07124443323952523, 0.0673990386810206, 0.6924774960275929]","[0.012451244506206481, 0.034068397527072185, 0.6924774960275929, 1.0]","[False, True]","[True, True, True]",False,True
348,Automobile;Hydrogen;Periodic_table;Bromine,Automobile,Bromine,3,3,1,"[0.05841382239162215, 0.17022968363641197, 0.1598868098708834]","[0.01993495082595324, 0.08133965904714523, 0.1598868098708834, 1.000000000000003]","[True, False]","[True, True, True]",False,True
3032,Coffee;Sugar;Honey;Bear,Coffee,Bear,3,3,1,"[0.038295454236517895, 0.08903176700166808, 0.039692219281984]","[0.009404314170899604, 0.013691326765795923, 0.039692219281984, 0.9999999999999994]","[True, False]","[True, True, True]",False,True
3297,Industrial_Revolution;Agriculture;Soil;Soil_structure,Industrial_Revolution,Soil_structure,3,3,1,"[0.09712391642586465, 0.17089074151732758, 0.40722551101625454]","[0.024915022039979664, 0.06500686132748887, 0.40722551101625454, 0.9999999999999996]","[True, True]","[True, True, True]",True,True
2240,Rhodium;South_America;Africa;Tanzania,Rhodium,Tanzania,3,3,1,"[0.02581342319208746, 0.180051177407022, 0.297117985766552]","[0.011424684994419404, 0.07221596206759519, 0.297117985766552, 0.9999999999999999]","[True, True]","[True, True, True]",True,True
8,14th_century;Time;Light;Rainbow,14th_century,Rainbow,3,3,1,"[0.03148221080256591, 0.14746128033868, 0.15783064270493327]","[0.00764736982703648, 0.03486926301697003, 0.15783064270493327, 1.0000000000000004]","[True, True]","[True, True, True]",True,True
430,Batman;Chemistry;Matter;Albert_Einstein,Batman,Albert_Einstein,3,3,1,"[0.009190633617316353, 0.18154722628922404, 0.07976643571231243]","[0.010724594570339129, 0.06104034582141847, 0.07976643571231243, 1.0]","[True, False]","[True, True, True]",False,True
2469,Timeline_of_discovery_of_solar_system_planets_and_their_natural_satellites;Earth;Human;Emotion,Timeline_of_discovery_of_solar_system_planets_and_their_natural_satellites,Emotion,3,3,1,"[0.08815243650489873, 0.10858061701453792, 0.23114092093971417]","[0.003745078010352997, 0.023842578425993344, 0.23114092093971417, 1.000000000000003]","[True, True]","[True, True, True]",True,True
1809,Language;German_language;Germany;Nuclear_power,Language,Nuclear_power,3,3,1,"[0.19397731323837974, 0.37665773062062985, 0.06757509795692344]","[0.014116471737926605, 0.018699655595030618, 0.06757509795692344, 1.0]","[True, False]","[True, True, True]",False,True
3080,Tanzania;London;Charles_Dickens;A_Christmas_Carol,Tanzania,A_Christmas_Carol,3,3,1,"[0.05235276588593151, 0.07133254806850943, 0.1552340617052781]","[0.013213553670116854, 0.01790809630674225, 0.1552340617052781, 1.000000000000001]","[True, True]","[True, True, True]",True,True
3322,Cattle;North_America;Earth;Moon,Cattle,Moon,3,3,1,"[0.032894560064650184, 0.09456767540370772, 0.45421443202019496]","[0.01223076304194953, 0.02782156850714815, 0.45421443202019496, 0.9999999999999996]","[True, True]","[True, True, True]",True,True
1368,English_language;United_States;New_York_City;Grand_Central_Terminal,English_language,Grand_Central_Terminal,3,3,1,"[0.1636756083880345, 0.2995141369132943, 0.24151876503318354]","[0.03977575322505268, 0.09589485772910031, 0.24151876503318354, 0.9999999999999998]","[True, False]","[True, True, True]",False,True
3005,Coconut;Pakistan;September_11%2C_2001_attacks;Osama_bin_Laden,Coconut,Osama_bin_Laden,3,3,1,"[0.019657100572617207, 0.07863314489029603, 0.45824855994893]","[0.00455569992117744, 0.05587261511099075, 0.45824855994893, 0.9999999999999974]","[True, True]","[True, True, True]",True,True
3502,Time_zone;United_Kingdom;British_monarchy;George_VI_of_the_United_Kingdom,Time_zone,George_VI_of_the_United_Kingdom,3,3,1,"[0.07077759436663877, 0.4382186014161955, 0.3258943299934826]","[0.030762054761711347, 0.14891533194374468, 0.3258943299934826, 1.0000000000000002]","[True, False]","[True, True, True]",False,True
2276,Science;Mathematics;Pythagorean_theorem;Pythagoras,Science,Pythagoras,3,3,1,"[0.34598846753432894, 0.11132341622617042, 0.2515751326187234]","[0.053792055531185, 0.12920387633606548, 0.2515751326187234, 1.0000000000000007]","[False, True]","[True, True, True]",False,True
2215,Radar;German_language;Italy;San_Marino,Radar,San_Marino,3,3,1,"[0.019231677193713624, 0.12159345640711026, 0.2929082546679162]","[0.005684354748675316, 0.03993977273211601, 0.2929082546679162, 1.0000000000000013]","[True, True]","[True, True, True]",True,True
2746,British_Empire;Argentina;Bolivia;La_Paz,British_Empire,La_Paz,3,3,1,"[0.08219918743753879, 0.1383661213519131, 0.2240682748901304]","[0.02682454483574983, 0.07739896492791684, 0.2240682748901304, 0.9999999999999984]","[True, True]","[True, True, True]",True,True
2079,Noam_Chomsky;Human_rights;Education;Child,Noam_Chomsky,Child,3,3,1,"[0.046976399357616966, 0.058277095280828174, 0.1678822882695884]","[0.04252293684364713, 0.09733857763075442, 0.1678822882695884, 0.9999999999999992]","[True, True]","[True, True, True]",True,True
3512,Amazon_River;Biodiversity;Extinction;Dinosaur,Amazon_River,Dinosaur,3,3,1,"[0.04654695846347404, 0.4203744663872958, 0.12730386784554584]","[0.025365084823733848, 0.06614350387765093, 0.12730386784554584, 0.9999999999999966]","[True, False]","[True, True, True]",False,True
473,Batman;Scotland;World_War_II;The_Holocaust,Batman,The_Holocaust,3,3,1,"[0.00982469648640849, 0.07236103766160121, 0.26402405846628035]","[0.014819786060020167, 0.03410443555695403, 0.26402405846628035, 0.9999999999999987]","[True, True]","[True, True, True]",True,True
1561,Gaza_Strip;European_Union;United_Kingdom;The_Beatles,Gaza_Strip,The_Beatles,3,3,1,"[0.04011486124706021, 0.1890352051979586, 0.11260174569806237]","[0.013205331950983489, 0.03777689723906898, 0.11260174569806237, 0.9999999999999997]","[True, False]","[True, True, True]",False,True
872,Bird_migration;Mediterranean_Sea;France;Rhine,Bird_migration,Rhine,3,3,1,"[0.0947339830685311, 0.08170949746040922, 0.09622798905435297]","[0.029858891070988672, 0.06616489337325208, 0.09622798905435297, 1.000000000000001]","[False, True]","[True, True, True]",False,True
2295,Shark;Australia;Football_%28soccer%29;FIFA,Shark,FIFA,3,3,1,"[0.026028453889353837, 0.05922097691944639, 0.4574136506081636]","[0.006946019416707243, 0.07197056906381279, 0.4574136506081636, 0.9999999999999989]","[True, True]","[True, True, True]",True,True
1546,Fyodor_Dostoevsky;Ernest_Hemingway;United_States;George_W._Bush,Fyodor_Dostoevsky,George_W._Bush,3,3,1,"[0.04126870182635228, 0.04569622785733771, 0.1930673709043758]","[0.013770840556699243, 0.017323311708699683, 0.1930673709043758, 0.9999999999999984]","[True, True]","[True, True, True]",True,True
2442,The_Lion_King;Africa;Temperate;Weather,The_Lion_King,Weather,3,3,1,"[0.031492422217074656, 0.058615415162783964, 0.1171692281774395]","[0.014490353861749822, 0.042577939185874096, 0.1171692281774395, 0.9999999999999999]","[True, True]","[True, True, True]",True,True
2687,Bronze_Age;Great_Britain;United_Kingdom;Lake_District,Bronze_Age,Lake_District,3,3,1,"[0.05967708199740892, 0.41522464422348215, 0.10845209468109908]","[0.026373333159075692, 0.05965923998241162, 0.10845209468109908, 1.0000000000000004]","[True, False]","[True, True, True]",False,True
2961,Old_English_language;Scotland;Dundee;Tay_Rail_Bridge,Old_English_language,Tay_Rail_Bridge,3,3,1,"[0.08157742517492589, 0.225722129086941, 0.18468823099679002]","[0.011779420434625772, 0.033217718529288676, 0.18468823099679002, 1.0]","[True, False]","[True, True, True]",False,True
329,Automobile;Hydrogen;Sun;Pluto,Automobile,Pluto,3,3,1,"[0.05841382239162215, 0.1083295691825619, 0.11821869466287006]","[0.012068189876308696, 0.015069530658521107, 0.11821869466287006, 1.0000000000000004]","[True, True]","[True, True, True]",True,True
481,Batman;Scotland;World_War_II;The_Holocaust,Batman,The_Holocaust,3,3,1,"[0.00982469648640849, 0.07236103766160121, 0.26402405846628035]","[0.014819786060020167, 0.03410443555695403, 0.26402405846628035, 0.9999999999999987]","[True, True]","[True, True, True]",True,True
1096,Climate_change;Agriculture;Horse;Pony,Climate_change,Pony,3,3,1,"[0.07243301897051295, 0.08178121981643148, 0.287651651396113]","[0.005329779025209911, 0.016789655466354015, 0.287651651396113, 0.9999999999999989]","[True, True]","[True, True, True]",True,True
3190,Rain;United_Kingdom;British_Empire;Crimean_War,Rain,Crimean_War,3,3,1,"[0.04479350208386618, 0.325264486047702, 0.23691506559165826]","[0.011883428866100781, 0.10939187182336997, 0.23691506559165826, 0.9999999999999994]","[True, False]","[True, True, True]",False,True
2093,Nuclear_weapon;Cobalt;Nickel;Raney_nickel,Nuclear_weapon,Raney_nickel,3,3,1,"[0.05606993287297538, 0.1852684093759658, 0.5063207136389072]","[0.010889261005354036, 0.05704557796860146, 0.5063207136389072, 1.0000000000000009]","[True, True]","[True, True, True]",True,True
2074,Nile;Sun;Planet;Venus,Nile,Venus,3,3,1,"[0.020136313661943274, 0.25149309376383494, 0.24247530197334158]","[0.013208798004815097, 0.18550939089846655, 0.24247530197334158, 0.9999999999999999]","[True, False]","[True, True, True]",False,True
420,Batman;Chemistry;Physics;Albert_Einstein,Batman,Albert_Einstein,3,3,1,"[0.009190633617316353, 0.24569986520417542, 0.2753056235410543]","[0.010724594570339129, 0.06104034582141847, 0.2753056235410543, 1.0]","[True, True]","[True, True, True]",True,True
1322,Egypt;French_Revolution;Austria;Wolfgang_Amadeus_Mozart,Egypt,Wolfgang_Amadeus_Mozart,3,3,1,"[0.06089567575652053, 0.07850141041913093, 0.07131837855889472]","[0.014175403496456865, 0.024951461055571448, 0.07131837855889472, 0.9999999999999997]","[True, False]","[True, True, True]",False,True
3337,Dundee;Computer_and_video_games;Nintendo;Super_Mario_Bros.,Dundee,Super_Mario_Bros.,3,3,1,"[0.019902869567261457, 0.3810670737217536, 0.37129221890070435]","[0.006781810869699967, 0.19719611563037037, 0.37129221890070435, 0.9999999999999999]","[True, False]","[True, True, True]",False,True
1462,Flower;United_Kingdom;World_War_II;Adolf_Hitler,Flower,Adolf_Hitler,3,3,1,"[0.022739824572338866, 0.16681492776032184, 0.2660941455506817]","[0.009990954662193071, 0.05898479313221111, 0.2660941455506817, 0.9999999999999986]","[True, True]","[True, True, True]",True,True
2730,British_Virgin_Islands;United_States_Virgin_Islands;Earthquake;Magma,British_Virgin_Islands,Magma,3,3,1,"[0.7116779800930247, 0.023986781073091813, 0.03802396079937172]","[0.005845645125489477, 0.010405024107666253, 0.03802396079937172, 1.000000000000002]","[False, True]","[True, True, True]",False,True
