path,source_article,target_article,human_path_length,shortest_path_length,is_successful,top,center_top,center,center_bottom,bottom,count_images,path_seq_cosine_sim,path_target_cosine_sim,path_seq_boolean,path_target_boolean,seq_strictly_increasing,target_strictly_increasing,curv_feats_0,curv_feats_1,curv_feats_2,curv_feats_3,curv_feats_4,curv_feats_5,curv_feats_6,curv_feats_7,curv_feats_8,curv_feats_9,curv_feats_10,curv_feats_11,curv_feats_12,curv_feats_13,curv_feats_14,curv_feats_15,used_top,used_center_bottom,used_bottom,treatment_used_top,prop_scores_used_top,treatment_used_center_bottom,prop_scores_used_center_bottom,treatment_used_bottom,prop_scores_used_bottom,treatment_seq_strictly_increasing,prop_scores_seq_strictly_increasing,treatment_target_strictly_increasing,prop_scores_target_strictly_increasing
light;physics;biology;fossil;dinosaur;ammosaurus,light,ammosaurus,5,4,1,3,0,2,1,0,4,"[0.2973354660666497, 0.08746855490807091, 0.178276707501489, 0.13917496315710925, 0.13439224619939436]","[0.008188655904674078, 0.008250918939892587, 0.03344321901953181, 0.06109890986690155, 0.13439224619939436, 0.9999999999999984]","[False, True, False, False]","[True, True, True, True, True]",False,True,5.0,-151.0,44.16446535394717,-190.0,-181.0,-175.0,-120.0,-89.0,4.0,23.0,26.932013168965543,-9.0,9.0,23.0,37.0,55.0,1,0,0,1,0.07851523387522888,0,0.07136033011001836,0,0.06479267217816352,0,0.05911536528843484,1,0.4089427911882405
hydrogen peroxide;hydrogen;robert boyle;oxford;england;william shakespeare,hydrogen peroxide,royal national theatre,5,4,0,1,2,2,1,0,3,"[0.420062072776914, 0.03390362813668315, 0.11276302838699326, 0.1045547103632619, 0.09358169538751826]","[0.0039061062790615142, 0.009778745909921812, 0.02776607712458458, 0.023656716037138387, 0.09358169538751826, 0.9999999999999996]","[False, True, False, False]","[True, True, False, True, True]",False,False,5.0,-285.8,295.5684353918733,-786.0,-314.0,-169.0,-87.0,-73.0,4.0,-36.25,488.3785246438805,-699.0,-185.25,41.0,190.0,472.0,0,0,0,0,0.07265294084925655,0,0.07248789614559323,0,0.05110902247681915,0,0.03667714716609459,0,0.40890934543711405
cataract surgery;india;rice;water;hydrogen;phase (matter);liquid crystal,cataract surgery,juice,6,4,0,2,0,1,0,4,4,"[0.02060687236277433, 0.05808883818645741, 0.057909586134638334, 0.16261621385389718, 0.09325183814512648, 0.5297685096371382]","[0.013617295674125632, 0.008705440098183557, 0.010150235271401258, 0.0920643481602015, 0.05278720377055128, 0.5297685096371382, 1.0000000000000009]","[True, False, True, False, True]","[False, True, True, False, True, True]",False,False,6.0,-261.1666666666667,201.0128519937635,-619.0,-287.0,-247.5,-157.0,-26.0,5.0,118.6,235.50010615708857,-149.0,4.0,73.0,185.0,480.0,0,0,1,0,0.05863802247498813,0,0.04489451363047097,1,0.06166853436695582,0,0.014657221796491959,0,0.27280675069217164
dvd;sony;european union;tennis;real tennis,dvd,real tennis,4,4,1,0,1,1,2,1,3,"[0.1612785013114993, 0.020140339771228047, 0.03535685579911208, 0.5008980468787934]","[0.00785212588315768, 0.0165619561186548, 0.04108210552334058, 0.5008980468787934, 1.0000000000000004]","[False, True, True]","[True, True, True, True]",False,True,4.0,-134.25,122.87764917456172,-267.0,-224.25,-125.0,-35.0,-20.0,3.0,-6.666666666666667,215.66718186440264,-247.0,-95.0,57.0,113.5,170.0,0,0,0,0,0.09737421544669773,0,0.07713592270724749,0,0.05940167465472511,0,0.1319483216662565,1,0.712066190271497
string theory;albert einstein;world war i;mexico;chile;easter island,string theory,easter island,5,4,1,2,2,0,1,1,5,"[0.11476312125893785, 0.052489808452469235, 0.10139937594747411, 0.13681867908036968, 0.16818986005277797]","[0.01287882589810236, 0.013833456545130313, 0.033059779519252014, 0.046629392414438794, 0.16818986005277797, 1.0000000000000022]","[False, True, True, True]","[True, True, True, True, True]",False,True,5.0,-245.0,172.27449027641904,-489.0,-354.0,-187.0,-112.0,-83.0,4.0,7.25,257.45468856998247,-377.0,-16.25,119.5,143.0,167.0,0,0,0,0,0.07508335618120467,0,0.08775633046627596,0,0.04943438857606446,0,0.05497880969854178,1,0.4146026022370544
transit of venus;earth;antarctica;continent;africa;zambia,transit of venus,chinyingi,5,4,0,3,2,0,1,0,5,"[0.16360887729179904, 0.13030259144192405, 0.245834874546221, 0.24379167151240802, 0.2583018291708211]","[0.014335008365037148, 0.02718692293662147, 0.056601081174223, 0.044288866853016064, 0.2583018291708211, 1.0000000000000013]","[False, True, False, True]","[True, True, False, True, True]",False,False,5.0,-291.4,150.3140046702236,-531.0,-300.0,-281.0,-220.0,-125.0,4.0,4.75,284.4121129628624,-406.0,-41.5,87.5,133.75,250.0,1,0,0,1,0.07758113568704073,0,0.08261285950730463,0,0.06692988317993297,0,0.05770055735309784,0,0.41253723229041683
tourette syndrome;genetics;science;physical science;astronomy;planet;ceres (dwarf planet),tourette syndrome,ceres (dwarf planet),6,4,1,3,1,1,2,0,4,"[0.02659092888025923, 0.062192406950655275, 0.401165887229303, 0.26840607035336767, 0.34593368928806095, 0.2516017252521463]","[0.0038913511222216303, 0.006980019874686603, 0.01636901279615698, 0.04428239459205479, 0.08833825686849654, 0.2516017252521463, 1.0000000000000018]","[True, True, False, True, False]","[True, True, True, True, True, True]",False,True,6.0,-107.0,55.70996320228546,-160.0,-157.25,-115.0,-57.0,-43.0,5.0,6.4,104.3254523115045,-117.0,-79.0,11.0,100.0,117.0,0,0,0,0,0.06111988720769068,0,0.04676845494998222,0,0.04587737936003896,0,0.018791962451909307,1,0.2547478698031565
giza pyramid complex;archaeology;evolution;dinosaur;theropoda;velociraptor;oviraptor,giza pyramid complex,oviraptor,6,4,1,1,3,1,1,1,1,"[0.04256231154116771, 0.08013145878286791, 0.11237059855849926, 0.3648679715450215, 0.13458156352535688, 0.09664814413838761]","[0.0027023380449516356, 0.008790844832537744, 0.022716128343518674, 0.14424099866151266, 0.08822913184501815, 0.09664814413838761, 1.0]","[True, True, True, False, False]","[True, True, True, False, True, True]",False,False,6.0,-97.33333333333331,58.8444276602863,-167.0,-146.0,-97.5,-46.75,-30.0,5.0,9.4,61.46787778994814,-75.0,-10.0,-5.0,54.0,83.0,0,0,0,0,0.06268481287642946,0,0.04780906815222003,0,0.0441861459404354,0,0.017949465248217583,0,0.25468010148276826
ganesha;elephant;ice age;permian;dinosaur;velociraptor,ganesha,velociraptor,5,4,1,0,4,1,1,0,2,"[0.05489578856335708, 0.02428486330169932, 0.07615049956703902, 0.06450480821351584, 0.17388064767782488]","[0.004057362279341186, 0.01538440036887378, 0.014089575170565315, 0.012580571599009712, 0.17388064767782488, 0.9999999999999996]","[False, True, False, True]","[True, False, False, True, True]",False,False,5.0,-87.8,33.018176812174225,-126.0,-110.0,-95.0,-60.0,-48.0,4.0,-8.75,66.03723697026298,-78.0,-57.0,-9.5,38.75,62.0,0,0,0,0,0.08064441985078194,0,0.06459621941018975,0,0.058199233152655044,0,0.055106763200800254,0,0.44309574547639546
"hungary;world war ii;united states;seattle, washington;nirvana (band);kurt cobain",hungary,kurt cobain,5,4,1,1,0,3,2,0,5,"[0.12772567080158642, 0.24978762959933554, 0.09275948927303504, 0.06888086133553036, 0.5958670133093423]","[0.006246847897778135, 0.012660503813276457, 0.016171614635866985, 0.047544390277786855, 0.5958670133093423, 0.9999999999999989]","[True, False, False, True]","[True, True, True, True, True]",False,True,5.0,-576.0,684.1944168144023,-1668.0,-798.0,-328.0,-66.0,-20.0,4.0,194.5,907.7332574422217,-870.0,-183.0,154.0,531.5,1340.0,0,0,0,0,0.05373894086031761,0,0.044291515765998574,0,0.04952012974004181,0,0.014569326409936639,1,0.4445599326725065
bette davis;new york city;business;manufacturing;clothing;button,bette davis,button,5,4,1,2,2,1,0,1,2,"[0.03538232098601977, 0.07459787613039813, 0.12901511303977028, 0.046288890267833616, 0.09825881477371186]","[0.0028454188794151667, 0.006633577757223893, 0.012278685795141499, 0.01434181396633525, 0.09825881477371186, 1.0000000000000009]","[True, True, False, True]","[True, True, True, True, True]",False,True,5.0,-121.0,125.13792390798244,-338.0,-113.0,-75.0,-46.0,-33.0,4.0,76.25,99.7041456844532,13.0,25.0,33.5,84.75,225.0,0,0,0,0,0.07814502072064994,0,0.07120467308107183,0,0.06328510488814226,0,0.05013787774722812,1,0.4382481139130163
"columbus, ohio;united states;pacific ocean;tuna;fish;whale shark;shark","columbus, ohio",nurse sharks,6,4,0,3,1,0,2,1,2,"[0.16419555917488998, 0.2503113455256296, 0.045869964065728804, 0.11074858220568604, 0.14220433716838257, 0.6094239201003544]","[0.012153921875323867, 0.02827191201939443, 0.023727419474689787, 0.018809974323147065, 0.2184329002065267, 0.6094239201003544, 0.9999999999999953]","[True, False, True, True, True]","[True, False, False, True, True, True]",False,False,6.0,-400.5,604.2962022055078,-1588.0,-396.75,-129.0,-72.75,-17.0,5.0,305.0,483.2633857432197,-54.0,-46.0,139.0,375.0,1111.0,0,0,0,0,0.04922509544198277,0,0.07956176895257977,0,0.08959576068284975,0,0.010121070669654949,0,0.15671402830922987
soil ph;cobalt;vitamin;b vitamins;anemia,soil ph,w. mark felt,4,4,0,2,0,0,1,2,1,"[0.026220273096376943, 0.03147796718221331, 0.8141738651033066, 0.1751333125404529]","[0.014241548801568214, 0.014707938610670717, 0.11156444981708186, 0.1751333125404529, 0.9999999999999999]","[True, True, False]","[True, True, True, True]",False,True,4.0,-43.5,18.303005217723125,-68.0,-52.25,-38.5,-29.75,-29.0,3.0,5.666666666666667,30.550504633038937,-21.0,-11.0,-1.0,19.0,39.0,0,0,0,0,0.10432090444368333,0,0.08481877670397592,0,0.06846154043600595,0,0.14705920200909334,1,0.671757945639047
bushbuck;forest;tree;mythology;greek mythology;apollo;zeus,bushbuck,demosthenes,6,4,0,1,1,2,1,2,4,"[0.06656939403266272, 0.17838541014513365, 0.013233373324064351, 0.42469673903484156, 0.16921663130199568, 0.1270046372674254]","[0.002830227262860401, 0.006428007117534267, 0.016927859111163325, 0.03734266710743723, 0.23810650332649153, 0.1270046372674254, 1.0000000000000016]","[True, False, True, False, False]","[True, True, True, True, False, True]",False,False,6.0,-80.0,14.394443372357264,-102.0,-88.75,-76.5,-69.5,-65.0,5.0,1.2,19.85447052932916,-33.0,2.0,9.0,11.0,17.0,0,0,0,0,0.06395616101273538,0,0.06014053561877399,0,0.04850437133004136,0,0.02110844784576281,0,0.22400249186162877
myco-heterotrophy;plant;animal;bird;penguin;african penguin,myco-heterotrophy,african penguin,5,4,1,1,1,1,2,1,2,"[0.20257176459266404, 0.14194406784531838, 0.06409316059672879, 0.1100572093053463, 0.6559769417646384]","[0.0037686135573243434, 0.017552549945935674, 0.052031832035580164, 0.1595339241307454, 0.6559769417646384, 0.9999999999999993]","[False, False, True, True]","[True, True, True, True, True]",False,True,5.0,-224.2,208.33674663870508,-560.0,-264.0,-185.0,-80.0,-32.0,4.0,38.25,293.5692706443688,-375.0,-57.75,116.0,212.0,296.0,0,0,0,0,0.07335383090260969,0,0.0656241054478938,0,0.05209377780911446,0,0.04634279946927941,1,0.47922637475816127
tunis;world heritage site;nature;oxygen;chemical element;periodic table;erbium,tunis,erbium,6,4,1,0,2,1,1,3,5,"[0.05035405247555986, 0.09430351813744496, 0.0997176867267344, 0.18887416918770084, 0.42318001982105063, 0.12761446613257052]","[0.004971956125273863, 0.013374805603013754, 0.034207305597951695, 0.06644343789992764, 0.15624714893975256, 0.12761446613257052, 1.000000000000001]","[True, True, True, True, False]","[True, True, True, True, False, True]",False,False,6.0,-154.5,62.80047770518947,-272.0,-160.0,-142.0,-116.5,-97.0,5.0,-6.8,102.86739036254394,-175.0,0.0,11.0,24.0,106.0,0,0,0,0,0.062337524474471336,0,0.061424366714188376,0,0.049781801273660324,0,0.019096016337456546,0,0.20579105613015716
kofi annan;united nations;hindi;india;kerala;red rain in kerala,kofi annan,red rain in kerala,5,4,1,0,2,2,1,1,4,"[0.2489207199098536, 0.0367711646740302, 0.1587098337614564, 0.16278992763401762, 0.31258781856705825]","[0.01677085587183968, 0.022081668769568186, 0.012612757594259854, 0.062302496950317, 0.31258781856705825, 0.9999999999999998]","[False, True, True, True]","[True, False, True, True, True]",False,False,5.0,-263.2,246.26753744657455,-646.0,-363.0,-166.0,-105.0,-36.0,4.0,81.75,424.2321494967899,-480.0,-68.25,133.0,283.0,541.0,0,0,0,0,0.07247842835301273,0,0.06708291034470265,0,0.05413994577705829,0,0.04164149499406563,0,0.4722170262747202
penguin;latin;vatican city;rome;michelangelo,penguin,sistine chapel ceiling,4,4,0,1,0,2,0,2,4,"[0.018222817040215698, 0.12398471827753611, 0.26818911662716644, 0.12243055110698978]","[0.005216480674177758, 0.01879280069952718, 0.0739611436090461, 0.12243055110698978, 0.9999999999999991]","[True, True, False]","[True, True, True, True]",False,True,4.0,-227.5,177.6841767481468,-472.0,-302.5,-172.0,-97.0,-94.0,3.0,124.66666666666669,265.7693235370353,-152.0,-2.0,148.0,263.0,378.0,0,0,0,0,0.08848585068605086,0,0.09118303175856375,0,0.07174923684982498,0,0.14018064036908126,1,0.6441066406883947
clarinet;musical instrument;piano;19th century;20th century;music,clarinet,bohemian rhapsody,5,4,0,0,1,1,1,3,5,"[0.16199098744806634, 0.19853059368069656, 0.02354172168855401, 0.41310306308209394, 0.09916129688939385]","[0.06628419760249742, 0.11652589303264341, 0.06046254900241761, 0.03585095299262223, 0.09916129688939385, 1.000000000000001]","[True, False, True, False]","[True, False, False, True, True]",False,False,5.0,-217.6,173.3646446078323,-471.0,-302.0,-190.0,-65.0,-60.0,4.0,-32.5,230.57247595206732,-237.0,-186.0,-87.0,66.5,281.0,0,0,1,0,0.0742883338115191,0,0.052316082790291894,1,0.059111713971452096,0,0.03813375937992818,0,0.4076157882343603
felice beato;asia;india;delhi,felice beato,geography of india,3,4,0,1,2,0,1,0,2,"[0.0395339196949044, 0.2561340571197051, 0.19570268251997955]","[0.01822801687112475, 0.06585583756168478, 0.19570268251997955, 0.9999999999999998]","[True, False]","[True, True, True]",False,True,3.0,-416.6666666666667,313.44111621376885,-746.0,-564.0,-382.0,-252.0,-122.0,2.0,130.0,698.6214998123089,-364.0,-117.0,130.0,377.0,624.0,0,0,0,0,0.12144577415000206,0,0.09967440094211126,0,0.0991214864778847,0,0.3746805622848584,1,0.8924176118232106
gas metal arc welding;humphry davy;united kingdom;elizabeth ii of the united kingdom;edward vii of the united kingdom,gas metal arc welding,edward vii of the united kingdom,4,4,1,0,0,1,1,3,3,"[0.01707401649207172, 0.05046724163499802, 0.2977580584603568, 0.3282602907751702]","[0.004354173701730256, 0.027430447218641067, 0.12782498523861602, 0.3282602907751702, 1.0000000000000029]","[True, True, True]","[True, True, True, True]",True,True,4.0,-368.0,432.612991020843,-998.0,-472.25,-213.0,-108.75,-48.0,3.0,-27.0,842.5965820011377,-950.0,-391.0,168.0,434.5,701.0,0,0,1,0,0.09053780036728312,0,0.10000581186653368,1,0.06078361444164147,1,0.1280732109664412,1,0.7274841738787919
blue wildebeest;full moon;england;oasis (band);top of the pops,blue wildebeest,top of the pops,4,4,1,1,0,2,1,1,1,"[0.024055734677489456, 0.017778511434366814, 0.04639893093018994, 0.22332304509841214]","[0.010568194839701728, 0.008215034475220666, 0.0492954020909214, 0.22332304509841214, 1.0000000000000029]","[False, True, True]","[False, True, True, True]",False,False,4.0,-249.0,347.581165581029,-759.0,-325.5,-106.5,-30.0,-24.0,3.0,2.6666666666666665,666.0482965471298,-727.0,-285.0,157.0,367.5,578.0,0,0,0,0,0.09112430839331129,0,0.09465935147234995,0,0.05565970119238136,0,0.12451398763769557,0,0.7273031407964488
music of dominica;dominica;caribbean sea;sea;ocean;seawater,music of dominica,seawater,5,4,1,1,1,1,2,1,1,"[0.4282909009806882, 0.14174775106631843, 0.2533895595151988, 0.16674090243488746, 0.2769293704371729]","[0.003884322996416618, 0.014725927362157111, 0.08509565734438451, 0.2589616208847278, 0.2769293704371729, 0.9999999999999979]","[False, True, False, True]","[True, True, True, True, True]",False,True,5.0,-71.0,20.024984394500787,-98.0,-87.0,-58.0,-56.0,-56.0,4.0,0.0,41.49698784249286,-40.0,-33.25,-1.0,32.25,42.0,0,0,0,0,0.08163930186172648,0,0.0732866897544306,0,0.05913061182194511,0,0.05916852289306899,1,0.42042956817575633
shoshone national forest;fishing;bible;roman catholic church;crusades;middle ages,shoshone national forest,allegory in the middle ages,5,4,0,1,2,0,1,2,3,"[0.04479284165266278, 0.021607483843080207, 0.1323329523254506, 0.11494419703642215, 0.18558949385863974]","[0.03489572414369224, 0.03205019676908307, 0.0878170413207122, 0.14569046179358586, 0.18558949385863974, 0.9999999999999993]","[False, True, False, True]","[False, True, True, True, True]",False,False,5.0,-192.4,86.61581841673033,-288.0,-267.0,-194.0,-123.0,-90.0,4.0,-41.25,157.15888987475913,-198.0,-104.25,-72.0,-9.0,177.0,0,0,0,0,0.07919214688714367,0,0.06182197833367125,0,0.06272122076573936,0,0.04619301756877393,0,0.40281481701288474
black wildebeest;south africa;infrastructure;telecommunication;radio;radio frequency,black wildebeest,radio frequency,5,4,1,3,0,1,0,2,2,"[0.10114512121677896, 0.04848201585426086, 0.06885182401573262, 0.32718377377730856, 0.3955137434927816]","[0.004524695610861531, 0.01726154852203115, 0.007710247004400628, 0.09827887527507885, 0.3955137434927816, 1.000000000000001]","[False, True, True, True]","[True, False, True, True, True]",False,False,5.0,-133.0,117.68814723666952,-321.0,-146.0,-131.0,-40.0,-27.0,4.0,70.25,121.30230830450012,-104.0,42.25,105.0,133.0,175.0,1,0,0,1,0.0740591199035131,0,0.062377825379514945,0,0.0524717629333661,0,0.04810953264585883,0,0.4836204874537841
wood;tree;cretaceous;dinosaur;velociraptor,wood,velociraptor,4,4,1,2,1,0,1,1,2,"[0.2277266938276068, 0.03292247039047562, 0.19790975384437268, 0.17388064767782488]","[0.012638009430243482, 0.028758298738882117, 0.05532549021537256, 0.17388064767782488, 0.9999999999999996]","[False, True, False]","[True, True, True, True]",False,True,4.0,-108.5,32.848135411313685,-145.0,-129.25,-109.5,-88.75,-70.0,3.0,-8.333333333333334,53.144457221175315,-54.0,-37.5,-21.0,14.5,50.0,0,0,0,0,0.10383147271602419,0,0.08922185440653378,0,0.07588349192123028,0,0.15309523177982282,1,0.6362421431768839
axe;copper;integrated circuit;computer;microsoft windows;windows 2000,axe,windows 2000,5,4,1,1,0,2,3,0,4,"[0.039519636893284464, 0.04496595381373801, 0.15883146607412876, 0.10992155644157027, 0.7661591680565218]","[0.007546388470994698, 0.009094009468053029, 0.03807501526333705, 0.15387155350354026, 0.7661591680565218, 1.0000000000000004]","[True, True, False, True]","[True, True, True, True, True]",False,True,5.0,-94.0,58.757978181690355,-179.0,-108.0,-90.0,-77.0,-16.0,4.0,40.75,45.77025963075441,-18.0,18.75,46.0,68.0,89.0,0,1,0,0,0.08299952851034098,1,0.07177230117351348,0,0.0621480854900873,0,0.059988359106267757,1,0.4749105395787449
zx spectrum;united kingdom;the rolling stones;guitar;folk music;bob dylan;bruce springsteen,zx spectrum,bruce springsteen,6,4,1,2,2,0,2,1,6,"[0.03773398507224029, 0.08264800863398836, 0.09434715223085416, 0.05701804095027118, 0.1666388104768041, 0.1448471186714532]","[0.015646440585650977, 0.03435892554117952, 0.1612678847808647, 0.06798032407285229, 0.07897079206293928, 0.1448471186714532, 0.999999999999999]","[True, True, False, True, False]","[True, True, False, True, True, True]",False,False,6.0,-239.16666666666663,367.8453026296063,-983.0,-162.0,-76.5,-65.25,-47.0,5.0,187.2,342.11138537032053,5.0,15.0,17.0,104.0,795.0,0,0,0,0,0.05661993205198255,0,0.0666396547514387,0,0.07695627734657973,0,0.010944642805205504,0,0.1925925618041655
kestrel;chordate;reptile;dinosaur;diplodocus;apatosaurus,kestrel,apatosaurus,5,4,1,2,0,2,0,2,0,"[0.01482578152944391, 0.13155894078961763, 0.14336051013754525, 0.17721057646815921, 0.2339440106488931]","[0.011525998969325034, 0.020811618053710113, 0.07953937655191513, 0.15869965232588137, 0.2339440106488931, 1.0000000000000009]","[True, True, True, True]","[True, True, True, True, True]",True,True,5.0,-143.8,122.43243034425151,-353.0,-124.0,-114.0,-97.0,-31.0,4.0,80.5,110.1287125745749,-10.0,17.75,46.5,109.25,239.0,0,0,0,0,0.08063119605210062,0,0.07245433616924961,0,0.07050127699956474,1,0.05554701602156197,1,0.45644872145066867
