,path,source_article,target_article,human_path_length,shortest_path_length,is_successful,path_seq_cosine_sim,path_target_cosine_sim,path_seq_boolean,path_target_boolean,seq_strictly_increasing,target_strictly_increasing
19543,Mediterranean_Sea;Ancient_Greece;Black_Sea;Oxygen;Water;Ocean,Mediterranean_Sea,Isles_of_Scilly,5,3,0,"[0.07960754276453913, 0.0648525363288716, 0.06095896605813731, 0.1301870139539157, 0.15070175551566606]","[0.14731281469294402, 0.03476866993806663, 0.11812600640875107, 0.05437463691515977, 0.15070175551566606, 1.0000000000000016]","[False, False, True, True]","[False, True, False, True, True]",False,False
19705,Pyramid;Ancient_Egypt;Agriculture;Food;Peanut;Protein,Pyramid,Bean,5,3,0,"[0.21446380942630605, 0.07102958831812936, 0.2178763632479046, 0.07763271921376397, 0.03185263577739018]","[0.025188749862140997, 0.01312380352850404, 0.03259217699436851, 0.056007680815574244, 0.03185263577739018, 0.9999999999999993]","[False, True, False, False]","[False, True, True, False, True]",False,False
19540,3_Juno;Germany;Franks;France;Country;United_Kingdom,3_Juno,Jordan,5,3,0,"[0.030318529108465386, 0.11949937548812398, 0.11408157245813808, 0.13190786740822574, 0.22652894324288206]","[0.024961102354396403, 0.18455473912924727, 0.0745880067940876, 0.21402039732604736, 0.22652894324288206, 1.0000000000000027]","[True, False, True, True]","[True, False, True, True, True]",False,False
19493,Pyramid;Ancient_Egypt;Nile;Egypt;Agriculture;Food,Pyramid,Bean,5,3,0,"[0.21446380942630605, 0.22977405968061615, 0.23968918347413837, 0.07348782216594688, 0.2178763632479046]","[0.01008552346147599, 0.029419528091240946, 0.019647330491951557, 0.028323963075114582, 0.2178763632479046, 1.0000000000000004]","[True, True, False, True]","[True, False, True, True, True]",False,False
20458,10th_century;France;European_Union;English_language;England;Great_Britain,10th_century,New_Forest,5,3,0,"[0.05917633565483883, 0.28587086995307237, 0.0922394828939919, 0.24744514090634143, 0.3109344525135859]","[0.03201311157099955, 0.12095824727533742, 0.06712639403860252, 0.11120296654172418, 0.3109344525135859, 0.9999999999999988]","[True, False, True, True]","[True, False, True, True, True]",False,False
19821,Asteroid;Trojan_War;Siege;17th_century;Scotland;Middle_Ages,Asteroid,Viking,5,3,0,"[0.020409060568606703, 0.08149050121815353, 0.08237578634475674, 0.08610360761283604, 0.08299407243197836]","[0.023595554252503523, 0.04619327833468862, 0.11473989112061986, 0.07972523554691338, 0.08299407243197836, 0.9999999999999993]","[True, True, True, False]","[True, True, False, True, True]",False,False
20318,Calcium;Color;Isaac_Newton;History_of_science;Science;Middle_Ages,Calcium,Plesiosaur,5,3,0,"[0.014026406211146456, 0.06992787763584614, 0.1740661162837463, 0.504416234367901, 0.06574963925970233]","[0.014585596753604506, 0.02297341525084523, 0.03383509181027406, 0.213564394490105, 0.06574963925970233, 0.9999999999999993]","[True, True, True, False]","[True, True, True, False, True]",False,False
20373,Tobacco;Seed;Radish;Plant;Fruit;Vegetable,Tobacco,Black_pepper,5,3,0,"[0.028994175415935138, 0.053087514848774366, 0.04111643959194875, 0.10158484710839387, 0.31085784162247604]","[0.02230443976434666, 0.056959101777289314, 0.0681956491965095, 0.09046589935610379, 0.31085784162247604, 0.9999999999999992]","[True, False, True, True]","[True, True, True, True, True]",False,True
20270,Augusta%2C_Lady_Gregory;Italy;16th_century;Leonardo_da_Vinci;Niccol%C3%B2_Machiavelli;Italian_Renaissance,"Augusta, Lady Gregory",War_of_the_League_of_Cambrai,5,3,0,"[0.03175855738361422, 0.08163253940627897, 0.0899853588859939, 0.07492982005167997, 0.20339050978905338]","[0.03301867830110652, 0.29230022741589323, 0.11955762408286882, 0.18614943584575008, 0.20339050978905338, 1.0000000000000024]","[True, True, False, True]","[True, False, True, True, True]",False,False
20147,Darth_Vader;Binoculars;United_Kingdom;British_Empire;Australia;Kookaburra,Darth_Vader,Shark,5,3,0,"[0.009557191460206732, 0.01765490367620119, 0.325264486047702, 0.1775791933070099, 0.116428594219478]","[0.0038658425756497835, 0.0033866384256586923, 0.011212340890038934, 0.013923000988030797, 0.116428594219478, 0.9999999999999986]","[True, True, False, False]","[False, True, True, True, True]",False,False
19650,Crystal;Atom;Nuclear_fission;Nuclear_weapon;World_War_II;Warsaw,Crystal,Peace,5,3,0,"[0.10388989191558165, 0.20996092853841955, 0.47188709699977555, 0.1343738010432378, 0.1521004776693562]","[0.007500226021542757, 0.009255435571353306, 0.011121482644483467, 0.018796005032146665, 0.1521004776693562, 0.9999999999999994]","[True, True, False, True]","[True, True, True, True, True]",False,True
19500,Pyramid;Egyptian_pyramids;Cairo;Egypt;Asia;India,Pyramid,Bean,5,3,0,"[0.781258894546546, 0.07975168914521658, 0.4062822849305887, 0.0853368634850408, 0.2561340571197051]","[0.013389018129987202, 0.013140006335144132, 0.034069109352117, 0.07967001255759619, 0.2561340571197051, 0.9999999999999981]","[False, True, False, True]","[False, True, True, True, True]",False,False
20330,Asteroid;Sun;Climate;Ocean;Ship;Boat,Asteroid,Viking,5,3,0,"[0.11993167092839359, 0.09768032390116838, 0.12739222971944553, 0.03593995103789321, 0.17559712712611458]","[0.008055481732833115, 0.01630366921104553, 0.011305434102178498, 0.024280209026458156, 0.17559712712611458, 1.0000000000000002]","[False, True, False, True]","[True, False, True, True, True]",False,False
19844,Dog;English_language;United_States;List_of_rivers_by_length;Argentina;Silver,Dog,Google,5,3,0,"[0.0335646884629323, 0.1636756083880345, 0.17703325727812544, 0.11598269905841581, 0.04861436582766089]","[0.016287440952846528, 0.03040789626877321, 0.054784210789651656, 0.023804568716451716, 0.04861436582766089, 1.0000000000000004]","[True, True, False, False]","[True, True, False, True, True]",False,False
20370,Novel;France;United_Kingdom;Scotland;Norway;Viking,Novel,Odin,5,3,0,"[0.08594621615071597, 0.21402039732604736, 0.49389208200427753, 0.07842116387989866, 0.07927414118969268]","[0.048206329819344855, 0.05768148176515534, 0.11978655367205843, 0.08693189499519567, 0.07927414118969268, 1.0000000000000009]","[True, True, False, True]","[True, True, False, False, True]",False,False
20448,Pyramid;Sun;Mexico;Agriculture;Soybean;Plant,Pyramid,Bean,5,3,0,"[0.036733224273107885, 0.03235203408248317, 0.04718696447786333, 0.08863259997392563, 0.05554282167285897]","[0.012079418696098866, 0.03400178111274946, 0.023874652542781885, 0.19837501370510205, 0.05554282167285897, 1.0000000000000018]","[False, True, True, False]","[True, False, True, False, True]",False,False
20463,Great_Red_Spot;Gas_giant;Jupiter;Roman_mythology;Greek_mythology;Christianity,Great_Red_Spot,Folklore,5,3,0,"[0.22970590956243844, 0.4509878573287031, 0.10144035790212953, 0.4184156201326722, 0.09540912147831143]","[0.010609505731387693, 0.013348456453204607, 0.013833447899357563, 0.08296922851123102, 0.09540912147831143, 1.0000000000000024]","[True, False, True, False]","[True, True, True, True, True]",False,True
20209,Pyramid;Mexico_City;Mexico;Salsa_music;Music_of_Spain;Spain,Pyramid,Bean,5,3,0,"[0.03531183748653453, 0.6098897813562851, 0.04924214829516053, 0.12294601678052056, 0.2944322724122047]","[0.017674834798191624, 0.09300194117050363, 0.18474675963371232, 0.03130821043823987, 0.2944322724122047, 1.0000000000000024]","[True, False, True, True]","[True, True, False, True, True]",False,False
20047,Pyramid;Ancient_Egypt;Cereal;Agriculture;Coffee;Brazil,Pyramid,Bean,5,3,0,"[0.21446380942630605, 0.023874042539263077, 0.23105458593922865, 0.056730482161446445, 0.05656543328551576]","[0.012407175347902375, 0.03206415783994368, 0.01627538790403088, 0.04518035524529785, 0.05656543328551576, 1.0000000000000027]","[False, True, False, False]","[True, False, True, True, True]",False,False
19936,Formic_acid;Latin;Byzantine_Empire;Mediterranean_Sea;Persian_Empire;Iran,Formic_acid,Muhammad_ibn_Musa_al-Khwarizmi,5,3,0,"[0.014043836939191263, 0.09430226896540042, 0.058584577929983235, 0.04217864742490476, 0.5162834976959082]","[0.008387167598806533, 0.05080237155080605, 0.10054779197690028, 0.04583196282576966, 0.5162834976959082, 1.0000000000000018]","[True, False, False, True]","[True, True, False, True, True]",False,False
19805,Darth_Vader;Star_Wars;Star_Wars_Episode_IV__A_New_Hope;Japan;Buddhism;Psychology,Darth_Vader,Emotion,5,3,0,"[0.4082582611775904, 0.6712849143341247, 0.035531525398479445, 0.06364977664322036, 0.03205130032284866]","[0.005812940299255881, 0.01567494166345443, 0.011980946079698808, 0.025636945807508527, 0.03205130032284866, 1.0000000000000007]","[True, False, True, False]","[True, False, True, True, True]",False,False
20543,Pig;Hippopotamus;Elephant;Mammal;Animal;Human,Pig,Dog,5,3,0,"[0.04890482944884677, 0.061557196090663714, 0.07830059891174755, 0.0724197183196405, 0.07953121692482294]","[0.04388286421248056, 0.06708435040614925, 0.07704744533064173, 0.09718576380595302, 0.07953121692482294, 1.0000000000000033]","[True, True, False, True]","[True, True, True, False, True]",False,False
20155,Sesame_Street;Condoleezza_Rice;George_W._Bush;Iraq_War;United_States;President_of_the_United_States,Sesame_Street,Ralph_Nader,5,3,0,"[0.03626206673948603, 0.23240184998267846, 0.2112272075707667, 0.1666957404083043, 0.3235514638662403]","[0.032063763158838014, 0.13537643868822674, 0.260446968480263, 0.0819880201710887, 0.3235514638662403, 1.0000000000000016]","[True, False, False, True]","[True, True, False, True, True]",False,False
20636,Theatre;Dance;Animal;Water;Life;Earth,Theatre,Zebra,5,3,0,"[0.1309595713347672, 0.013040777138701852, 0.05413528605965307, 0.0732956907928176, 0.11242919109362037]","[0.010409333292565293, 0.015564176292969707, 0.03444647362429517, 0.1636992024623504, 0.11242919109362037, 0.9999999999999999]","[False, True, True, True]","[True, True, True, False, True]",False,False
20459,Space_exploration;Cold_War;United_States;Electronics;Semiconductor;Germanium,Space_exploration,Emacs,5,3,0,"[0.08781288659016022, 0.2099465090388991, 0.02172907770942325, 0.10986292617604987, 0.13182449220145429]","[0.011483224072294088, 0.009563269186964438, 0.0209306248106591, 0.04370524281374486, 0.13182449220145429, 1.0000000000000013]","[True, False, True, True]","[False, True, True, True, True]",False,False
20129,Platypus;Mammal;Human;Family;Anthropology;Human,Platypus,Child,5,3,0,"[0.13345411785497982, 0.09718576380595302, 0.08247195008857525, 0.09602095270315421, 0.12764836797100884]","[0.05986129142535264, 0.09718576380595302, 1.0000000000000033, 0.08247195008857525, 0.12764836797100884, 1.0000000000000033]","[False, False, True, True]","[True, True, False, True, True]",False,False
19892,Asteroid;Trojan_War;Zeus;Norse_mythology;Thor;Heracles,Asteroid,Viking,5,3,0,"[0.020409060568606703, 0.14616034792182886, 0.06113962966545188, 0.26023785506012515, 0.027529450953122588]","[0.007966019429588817, 0.16142212317882657, 0.15648244941248152, 0.03818044252033212, 0.027529450953122588, 1.0000000000000038]","[True, False, True, False]","[True, False, False, False, True]",False,False
19680,Pyramid;Sun;Sunlight;Photosynthesis;Plant;Soybean,Pyramid,Bean,5,3,0,"[0.036733224273107885, 0.3504236826522005, 0.11102331190335116, 0.2866644457646204, 0.05554282167285897]","[0.0066084926484246, 0.016551635122692337, 0.026466128928206913, 0.032383840508115914, 0.05554282167285897, 0.9999999999999961]","[True, False, True, False]","[True, True, True, True, True]",False,True
19804,Brain;Emotion;Charles_Darwin;Psychology;Carl_Jung;World_War_I,Brain,Telephone,5,3,0,"[0.1823777622948659, 0.06750273174914627, 0.03883184190372374, 0.10474084340979972, 0.026455541008795595]","[0.016032317698913414, 0.02133858531968529, 0.03284546961842189, 0.025189579481303945, 0.026455541008795595, 0.9999999999999994]","[False, False, True, False]","[True, True, False, True, True]",False,False
19508,Gliese_876;Earth;North_America;United_States;History_of_slavery;American_Civil_War,Gliese_876,Union_Flag,5,3,0,"[0.16585928356916727, 0.09456767540370772, 0.3308730019703287, 0.1547157375135134, 0.40127973748974827]","[0.007613350711366361, 0.025545193924374533, 0.10330402608591774, 0.2762085796733708, 0.40127973748974827, 1.0000000000000009]","[False, True, False, True]","[True, True, True, True, True]",False,True
20589,Asteroid;Color;Eye;Organism;Life;Earth,Asteroid,Viking,5,3,0,"[0.03566046338800833, 0.2932514042880032, 0.11323422278386992, 0.4051279705994851, 0.11242919109362037]","[0.1618323538204031, 0.04236749959640087, 0.049582118615869634, 0.13940543184839832, 0.11242919109362037, 0.9999999999999999]","[True, False, True, False]","[False, True, True, False, True]",False,False
20113,Vitamin_C;Thiamine;Adenosine_triphosphate;Proton;Neutron;Electron,Vitamin_C,History_of_nuclear_weapons,5,3,0,"[0.09964532533875416, 0.03694119527516271, 0.02693920278146848, 0.34616526762172223, 0.20987908985485354]","[0.018580220469176505, 0.007801003328786413, 0.04231375878631299, 0.22461572568246488, 0.20987908985485354, 1.0000000000000013]","[False, False, True, False]","[False, True, True, False, True]",False,False
20171,Emirate;United_Arab_Emirates;Middle_East;World_War_II;Poland;Belarus,Emirate,Rain,5,3,0,"[0.15757463028542523, 0.19413520365588513, 0.1127790755708941, 0.16738711558618008, 0.17074725361588403]","[0.010776912236137547, 0.037493001145790336, 0.052413916989568085, 0.12144507047194171, 0.17074725361588403, 1.000000000000001]","[True, False, True, True]","[True, True, True, True, True]",False,True
20148,Asteroid;Sun;Latin;Roman_Empire;Europe;Christianity,Asteroid,Viking,5,3,0,"[0.11993167092839359, 0.01789806132580868, 0.11571201970518429, 0.11158322948168416, 0.09891701719850587]","[0.018722667902908798, 0.018138351058661628, 0.0715909590189336, 0.11180118476333155, 0.09891701719850587, 1.0000000000000024]","[False, True, False, False]","[False, True, True, False, True]",False,False
20413,Pyramid;Mexico;Salsa_music;Cuba;Mexico;Aztec,Pyramid,Bean,5,3,0,"[0.038694230531195195, 0.04924214829516053, 0.11076620197571027, 0.11026304174320442, 0.23364059901234052]","[0.03614466054618587, 0.23364059901234052, 0.016136212048452787, 0.040437725552301726, 0.23364059901234052, 1.0000000000000038]","[True, True, False, True]","[True, False, True, True, True]",False,False
19721,Iceland;Viking;19th_century;20th_century;Film;Animation,Iceland,Superman,5,3,0,"[0.0954390856346632, 0.0444520437219502, 0.41310306308209394, 0.09701294799763431, 0.3288786045253524]","[0.007722644017622086, 0.006798706803407816, 0.011624378298209094, 0.022846347040410928, 0.3288786045253524, 1.0000000000000007]","[False, True, False, True]","[False, True, True, True, True]",False,False
20397,Thomas_Cranmer;Rome;Washington%2C_D.C.;President_of_the_United_States;United_States;American_Revolutionary_War,Thomas_Cranmer,Medal_of_Honor,5,3,0,"[0.03887559790450844, 0.12983191605947822, 0.16005450242891897, 0.3235514638662403, 0.25833807384703017]","[0.018169162998449687, 0.04939682897203541, 0.2231480013371151, 0.11924695447159048, 0.25833807384703017, 1.0000000000000009]","[True, True, True, False]","[True, True, False, True, True]",False,False
19592,Asteroid;Jupiter;Saturn;Zeus;Norse_mythology;Iceland,Asteroid,Viking,5,3,0,"[0.1705620356481904, 0.29189490332335616, 0.01964953513769678, 0.06113962966545188, 0.06463592946184231]","[0.015266662991596035, 0.023789598590925328, 0.02123860466373296, 0.008527547804968219, 0.06463592946184231, 0.9999999999999998]","[True, False, True, True]","[True, False, False, True, True]",False,False
20513,Arabic_language;Islam;Christianity;Europe;Earth;North_America,Arabic_language,Microsoft,5,3,0,"[0.18050669486924673, 0.13667842874697456, 0.09891701719850587, 0.08556400889779398, 0.09456767540370772]","[0.039960963779989644, 0.032804402790850236, 0.041394997287283374, 0.17836530050620195, 0.09456767540370772, 1.0000000000000007]","[False, False, False, True]","[False, True, True, False, True]",False,False
20634,Pyramid;Earth;Oxygen;Plant;Tree;Soil,Pyramid,Bean,5,3,0,"[0.02651419649611107, 0.09674296481803317, 0.07113500924561686, 0.15195176086379616, 0.024597248400187406]","[0.010787288152713764, 0.0980124381360936, 0.03653911813582107, 0.09737593282435462, 0.024597248400187406, 1.0000000000000004]","[True, False, True, False]","[True, False, True, False, True]",False,False
19660,Oxbow_lake;Australia;United_States;World_Health_Organization;Malaria;GlaxoSmithKline,Oxbow_lake,Schizophrenia,5,3,0,"[0.026241630541526378, 0.2049404741940757, 0.15071981839842055, 0.12532351273719894, 0.038930246304087986]","[0.008471489905575204, 0.039542525916325795, 0.08224347948794314, 0.06688808447545014, 0.038930246304087986, 0.9999999999999999]","[True, False, False, False]","[True, True, False, False, True]",False,False
19738,ITunes;Hip_hop_music;Rhythm_and_blues;United_States;Middle_East;Lebanon,ITunes,Ziad_Jarrah,5,3,0,"[0.04314400467367877, 0.3848059587269632, 0.07094278423005762, 0.15092532280258622, 0.23299419341980385]","[0.009095111256401094, 0.017211908820406574, 0.010724476031685479, 0.1251642892699038, 0.23299419341980385, 1.0000000000000004]","[True, False, True, True]","[True, False, True, True, True]",False,False
19619,Second_Congo_War;Scotland;Palace_of_Westminster;J._M._W._Turner;Claude_Monet;John_Constable,Second_Congo_War,Flower,5,3,0,"[0.03002928630102502, 0.08331034261683952, 0.06855732628913366, 0.09834953971791044, 0.07918089538190264]","[0.0084374432224522, 0.01886234556450833, 0.024346051391034896, 0.10061373313541094, 0.07918089538190264, 0.9999999999999988]","[True, False, True, False]","[True, True, True, False, True]",False,False
19871,Pedagogy;Science;Biology;Organism;River;Fresh_water,Pedagogy,Crocodile,5,3,0,"[0.08057051516518435, 0.1321344529198679, 0.4690273089551952, 0.025451451882482608, 0.06343356544102353]","[0.008334651546727257, 0.014013290282632682, 0.09366321452699941, 0.12447658176533752, 0.06343356544102353, 0.999999999999998]","[True, True, False, True]","[True, True, True, False, True]",False,False
19720,Arctic_Ocean;United_States;Sport;Olympic_Games;Poetry;Dr._Seuss,Arctic_Ocean,Backgammon,5,3,0,"[0.12184004631181057, 0.08507289258242368, 0.24047057355719947, 0.015833959827397777, 0.045767714206305155]","[0.006298983331637199, 0.047596508782515146, 0.008688753377568068, 0.012852309504951892, 0.045767714206305155, 1.000000000000001]","[False, True, False, True]","[True, False, True, True, True]",False,False
19499,Windows_Vista;Microsoft;Computer;Electricity;Electronics;Physics,Windows_Vista,Amish,5,3,0,"[0.34473212030688016, 0.11159952306717394, 0.03799406882456497, 0.10376353855217056, 0.06003386446108396]","[0.013512556962299527, 0.011366970356345176, 0.03851668868269271, 0.1515114472623169, 0.06003386446108396, 1.0000000000000009]","[False, False, True, False]","[False, True, True, False, True]",False,False
20117,Carl_Jung;Humanities;Culture;20th_century;Computer;Computer_programming,Carl_Jung,PONG,5,3,0,"[0.031578478850028166, 0.11624869645259336, 0.11738803182960345, 0.04959957255731204, 0.329411707483881]","[0.012004919611463383, 0.053472215264634845, 0.04470472393621316, 0.03878716203180334, 0.329411707483881, 1.000000000000001]","[True, True, False, True]","[True, False, False, True, True]",False,False
20003,Seattle%2C_Washington;United_States;North_America;California;Bay_Area_Rapid_Transit;United_States,"Seattle, Washington",Britney_Spears,5,3,0,"[0.09275948927303504, 0.3308730019703287, 0.12726552086290305, 0.1143120392020157, 0.055413271816047945]","[0.09275948927303504, 0.9999999999999998, 0.3308730019703287, 0.21403081917738626, 0.055413271816047945, 0.9999999999999998]","[True, False, False, False]","[True, False, False, False, True]",False,False
19538,Beetle;Potato;South_America;United_States;World_Health_Organization;League_of_Nations,Beetle,World_Trade_Organization,5,3,0,"[0.06419812013626501, 0.02930486079286573, 0.23569669613905542, 0.15071981839842055, 0.1055722846941382]","[0.007025407947148336, 0.008168176924886373, 0.07523147175031189, 0.15766727404328268, 0.1055722846941382, 0.9999999999999993]","[False, True, False, False]","[True, True, True, False, True]",False,False
20103,Asteroid;Jupiter;Uranus;Alchemy;Gold;Human,Asteroid,Viking,5,3,0,"[0.1705620356481904, 0.21417266291171275, 0.020124082418418867, 0.0715685542279465, 0.040195231651695744]","[0.03607723471512734, 0.035890020362319794, 0.03081868322051092, 0.08200572417726212, 0.040195231651695744, 1.0000000000000033]","[True, False, True, False]","[False, False, True, False, True]",False,False
20541,Uranium;Mineral;Oxygen;Water;Solar_System;Venus,Uranium,Transit_of_Venus,5,3,0,"[0.04898369025075087, 0.05786189601104145, 0.1301870139539157, 0.05957589379852949, 0.23379467618133695]","[0.014195667632517122, 0.026841327634678763, 0.03207266808119698, 0.05981026923489098, 0.23379467618133695, 0.9999999999999999]","[True, True, False, True]","[True, True, True, True, True]",False,True
19579,Pyramid;Volleyball;Olympic_Games;Spanish_language;Spain;Africa,Pyramid,Bean,5,3,0,"[0.01360396383001909, 0.03525489095790812, 0.028812797704598898, 0.4236845802973553, 0.1667992663039937]","[0.03204347523912091, 0.014227967722590298, 0.04761188206237895, 0.08964721931926967, 0.1667992663039937, 1.0000000000000004]","[True, False, True, False]","[False, True, True, True, True]",False,False
20201,Pyramid;Mexico_City;Mexico;Russia;Nazi_Germany;World_War_II,Pyramid,Bean,5,3,0,"[0.03531183748653453, 0.6098897813562851, 0.1217796475928265, 0.09971586674663109, 0.3378407160120004]","[0.021688342863173896, 0.07469660481922089, 0.0934503453307973, 0.23605371588596247, 0.3378407160120004, 0.9999999999999979]","[True, False, False, True]","[True, True, True, True, True]",False,True
19532,Theatre;Stage_%28theatre%29;Italian_Renaissance;Leonardo_da_Vinci;Horse;Mythology,Theatre,Zebra,5,3,0,"[0.21253257284335733, 0.03296661335024523, 0.18614943584575008, 0.026479253774599514, 0.023797130641986464]","[0.03518137386591974, 0.015138289370130184, 0.046512203773405, 0.01811330441451768, 0.023797130641986464, 1.000000000000003]","[False, True, False, False]","[False, True, False, True, True]",False,False
20531,Sultan;Egypt;North_Africa;Africa;Atlantic_slave_trade;Slavery,Sultan,History_of_slavery,5,3,0,"[0.0545091575545154, 0.24714391357855517, 0.4192155578415994, 0.3571148831150812, 0.606759433680248]","[0.019932262537306022, 0.07306888734340786, 0.06863904791058106, 0.1491011291793689, 0.606759433680248, 0.9999999999999973]","[True, True, False, True]","[True, False, True, True, True]",False,False
20494,Alexander_the_Great;Science;University;Library;Australia;Melbourne,Alexander_the_Great,Auckland,5,3,0,"[0.019378682652517288, 0.07251093936671887, 0.06629250046373926, 0.030856739368031214, 0.23646589946398058]","[0.01574855081433111, 0.019370760382233426, 0.04148820604159375, 0.0277817578755548, 0.23646589946398058, 0.9999999999999999]","[True, False, False, True]","[True, True, False, True, True]",False,False
19771,Pluto;Eris_%28dwarf_planet%29;90377_Sedna;Spain;Germany;Adolf_Hitler,Pluto,Nazism,5,3,0,"[0.415407932923934, 0.3728917683723706, 0.019403289218500774, 0.16813346748633304, 0.18728362205446583]","[0.007274583649753107, 0.008386072779819695, 0.006889405793631973, 0.06285505894158944, 0.18728362205446583, 0.9999999999999986]","[False, False, True, True]","[True, False, True, True, True]",False,False
20566,Madrid;Spain;Atlantic_Ocean;United_States;Canada;Vancouver,Madrid,Calgary,5,3,0,"[0.2180794918503535, 0.13161139104946218, 0.1937470081230291, 0.28943270675633215, 0.1785896867759]","[0.05851469987281556, 0.054665477164710395, 0.040306709287025, 0.09464560759693082, 0.1785896867759, 0.9999999999999984]","[False, True, True, False]","[False, False, True, True, True]",False,False
20163,Adenosine_triphosphate;Proton;Electron;Electricity;Electronics;Television,Adenosine_triphosphate,DVD,5,3,0,"[0.02693920278146848, 0.22461572568246488, 0.23311008301444142, 0.10376353855217056, 0.1284915619351281]","[0.013883136202694327, 0.011451917130943755, 0.041298748822587675, 0.030271708708417493, 0.1284915619351281, 0.9999999999999997]","[True, True, False, True]","[False, True, False, True, True]",False,False
20553,The_Last_Supper_%28Leonardo%29;19th_century;United_States;North_America;Florida;Judaism,The Last Supper (Leonardo),Batman,5,3,0,"[0.03242937271019102, 0.2156585701134629, 0.3308730019703287, 0.09993165401611068, 0.02236382723827118]","[0.022241293618207245, 0.03736836886726622, 0.06506229092889865, 0.025967242624667004, 0.02236382723827118, 0.9999999999999976]","[True, True, False, False]","[True, True, False, False, True]",False,False
19700,Millard_Fillmore;American_Civil_War;Battle_of_Gettysburg;United_States;American_Civil_War;William_Tecumseh_Sherman,Millard_Fillmore,Horse,5,3,0,"[0.09929254790111687, 0.3426179310758292, 0.09841611218868843, 0.2762085796733708, 0.2698173132175386]","[0.0354227798826824, 0.2698173132175386, 0.10923563660516676, 0.08266085038726197, 0.2698173132175386, 0.9999999999999984]","[True, False, True, False]","[True, False, False, True, True]",False,False
20238,Asteroid;1_Ceres;Roman_mythology;Mythology;Norse_mythology;Iceland,Asteroid,Viking,5,3,0,"[0.3261357032362805, 0.11543267539210557, 0.18619632333344005, 0.172179072067947, 0.06463592946184231]","[0.015266662991596035, 0.018782515489548693, 0.016902964439383734, 0.02258194022241664, 0.06463592946184231, 0.9999999999999998]","[False, True, False, False]","[True, False, True, True, True]",False,False
20447,Thorium;Periodic_table;Chromium;India;Mahatma_Gandhi;Buddhism,Thorium,Buddhist_art,5,3,0,"[0.08492717392017374, 0.08308463240823942, 0.015105778742407558, 0.19993082694628023, 0.04032877579922907]","[0.008860961281961935, 0.02226508383524879, 0.0064522088634295545, 0.12680605727938168, 0.04032877579922907, 0.9999999999999996]","[False, False, True, False]","[True, False, True, False, True]",False,False
20104,Pyramid;Sun;Photosynthesis;Plant;Soybean;Cultivar,Pyramid,Bean,5,3,0,"[0.036733224273107885, 0.09461524728236163, 0.2866644457646204, 0.05554282167285897, 0.028641913066666566]","[0.003992179983425182, 0.006736577365049422, 0.051526831850381496, 0.20031248043930253, 0.028641913066666566, 1.0000000000000013]","[True, True, False, False]","[True, True, True, False, True]",False,False
19649,Theatre;India;Jew;The_Holocaust;Adolf_Hitler;Egypt,Theatre,Zebra,5,3,0,"[0.04691140493028487, 0.05851688420657784, 0.4915457180244228, 0.22849466618182682, 0.03905980794865909]","[0.020813525143600017, 0.07967001255759619, 0.10920528392575501, 0.0576482229698493, 0.03905980794865909, 1.0000000000000024]","[True, True, False, False]","[True, True, False, False, True]",False,False
20597,Lord_Voldemort;London;Black_Death;England;Atlantic_Ocean;Christopher_Columbus,Lord_Voldemort,Scurvy,5,3,0,"[0.00856874127636483, 0.0762046651238822, 0.1015584423183817, 0.08187541538266625, 0.09538713762499286]","[0.005248933432145727, 0.03328207740894098, 0.03713526181231566, 0.04153584723082032, 0.09538713762499286, 0.9999999999999999]","[True, True, False, True]","[True, True, True, True, True]",False,True
19647,Indus_Valley_Civilization;India;United_Kingdom;Constitutional_monarchy;Elizabeth_II_of_the_United_Kingdom;United_Kingdom,Indus_Valley_Civilization,Politics_of_the_United_Kingdom,5,3,0,"[0.15707928325382672, 0.15125540141972968, 0.16946900487865738, 0.20789573373959008, 0.2977580584603568]","[0.04777401964033039, 0.15125540141972968, 1.0000000000000027, 0.16946900487865738, 0.2977580584603568, 1.0000000000000027]","[False, True, True, True]","[True, True, False, True, True]",False,False
20538,Space_exploration;Apollo_11;Radio_telescope;Telescope;Galileo_Galilei;Science,Space_exploration,Emacs,5,3,0,"[0.19802934131614502, 0.025891819889820044, 0.5179407719891753, 0.10917149923086869, 0.09330543848385818]","[0.034889120382954227, 0.021708373568956486, 0.033141921851809614, 0.02481258082517819, 0.09330543848385818, 0.9999999999999984]","[False, True, False, False]","[False, True, False, True, True]",False,False
19991,Dodo;Dublin;Europe;World_War_II;Tank;World_War_I,Dodo,Trench_warfare,5,3,0,"[0.022256951828487914, 0.06957764460366085, 0.16518653097644026, 0.11572665724237169, 0.16163958538493042]","[0.01326268881954097, 0.043362345372576584, 0.17842107525600998, 0.5237728911345919, 0.16163958538493042, 0.9999999999999994]","[True, True, False, True]","[True, True, True, False, True]",False,False
19692,Asteroid;Comet;England;Sutton_Hoo;Ancient_Rome;Civilization,Asteroid,Viking,5,3,0,"[0.12012399482448842, 0.019869006211918117, 0.10825889383181353, 0.061671892374849636, 0.2752098656240347]","[0.02065509267744417, 0.013082067277620494, 0.0703358363430871, 0.03993278699960175, 0.2752098656240347, 0.9999999999999989]","[False, True, False, True]","[False, True, False, True, True]",False,False
