path,source_article,target_article,human_path_length,shortest_path_length,is_successful,top,center_top,center,center_bottom,bottom,count_images,path_seq_cosine_sim,path_target_cosine_sim,path_seq_boolean,path_target_boolean,seq_strictly_increasing,target_strictly_increasing,curv_feats_0,curv_feats_1,curv_feats_2,curv_feats_3,curv_feats_4,curv_feats_5,curv_feats_6,curv_feats_7,curv_feats_8,curv_feats_9,curv_feats_10,curv_feats_11,curv_feats_12,curv_feats_13,curv_feats_14,curv_feats_15,used_top,used_center_bottom,used_bottom,treatment_used_top,prop_scores_used_top
hd 209458 b;hubble space telescope;europe;suez canal;mediterranean sea;sea;ocean;earth,hd 209458 b,strait of malacca,7,4,0,4,0,0,3,1,5,"[0.12152406115957184, 0.0167716274773561, 0.05469387173829637, 0.16142064029538924, 0.5516200022210963, 0.16674090243488746, 0.20035776677030617]","[0.1912668409695332, 0.08449706134340039, 0.08556400889779398, 0.030195479359016685, 0.061967422399298866, 0.04943386969024552, 0.20035776677030617, 0.9999999999999999]","[False, True, True, True, False, True]","[False, True, False, True, False, True, True]",False,False,7.0,-279.14285714285717,319.022689146832,-975.0,-262.5,-202.0,-98.0,-56.0,6.0,-42.333333333333336,545.919285853382,-919.0,-162.25,-6.5,87.75,773.0,1,0,0,1,0.04167485524713837
computer;toy;star wars;europe;british isles;u2;alternative rock;united kingdom,computer,harry potter,7,4,0,1,2,1,1,3,5,"[0.02594849460160499, 0.021717236303231587, 0.025226870994920166, 0.16501268735117072, 0.06440162275177451, 0.12383973473712376, 0.09330129498860254]","[0.04138165661813438, 0.028010708003947248, 0.03859549744989347, 0.2417890222080024, 0.4118525679099304, 0.0672002504413941, 0.09330129498860254, 1.0000000000000027]","[False, True, True, False, True, False]","[False, True, True, True, False, True, True]",False,False,7.0,-349.0,435.7208586545595,-996.0,-596.5,-99.0,-54.5,-46.0,6.0,-158.33333333333334,651.7473948292135,-949.0,-680.5,18.0,110.5,735.0,0,0,0,0,0.04167978382916596
jacques-louis david;united states;president of the united states;george w. bush;united states senate,jacques-louis david,barack obama,4,4,0,3,0,0,2,0,5,"[0.060337654965203914, 0.3235514638662403, 0.260446968480263, 0.10356180542126428]","[0.030668542906791153, 0.1685949460701095, 0.2884629298410389, 0.10356180542126428, 1.0000000000000007]","[True, False, False]","[True, True, False, True]",False,False,4.0,-585.25,669.2046896627867,-1567.0,-733.0,-312.0,-164.25,-150.0,3.0,472.3333333333333,569.826581806547,19.0,152.5,286.0,699.0,1112.0,1,0,0,1,0.07002878589082269
medieval commune;democracy;magna carta;england;the beatles;paul mccartney,medieval commune,paul mccartney,5,4,1,1,1,0,2,2,5,"[0.05627981819987736, 0.07579422069302019, 0.09490279115236644, 0.0673990386810206, 0.4948988225307673]","[0.008890170386264627, 0.009228063536503657, 0.012671232723002305, 0.03315228854337521, 0.4948988225307673, 0.9999999999999992]","[True, True, False, True]","[True, True, True, True, True]",False,True,5.0,-266.4,299.39488973594723,-789.0,-231.0,-162.0,-78.0,-72.0,4.0,21.0,533.9157236868006,-717.0,-111.75,121.5,254.25,558.0,0,0,0,0,0.07000511454262051
william wilberforce;france;north america;oregon;rocky mountains;fish,william wilberforce,bass (fish),5,4,0,3,0,2,0,1,3,"[0.036011839975282955, 0.1490108829083491, 0.06607821919332675, 0.06888768099641547, 0.019183881593395194]","[0.005666668101051426, 0.01520227617476972, 0.012824147656580664, 0.013426172132711524, 0.019183881593395194, 0.9999999999999988]","[True, False, True, False]","[True, False, True, True, True]",False,False,5.0,-369.4,381.42404224170247,-984.0,-493.0,-187.0,-116.0,-67.0,4.0,199.25,283.5540806736286,-120.0,6.75,213.0,405.5,491.0,1,0,0,1,0.06720938348918612
"astatine;isaac asimov;united states;west virginia;u.s. state;louisville, kentucky",astatine,"louisville, kentucky",5,4,1,2,1,1,1,1,4,"[0.04805857684263771, 0.039836707934944454, 0.19679426127348393, 0.2649938012899679, 0.08458378264572021]","[0.0062334804031102566, 0.010078739407987664, 0.08554215034968814, 0.06580268767947198, 0.08458378264572021, 0.9999999999999998]","[False, True, True, False]","[True, True, False, True, True]",False,False,5.0,-421.6,660.1176410307485,-1584.0,-326.0,-110.0,-59.0,-29.0,4.0,-7.5,1161.8406373796136,-1555.0,-350.5,133.5,476.5,1258.0,0,0,0,0,0.06724139764262141
jackanory;england;europe;monaco;formula one;monaco grand prix,jackanory,monaco grand prix,5,4,1,3,1,0,1,1,4,"[0.022606807571565142, 0.1743883890099941, 0.11391448785768539, 0.05438196529230478, 0.3743398829187185]","[0.012977330596027351, 0.02500717369290392, 0.07572668057963781, 0.6774346315198283, 0.3743398829187185, 0.9999999999999993]","[True, False, False, True]","[True, True, True, False, True]",False,False,5.0,-439.2,466.907057132359,-1103.0,-753.0,-209.0,-83.0,-48.0,4.0,167.5,528.096266476735,-350.0,-113.75,63.0,344.25,894.0,1,0,0,1,0.06367646339346468
humus;rain;water;fish;whale shark;shark;blue shark,humus,blue shark,6,4,1,1,2,1,3,0,1,"[0.0327063847669399, 0.15596099949657377, 0.11705813036067832, 0.14220433716838257, 0.6094239201003544, 0.6224067072735587]","[0.007095207320385442, 0.018924916231030625, 0.03877104551623547, 0.16556840504737852, 0.4496611596110009, 0.6224067072735587, 0.9999999999999988]","[True, False, True, True, True]","[True, True, True, True, True, True]",False,True,6.0,-112.0,108.2921973181817,-275.0,-182.25,-60.5,-42.25,-17.0,5.0,4.2,157.29971392218107,-164.0,-53.0,-46.0,26.0,258.0,0,0,0,0,0.06368083514724172
igneous rock;iron;axe;weapon;tank;t-34,igneous rock,t-34,5,4,1,3,0,1,1,1,2,"[0.05396469318909123, 0.0412782255500378, 0.05343829855648147, 0.18565276370969308, 0.5770923707831304]","[0.006304330636669536, 0.017178043068471562, 0.01046138677159898, 0.07191288855370956, 0.5770923707831304, 1.0]","[False, True, True, True]","[True, False, True, True, True]",False,False,5.0,-84.6,83.46436365299864,-231.0,-67.0,-54.0,-49.0,-22.0,4.0,52.25,76.04549077142357,-5.0,12.25,25.0,65.0,164.0,1,0,0,1,0.08146876568740827
gnu;at&t;television;telecommunication;radio;radio frequency,gnu,radio frequency,5,4,1,1,1,0,2,2,2,"[0.014986574484982702, 0.02799106486640599, 0.224860563972886, 0.32718377377730856, 0.3955137434927816]","[0.004542567682096984, 0.011315864970006, 0.08704761535724605, 0.09827887527507885, 0.3955137434927816, 1.000000000000001]","[True, True, True, True]","[True, True, True, True, True]",True,True,5.0,-80.4,63.539751337253435,-166.0,-131.0,-40.0,-37.0,-28.0,4.0,-3.0,132.62227062852855,-138.0,-105.0,-1.5,100.5,129.0,0,0,0,0,0.08146661600030417
ralph nader;princeton university;ancient greece;university;list of universities in the united kingdom;university of bristol;physics;chemistry;atom;chemical element;hydrogen,ralph nader,gallium,10,4,0,6,3,1,1,0,8,"[0.01947901887974152, 0.03114022104156903, 0.05267871925673843, 0.4136542646727915, 0.3566467481652974, 0.028234852421142476, 0.24569986520417542, 0.2874681861187809, 0.40888879072408474, 0.24954925821587542]","[0.0045845192677793955, 0.009321736605013687, 0.013121479252740634, 0.008372788945915019, 0.001841714929064142, 0.012160290891319685, 0.1028478472690339, 0.20584498586527444, 0.27876148754253427, 0.24954925821587542, 1.0000000000000002]","[True, True, True, False, False, True, True, True, False]","[True, True, False, False, True, True, True, True, False, True]",False,False,10.0,-125.5,69.68540417874863,-199.0,-184.0,-146.0,-71.0,-10.0,9.0,-14.555555555555555,89.78461882626544,-143.0,-62.0,-9.0,59.0,109.0,1,0,0,1,0.023154313129924196
lipid;carbon;science;society;business;government;communication;internet;linux;emacs;unix,lipid,unix,10,4,1,2,1,2,3,3,5,"[0.07686771205412202, 0.03373338944919042, 0.13129250809426113, 0.08485615235207795, 0.0884036307492131, 0.057750421677480984, 0.09502994473152204, 0.06961921306416098, 0.05849179068933811, 0.08271017734220788]","[0.008587765283079002, 0.008479854812559747, 0.023156062484915557, 0.015821106847966983, 0.028900255794839885, 0.022811830183492313, 0.03014756655068221, 0.061572473925357286, 0.31445208124754365, 0.08271017734220788, 0.9999999999999982]","[False, True, False, True, False, True, False, False, True]","[False, True, False, True, False, True, True, True, False, True]",False,False,10.0,-94.1,55.32017915934675,-205.0,-126.25,-85.0,-62.0,-16.0,9.0,7.0,78.08008709011537,-99.0,-71.0,32.0,60.0,111.0,0,0,0,0,0.023194126085588716
anthropology;folklore;brothers grimm;germany,anthropology,pumpkin,3,4,0,2,1,1,0,0,2,"[0.03096109119032021, 0.14491656500959463, 0.11043211761003233]","[0.04445673461358706, 0.02612037376480593, 0.11043211761003233, 1.0000000000000009]","[True, False]","[False, True, True]",False,False,3.0,-286.0,400.47846384044175,-747.0,-417.0,-87.0,-55.5,-24.0,2.0,-330.0,555.7859300126264,-723.0,-526.5,-330.0,-133.5,63.0,1,0,0,1,0.1611504756189613
eruption column;jakarta;football (soccer);england,eruption column,harry potter,3,4,0,1,1,0,1,1,2,"[0.025448381127721794, 0.02281520806902827, 0.13556060659930488]","[0.017241921004136348, 0.039442130536542976, 0.13556060659930488, 1.0000000000000024]","[False, True]","[True, True, True]",False,True,3.0,-352.0,377.1988865307001,-770.0,-509.5,-249.0,-143.0,-37.0,2.0,-366.5,218.4959953866432,-521.0,-443.75,-366.5,-289.25,-212.0,0,0,0,0,0.16084758355620257
michael jordan;geography;science;chemistry;periodic table;americium,michael jordan,americium,5,4,1,3,2,1,0,0,4,"[0.01013391787779037, 0.15923431884911013, 0.12308299063279333, 0.22399737325706182, 0.136472992514937]","[0.007817900086293919, 0.013469897679733204, 0.021031095389745957, 0.07669012528112076, 0.136472992514937, 1.000000000000001]","[True, False, True, False]","[True, True, True, True, True]",False,True,5.0,-133.2,43.56259863690411,-180.0,-157.0,-144.0,-119.0,-66.0,4.0,-19.5,74.85318964479737,-114.0,-57.0,-12.5,25.0,61.0,1,0,0,1,0.08294856957001516
list of universities in the united kingdom;united kingdom;lion;chordate;vertebrate,list of universities in the united kingdom,vertebrate,4,4,1,0,2,1,2,0,2,"[0.08997472730505093, 0.050419424064479336, 0.00683092779979549, 0.45276746989343386]","[0.0020225531932285623, 0.02084655957714056, 0.013768547121016161, 0.45276746989343386, 0.9999999999999982]","[False, False, True]","[True, False, True, True]",False,False,4.0,-407.5,399.42667245273776,-973.0,-526.0,-301.5,-183.0,-54.0,3.0,306.3333333333333,449.231937125282,-151.0,86.0,323.0,535.0,747.0,0,0,0,0,0.0829501170622191
3rd century;citizenship;country;united states;olympic games;athletics (track and field),3rd century,carl lewis,5,4,0,4,0,1,1,0,3,"[0.0235615522777608, 0.1370943444900063, 0.2788576314109416, 0.13265892595186543, 0.17376647791837097]","[0.013011492216645265, 0.013563776094913799, 0.024235261813998633, 0.06280069350927449, 0.17376647791837097, 1.0000000000000027]","[True, True, False, True]","[True, True, True, True, True]",False,True,5.0,-449.6,636.5275327902165,-1568.0,-372.0,-139.0,-104.0,-65.0,4.0,-18.5,1099.7201159082856,-1464.0,-395.25,97.0,473.75,1196.0,1,0,0,1,0.06814202671363179
judaism;united states;internet;world wide web;mozilla firefox,judaism,mozilla firefox,4,4,1,0,1,0,0,4,3,"[0.06506229092889865, 0.07585687426678714, 0.3934715901446399, 0.08234608458590956]","[0.0057886988668811295, 0.015633751076269152, 0.06831726368593807, 0.08234608458590956, 0.9999999999999972]","[True, True, False]","[True, True, True, True]",False,True,4.0,-523.5,736.0636294958925,-1596.0,-708.75,-232.5,-47.25,-33.0,3.0,521.0,598.2674986993694,19.0,190.0,361.0,772.0,1183.0,0,0,1,0,0.0681534865229537
drought;agriculture;food;english language;united states;mexico,drought,krazy kat,5,4,0,4,1,0,0,1,3,"[0.14046482533355664, 0.2178763632479046, 0.03228530255298186, 0.1636756083880345, 0.30149003094917387]","[0.01954177491588493, 0.04718696447786333, 0.04324327343525458, 0.11976067220524308, 0.30149003094917387, 1.0000000000000029]","[True, False, True, True]","[True, False, True, True, True]",False,False,5.0,-648.4,608.5518055186427,-1667.0,-637.0,-566.0,-254.0,-118.0,4.0,-78.0,919.532852412934,-1030.0,-646.75,-191.5,377.25,1101.0,1,0,0,1,0.06301366879926316
john cabot;christopher columbus;ptolemy;medicine;anthropology;evolution;creation-evolution controversy,john cabot,creation-evolution controversy,6,4,1,2,1,3,1,0,3,"[0.19363594091366362, 0.028467332534979635, 0.03864314793565932, 0.05447736708057047, 0.08410234339604956, 0.2841042766756666]","[0.010863334797995894, 0.016766920285504295, 0.029044623897167155, 0.0424756969210135, 0.054940789964507734, 0.2841042766756666, 1.0000000000000002]","[False, True, True, True, True]","[True, True, True, True, True, True]",False,True,6.0,-101.5,31.797798665945415,-156.0,-115.0,-91.0,-79.0,-73.0,5.0,0.8,55.45899386032891,-59.0,-36.0,-8.0,24.0,83.0,0,0,0,0,0.06302399076623409
velociraptor;anatomy;human;science;statistics;probability theory,velociraptor,playing card,5,4,0,3,0,2,1,0,2,"[0.032515406305296514, 0.145831111967054, 0.17746020337699847, 0.15421853979016092, 0.16584694552070312]","[0.006535050483302944, 0.008169821641535542, 0.04219401104890838, 0.04455328628811607, 0.16584694552070312, 1.0000000000000018]","[True, True, False, True]","[True, True, True, True, True]",False,True,5.0,-122.2,97.58176059079894,-270.0,-168.0,-84.0,-62.0,-27.0,4.0,8.75,140.4501690992218,-106.0,-103.0,-22.5,89.25,186.0,1,0,0,1,0.08131580706745303
edmund hillary;ecology;meteorology;tropical cyclone;hurricane katrina;meteorological history of hurricane katrina,edmund hillary,meteorological history of hurricane katrina,5,4,1,2,0,2,0,2,4,"[0.028841922096859072, 0.0711548567930261, 0.1715120065498534, 0.3121796811468337, 0.7733137372096378]","[0.01004573649421926, 0.010740374888812642, 0.07686236141525637, 0.41705767095998136, 0.7733137372096378, 0.9999999999999989]","[True, True, True, True]","[True, True, True, True, True]",True,True,5.0,-91.2,33.20692698820534,-131.0,-120.0,-84.0,-66.0,-55.0,4.0,2.75,49.955813809138704,-36.0,-22.5,-14.5,10.75,76.0,0,0,0,0,0.08132956619079726
battle of moscow;moscow;russia;volcano;koryaksky,battle of moscow,koryaksky,4,4,1,3,0,0,0,2,2,"[0.43704071050739823, 0.3151862797560848, 0.0332197890354784, 0.31553069409523166]","[0.007700184674205137, 0.019678468557281115, 0.05464039640733354, 0.31553069409523166, 0.9999999999999983]","[False, False, True]","[True, True, True, True]",False,True,4.0,-255.0,226.82445488380068,-580.0,-319.0,-186.0,-122.0,-68.0,3.0,24.0,412.23294385577674,-440.0,-138.0,164.0,256.0,348.0,1,0,0,1,0.09484809824677798
western front (world war i);world war i;war;game theory;ultimatum game,western front (world war i),ultimatum game,4,4,1,1,3,0,0,1,3,"[0.586626103010117, 0.37220814734435753, 0.07151767843963386, 0.41454005005989314]","[0.015677022361652235, 0.033189933055399766, 0.042870463929703194, 0.41454005005989314, 0.9999999999999988]","[False, False, True]","[True, True, True, True]",False,True,4.0,-168.75,184.6769702300028,-431.0,-230.0,-110.5,-49.25,-23.0,3.0,136.0,119.553335377981,35.0,70.0,105.0,186.5,268.0,0,0,0,0,0.09483846226186028
high german consonant shift;german reunification;poland;ottoman empire;byzantine empire;medicine,high german consonant shift,devonian,5,4,0,3,1,0,0,2,5,"[0.21232317095600978, 0.14912015037726362, 0.060984367949834854, 0.26823040602964776, 0.02540013657243591]","[0.013325457803785466, 0.017975278346527748, 0.022383605955681476, 0.023834343039309498, 0.02540013657243591, 1.0000000000000007]","[False, False, True, False]","[True, True, True, True, True]",False,True,5.0,-187.6,101.5937990233656,-302.0,-223.0,-213.0,-174.0,-26.0,4.0,-37.0,161.82500836809288,-276.0,-61.5,24.5,49.0,79.0,1,0,0,1,0.08799876583834113
matter;albert einstein;germany;european union;european parliament,matter,european parliament,4,4,1,1,0,1,2,1,4,"[0.07976643571231243, 0.06266267155623247, 0.265176906669804, 0.47265876002205576]","[0.007174605172937321, 0.01699656235906751, 0.179959301849544, 0.47265876002205576, 1.0000000000000002]","[False, True, True]","[True, True, True, True]",False,True,4.0,-380.0,327.1564355676552,-828.0,-518.25,-294.5,-156.25,-103.0,3.0,-23.666666666666668,613.4307893587779,-725.0,-242.0,241.0,327.0,413.0,0,0,0,0,0.08795576932386298
space shuttle challenger;space shuttle columbia;telescope;galileo galilei;albert einstein;philadelphia,space shuttle challenger,alexander graham bell,5,4,0,3,1,1,0,1,3,"[0.5625872782943457, 0.040083287336818645, 0.10917149923086869, 0.06610564680346248, 0.023417895640512776]","[0.01528364723808527, 0.020566628477779535, 0.014218537745485186, 0.013392144231800079, 0.023417895640512776, 0.9999999999999986]","[False, True, False, False]","[True, False, False, True, True]",False,False,5.0,-84.8,49.18028060107018,-135.0,-127.0,-82.0,-66.0,-14.0,4.0,-28.25,46.59309677051598,-69.0,-68.25,-30.0,10.0,16.0,1,0,0,1,0.08586762363588918
great black-backed gull;north america;united states;cinema of the united states;video,great black-backed gull,video,4,4,1,1,0,0,1,3,3,"[0.03366735514513021, 0.3308730019703287, 0.13966124285229717, 0.06572629739142549]","[0.003524506000765249, 0.014001217171087987, 0.02751561723120085, 0.06572629739142549, 0.9999999999999999]","[True, False, False]","[True, True, True, True]",False,True,4.0,-597.5,703.807975705495,-1626.0,-720.75,-362.0,-238.75,-40.0,3.0,126.33333333333331,1269.6918261268493,-1207.0,-471.0,265.0,793.0,1321.0,0,0,1,0,0.08587540781424281
loch ness;loch;water;fish,loch ness,african dwarf frog,3,4,0,2,0,0,1,1,1,"[0.6077759857860138, 0.06717661826150179, 0.11705813036067832]","[0.011759097108373527, 0.015487726047841217, 0.11705813036067832, 0.9999999999999988]","[False, True]","[True, True, True]",False,True,3.0,-161.66666666666666,133.84443706532346,-275.0,-235.5,-196.0,-105.0,-14.0,2.0,-130.5,72.8319984622144,-182.0,-156.25,-130.5,-104.75,-79.0,1,0,0,1,0.1428140100065628
sand;dune;egypt;arabic language,sand,lake chad,3,4,0,1,0,1,2,0,1,"[0.23172807290443756, 0.026831232853992415, 0.126718862798665]","[0.005998961329846421, 0.006696675469592076, 0.126718862798665, 1.0000000000000013]","[False, True]","[True, True, True]",False,True,3.0,-225.66666666666663,185.16029091933652,-388.0,-326.5,-265.0,-144.5,-24.0,2.0,-120.5,344.36100243784864,-364.0,-242.25,-120.5,1.25,123.0,0,1,0,0,0.1423286138391453
great spotted woodpecker;insect;human;technology;integrated circuit;computer;unix;openbsd,great spotted woodpecker,itunes,7,4,0,4,1,2,0,1,0,"[0.07951379110469166, 0.09595008138729344, 0.24549923511982966, 0.12084552730916424, 0.15883146607412876, 0.11029280849056504, 0.15464367365604076]","[0.007252636888958045, 0.010452884660076987, 0.021881253882623897, 0.03585295082019855, 0.024909020682005113, 0.061257677341280896, 0.15464367365604076, 1.0000000000000022]","[True, True, False, True, False, True]","[True, True, True, False, True, True, True]",False,False,7.0,-109.14285714285714,70.66689128445883,-205.0,-155.5,-108.0,-61.5,-17.0,6.0,16.166666666666668,80.58639256516366,-83.0,-37.25,18.5,45.75,144.0,1,0,0,1,0.04892124526750635
