,path,source_article,target_article,human_path_length,shortest_path_length,is_successful,path_seq_cosine_sim,path_target_cosine_sim,path_seq_boolean,path_target_boolean,seq_strictly_increasing,target_strictly_increasing
14971,Osama_bin_Laden;United_States;Education;Mathematics;Algebra;Elementary_algebra,Osama_bin_Laden,Elementary_algebra,5,3,1,"[0.0748539353843196, 0.1001130004379699, 0.08258570710926162, 0.1653146167399044, 0.4127363337435412]","[0.002928185464148572, 0.014593746223535844, 0.024722043642259137, 0.07484156281346477, 0.4127363337435412, 0.9999999999999988]","[True, False, True, True]","[True, True, True, True, True]",False,True
12909,Edward_II_of_England;Scotland;Europe;Germany;Berlin;Berlin_Wall,Edward_II_of_England,Berlin_Wall,5,3,1,"[0.059082823894193524, 0.12285956168864443, 0.28022349835787147, 0.2918683988550149, 0.5943799050238318]","[0.018595130142723775, 0.04592318888393651, 0.08313739238324075, 0.33749530081796697, 0.5943799050238318, 1.000000000000003]","[True, True, True, True]","[True, True, True, True, True]",True,True
7422,Potassium_nitrate;Ammonia;United_States;Fine_art;Painting;Pablo_Picasso,Potassium_nitrate,Pablo_Picasso,5,3,1,"[0.10711879576631173, 0.020356271864519174, 0.05766998984478008, 0.23304565859294996, 0.13101753623237336]","[0.0019287944609865516, 0.0033497242547464207, 0.03134449393329268, 0.04960989486797364, 0.13101753623237336, 1.0000000000000013]","[False, True, True, False]","[True, True, True, True, True]",False,True
2780,Anglicanism;United_States;Islam;Iran;Azerbaijan;Azerbaijani_people,Anglicanism,Azerbaijani_people,5,3,1,"[0.0776082804719234, 0.07518665348445167, 0.1634470338218332, 0.16057073480261105, 0.561326137855275]","[0.02693711156994047, 0.06420029069699602, 0.07579335877476674, 0.339098084722924, 0.561326137855275, 0.9999999999999994]","[False, True, False, True]","[True, True, True, True, True]",False,True
15886,Soil_moisture;Earth%27s_atmosphere;Chemical_element;Alchemy;Taoism;Laozi,Soil_moisture,Laozi,5,3,1,"[0.04782978425529527, 0.11854248119326911, 0.09125458329473643, 0.07093543965520539, 0.33028414306740944]","[0.0031674741577992394, 0.0033528825685972194, 0.008842058228649863, 0.020555680858623124, 0.33028414306740944, 1.000000000000002]","[True, False, False, True]","[True, True, True, True, True]",False,True
10463,House_of_Lords;Wars_of_the_Roses;Hundred_Years%27_War;Weapon;Axe;Iron,House_of_Lords,Iron,5,3,1,"[0.06428192824544968, 0.3506801243213179, 0.0820768377433013, 0.05343829855648147, 0.0412782255500378]","[0.007524360741703294, 0.010793371556080638, 0.016891506731907608, 0.041249006702263634, 0.0412782255500378, 1.0000000000000016]","[True, False, False, False]","[True, True, True, True, True]",False,True
5036,Brain;Computer_science;Cryptography;Information;Communication;Telephone,Brain,Telephone,5,3,1,"[0.04916586828560618, 0.14185383965764298, 0.07911426939520848, 0.17179445476436994, 0.06632914254902358]","[0.01987493081672035, 0.024968341253746362, 0.032776036790409226, 0.04460896388615883, 0.06632914254902358, 1.0000000000000009]","[True, False, True, False]","[True, True, True, True, True]",False,True
14065,Krazy_Kat;Calvin_and_Hobbes;Tiger;Mammal;Milk;Domestic_goat,Krazy_Kat,Domestic_goat,5,3,1,"[0.11145090395564089, 0.03777358823846673, 0.03677702046542161, 0.04137922818640924, 0.16360331825407706]","[0.00628652045971561, 0.009039543159086514, 0.0233595857263556, 0.027758710289203493, 0.16360331825407706, 1.0000000000000018]","[False, False, True, True]","[True, True, True, True, True]",False,True
2445,The_Lion_King;Africa;Asia;India;Hinduism;Varanasi,The_Lion_King,Varanasi,5,3,1,"[0.031492422217074656, 0.15405574236181843, 0.2561340571197051, 0.10395834995871885, 0.10261556748404779]","[0.0057468605328615885, 0.03023313077699693, 0.035471623991367926, 0.09523931284837218, 0.10261556748404779, 1.000000000000002]","[True, True, False, False]","[True, True, True, True, True]",False,True
1689,Hydrogen;Water;Brazil;Rainforest;Bird;Parrot,Hydrogen,Parrot,5,3,1,"[0.16261621385389718, 0.04575065603103241, 0.04130963011001061, 0.0655628237012744, 0.11545082687449595]","[0.008237729953775351, 0.014763708956659126, 0.020372697368096954, 0.043066518576573336, 0.11545082687449595, 1.0000000000000009]","[False, False, True, True]","[True, True, True, True, True]",False,True
12562,Consumer_protection;Government;Tony_Blair;United_Kingdom;British_monarchy;William_III_of_England,Consumer_protection,William_III_of_England,5,3,1,"[0.06498697082310817, 0.09604879174288304, 0.1492710042061119, 0.4382186014161955, 0.39826874389650624]","[0.01824969822309262, 0.037439838865770216, 0.04667733049881412, 0.21149698648658852, 0.39826874389650624, 1.0000000000000009]","[True, True, True, False]","[True, True, True, True, True]",False,True
10887,King_Arthur;Archaeology;Iron;Earth;Crust_%28geology%29;Granite,King_Arthur,Granite,5,3,1,"[0.03636610115089337, 0.03397333270055831, 0.07369636742221027, 0.27677358675007335, 0.1748068915722108]","[0.009438880869515175, 0.014583815384604007, 0.030861793830913815, 0.039732795392974474, 0.1748068915722108, 1.0000000000000009]","[False, True, True, False]","[True, True, True, True, True]",False,True
19639,Literacy;Communication;Electromagnetic_radiation;Speed_of_light;Universe;String_theory,Literacy,Extraterrestrial_life,5,3,0,"[0.06029405505409248, 0.01524683868509394, 0.17409109360415126, 0.12567006182856094, 0.13270793849545462]","[0.00963860499957835, 0.018539446583825704, 0.04017298059611476, 0.09034618520354212, 0.13270793849545462, 1.000000000000001]","[False, True, False, True]","[True, True, True, True, True]",False,True
17102,Windows_Vista;European_Union;Europe;Holy_Roman_Empire;Western_Roman_Empire;Roman_Empire,Windows_Vista,Roman_Empire,5,3,1,"[0.02798172093322383, 0.2874028541241009, 0.12422346749305112, 0.40046298606520797, 0.7069560190765315]","[0.011319073790832239, 0.05679009639011235, 0.11158322948168416, 0.3974483249403493, 0.7069560190765315, 1.0000000000000016]","[True, False, True, True]","[True, True, True, True, True]",False,True
14848,Norfolk;Europe;European_Union;Euro;Coin;Money,Norfolk,Money,5,3,1,"[0.0530353845690479, 0.2874028541241009, 0.27880055884382005, 0.15509039735155777, 0.2453291784117679]","[0.015909459384274335, 0.040571965862425646, 0.057301531006557625, 0.23800749429940019, 0.2453291784117679, 1.000000000000002]","[True, False, False, True]","[True, True, True, True, True]",False,True
12757,Diamond_simulant;Baroque;Peter_Paul_Rubens;Antwerp;Flanders;Flemish_people,Diamond_simulant,Flemish_people,5,3,1,"[0.01582308104812229, 0.08140214360443078, 0.32627683900477217, 0.18139595491248667, 0.7152073339123869]","[0.009354592778373036, 0.017903818952006035, 0.04037539892772979, 0.05642741712321342, 0.7152073339123869, 1.0000000000000022]","[True, True, False, True]","[True, True, True, True, True]",False,True
9245,Toy_Story;Australia;New_Zealand;Netherlands;Agriculture;Cocoa,Toy_Story,Cocoa,5,3,1,"[0.02120845702873595, 0.18543805184162676, 0.10260843699049745, 0.05196451994825438, 0.06483672869113351]","[0.005008581428074333, 0.01765390867289254, 0.01817557816180644, 0.04292939901201586, 0.06483672869113351, 0.9999999999999996]","[True, False, False, True]","[True, True, True, True, True]",False,True
1465,Flower;Charles_Darwin;England;Europe;Germany;Adolf_Hitler,Flower,Adolf_Hitler,5,3,1,"[0.04192949928221892, 0.058779145359607585, 0.1743883890099941, 0.28022349835787147, 0.18728362205446583]","[0.009990954662193071, 0.020192452251680298, 0.036271879136834266, 0.04570764666547644, 0.18728362205446583, 0.9999999999999986]","[True, True, True, False]","[True, True, True, True, True]",False,True
3284,Michael_Jordan;Geography;Ancient_Greece;Homer;Odyssey;Odysseus,Michael_Jordan,Odysseus,5,3,1,"[0.01013391787779037, 0.03797369704709023, 0.10780077300336949, 0.09889894853552725, 0.8732646976157322]","[0.008876723215814869, 0.008925721584306056, 0.03962713686254505, 0.0619786911734162, 0.8732646976157322, 0.9999999999999971]","[True, True, False, True]","[True, True, True, True, True]",False,True
6897,Pyramid;Earth;Plant;Soybean;Seed;Bean,Pyramid,Bean,5,3,1,"[0.02651419649611107, 0.053232237468505264, 0.05554282167285897, 0.07567380670917628, 0.10439411813039873]","[0.004724199613703206, 0.008379202037967314, 0.05429965840601207, 0.10107310575215235, 0.10439411813039873, 1.0000000000000024]","[True, True, True, True]","[True, True, True, True, True]",True,True
16189,Tashkent;University;Library;Internet;World_Wide_Web;Google,Tashkent,Google,5,3,1,"[0.04541565576114634, 0.06629250046373926, 0.06110985026488913, 0.3934715901446399, 0.08608079564840988]","[0.008219772169408543, 0.014668341457002361, 0.015349128501295717, 0.08155772919159932, 0.08608079564840988, 0.9999999999999994]","[True, False, True, False]","[True, True, True, True, True]",False,True
11745,Attila_the_Hun;Earthquake;Nuclear_weapon;Neutron;Electric_charge;Electricity,Attila_the_Hun,Electricity,5,3,1,"[0.01385995447268376, 0.05767837068883952, 0.12055393848656157, 0.1722894187155775, 0.6038136966166836]","[0.007157444679367781, 0.051379739037272484, 0.09060315139151003, 0.12443890478556571, 0.6038136966166836, 1.0000000000000029]","[True, True, True, True]","[True, True, True, True, True]",True,True
6577,Star_Trek;War;World_War_I;Nazism;Nazi_Germany;Wernher_von_Braun,Star_Trek,Wernher_von_Braun,5,3,1,"[0.02726388077004431, 0.37220814734435753, 0.20987729655365733, 0.6159290542046885, 0.1561208497839499]","[0.01786836036661526, 0.04988154441542351, 0.07199332555989282, 0.08212409553017973, 0.1561208497839499, 0.9999999999999986]","[True, False, True, False]","[True, True, True, True, True]",False,True
2765,Buddhism;Christianity;Southern_Africa;Africa;Sierra_Leone;Freetown,Buddhism,Freetown,5,3,1,"[0.06155125609168566, 0.029468572420161196, 0.511985351896445, 0.11142188663177144, 0.4851281685365883]","[0.004689377469891409, 0.01492858816870615, 0.0268341433590884, 0.07524988867955856, 0.4851281685365883, 0.9999999999999988]","[False, True, False, True]","[True, True, True, True, True]",False,True
9332,Fractal;Gottfried_Leibniz;Germany;European_Union;Montenegro;Serbia_and_Montenegro,Fractal,Serbia_and_Montenegro,5,3,1,"[0.03195462314139808, 0.055031104817441834, 0.265176906669804, 0.12390209422852504, 0.6765944955172354]","[0.0033570295486010948, 0.008555379150961634, 0.08359210609301088, 0.0837076644977224, 0.6765944955172354, 1.0000000000000002]","[True, True, False, True]","[True, True, True, True, True]",False,True
12483,Clock;20th_century;Computer;Computer_and_video_games;Nintendo;Mario,Clock,Mario,5,3,1,"[0.023806827180755476, 0.04959957255731204, 0.1505697059933653, 0.3810670737217536, 0.2542917348578662]","[0.004975084848357918, 0.008582976401981544, 0.013659475434484354, 0.11986752833914674, 0.2542917348578662, 1.000000000000001]","[True, True, True, False]","[True, True, True, True, True]",False,True
1779,Kazakhstan;United_Nations;United_States;Gulf_of_Mexico;Hurricane_Katrina;2005_Atlantic_hurricane_season,Kazakhstan,2005_Atlantic_hurricane_season,5,3,1,"[0.11553115150464371, 0.30510236928207757, 0.14291890284617878, 0.2964908782542528, 0.5945907834334648]","[0.02595440892926761, 0.034450374029631844, 0.08452193419058088, 0.2387611578841607, 0.5945907834334648, 0.9999999999999997]","[True, False, True, True]","[True, True, True, True, True]",False,True
19145,Calculus;Latin;Spanish_language;South_America;North_America;California,Calculus,Lemon,5,3,0,"[0.021585123129149786, 0.22271298506536213, 0.22500505830435272, 0.40199036560535073, 0.12726552086290305]","[0.01019413749094205, 0.029306805661226582, 0.06703666064765729, 0.07677722116555907, 0.12726552086290305, 1.0000000000000018]","[True, True, True, False]","[True, True, True, True, True]",False,True
3424,Lake_Victoria;Fresh_water;Fish;Whale_shark;Shark;Basking_shark,Lake_Victoria,Basking_shark,5,3,1,"[0.10553039422392581, 0.16395532223984266, 0.14220433716838257, 0.6094239201003544, 0.6050140462828058]","[0.019346261445761962, 0.03637551540894098, 0.1319916788842445, 0.5256223883199337, 0.6050140462828058, 1.0]","[True, False, True, False]","[True, True, True, True, True]",False,True
6279,Palm_oil;Magnesium;Chemical_element;Chemistry;Physics;Heat,Palm_oil,Heat,5,3,1,"[0.021517873193845734, 0.10905191657763905, 0.34105044154334685, 0.24569986520417542, 0.1389036978218602]","[0.015563124098127601, 0.0463779791584604, 0.06559473156122163, 0.11363234848408041, 0.1389036978218602, 0.9999999999999986]","[True, True, False, False]","[True, True, True, True, True]",False,True
16874,Ununtrium;Japan;Pacific_Ocean;Igneous_rock;Continental_crust;Craton,Ununtrium,Craton,5,3,1,"[0.04888240878288596, 0.17032622430143726, 0.0711297234311929, 0.1872498665839344, 0.48440889283730443]","[0.008854184393182111, 0.014695270956978855, 0.04399404532098404, 0.31634781494218217, 0.48440889283730443, 1.0000000000000018]","[True, False, True, True]","[True, True, True, True, True]",False,True
342,Automobile;United_States;Neil_Armstrong;Mars;Solar_System;Pluto,Automobile,Pluto,5,3,1,"[0.0909640585292997, 0.07963896476232732, 0.037495181964637934, 0.21965559350551603, 0.437449702629857]","[0.012068189876308696, 0.020815901050360634, 0.023377157807713576, 0.08129229922463357, 0.437449702629857, 1.0000000000000004]","[False, False, True, True]","[True, True, True, True, True]",False,True
15501,Reza_Shah;Petroleum;Carbon;Diamond;Crystal;Quartz,Reza_Shah,Quartz,5,3,1,"[0.01881646937217539, 0.09005864429403337, 0.2686991338719614, 0.10016194211835926, 0.2370285723905271]","[0.0017241983993271947, 0.013767529869869123, 0.025993840177045174, 0.03317190921855248, 0.2370285723905271, 1.000000000000001]","[True, True, False, True]","[True, True, True, True, True]",False,True
18841,Gaza_Strip;Mediterranean_Sea;Europe;France;Paris;Tourism,Gaza_Strip,Chocolate,5,3,0,"[0.06956197229179883, 0.23207559275051082, 0.2709374976358186, 0.2513960323012996, 0.0831542250479587]","[0.0222386649886378, 0.043708337120076206, 0.061806073132656, 0.08223263232268987, 0.0831542250479587, 1.000000000000001]","[True, True, False, False]","[True, True, True, True, True]",False,True
14967,Osama_bin_Laden;Syria;Computer;Trigonometry;Algebra;Elementary_algebra,Osama_bin_Laden,Elementary_algebra,5,3,1,"[0.05792187803992099, 0.021284448775436615, 0.03637222823293307, 0.0701026117704449, 0.4127363337435412]","[0.002928185464148572, 0.010986019710703432, 0.030601499168220615, 0.04368866175687345, 0.4127363337435412, 0.9999999999999988]","[False, True, True, True]","[True, True, True, True, True]",False,True
17164,Yak;Himalayas;Glacier;Climate;Climate_change;Greenhouse_effect,Yak,Greenhouse_effect,5,3,1,"[0.054583222541143776, 0.13462717431883028, 0.030133124021994407, 0.5790906689304302, 0.30148795406907974]","[0.004109600199546469, 0.02295025121601016, 0.04271066907518056, 0.12337808370441866, 0.30148795406907974, 0.9999999999999998]","[True, False, True, False]","[True, True, True, True, True]",False,True
7038,Pyramid;Earth;Plant;Soybean;Seed;Bean,Pyramid,Bean,5,3,1,"[0.02651419649611107, 0.053232237468505264, 0.05554282167285897, 0.07567380670917628, 0.10439411813039873]","[0.004724199613703206, 0.008379202037967314, 0.05429965840601207, 0.10107310575215235, 0.10439411813039873, 1.0000000000000024]","[True, True, True, True]","[True, True, True, True, True]",True,True
8211,Picts;Aberdeen;Glasgow;Coal;Acid_rain;Smog,Picts,Smog,5,3,1,"[0.03861978346648045, 0.11548112697431248, 0.013490075495678952, 0.11405661938273494, 0.11779381625006945]","[0.010856224785197694, 0.023748314413956563, 0.027672556249446992, 0.09048869743952964, 0.11779381625006945, 0.9999999999999992]","[True, False, True, True]","[True, True, True, True, True]",False,True
12443,Chocolate;Rabbit;Chordate;Reptile;Dinosaur;Velociraptor,Chocolate,Velociraptor,5,3,1,"[0.013919464163622806, 0.005175139770965212, 0.13155894078961763, 0.14336051013754525, 0.17388064767782488]","[0.005350519184793099, 0.007725630315670175, 0.01836509682897419, 0.041011924698746906, 0.17388064767782488, 0.9999999999999996]","[False, True, True, True]","[True, True, True, True, True]",False,True
7687,Tuna;Pacific_Ocean;Water;Sunlight;Sun;Solar_eclipse,Tuna,Solar_eclipse,5,3,1,"[0.045869964065728804, 0.06643941719695959, 0.07496092970742038, 0.3504236826522005, 0.35558405420652284]","[0.0031522262463504636, 0.018422752984947707, 0.033330227092361706, 0.12406282357999156, 0.35558405420652284, 0.9999999999999999]","[True, True, True, True]","[True, True, True, True, True]",True,True
13967,John_W._Campbell;Isaac_Asimov;World_War_II;Yugoslavia;Bosnia_and_Herzegovina;Sarajevo,John_W._Campbell,Sarajevo,5,3,1,"[0.3515196902715757, 0.02251302540832963, 0.15160169263675619, 0.3424209985303987, 0.3791185353691281]","[0.006317933116260816, 0.007182719977648401, 0.04837208332308661, 0.11001101786095951, 0.3791185353691281, 0.9999999999999997]","[False, True, True, True]","[True, True, True, True, True]",False,True
9072,Bangkok;Thailand;Spain;Mediterranean_Sea;Cyprus;Turkish_Republic_of_Northern_Cyprus,Bangkok,Turkish_Republic_of_Northern_Cyprus,5,3,1,"[0.4280768520051333, 0.08036772529237715, 0.14362578647449112, 0.12534125916287225, 0.8019262218801734]","[0.0254546048309211, 0.0295801849734665, 0.05395998455782941, 0.09618666648420406, 0.8019262218801734, 0.9999999999999997]","[False, True, False, True]","[True, True, True, True, True]",False,True
3336,Dundee;London;University_of_Cambridge;Isaac_Newton;Physics;Special_relativity,Dundee,Special_relativity,5,3,1,"[0.09360080354910855, 0.05898190409769288, 0.1109458465517321, 0.12007183334149832, 0.251035549532046]","[0.00567172864707639, 0.010662868634154977, 0.011708317138812102, 0.08024503609413204, 0.251035549532046, 1.0000000000000009]","[False, True, True, True]","[True, True, True, True, True]",False,True
16367,Theatre;Music;Anthropology;Human;Mammal;Zebra,Theatre,Zebra,5,3,1,"[0.08988164242514379, 0.03969654832477288, 0.12764836797100884, 0.09718576380595302, 0.02639381305403988]","[0.003615741833142461, 0.00389874552159468, 0.005924677938105354, 0.022933026301580214, 0.02639381305403988, 0.9999999999999984]","[False, True, False, False]","[True, True, True, True, True]",False,True
14465,Mbabane;United_States;Internet;World_Wide_Web;Gmail;Google,Mbabane,Google,5,3,1,"[0.03499629791735026, 0.07585687426678714, 0.3934715901446399, 0.07853038386322857, 0.41028130832026033]","[0.0032964020253290517, 0.03490003382811454, 0.08155772919159932, 0.08608079564840988, 0.41028130832026033, 0.9999999999999994]","[True, True, False, True]","[True, True, True, True, True]",False,True
20402,Bismuth;France;United_States;American_football;Football;Football_%28soccer%29,Bismuth,Super_Bowl_XL,5,3,0,"[0.022973513377926903, 0.25885041069879217, 0.07960483335210046, 0.5889187471923821, 0.6707995858558472]","[0.010656078856540213, 0.06349915192462782, 0.08514198660474567, 0.6147501440230159, 0.6707995858558472, 0.9999999999999996]","[True, False, True, True]","[True, True, True, True, True]",False,True
11659,Arctic_Monkeys;United_Kingdom;France;French_language;Madagascar;Antananarivo,Arctic_Monkeys,Antananarivo,5,3,1,"[0.11952546519214387, 0.21402039732604736, 0.30480994070258877, 0.12449417171680803, 0.3419330210525824]","[0.00536141606680959, 0.042887732977648134, 0.04474105020175765, 0.05500753269794091, 0.3419330210525824, 0.9999999999999964]","[True, True, False, True]","[True, True, True, True, True]",False,True
16883,Uranus;Planet;20th_century;Technology;Computer;Linux,Uranus,Linux,5,3,1,"[0.2647162188846378, 0.0348542666412299, 0.13216029834772247, 0.10778705423921779, 0.1335391546763122]","[0.007623752569225249, 0.009574371950458233, 0.013871498727792237, 0.044199893445926536, 0.1335391546763122, 0.9999999999999987]","[False, True, False, True]","[True, True, True, True, True]",False,True
15799,Sikkim;Temperate;North_America;United_States;Chicago;University_of_Chicago,Sikkim,University_of_Chicago,5,3,1,"[0.030976485649676647, 0.08569580579346371, 0.3308730019703287, 0.15332354963366376, 0.5521986939066623]","[0.018145126123610487, 0.018232393936479498, 0.03704316207072568, 0.12452363444905629, 0.5521986939066623, 1.0000000000000016]","[True, True, False, True]","[True, True, True, True, True]",False,True
8423,Spacecraft_propulsion;Mars_Reconnaissance_Orbiter;Mars_Exploration_Rover;Cornell_University;United_States;Bald_Eagle,Spacecraft_propulsion,Bald_Eagle,5,3,1,"[0.21501643899094156, 0.29264015729554305, 0.058232677219476434, 0.10800419675975152, 0.1144764609299421]","[0.010224107046501299, 0.010482071362096834, 0.012602701468824305, 0.014403590704578487, 0.1144764609299421, 1.0000000000000018]","[True, False, True, True]","[True, True, True, True, True]",False,True
11543,Ammolite;United_States;Plymouth;England;London;Tower_Bridge,Ammolite,Tower_Bridge,5,3,1,"[0.023592432397171396, 0.10326808069868135, 0.0891456291816565, 0.2820032973974934, 0.2161206655068462]","[0.0063954604032124855, 0.03810297670680171, 0.03875569752937175, 0.0728330087017904, 0.2161206655068462, 1.0000000000000022]","[True, False, True, False]","[True, True, True, True, True]",False,True
5134,Brain;Eye;Human;Technology;Electronics;Telephone,Brain,Telephone,5,3,1,"[0.15615342602174184, 0.11003338742623375, 0.24549923511982966, 0.10206212680125992, 0.09034154569427835]","[0.01987493081672035, 0.02684887143886786, 0.02916966508991262, 0.0406793231213832, 0.09034154569427835, 1.0000000000000009]","[False, True, False, False]","[True, True, True, True, True]",False,True
17062,Wildebeest;Black_Wildebeest;Blue_Wildebeest;Southern_Africa;North_America;Rocky_Mountains,Wildebeest,Rocky_Mountains,5,3,1,"[0.5121675293985823, 0.4384757760318382, 0.15728213695710963, 0.12473005413322318, 0.10395899460196834]","[0.010741283010240544, 0.01521305756338497, 0.024064381799496045, 0.046908895906979865, 0.10395899460196834, 0.9999999999999999]","[False, False, False, False]","[True, True, True, True, True]",False,True
18514,Silurian;Cambrian;Fossil;Reptile;Mammal;Elephant,Silurian,Sleep,5,3,0,"[0.16974834318440044, 0.15484332517248633, 0.04788807907355013, 0.25611982342812334, 0.07830059891174755]","[0.00833624367596301, 0.009387298354599819, 0.025142805902954774, 0.034169511623576294, 0.07830059891174755, 1.0000000000000024]","[False, False, True, False]","[True, True, True, True, True]",False,True
1988,Minnesota;University;Library;Computer_science;Computer_programming;Linux,Minnesota,Linux,5,3,1,"[0.05552458155129235, 0.06629250046373926, 0.030769949837273942, 0.31068229556471755, 0.12617729059859992]","[0.012423016160592229, 0.014203292504240125, 0.0360070644897449, 0.08276556976566844, 0.12617729059859992, 0.9999999999999987]","[True, False, True, False]","[True, True, True, True, True]",False,True
13023,Euphrates;Turkey;European_Union;United_States;Computer;Central_processing_unit,Euphrates,Central_processing_unit,5,3,1,"[0.1517260139966447, 0.26237534605967694, 0.2332648652584649, 0.036229024125313446, 0.3952080494473327]","[0.006139584119917724, 0.017320809822855377, 0.017531635705951124, 0.027744867633703735, 0.3952080494473327, 1.0000000000000029]","[True, False, False, True]","[True, True, True, True, True]",False,True
4417,Tyrannosaurus;Fossil;Oxygen;Water;Hydrogen;Hydrochloric_acid,Tyrannosaurus,Hydrochloric_acid,5,3,1,"[0.07973445371441011, 0.05055411269748454, 0.1301870139539157, 0.16261621385389718, 0.1958946825457046]","[0.009675620876017038, 0.02184024219385549, 0.06367168099182927, 0.11941083091385062, 0.1958946825457046, 1.0000000000000004]","[False, True, True, True]","[True, True, True, True, True]",False,True
6431,Bay_of_Bengal;Indian_Ocean;Atlantic_Ocean;Mediterranean_Sea;Ancient_Greece;Athens,Bay_of_Bengal,Athens,5,3,1,"[0.170097555228648, 0.4234682297475014, 0.23570762949130383, 0.07960754276453913, 0.4026690876386556]","[0.011341504602141773, 0.0296295139698944, 0.03232516120008944, 0.046501130420846776, 0.4026690876386556, 1.0000000000000042]","[True, False, False, True]","[True, True, True, True, True]",False,True
16370,Theatre;Music;Culture;Agriculture;Horse;Zebra,Theatre,Zebra,5,3,1,"[0.08988164242514379, 0.10249206517393164, 0.0650752280028559, 0.08178121981643148, 0.10772198418471989]","[0.003615741833142461, 0.00389874552159468, 0.008212213142647423, 0.009221272700689797, 0.10772198418471989, 0.9999999999999984]","[True, False, True, True]","[True, True, True, True, True]",False,True
13000,Eocene;Continent;North_America;California;San_Francisco%2C_California;Bay_Area_Rapid_Transit,Eocene,Bay_Area_Rapid_Transit,5,3,1,"[0.1039243175757994, 0.2962471633448115, 0.12726552086290305, 0.31497232321766694, 0.29260112483994344]","[0.010268370948218383, 0.010739278319715478, 0.032321225808370456, 0.1143120392020157, 0.29260112483994344, 0.9999999999999992]","[True, False, True, False]","[True, True, True, True, True]",False,True
10434,Monkey;Ape;Human;Music;Musical_instrument;Piano,Monkey,Piano,5,3,1,"[0.34823386954139013, 0.27370180948854705, 0.09127074008862189, 0.11652589303264341, 0.19853059368069656]","[0.006201511475525888, 0.010085595270998709, 0.02358317155161412, 0.06046254900241761, 0.19853059368069656, 0.9999999999999997]","[False, False, True, True]","[True, True, True, True, True]",False,True
14164,Latvia;Russia;People%27s_Republic_of_China;Nepal;Himalayas;Edmund_Hillary,Latvia,Edmund_Hillary,5,3,1,"[0.2177869629821267, 0.18280135135703626, 0.1282269415530742, 0.2232070175881604, 0.18296632464626544]","[0.012920155171302614, 0.025184066878660392, 0.03033141722770289, 0.12620757273274355, 0.18296632464626544, 1.0]","[False, False, True, False]","[True, True, True, True, True]",False,True
6919,Pyramid;Mexico;Agriculture;Soybean;Seed;Bean,Pyramid,Bean,5,3,1,"[0.038694230531195195, 0.04718696447786333, 0.08863259997392563, 0.07567380670917628, 0.10439411813039873]","[0.004724199613703206, 0.006421383187950407, 0.0670822245446221, 0.10107310575215235, 0.10439411813039873, 1.0000000000000024]","[True, True, False, True]","[True, True, True, True, True]",False,True
7568,Scent_of_a_Woman;New_York_City;World_War_II;Tank;Weapon;Firearm,Scent_of_a_Woman,Firearm,5,3,1,"[0.04644200625051113, 0.11546586557751012, 0.11572665724237169, 0.18565276370969308, 0.1571067504233431]","[0.01683227735215006, 0.026641283841805773, 0.054208997330532645, 0.10607572465367678, 0.1571067504233431, 1.0000000000000033]","[True, True, True, False]","[True, True, True, True, True]",False,True
14289,Louis_XIV_of_France;France;Atlantic_Ocean;Earth;Crust_%28geology%29;Continental_crust,Louis_XIV_of_France,Continental_crust,5,3,1,"[0.2622582006672423, 0.13318488600393127, 0.11745943188759822, 0.27677358675007335, 0.7089451772883081]","[0.004129888474460774, 0.014324030748643845, 0.05256913336581811, 0.1496040796066445, 0.7089451772883081, 0.9999999999999998]","[False, False, True, True]","[True, True, True, True, True]",False,True
6304,Tajikistan;Soviet_Union;World_War_II;Nazi_Germany;Germany;Otto_von_Bismarck,Tajikistan,Otto_von_Bismarck,5,3,1,"[0.13648921938955727, 0.3528750412569598, 0.3378407160120004, 0.36800209957239244, 0.2154060220479309]","[0.018294296972551874, 0.048921491649666894, 0.12517799594135487, 0.1258158419078288, 0.2154060220479309, 0.9999999999999966]","[True, False, True, False]","[True, True, True, True, True]",False,True
16056,Sun_Yat-sen;Communism;Soviet_Union;Russia;Moscow;Onion_dome,Sun_Yat-sen,Onion_dome,5,3,1,"[0.06918150535836738, 0.3317240428455583, 0.4416365731715738, 0.3151862797560848, 0.09576405455473828]","[0.003681089597487341, 0.020314939459621626, 0.03541503666760889, 0.09175218011782058, 0.09576405455473828, 0.9999999999999984]","[True, True, False, False]","[True, True, True, True, True]",False,True
15725,Seaborgium;Soviet_Union;Mao_Zedong;Marxism;Philosophy;Tao_Te_Ching,Seaborgium,Tao_Te_Ching,5,3,1,"[0.030516694965875172, 0.09127076376508218, 0.19477183885022545, 0.11688821456855131, 0.07715204194768081]","[0.006021356131060464, 0.01606738486834763, 0.020703962380803808, 0.021106345978249126, 0.07715204194768081, 1.000000000000003]","[True, True, False, False]","[True, True, True, True, True]",False,True
11187,Mark_Twain_House;Telephone;Radio;Iron;Chemical_element;Mercury_%28element%29,Mark_Twain_House,Mercury (element),5,3,1,"[0.019312081799338625, 0.20326472322381525, 0.02044380128425651, 0.12089207893201968, 0.1082616082337463]","[0.008010718970310695, 0.013441513992756293, 0.026450363153418706, 0.053708685713371604, 0.1082616082337463, 1.0000000000000002]","[True, False, True, False]","[True, True, True, True, True]",False,True
