,link,#_clicks_norm,in_image
1907,henry morton stanley,14.0,0
1908,henry purcell,22.0,0
1909,henry rollins,18.0,0
1910,henry viii of england,29.85,1
1911,henry vii of england,160.0,0
1912,henry vi of england,100.0,0
1913,henry v of england,98.0,0
1914,henry wood (conductor),0.0,0
1915,hepatocellular carcinoma,16.0,0
1916,hepatorenal syndrome,0.0,0
1917,heracles,72.0,0
1918,heraclius,30.0,0
1919,heraldry,1.4,1
1920,herbert hoover,6.0,1
1921,herbig-haro object,8.0,0
1922,herbivore,438.0,0
1923,hermann maier,0.0,0
1924,hernán cortés,6.0,1
1925,hero of ukraine,0.0,0
1926,hero of the russian federation,2.0,0
1927,herodotus,40.0,0
1928,heron,34.0,0
1929,herrerasaurus,6.0,0
1930,herring gull,7.5,1
1931,hey jude,10.0,1
1932,hickman's potentilla,0.0,0
1933,high german consonant shift,24.0,0
1934,hilda of whitby,0.0,0
1935,himalayas,176.0,0
1936,himno nacional mexicano,0.0,1
1937,hindi,3.05,1
1938,hinduism,2.3,1
1939,hip hop music,296.0,0
1940,hippocrates,90.0,0
1941,hippopotamus,60.0,0
1942,hiroh kikai,0.0,0
1943,hirohito,42.0,0
1944,history,57.04,1
1945,history of alaska,0.0,0
1946,history of anglo-saxon england,98.0,0
1947,history of arizona,16.0,0
1948,history of buddhism,20.0,0
1949,history of burnside,0.0,0
1950,history of cape colony from 1806 to 1870,0.0,0
1951,history of cape colony from 1870 to 1899,0.0,0
1952,history of central asia,8.0,0
1953,history of earth,134.0,0
1954,history of greece,106.0,1
1955,history of greenland,28.0,0
1956,history of limerick,0.0,0
1957,"history of louisville, kentucky",0.0,0
1958,"history of miami, florida",0.0,0
1959,history of new jersey,16.0,0
1960,history of northwest territories capital cities,0.0,0
1961,history of poland (1945–1989),0.0,0
1962,history of portugal (1777–1834),0.0,0
1963,history of puerto rico,16.0,0
1964,history of russia,36.0,0
1965,history of singapore,0.0,0
1966,history of solidarity,0.0,0
1967,history of south africa,42.0,0
1968,history of south africa in the apartheid era,18.0,1
1969,history of south carolina,4.0,0
1970,history of wikipedia,0.0,0
1971,history of computing hardware,50.0,0
1972,history of democracy,28.0,0
1973,history of education,0.0,0
1974,history of merit badges (boy scouts of america),0.0,0
1975,history of nuclear weapons,0.0,1
1976,history of painting,10.0,0
1977,history of post-soviet russia,30.0,0
1978,history of saffron,0.0,0
1979,history of science,124.0,0
1980,history of slavery,48.0,0
1981,history of the australian capital territory,0.0,0
1982,history of the grand canyon area,0.0,0
1983,history of the internet,86.0,0
1984,history of the netherlands,0.0,0
1985,history of the panama canal,0.0,0
1986,history of the portuguese communist party,0.0,0
1987,history of the royal australian navy,0.0,0
1988,history of the west indian cricket team,0.0,0
1989,history of the world,102.0,0
1990,ho chi minh,6.8,1
1991,ho chi minh city,23.33,1
1992,holkham hall,2.0,0
1993,hollandic,12.57,1
1994,holmium,10.0,1
1995,holy roman empire,25.76,1
1996,homer,4.34,1
1997,homestar runner,36.0,0
1998,homo floresiensis,22.0,0
1999,honduras,10.5,1
2000,honey,138.0,0
2001,honey bee,102.0,0
2002,hong kong,20.44,1
2003,hoover dam,68.0,0
2004,hopman cup,20.0,0
2005,"horatio nelson, 1st viscount nelson",10.0,1
2006,horn of africa,64.0,0
2007,horse,324.0,0
2008,hot air balloon,9.33,1
2009,house,8.29,1
2010,house martin,12.0,0
2011,house sparrow,17.6,1
2012,house of lords,0.95,1
2013,household income in the united states,44.0,0
2014,"houston, texas",4.36,1
2015,hovercraft,42.0,0
2016,howards end,6.0,0
2017,howland island,8.0,1
2018,hrafnkels saga,0.0,0
2019,hubbard glacier,28.0,0
2020,hubble's law,14.4,1
2021,hubble deep field,28.0,0
2022,hubble space telescope,12.17,1
2023,hudson bay,72.0,0
2024,hugo wolf,20.0,0
2025,human,2420.0,0
2026,human abdomen,0.0,0
2027,human dignity,28.0,0
2028,human rights,300.0,0
2029,humanism,68.0,0
2030,humanities,74.0,0
2031,humbert roque versace,0.0,0
2032,humour,18.0,0
2033,humpback whale,102.0,0
2034,humphry davy,1.83,1
2035,humus,30.0,0
2036,hundred years' war,44.0,0
2037,hungary,30.67,1
2038,hunger,34.0,0
2039,huntington's disease,14.0,0
2040,hurricane alex (2004),14.0,0
2041,hurricane andrew,60.0,0
2042,hurricane camille,46.0,0
2043,hurricane charley,28.0,0
2044,hurricane danny (1997),0.0,0
2045,hurricane david,16.0,0
2046,hurricane dennis,42.0,0
2047,hurricane edouard (1996),2.0,0
2048,hurricane epsilon (2005),14.0,0
2049,hurricane felix (1995),2.0,0
2050,hurricane floyd,24.0,0
2051,hurricane georges,16.0,0
2052,hurricane gloria,0.0,0
2053,hurricane ivan,56.0,0
2054,hurricane john (1994),2.0,0
2055,hurricane john (2006),10.0,0
2056,hurricane katrina,15.24,1
2057,hurricane lenny,16.0,0
2058,hurricane marty (2003),0.0,0
2059,hurricane mitch,28.0,0
2060,hurricane philippe (2005),12.0,0
2061,hurricane vince (2005),0.0,0
2062,husein gradaščević,8.0,0
2063,hutu,2.43,1
2064,"hyde park, london",34.0,0
2065,hydrochloric acid,5.14,1
2066,hydrogen,30.75,1
2067,hydrogen peroxide,56.0,0
2068,hydrology,8.0,1
2069,hyena,100.0,0
2070,hymenoptera,80.0,1
2071,hypsilophodon,0.0,0
2072,ig farben building,18.0,0
2073,ipod,14.44,1
2074,itunes,68.0,0
2075,i ching,14.0,0
2076,i want to hold your hand,9.6,1
2077,ibn battuta,8.0,0
2078,ice,4.82,1
2079,ice age,4.0,1
2080,ice hockey,9.6,1
2081,ice sheet,108.0,0
2082,iceland,32.24,1
2083,iceland hotspot,32.0,0
2084,ichthyosaur,54.0,0
2085,idit harel caperton,2.0,0
2086,idolatry,24.0,0
2087,igneous rock,86.0,0
2088,igor stravinsky,50.0,0
2089,iguanodon,26.0,0
2090,ike altgens,18.0,0
2091,imagism,20.0,0
2092,immanuel kant,4.85,1
2093,imperative programming,42.0,0
2094,imperial japanese navy,62.0,0
2095,impressionism,80.0,0
2096,inca empire,8.2,1
2097,income disparity,2.0,0
2098,india,135.72,1
2099,indian institutes of technology,0.0,0
2100,indian ocean,24.09,1
2101,indian peafowl,8.0,0
2102,indian railways,22.0,0
2103,indian standard time,46.0,0
2104,indian cricket team,26.0,0
2105,indian independence movement,10.22,1
2106,indira gandhi,28.0,0
2107,indium,18.67,1
2108,indo-greek kingdom,16.0,0
2109,indonesia,44.59,1
2110,indonesian language,32.0,0
2111,indricotherium,12.0,0
2112,inductance,117.0,1
2113,indus river,66.0,0
2114,indus valley civilization,4.78,1
2115,industrial revolution,13.17,1
2116,industry,134.79,1
2117,information,640.0,0
2118,infrastructure,72.0,0
2119,inner hebrides,20.0,0
2120,insect,440.0,0
2121,insulin,38.0,0
2122,integrated circuit,172.0,0
2123,intel corporation,20.0,0
2124,intelligence,30.0,0
2125,interbase,0.0,0
2126,international court of justice,1.64,1
2127,international english,0.0,0
2128,international red cross and red crescent movement,18.0,0
2129,international space station,140.0,0
2130,international human rights instruments,16.0,0
2131,international law,108.0,0
2132,internet,31.05,1
2133,internet explorer,126.0,0
2134,interpol,12.0,1
2135,introduction to special relativity,2.0,0
2136,invasion,21.33,1
2137,invasion of grenada,19.0,1
2138,invasive species,80.0,0
2139,invertebrate,116.0,0
2140,investment banking,26.0,0
2141,iodine,4.21,1
2142,iowa class battleship,0.0,0
2143,ipswich,20.0,0
2144,iran,38.23,1
2145,iranian peoples,46.0,0
2146,iraq,33.05,1
2147,iraq war,4.08,1
2148,iraq and weapons of mass destruction,0.0,0
2149,ireland,49.31,1
2150,ireland king of arms,0.0,0
2151,iridium,8.0,1
2152,irish sea,6.8,1
2153,irish people,56.0,0
2154,irish poetry,42.0,0
2155,irish theatre,24.0,0
2156,iron,13.15,1
2157,iron(iii) chloride,6.0,1
2158,iron age,150.0,0
2159,iron maiden,48.0,0
2160,iron mike,0.0,0
2161,irrigation,208.0,0
2162,isaac,10.0,1
2163,isaac asimov,42.0,0
2164,isaac brock,14.0,0
2165,isaac newton,410.0,0
2166,isambard kingdom brunel,1.29,1
2167,isan,8.0,0
2168,ishango bone,22.0,0
2169,isis,24.0,0
2170,islam,21.61,1
2171,islamic republic,28.0,1
2172,island fox,16.0,0
2173,isle of man,7.04,1
2174,isle of wight,2.77,1
2175,isles of scilly,54.0,0
2176,isospin,8.0,0
2177,israel,57.0,1
2178,issyk kul,6.0,0
2179,istanbul,12.0,1
2180,italian renaissance,138.0,0
2181,italian war of 1521,7.0,1
2182,italo disco,18.0,0
2183,italy,228.99,1
2184,ivan iv of russia,24.0,0
2185,ivory,118.0,0
2186,ivory-billed woodpecker,34.0,0
2187,jórvík,0.0,0
2188,józef piłsudski,1.09,1
2189,j. j. thomson,20.0,1
2190,j. k. rowling,52.67,1
2191,j. m. w. turner,22.67,1
2192,j. r. r. tolkien,13.64,1
2193,j. s. fry & sons,2.0,0
2194,jack kerouac,1.67,1
2195,jackal,30.0,0
2196,jackanory,16.0,0
2197,jackdaw,14.0,0
2198,jackie robinson,30.0,0
2199,jacob riis,0.0,0
2200,jacobite rising,8.0,0
2201,jacques-louis david,10.67,1
2202,jacques cartier,10.0,0
2203,jakarta,26.25,1
2204,jake gyllenhaal,34.0,0
2205,jamaica,27.27,1
2206,james bond,7.14,1
2207,james buchanan,9.33,1
2208,james callaghan,6.75,1
2209,james clerk maxwell,70.0,0
2210,james cook,52.0,0
2211,james d. watson,40.0,0
2212,james garfield,6.4,1
2213,james ii of england,108.0,0
2214,james i of england,18.8,1
2215,james joyce,1.19,1
2216,james k. polk,5.75,1
2217,james lovelock,18.0,0
2218,james monroe,3.8,1
2219,james stewart (actor),12.0,0
2220,"james t. aubrey, jr.",0.0,0
2221,james watt,46.0,0
2222,jan mayen,14.0,1
2223,jane austen,4.0,1
2224,jane eyre,8.0,0
2225,jane fonda,16.0,0
2226,japan,186.86,1
2227,japanese grammar,0.0,0
2228,japanese war crimes,36.0,0
2229,japanese yen,25.0,1
2230,jarvis island,16.0,1
2231,jaws (film),46.0,0
2232,jazz,8.12,1
2233,jean-jacques rousseau,30.0,0
2234,jean charles de menezes,0.0,0
2235,jehovah,20.0,0
2236,jerry fodor,12.0,0
2237,jersey,6.91,1
2238,jersey zoological park,16.0,0
2239,jerusalem,17.68,1
2240,jesse owens,28.0,0
2241,jesus,33.13,1
2242,jet set willy,20.0,0
2243,jet engine,28.67,1
2244,jew,622.0,0
2245,jewellery,50.0,0
2246,jiaogulan,24.0,0
2247,jimmy carter,4.95,1
2248,jimmy wales,9.14,1
2249,joan of arc,5.43,1
2250,jocelin,16.0,0
2251,joel brand,0.0,1
2252,johann pachelbel,36.0,0
2253,johann sebastian bach,9.09,1
2254,johann wolfgang goethe,18.0,0
2255,johannes gutenberg,32.0,0
2256,johannes kepler,70.0,0
2257,johannes ockeghem,10.0,0
2258,johannesburg,12.0,1
2259,john a.t. robinson,0.0,0
2260,john adams,5.12,1
2261,john bull (locomotive),0.0,0
2262,john cabot,34.0,0
2263,john calvin,28.0,0
2264,john constable,6.92,1
2265,john dee,40.0,0
2266,john f. kennedy,14.73,1
2267,john f. kennedy assassination,80.0,0
2268,john flamsteed,24.0,0
2269,john henninger reagan,0.0,0
2270,john howard,3.0,1
2271,john locke,2.6,1
2272,john logie baird,34.0,0
2273,john marshall,16.0,0
2274,john maynard keynes,56.0,0
2275,john mcenroe,7.56,1
2276,john millington synge,12.0,0
2277,john milton,36.0,0
2278,john pershing,9.0,1
2279,"john seigenthaler, sr.",8.0,0
2280,john sentamu,20.0,0
2281,john tyler,6.0,1
2282,john vanbrugh,22.0,0
2283,john w. campbell,10.0,0
2284,john w. johnston,2.0,0
2285,john of england,58.0,0
2286,john von neumann,42.0,0
2287,johnny appleseed,32.0,0
2288,johnston atoll,5.5,1
2289,jomsvikings,14.0,0
2290,jonah lomu,14.0,0
2291,jonathan wild,8.0,0
2292,jordan,20.16,1
2293,jordan river,10.93,1
2294,jordanhill railway station,0.0,0
2295,jorge luis borges,3.5,1
2296,joseph haydn,36.0,0
2297,joseph stalin,7.12,1
2298,joseph and the amazing technicolor dreamcoat,4.0,0
2299,josephus,20.0,0
2300,juan sebastián elcano,4.0,0
2301,judaism,13.78,1
2302,juice,72.0,0
2303,julius caesar,10.47,1
2304,julius and ethel rosenberg,0.0,0
2305,july 2006 java earthquake,4.0,0
2306,jump rope,32.0,0
2307,juniper berry,14.0,0
2308,jupiter,19.03,1
2309,jupiter (mythology),56.0,0
2310,jurassic,9.17,1
2311,juvenile delinquency,34.0,0
2312,jyllands-posten muhammad cartoons controversy,10.0,0
2313,kīlauea,10.0,0
2314,kaffir lime,6.0,0
2315,kakapo,32.0,0
2316,kakariki,0.0,0
2317,kangaroo,130.0,0
2318,"kansas city, missouri",4.75,1
2319,karachi,2.91,1
2320,kargil war,18.0,0
2321,karikkoselkä,0.0,0
2322,karl benz,32.0,0
2323,karl marx,8.11,1
2324,karl popper,3.82,1
2325,kashmir region,36.0,0
2326,katana,92.0,0
2327,katyn massacre,0.0,0
2328,kazakhstan,19.81,1
2329,keira knightley,54.0,0
2330,kenya,43.08,1
2331,kerala,3.0,1
2332,kestrel,4.0,0
2333,keurusselkä,0.0,0
2334,kevin spacey,18.0,0
2335,khan wali khan,8.0,0
2336,khartoum,10.35,1
2337,khazars,18.0,0
2338,khudai khidmatgar,20.0,0
2339,kidnapped (novel),0.0,0
2340,kiev,6.88,1
2341,kigali,9.6,1
2342,kigo,12.0,0
2343,king arthur,6.4,1
2344,king kong (1933 film),8.0,0
2345,king kong (2005 film),4.0,0
2346,kingman reef,8.0,1
2347,kipchaks in georgia,0.0,0
2348,kiribati,5.45,1
2349,kite (bird),20.0,0
2350,kitsch,6.0,0
2351,klinefelter's syndrome,0.0,0
2352,knights of columbus,2.0,0
2353,kochi (india),10.0,0
2354,kofi annan,36.0,0
2355,kohlberg's stages of moral development,4.0,0
2356,kolkata,20.0,0
2357,konrad lorenz,2.0,1
2358,kookaburra,60.0,0
2359,korea,174.0,0
2360,koryaksky,48.0,0
2361,kosovo,6.55,1
2362,krag-jørgensen,2.0,0
2363,krakatoa,26.0,0
2364,krazy kat,12.0,0
2365,krill,4.1,1
2366,krypton,13.33,1
2367,ku klux klan,4.95,1
2368,kuala lumpur,3.05,1
2369,kubla khan,14.0,0
2370,kuiper belt,26.0,0
2371,kurt cobain,11.43,1
2372,kuru (disease),6.0,0
2373,kuwait,14.14,1
2374,kuwait city,68.0,1
2375,kylie minogue,36.0,0
2376,kyoto protocol,70.0,0
2377,kyrgyzstan,4.15,1
2378,l. s. lowry,8.0,0
2379,lansa cuzco crash,0.0,0
2380,la grande armée,2.0,0
2381,la paz,24.57,1
2382,labor day hurricane of 1935,36.0,0
2383,ladysmith black mambazo,18.0,0
2384,lagos,4.86,1
2385,laika,28.0,0
2386,lake albert,24.0,0
2387,lake baikal,3.4,1
2388,lake burley griffin,18.0,0
2389,lake chad,40.0,0
2390,lake district,7.56,1
2391,lake edward,40.0,0
2392,lake kariba,24.0,0
2393,lake kivu,22.0,0
2394,lake malawi,18.0,0
2395,lake mead,36.0,0
2396,lake powell,12.0,0
2397,lake superior,2.84,1
2398,lake tahoe,54.0,1
2399,lake tanganyika,50.0,0
2400,lake titicaca,40.0,0
2401,lake toba,20.0,0
2402,lake turkana,38.0,0
2403,lake victoria,50.0,0
2404,lake vostok,26.0,0
2405,lance armstrong,11.0,1
2406,lancia flaminia,0.0,0
2407,land (economics),12.0,0
2408,landform,50.0,0
2409,landscape,48.0,0
2410,language,224.4,1
2411,lanthanum,7.33,1
2412,laos,3.93,1
2413,laozi,24.0,0
2414,las palmas de gran canaria,0.0,1
2415,"las vegas, nevada",10.67,1
2416,last supper,10.6,1
2417,latin,95.7,1
2418,latin america,3.96,1
2419,latin alphabet,16.18,1
2420,latvia,9.58,1
2421,laurence olivier,44.0,0
2422,laurent fignon,16.0,0
2423,lavender,24.0,0
2424,law,2.81,1
2425,lawn,36.0,0
2426,lawrencium,0.0,1
2427,laws in wales acts 1535–1542,22.0,0
2428,layla,12.0,0
2429,lead,5.32,1
2430,lead(ii) nitrate,0.0,0
2431,league of nations,4.76,1
2432,leaning tower of pisa,36.0,0
2433,lebanon,9.87,1
2434,leeds,4.67,1
2435,lego,4.0,0
2436,leicester,2.11,1
2437,leif ericson,52.0,0
2438,leisure,32.0,0
2439,lemon,194.0,0
2440,lemon balm,16.0,0
2441,lemon myrtle,18.0,0
2442,lens (anatomy),34.0,0
2443,leo (constellation),0.0,0
2444,leo tolstoy,3.11,1
2445,leon trotsky,9.39,1
2446,leonardo da vinci,51.38,1
2447,leonhard euler,44.0,0
2448,lerwick,16.0,1
2449,lesotho,5.11,1
2450,lesothosaurus,0.0,0
2451,lettuce,54.0,0
2452,"levee failures in greater new orleans, 2005",10.0,0
2453,lhasa,32.0,0
2454,liberal democrats,15.33,1
2455,liberal democracy,124.0,0
2456,liberalism,82.0,0
2457,liberia,4.7,1
2458,libertarianism,40.0,0
2459,library,158.0,0
2460,library of alexandria,28.0,0
2461,library of congress,56.0,0
2462,libreville,80.0,1
2463,libya,15.96,1
2464,liechtenstein,8.67,1
2465,life,632.0,0
2466,light,5.72,1
2467,lighthouse of alexandria,4.0,0
2468,lighting designer,26.0,0
2469,lightning rod,46.0,0
2470,lille,3.23,1
2471,lilongwe,102.0,1
2472,lima,8.73,1
2473,limerick,22.0,0
2474,lincoln (automobile),0.0,0
2475,lincoln town car,0.0,0
2476,lindisfarne gospels,16.0,0
2477,linear algebra,48.0,0
2478,linguistics,276.0,0
2479,link (the legend of zelda),12.0,0
2480,linnet,0.0,0
2481,linus pauling,50.0,0
2482,linus torvalds,92.0,0
2483,linux,24.73,1
2484,lion,158.81,1
2485,lipid,54.0,0
2486,liquid crystal,24.0,0
2487,lisbon,8.18,1
2488,list of african countries,0.0,0
2489,list of archbishops of canterbury,4.0,0
2490,list of asian countries,4.0,0
2491,list of canadian provinces and territories by area,0.0,0
2492,list of european union member states by accession,8.0,0
2493,list of european countries,4.0,0
2494,list of french monarchs,42.0,0
2495,list of north american countries,0.0,0
2496,list of oceanian countries,2.0,0
2497,list of prime ministers of the united kingdom,80.0,0
2498,list of south american countries,0.0,0
2499,list of test cricket triple centuries,10.0,0
2500,list of u.s. states by date of statehood,46.0,0
2501,list of animal welfare groups,0.0,0
2502,list of areas in the national park system of the united states,56.0,0
2503,list of circulating currencies,90.0,0
2504,list of countries,98.0,0
2505,list of countries by system of government,188.0,0
2506,list of elements by name,424.0,0
2507,list of essential oils,32.0,0
2508,list of lakes,0.0,0
2509,list of members of the commonwealth of nations by date joined,0.0,0
2510,list of minerals,8.0,0
2511,list of monarchs in the british isles,20.0,0
2512,list of particles,0.0,0
2513,list of popes,38.0,0
2514,list of rivers by length,82.0,0
2515,list of sovereign states,66.0,0
2516,list of universities in the united kingdom,60.0,0
2517,list of vegetable oils,34.0,0
2518,list of world's largest lakes,0.0,0
2519,literacy,2.27,1
2520,literature,23.71,1
2521,lithium,5.41,1
2522,lithium aluminium hydride,30.0,0
2523,lithuania,12.69,1
2524,little women,6.0,0
2525,liverpool,18.29,1
2526,liverpool f.c.,50.0,0
2527,liverpool and manchester railway,28.0,0
2528,llandudno,6.0,0
2529,llywelyn the great,18.0,0
2530,local community,0.0,0
2531,local government in the united kingdom,32.0,0
2532,loch,48.0,0
2533,loch ness,42.0,0
2534,logba language,0.0,0
2535,logic,12.8,1
2536,logistics,14.0,0
2537,lomé,5.0,1
2538,london,207.88,1
2539,london bridge,88.0,0
2540,london underground,4.09,1
2541,london zoo,32.0,0
2542,london sewerage system,16.0,0
2543,lone wolf (gamebooks),0.0,0
2544,long-billed vulture,0.0,0
2545,long-tailed tit,0.0,0
2546,long pepper,18.0,0
2547,longship,36.0,0
2548,looney tunes,22.0,0
2549,lope de barrientos,0.0,0
2550,lord's resistance army,12.0,0
2551,lord voldemort,82.0,0
2552,"los angeles, california",42.11,1
2553,lost (tv series),20.0,0
2554,lothal,26.0,0
2555,lottie dod,0.0,0
2556,louis armstrong,5.8,1
2557,louis freeh,0.0,0
2558,louis jordan,28.0,0
2559,louis pasteur,7.0,1
2560,louis xiv of france,80.0,0
2561,"louisville, kentucky",5.6,1
2562,lovage,12.0,0
2563,love,144.0,0
2564,"lucy, lady duff-gordon",2.0,0
2565,ludwig wittgenstein,38.0,0
2566,ludwig van beethoven,17.78,1
2567,luftwaffe,84.0,0
2568,luminiferous aether,22.0,0
2569,lunar eclipse,86.0,0
2570,lung cancer,92.0,0
2571,lusaka,4.8,1
2572,lutetium,12.0,1
2573,luxembourg,15.98,1
2574,luxembourg (city),20.0,0
2575,lyme disease,52.0,0
2576,lyndon b. johnson,11.67,1
2577,lynton and barnstaple railway,0.0,1
2578,lyon,5.1,1
2579,m*a*s*h (tv series),4.0,0
2580,m-10001,0.0,0
2581,m-10003-6,0.0,0
2582,m1 motorway,18.0,1
2583,m25 motorway,58.0,1
2584,m6 motorway,0.0,1
2585,mini (bmw),24.0,0
2586,macau,6.9,1
2587,macbeth,6.25,1
2588,macbeth of scotland,16.0,0
2589,macedon,2.55,1
2590,machu picchu,62.0,0
2591,macintosh,158.0,0
2592,mackenzie river,14.0,0
2593,madagascar,14.19,1
2594,madama butterfly,20.0,0
2595,madrid,23.11,1
2596,magdalena abakanowicz,0.0,0
2597,magellanic penguin,76.0,1
2598,maghreb,74.0,0
2599,magic  the gathering,30.0,0
2600,maglev train,36.0,0
2601,magma,174.0,0
2602,magna carta,7.48,1
2603,magnesium,7.71,1
2604,magnet,14.5,1
2605,magnetism,84.0,1
2606,magpie,22.0,0
2607,mahabharata,0.96,1
2608,mahatma gandhi,3.53,1
2609,mahjong,12.0,0
2610,mahmoud abbas,4.0,0
2611,maiasaura,18.0,0
2612,maize,5.82,1
2613,makuria,16.0,0
2614,malaria,150.0,0
2615,malaspina glacier,10.0,0
2616,malawi,8.08,1
2617,malaysia,15.83,1
2618,malcolm iii of scotland,20.0,0
2619,malcolm ii of scotland,16.0,0
2620,malcolm x,42.0,0
2621,maldives,5.42,1
2622,mali,3.41,1
2623,mallard,18.0,0
2624,malta,7.26,1
2625,malwa (madhya pradesh),0.0,0
2626,mamenchisaurus,0.0,0
2627,mammal,2326.0,0
2628,mammoth,60.0,0
2629,mammoth cave national park,22.0,0
2630,mancala,26.0,0
2631,manchester,23.26,1
2632,manchester united f.c.,170.0,0
2633,mandan,12.0,0
2634,manganese,3.06,1
2635,mango,122.0,0
2636,manifest destiny,82.0,0
2637,manifold,20.0,0
2638,manila,8.18,1
2639,manorialism,18.0,0
2640,manuel i komnenos,18.0,0
2641,manufacturing,136.0,0
2642,mao zedong,11.0,1
2643,map projection,10.0,0
2644,maputo,13.33,1
2645,marc pugh,0.0,0
2646,marcel lefebvre,14.0,0
2647,marcel proust,3.2,1
2648,marco polo,28.0,0
2649,marcus allen,10.0,0
2650,margaret sanger,18.0,0
2651,margaret thatcher,2.42,1
2652,margate,8.0,0
2653,margin of error,18.0,0
2654,marginated tortoise,0.0,0
2655,marie curie,92.0,0
2656,mario,31.5,1
2657,marjoram,14.0,0
2658,mark antony,3.24,1
2659,mark twain,62.0,0
2660,mark twain house,18.0,0
2661,mark webber,0.0,1
2662,market,94.0,0
2663,markup language,38.0,0
2664,mars,18.67,1
2665,mars exploration rover,70.0,0
2666,mars reconnaissance orbiter,25.0,1
2667,marseille,6.57,1
2668,marshall islands,12.73,1
2669,marshall plan,2.12,1
2670,martello tower,0.0,0
2671,martin luther,88.0,0
2672,"martin luther king, jr.",17.71,1
2673,martin van buren,8.4,1
2674,martina navratilova,6.67,1
2675,martinique,4.17,1
2676,marvin gaye,38.0,0
2677,marxism,10.67,1
2678,mary ii of england,60.0,0
2679,mary i of england,46.0,0
2680,mary i of scotland,54.0,0
2681,mary kingsley,0.0,0
2682,mary seacole,24.0,0
2683,mary somerville,0.0,0
2684,maseru,32.0,1
2685,mass rapid transit (singapore),8.0,0
2686,mass media,358.0,0
2687,massospondylus,18.0,0
2688,material properties of diamond,28.0,0
2689,mathematical analysis,5.0,1
2690,mathematics,69.99,1
2691,matilda of boulogne,22.0,1
2692,matrix (mathematics),12.0,0
2693,matsuo bashō,4.0,0
2694,matter,198.0,0
2695,matthew brettingham,6.0,0
2696,mauna loa,20.0,0
2697,mauritania,1.8,1
2698,mauritius,8.36,1
2699,mausoleum of maussollos,0.0,0
2700,mauthausen-gusen concentration camp,8.0,0
2701,max planck,34.0,0
2702,max weber,1.13,1
2703,maxwell's equations,22.59,1
2704,maya civilization,13.5,1
2705,maya mythology,12.67,1
2706,mayotte,1.64,1
2707,mbabane,0.0,1
2708,mcfly (band),6.0,0
2709,meander,26.0,0
2710,measles,46.0,0
2711,measurement,22.0,0
2712,meat,204.0,0
2713,mecca,3.36,1
2714,mechanical work,42.0,0
2715,medal of honor,34.0,0
2716,medicine,6.87,1
2717,medieval commune,16.0,0
2718,medieval literature,20.0,0
2719,medieval music,34.0,0
2720,mediterranean sea,72.15,1
2721,mega man x (character),0.0,0
2722,meitnerium,0.0,1
2723,mekong,28.0,0
2724,melbourne,22.42,1
2725,mendelevium,28.0,1
2726,mendip hills,46.0,0
2727,meningitis,42.0,0
2728,menstrual cycle,38.0,0
2729,mentha,20.0,0
2730,menthol,18.0,0
2731,mercantilism,32.0,0
2732,mercia,32.0,0
2733,mercury (element),120.0,0
2734,mercury (planet),102.0,0
2735,merrimack river,14.0,0
2736,merseburg incantations,22.0,0
2737,mesopotamia,6.78,1
2738,mestizo,46.0,0
2739,metal,472.0,0
2740,metallurgy,68.0,0
2741,metamorphic rock,58.0,0
2742,meteor,58.0,0
2743,meteor shower,26.0,0
2744,meteorological history of hurricane katrina,54.0,0
2745,meteorology,6.48,1
2746,metric expansion of space,116.0,1
2747,mexico,104.57,1
2748,mexico city,25.89,1
2749,"miami, florida",54.0,0
2750,michael faraday,12.0,1
2751,michael jordan,140.0,0
2752,michael ramsey,16.0,0
2753,michael woodruff,0.0,0
2754,michelangelo,15.31,1
2755,michigan state university,40.0,0
2756,mickey mantle,22.0,0
2757,microraptor,40.0,0
2758,microscope,6.16,1
2759,microsoft,29.02,1
2760,microsoft windows,158.4,1
2761,middle ages,2.85,1
2762,middle east,14.2,1
2763,midway atoll,3.33,1
2764,miguel de cervantes,2.29,1
2765,mikhail gorbachev,1.14,1
2766,milan,17.61,1
2767,miles davis,50.0,0
2768,milgram experiment,34.0,0
2769,military dictatorship,19.2,1
2770,military history of canada,0.0,0
2771,military history of france,0.0,0
2772,military history of puerto rico,0.0,0
2773,military history of the soviet union,4.0,0
2774,milk,288.0,0
2775,milk thistle,0.0,0
2776,milkshake,6.0,0
2777,milky way,4.33,1
2778,millard fillmore,13.0,1
2779,milton keynes,8.0,1
2780,mind,6.5,1
2781,mineral,34.62,1
2782,ming dynasty,9.1,1
2783,mini,4.29,1
2784,minimum wage,2.33,1
2785,mining,10.84,1
2786,minmi (dinosaur),8.0,0
2787,"minneapolis, minnesota",24.0,0
2788,minnesota,30.27,1
2789,minoan civilization,24.0,1
2790,minstrel show,4.0,1
2791,miocene,1.83,1
2792,mir,8.18,1
2793,mirabilis (plant),0.0,0
2794,miranda otto,32.0,0
2795,mississippi river,6.09,1
2796,missouri river,5.82,1
2797,mistle thrush,10.0,0
2798,mitochondrial eve,26.0,0
2799,mitochondrion,46.0,0
2800,mixed-breed dog,10.0,0
2801,mixtape,0.0,0
2802,modern history,8.0,0
2803,modernist poetry in english,18.0,0
2804,mogadishu,16.0,1
2805,mohs scale of mineral hardness,34.0,0
2806,moldova,8.96,1
2807,moldovans,16.0,0
2808,mole (animal),10.0,0
2809,molybdenum,3.2,1
2810,momentum,62.0,0
2811,mona lisa,73.5,1
